age_CE,GOAT0010_raw,GOAT0020_raw,GOAT0030_raw,GOAT0040_raw,GOAT0050_raw,GOAT0060_raw,GOAT0070_raw,GOAT0080_raw,GOAT0090_raw,GOAT0120_raw,GOAT0130_raw,GOAT0140_raw,GOAT0150_raw,GOAT0160_raw,GOATCH00_raw,GOAT0010_raw_outlier_flag,GOAT0020_raw_outlier_flag,GOAT0030_raw_outlier_flag,GOAT0040_raw_outlier_flag,GOAT0050_raw_outlier_flag,GOAT0060_raw_outlier_flag,GOAT0070_raw_outlier_flag,GOAT0080_raw_outlier_flag,GOAT0090_raw_outlier_flag,GOAT0120_raw_outlier_flag,GOAT0130_raw_outlier_flag,GOAT0140_raw_outlier_flag,GOAT0150_raw_outlier_flag,GOAT0160_raw_outlier_flag,GOATCH00_raw_outlier_flag
1755,0.76,0.34,NA,NA,NA,NA,0.69,NA,NA,NA,0.38,NA,0.45,NA,0.52,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE
1756,0.74,0.46,NA,NA,NA,NA,0.7,0.53,NA,NA,0.59,NA,0.35,NA,0.56,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE
1757,0.42,0.56,NA,NA,NA,NA,0.66,0.38,NA,NA,0.46,NA,0.35,NA,0.47,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE
1758,0.46,0.53,NA,NA,NA,NA,0.62,0.44,NA,NA,0.45,NA,0.37,NA,0.48,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE
1759,0.41,0.41,NA,NA,NA,NA,0.6,0.34,NA,NA,0.27,NA,0.39,NA,0.4,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE
1760,0.38,0.42,NA,NA,NA,NA,0.69,0.42,NA,NA,0.36,NA,0.43,NA,0.45,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE
1761,0.42,0.49,NA,NA,NA,NA,0.68,0.37,NA,NA,0.42,NA,0.4,NA,0.46,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE
1762,0.55,0.67,NA,NA,NA,NA,0.71,0.46,NA,NA,0.57,NA,0.42,0.74,0.59,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE
1763,0.43,0.7,NA,NA,NA,NA,0.77,0.29,NA,NA,0.5,NA,0.49,0.68,0.55,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE
1764,0.47,0.76,NA,NA,NA,NA,0.68,0.19,NA,NA,0.39,NA,0.39,0.65,0.5,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE
1765,0.49,0.74,NA,NA,NA,NA,0.64,0.28,NA,NA,0.52,NA,0.36,0.64,0.52,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE
1766,0.52,0.78,NA,NA,NA,NA,0.61,0.3,NA,NA,0.55,NA,0.46,0.8,0.57,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE
1767,0.51,0.74,NA,NA,NA,NA,0.74,0.29,NA,NA,0.5,NA,0.44,0.76,0.57,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE
1768,0.47,0.74,1.05,NA,NA,NA,0.77,0.51,NA,NA,0.48,NA,0.46,0.87,0.67,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE
1769,0.4,0.75,0.85,NA,NA,NA,1,0.46,NA,NA,0.66,NA,0.45,0.9,0.68,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE
1770,0.44,0.49,0.9,NA,NA,NA,1.02,0.74,NA,NA,0.71,NA,0.52,0.7,0.69,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE
1771,0.37,0.32,0.94,NA,NA,NA,0.75,0.63,NA,NA,0.58,NA,0.31,0.98,0.61,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE
1772,0.55,0.44,1.07,NA,NA,NA,0.84,0.57,NA,NA,0.54,NA,0.35,1.35,0.71,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE
1773,0.67,0.59,0.94,NA,NA,NA,0.91,0.45,NA,NA,0.72,NA,0.4,1.17,0.73,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE
1774,0.76,0.49,1.08,NA,NA,NA,0.79,0.46,NA,NA,0.49,NA,0.36,0.84,0.66,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE
1775,0.51,0.6,0.88,NA,NA,NA,0.65,0.49,NA,NA,0.48,NA,0.34,0.92,0.61,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE
1776,0.57,0.3,0.87,NA,NA,NA,0.57,0.5,NA,NA,0.43,NA,0.31,0.68,0.53,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE
1777,0.46,0.53,0.71,NA,NA,NA,0.45,0.39,NA,NA,0.58,NA,0.3,0.74,0.52,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE
1778,0.56,0.81,0.67,NA,NA,NA,0.71,0.34,NA,NA,0.75,NA,0.35,0.86,0.63,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE
1779,0.5,0.61,1.12,NA,NA,NA,0.79,0.46,NA,NA,0.61,NA,0.46,1.27,0.73,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE
1780,0.58,0.52,0.86,NA,NA,NA,0.77,0.42,NA,NA,0.47,NA,0.44,1.21,0.66,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE
1781,0.58,0.68,0.68,NA,NA,NA,0.64,0.37,NA,NA,0.54,NA,0.37,0.81,0.58,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE
1782,0.45,0.52,0.91,NA,NA,NA,0.68,0.37,NA,NA,0.58,NA,0.31,0.76,0.57,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE
1783,0.42,0.63,0.84,NA,NA,NA,0.54,0.35,NA,NA,0.45,NA,0.28,0.62,0.52,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE
1784,0.28,0.56,0.99,NA,NA,NA,0.58,0.3,NA,NA,0.47,NA,0.28,0.52,0.5,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE
1785,0.5,0.48,1.24,NA,NA,NA,0.52,0.22,NA,NA,0.47,NA,0.24,0.61,0.54,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE
1786,0.73,0.61,0.79,NA,NA,NA,0.63,0.28,NA,NA,0.65,NA,0.29,0.73,0.59,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE
1787,0.5,0.54,0.85,NA,NA,NA,0.58,0.39,NA,NA,0.75,NA,0.28,0.72,0.58,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE
1788,0.78,0.65,0.83,NA,NA,NA,0.71,0.37,NA,NA,0.75,NA,0.34,0.85,0.66,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE
1789,0.58,0.67,1.02,NA,NA,NA,0.61,0.28,NA,NA,0.65,NA,0.3,0.72,0.6,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE
1790,0.48,0.66,0.97,NA,NA,NA,0.58,0.37,NA,NA,0.59,NA,0.24,1.08,0.62,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE
1791,0.48,0.62,0.79,NA,NA,NA,0.58,0.24,NA,NA,0.49,NA,0.19,1.23,0.58,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE
1792,0.48,0.81,1.06,NA,NA,NA,0.58,0.26,NA,NA,0.55,NA,0.24,1.31,0.66,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE
1793,0.4,0.85,1.02,NA,NA,NA,0.69,0.2,NA,NA,0.56,NA,0.19,0.95,0.61,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE
1794,0.49,0.65,0.82,NA,NA,NA,0.57,0.21,NA,NA,0.48,NA,0.2,0.8,0.53,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE
1795,0.49,0.61,0.77,NA,NA,NA,0.54,0.19,NA,NA,0.46,NA,0.14,0.67,0.48,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE
1796,0.46,0.57,0.68,NA,NA,NA,0.46,0.15,NA,NA,0.43,NA,0.24,0.64,0.45,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE
1797,0.48,0.61,0.82,NA,NA,NA,0.56,0.19,NA,NA,0.31,NA,0.25,0.69,0.49,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE
1798,0.66,0.59,0.81,NA,NA,NA,0.62,0.51,NA,NA,0.5,NA,0.21,1.14,0.63,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE
1799,0.58,0.6,0.82,NA,NA,NA,0.58,0.39,NA,NA,0.58,NA,0.2,1.15,0.61,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE
1800,0.42,0.48,0.98,NA,NA,NA,0.47,0.14,NA,NA,0.39,NA,0.1,0.81,0.47,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE
1801,0.41,0.6,1.54,NA,NA,NA,0.56,0.18,NA,NA,0.6,NA,0.2,1.16,0.66,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE
1802,0.68,0.58,1.57,NA,NA,NA,0.73,0.22,NA,NA,0.64,NA,0.26,1.21,0.74,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE
1803,0.47,0.43,2.97,NA,NA,NA,0.73,0.27,NA,NA,0.67,NA,0.22,1.08,0.86,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE
1804,0.57,0.39,2.66,NA,NA,NA,0.82,0.41,NA,NA,0.96,NA,0.2,0.88,0.86,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE
1805,0.53,0.62,1.7,NA,NA,NA,0.74,0.39,NA,NA,0.99,NA,0.16,0.79,0.74,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE
1806,0.67,0.68,1.21,NA,NA,0.1,0.76,0.46,NA,NA,1.02,NA,0.13,0.57,0.62,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE
1807,0.64,0.65,1.16,NA,NA,0.09,0.71,0.35,NA,NA,0.66,NA,0.19,0.52,0.55,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE
1808,0.71,0.72,1.08,NA,NA,0.12,0.74,0.27,NA,NA,0.62,NA,0.22,0.5,0.55,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE
1809,0.51,0.69,1.1,NA,NA,0.13,0.64,0.3,NA,NA,0.3,NA,0.23,0.57,0.5,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE
1810,0.59,0.88,1.18,NA,0.17,0.16,0.64,0.22,NA,NA,0.4,NA,0.3,0.54,0.51,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE
1811,0.62,0.8,1.19,NA,0.14,0.19,0.91,0.5,NA,NA,0.63,NA,0.35,0.49,0.58,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE
1812,0.45,0.54,0.95,NA,0.1,0.14,0.65,0.44,NA,NA,0.54,NA,0.28,0.43,0.45,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE
1813,0.48,0.86,0.89,NA,0.16,0.14,0.58,0.61,NA,NA,0.73,NA,0.3,0.54,0.53,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE
1814,0.42,0.81,0.84,NA,0.07,0.18,0.6,0.59,0.75,NA,0.75,NA,0.3,0.41,0.5,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE
1815,0.51,0.83,1.15,NA,0.04,0.16,0.53,0.46,0.95,NA,0.75,NA,0.31,0.57,0.53,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE
1816,0.49,0.89,1.33,NA,0.06,0.2,0.66,0.38,0.74,NA,0.77,NA,0.27,0.67,0.57,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE
1817,0.57,0.69,1.11,NA,0.06,0.19,0.6,0.37,0.84,NA,0.7,NA,0.22,0.58,0.51,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE
1818,0.41,0.69,0.93,NA,0.07,0.18,0.49,0.35,0.7,NA,0.68,NA,0.23,0.56,0.46,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE
1819,0.61,0.85,1.08,NA,0.08,0.16,0.54,0.39,0.3,NA,0.72,NA,0.36,0.55,0.53,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE
1820,0.57,0.75,1.09,NA,0.07,0.21,0.5,0.38,0.57,NA,0.68,NA,0.35,0.5,0.51,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE
1821,0.76,0.67,1.05,NA,0.06,0.22,0.62,0.37,0.55,NA,0.72,NA,0.35,0.68,0.55,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE
1822,0.66,0.76,1.04,NA,0.06,0.22,0.78,0.45,0.63,NA,0.96,NA,0.28,0.71,0.59,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE
1823,0.51,0.83,0.77,NA,0.07,0.19,0.47,0.38,0.66,NA,0.73,NA,0.29,0.62,0.49,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE
1824,0.47,0.55,0.68,0.87,0.04,0.17,0.34,0.27,0.82,NA,0.66,NA,0.16,0.43,0.42,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE
1825,0.58,0.6,0.87,0.71,0.05,0.23,0.48,0.35,0.7,NA,0.81,NA,0.26,0.55,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE
1826,0.41,0.67,0.82,0.52,0.06,0.18,0.43,0.31,0.71,NA,0.63,NA,0.25,0.67,0.45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE
1827,0.61,0.81,0.69,0.57,0.06,0.25,0.48,0.58,0.68,NA,0.59,NA,0.35,0.62,0.51,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE
1828,0.7,0.84,0.89,0.68,0.03,0.21,0.6,0.56,0.7,NA,0.74,NA,0.46,0.56,0.57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE
1829,0.59,0.55,1.08,0.62,0.05,0.25,0.54,0.57,0.73,NA,0.61,NA,0.37,0.87,0.55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE
1830,0.55,0.83,1.12,0.6,0.14,0.18,0.51,0.49,0.92,NA,0.51,NA,0.2,0.77,0.54,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE
1831,0.64,1.01,1.22,0.69,0.14,0.2,0.56,0.52,0.64,NA,0.51,NA,0.22,0.91,0.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE
1832,0.56,0.6,1.06,0.47,0.09,0.19,0.45,0.34,0.71,NA,0.44,NA,0.25,1.28,0.52,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE
1833,0.6,0.71,1.08,0.54,0.07,0.23,0.49,0.43,1.15,NA,0.46,NA,0.24,0.85,0.52,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE
1834,0.54,0.76,1,0.6,0.06,0.24,0.45,0.43,0.88,NA,0.54,NA,0.25,0.69,0.51,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE
1835,0.49,0.77,1.14,0.42,0.06,0.25,0.32,0.47,1.26,NA,0.53,NA,0.22,0.77,0.49,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE
1836,0.5,0.88,0.93,0.44,0.07,0.22,0.31,0.55,0.98,NA,0.51,NA,0.23,0.66,0.48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE
1837,0.45,0.79,1.19,0.56,0.07,0.19,0.29,0.52,0.6,NA,0.39,NA,0.23,0.65,0.48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE
1838,0.6,0.81,1.31,0.45,0.07,0.27,0.3,0.5,0.65,NA,0.62,NA,0.34,0.61,0.53,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE
1839,0.53,0.94,0.91,0.38,0.22,0.25,0.35,0.73,0.71,NA,0.58,NA,0.32,0.71,0.54,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE
1840,0.43,0.79,0.77,0.34,0.44,0.25,0.29,0.59,0.84,NA,0.67,0.57,0.33,0.87,0.53,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1841,0.71,1.31,0.5,0.54,0.25,0.29,0.21,0.78,0.62,NA,0.71,0.62,0.62,0.62,0.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1842,0.53,1.01,0.65,0.71,0.15,0.28,0.17,0.57,0.78,NA,0.6,0.56,0.42,0.58,0.52,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1843,0.56,1.12,0.68,0.61,0.09,0.22,0.18,0.45,0.81,NA,0.54,0.73,0.35,0.6,0.51,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1844,0.41,0.96,0.69,0.56,0.08,0.22,0.29,0.38,0.96,NA,0.48,0.69,0.33,0.69,0.48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1845,0.39,1.11,0.99,0.66,0.11,0.3,0.29,0.48,0.97,NA,0.55,1,0.33,1.05,0.61,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1846,0.33,0.74,1.02,0.4,0.11,0.31,0.26,0.96,1.14,NA,0.53,0.91,0.24,1.01,0.57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1847,0.5,0.87,1.01,0.42,0.09,0.28,0.36,0.72,0.73,NA,0.48,0.63,0.24,0.86,0.54,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1848,0.65,0.86,0.94,0.47,0.07,0.23,0.53,0.6,0.69,NA,0.47,0.64,0.26,0.98,0.56,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1849,0.33,0.76,0.55,0.33,0.06,0.24,0.26,0.39,0.82,0.49,0.39,0.43,0.22,0.53,0.38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1850,0.4,0.88,0.62,0.48,0.09,0.23,0.31,0.65,0.71,0.47,0.47,0.67,0.25,0.58,0.47,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1851,0.55,0.91,0.76,0.75,0.1,0.18,0.42,0.83,0.61,0.56,0.5,0.53,0.36,0.6,0.54,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1852,0.42,0.76,0.87,0.65,0.18,0.16,0.31,0.51,0.42,0.57,0.46,0.68,0.31,0.8,0.51,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1853,0.45,0.93,1,0.68,0.08,0.19,0.42,0.55,0.47,0.55,0.34,0.89,0.28,1.2,0.58,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1854,0.51,0.72,1.11,0.56,0.07,0.19,0.42,0.66,0.88,0.41,0.46,0.54,0.28,1.02,0.53,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1855,0.58,0.77,1.02,0.79,0.05,0.21,0.42,0.74,1.41,0.97,0.45,0.66,0.34,0.99,0.61,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1856,0.42,0.76,1.04,1.27,0.05,0.29,0.38,0.84,1.04,0.53,0.56,0.71,0.42,0.8,0.62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1857,0.44,0.81,1.63,0.97,0.07,0.31,0.5,0.63,0.59,0.6,0.57,1.07,0.38,0.69,0.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1858,0.38,0.85,1.33,0.82,0.08,0.25,0.51,0.79,0.94,0.53,0.43,1.28,0.31,0.75,0.64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1859,0.39,0.82,1.2,0.7,0.08,0.26,0.49,0.67,0.57,0.69,1.25,1.15,0.3,0.64,0.66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1860,0.51,1.04,1.65,1.1,0.07,0.28,0.61,0.83,0.61,0.73,1.44,1.36,0.55,1.11,0.87,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1861,0.33,0.92,1.21,0.8,0.08,0.24,0.5,0.53,1.07,0.48,1.14,1.01,0.39,1.06,0.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
