tree,n_missing_total,n_missing_1980_on,n_outliers_total
CCT01A_raw,186,33,8
CCT01B_raw,177,33,7
CCT02A_raw,141,33,10
CCT02B_raw,211,45,6
CCT02C_raw,476,33,0
CCT03A_raw,157,33,0
CCT03B_raw,124,33,3
CCT05A_raw,124,33,3
CCT05B_raw,139,33,4
CCT06A_raw,150,45,6
CCT06B_raw,274,45,0
CCT06C_raw,225,45,0
CCT06D_raw,485,33,0
CCT07A_raw,436,45,1
CCT07B_raw,308,33,2
CCT11A_raw,227,33,0
CCT11B_raw,254,33,2
CCT12A_raw,118,33,3
CCT12B_raw,121,33,4
CCT13A_raw,151,33,16
CCT13B_raw,162,33,6
CCT14A_raw,319,33,1
CCT14B_raw,268,33,1
CCT15A_raw,183,33,5
CCT15B_raw,200,33,0
CCT16A_raw,285,42,1
CCT16B_raw,321,33,0
CCT17A_raw,184,33,2
CCT17B_raw,184,33,5
CCT18A_raw,117,33,1
CCT18B_raw,138,33,1
CCT20A_raw,247,33,2
CCT20B_raw,153,33,8
