age_CE,LML01B_raw,LML02A_raw,LML02B_raw,LML03A_raw,LML03B_raw,LML04A_raw,LML04B_raw,LML05A_raw,LML05B_raw,LML06A_raw,LML06B_raw,LML07A_raw,LML07B_raw,LML08A_raw,LML08B_raw,LML09A_raw,LML09B_raw,LML10A_raw,LML10B_raw,LML01B_raw_outlier_flag,LML02A_raw_outlier_flag,LML02B_raw_outlier_flag,LML03A_raw_outlier_flag,LML03B_raw_outlier_flag,LML04A_raw_outlier_flag,LML04B_raw_outlier_flag,LML05A_raw_outlier_flag,LML05B_raw_outlier_flag,LML06A_raw_outlier_flag,LML06B_raw_outlier_flag,LML07A_raw_outlier_flag,LML07B_raw_outlier_flag,LML08A_raw_outlier_flag,LML08B_raw_outlier_flag,LML09A_raw_outlier_flag,LML09B_raw_outlier_flag,LML10A_raw_outlier_flag,LML10B_raw_outlier_flag
1548,NA,NA,NA,NA,NA,NA,NA,1.58,NA,NA,NA,NA,NA,0.92,NA,NA,NA,1.61,1.37,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1549,NA,NA,NA,NA,NA,NA,NA,0.97,NA,NA,NA,NA,NA,0.98,NA,NA,NA,1.45,1.33,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1550,NA,NA,NA,NA,NA,NA,NA,0.95,NA,NA,NA,NA,NA,0.84,NA,NA,NA,1.31,1.12,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1551,NA,NA,NA,NA,NA,NA,NA,1.61,NA,NA,NA,NA,NA,0.91,NA,NA,NA,1.23,0.94,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1552,NA,NA,NA,NA,NA,NA,NA,0.92,NA,NA,NA,NA,NA,0.69,NA,NA,NA,1.19,1.25,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1553,NA,NA,NA,NA,NA,NA,NA,0.93,NA,NA,NA,NA,NA,1.07,NA,NA,NA,0.94,1.17,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1554,NA,NA,NA,NA,NA,NA,NA,1.38,NA,NA,NA,NA,NA,1,NA,NA,NA,0.88,0.87,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1555,NA,NA,NA,NA,NA,NA,NA,0.92,NA,NA,NA,NA,NA,1.05,NA,NA,NA,1.32,1.21,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1556,NA,NA,NA,NA,NA,NA,NA,1.16,NA,NA,NA,NA,NA,0.8,NA,NA,NA,1.47,1.31,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1557,NA,NA,NA,NA,NA,NA,NA,1.21,NA,NA,NA,NA,NA,0.8,NA,NA,NA,1.53,1.22,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1558,NA,NA,NA,NA,NA,NA,NA,1.99,NA,NA,NA,NA,NA,0.92,NA,NA,NA,1.84,1.29,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1559,NA,NA,NA,NA,NA,NA,NA,2.44,NA,NA,NA,NA,NA,1.02,NA,NA,NA,1.75,1.39,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1560,NA,NA,NA,NA,NA,NA,NA,2.25,NA,NA,NA,NA,NA,1.05,NA,NA,NA,2.32,1.62,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE
1561,NA,NA,NA,NA,NA,NA,NA,2.24,NA,NA,NA,NA,NA,0.91,NA,NA,NA,1.56,1.32,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1562,NA,NA,NA,NA,NA,NA,NA,1.43,NA,NA,NA,NA,NA,0.89,NA,NA,NA,2.1,1.51,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1563,NA,NA,NA,NA,NA,NA,NA,2.14,NA,NA,NA,NA,NA,0.8,NA,NA,NA,1.48,1.18,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1564,NA,NA,NA,NA,NA,NA,NA,1.87,NA,NA,NA,NA,NA,1.18,NA,NA,NA,1.46,0.98,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1565,NA,NA,NA,NA,NA,NA,NA,1.21,NA,NA,NA,NA,NA,1.1,NA,NA,NA,0.94,0.88,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1566,NA,NA,NA,NA,NA,NA,NA,1.73,NA,NA,NA,NA,NA,0.74,NA,NA,NA,1.1,0.93,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1567,NA,NA,NA,NA,NA,NA,NA,1.24,NA,NA,NA,NA,NA,0.61,NA,NA,NA,0.99,0.87,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1568,NA,NA,NA,NA,NA,NA,NA,0.82,NA,NA,NA,NA,NA,0.67,NA,NA,NA,0.72,0.9,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1569,NA,NA,NA,NA,NA,NA,NA,0.94,NA,NA,NA,NA,NA,0.58,NA,NA,NA,1,0.96,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1570,NA,NA,NA,NA,NA,NA,NA,1.3,NA,NA,NA,NA,NA,0.67,NA,NA,NA,0.76,1.07,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1571,NA,NA,NA,NA,NA,NA,NA,1.01,NA,NA,NA,NA,NA,0.43,NA,NA,NA,0.71,0.74,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1572,NA,NA,NA,NA,NA,NA,NA,1.46,NA,NA,NA,NA,NA,0.56,NA,NA,NA,0.89,0.95,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1573,NA,NA,NA,NA,NA,NA,NA,1.4,NA,NA,NA,NA,NA,0.63,NA,NA,NA,0.65,0.98,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1574,NA,NA,NA,NA,NA,NA,NA,1.4,NA,NA,NA,NA,NA,0.58,NA,NA,NA,1.04,0.83,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1575,NA,NA,NA,NA,NA,NA,NA,1.75,NA,NA,NA,NA,NA,0.71,NA,NA,NA,1.13,1.15,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1576,NA,NA,NA,NA,NA,NA,NA,1.08,NA,NA,2.32,NA,NA,0.61,NA,NA,NA,1.14,1.28,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1577,NA,NA,NA,NA,NA,NA,NA,0.95,NA,NA,2.24,NA,NA,0.71,NA,NA,NA,1.22,1.25,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1578,NA,NA,NA,NA,NA,NA,NA,0.98,NA,NA,2.83,NA,NA,0.82,NA,NA,NA,0.97,1.27,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1579,NA,NA,NA,NA,NA,NA,NA,1.7,NA,NA,2.33,NA,NA,0.75,NA,NA,NA,0.74,1.34,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1580,NA,NA,NA,NA,NA,NA,NA,1.73,NA,NA,2.49,NA,NA,0.93,NA,NA,NA,1.11,1.67,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1581,NA,NA,NA,NA,NA,NA,NA,1.1,NA,2.15,2.55,NA,NA,0.52,NA,NA,NA,0.72,0.97,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1582,NA,NA,NA,NA,NA,NA,NA,1.47,NA,2.23,1.92,NA,NA,0.61,NA,NA,NA,1.07,1.56,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1583,NA,NA,NA,NA,NA,NA,NA,1.84,NA,2.08,2.45,NA,NA,0.59,NA,NA,NA,1.06,1.79,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1584,NA,NA,NA,NA,NA,NA,NA,1.94,NA,2.14,2.3,NA,NA,0.49,NA,NA,NA,1.1,1.57,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1585,NA,NA,NA,NA,NA,NA,NA,1.43,NA,3.12,1.69,NA,NA,0.71,NA,NA,NA,1.19,1.56,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,TRUE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1586,NA,NA,NA,NA,NA,NA,NA,0.81,NA,1.8,2.23,NA,NA,0.57,NA,NA,NA,1.22,1.3,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1587,NA,NA,NA,NA,NA,NA,NA,1.22,NA,2.06,1.87,NA,NA,0.64,NA,NA,NA,1.2,1.67,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1588,NA,NA,NA,NA,NA,NA,NA,2.07,NA,2.64,1.74,NA,NA,0.73,NA,NA,NA,1.85,1.73,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1589,NA,NA,NA,NA,NA,NA,NA,1.29,NA,1.96,2.38,NA,NA,1.02,NA,NA,NA,1.56,1.45,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1590,NA,NA,NA,NA,NA,NA,NA,1.76,NA,2.68,2.49,NA,NA,0.89,NA,NA,NA,1.72,1.55,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1591,NA,NA,NA,NA,NA,NA,NA,1.69,NA,2.46,1.74,NA,NA,0.91,NA,NA,NA,1.74,0.99,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1592,NA,NA,NA,NA,NA,NA,NA,2.21,NA,1.68,2.51,NA,NA,0.58,0.82,NA,NA,1.55,1.3,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE
1593,NA,NA,NA,NA,NA,NA,NA,1.61,NA,2.61,2.99,NA,NA,0.78,1.05,NA,NA,1.33,1.23,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE
1594,NA,NA,NA,NA,NA,NA,NA,1.17,NA,2.06,1.87,NA,NA,0.46,0.7,NA,NA,0.99,0.82,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE
1595,NA,NA,NA,NA,NA,NA,NA,1.33,NA,2.09,2.41,NA,NA,0.59,0.57,NA,NA,0.94,1.31,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE
1596,NA,NA,NA,NA,NA,NA,NA,2.49,NA,2.19,2.57,NA,NA,0.55,0.5,NA,NA,1.13,1.54,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE
1597,NA,NA,NA,NA,NA,NA,NA,2.39,NA,2.76,2.45,NA,NA,0.52,0.65,NA,NA,0.92,1.26,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE
1598,NA,NA,NA,NA,NA,NA,NA,2.39,NA,2.21,2.83,NA,NA,0.57,0.56,NA,NA,0.84,1.45,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE
1599,NA,NA,NA,NA,NA,NA,NA,1.5,NA,2.16,2.1,NA,NA,0.42,0.43,NA,NA,0.66,1.57,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE
1600,NA,NA,NA,NA,NA,NA,NA,1.46,NA,2.24,2.69,NA,NA,0.66,0.54,NA,NA,0.79,1.49,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE
1601,NA,NA,NA,NA,NA,NA,NA,1.65,NA,1.8,2.55,NA,NA,0.45,0.76,NA,NA,0.94,1.21,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE
1602,NA,NA,NA,NA,NA,NA,NA,1.25,NA,1.47,1.85,NA,NA,0.58,0.79,NA,NA,1.11,1.35,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE
1603,NA,NA,NA,NA,NA,NA,NA,1.89,NA,1.66,1.95,NA,NA,0.76,0.93,NA,NA,0.74,1.35,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE
1604,NA,NA,NA,NA,NA,NA,NA,1.68,NA,1.59,1.88,NA,NA,0.59,0.58,NA,NA,1.37,1.83,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE
1605,NA,NA,NA,NA,NA,NA,NA,1.36,NA,1.8,2.14,NA,NA,0.55,0.61,NA,NA,1.15,1.49,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE
1606,NA,NA,NA,NA,NA,NA,NA,1.07,NA,1.83,2.37,NA,NA,0.47,0.52,NA,NA,1.17,2.11,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE
1607,NA,NA,NA,NA,NA,NA,NA,1.8,NA,1.77,1.92,NA,NA,0.66,0.64,NA,NA,1.31,1.75,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE
1608,NA,NA,NA,NA,NA,NA,NA,1.59,NA,2.41,2.78,NA,NA,0.69,0.7,NA,NA,1.29,1.71,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE
1609,NA,NA,NA,NA,NA,NA,NA,1.37,NA,2.46,2.32,NA,NA,0.58,0.43,NA,NA,0.85,1.45,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE
1610,NA,NA,NA,NA,NA,NA,NA,1.5,NA,3.32,2.04,NA,NA,0.8,0.55,NA,NA,1.23,1.47,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,TRUE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE
1611,NA,NA,NA,NA,NA,NA,NA,1.73,NA,2.5,3.04,NA,NA,1.17,0.98,NA,NA,1.12,1.7,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,TRUE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE
1612,NA,NA,NA,NA,NA,NA,NA,1.8,NA,3.3,1.99,NA,NA,0.93,0.85,NA,NA,0.7,1.36,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,TRUE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE
1613,NA,NA,NA,NA,NA,NA,NA,1.71,NA,3.06,2.37,NA,NA,0.94,0.65,NA,NA,1,1.44,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,TRUE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE
1614,NA,NA,NA,NA,NA,NA,NA,1.94,NA,1.95,2.21,NA,NA,1.01,0.72,NA,NA,0.8,1.21,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE
1615,NA,NA,NA,NA,NA,NA,NA,2.12,4.29,2.07,1.67,NA,NA,0.98,0.89,NA,NA,0.68,1.27,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE
1616,NA,NA,NA,NA,NA,NA,NA,2.77,4.41,2.53,2.34,NA,NA,0.76,0.59,NA,NA,0.87,1.47,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE
1617,NA,NA,NA,NA,NA,NA,NA,2.2,4.08,1.65,2.1,NA,NA,0.8,0.7,NA,NA,0.71,1.17,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE
1618,NA,NA,NA,NA,NA,NA,NA,1.84,4.61,2.01,1.76,NA,NA,0.61,0.68,NA,NA,0.57,1.01,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE
1619,NA,NA,NA,NA,NA,NA,NA,0.9,1.83,1.36,0.91,NA,NA,0.31,0.34,NA,NA,0.31,0.33,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE
1620,NA,NA,NA,NA,NA,NA,NA,0.71,1.4,0.82,0.97,NA,NA,0.08,0.1,NA,NA,0.14,0.18,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE
1621,NA,NA,NA,NA,NA,NA,NA,0.93,1.85,1.06,0.85,NA,NA,0.06,0.08,NA,NA,0.14,0.22,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE
1622,NA,NA,NA,NA,NA,NA,NA,1.32,2.31,1.72,1.18,NA,NA,0.13,0.1,NA,NA,0.07,0.32,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE
1623,NA,NA,NA,NA,NA,NA,NA,1.23,2.49,1.15,0.92,NA,NA,0.17,0.27,NA,NA,0.22,0.46,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE
1624,NA,NA,NA,NA,NA,NA,NA,1.89,3.25,1.72,1.15,NA,NA,0.2,0.19,NA,NA,0.27,0.47,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE
1625,NA,NA,NA,NA,NA,NA,NA,1.78,4.69,2.21,1.78,NA,NA,0.27,0.37,NA,NA,0.37,0.71,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE
1626,NA,NA,NA,NA,NA,NA,NA,1.48,3.66,1.54,1.5,NA,NA,0.17,0.29,NA,NA,0.35,0.6,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE
