age_CE,FMMH01B_raw,FMMH02B_raw,FMMH03B_raw,FMMH04A_raw,FMMH05B_raw,FMMH07B_raw,FMMH08B_raw,FMMH09B_raw,FMMH10A_raw,FMMH11A_raw,FMMH12B_raw,FMMH13B_raw,FMMH14A_raw,FMMH15A_raw,FMMH16A_raw,FMMH17A_raw,FMMH18B_raw,FMMH19A_raw,FMMH20B_raw,FMMH01B_raw_outlier_flag,FMMH02B_raw_outlier_flag,FMMH03B_raw_outlier_flag,FMMH04A_raw_outlier_flag,FMMH05B_raw_outlier_flag,FMMH07B_raw_outlier_flag,FMMH08B_raw_outlier_flag,FMMH09B_raw_outlier_flag,FMMH10A_raw_outlier_flag,FMMH11A_raw_outlier_flag,FMMH12B_raw_outlier_flag,FMMH13B_raw_outlier_flag,FMMH14A_raw_outlier_flag,FMMH15A_raw_outlier_flag,FMMH16A_raw_outlier_flag,FMMH17A_raw_outlier_flag,FMMH18B_raw_outlier_flag,FMMH19A_raw_outlier_flag,FMMH20B_raw_outlier_flag
1970,0.4,0.98,0.33,3.54,1.72,1.61,1.5,0.52,0.79,1.35,0.54,0.42,0.66,1.68,1.1,1.81,0.34,0.82,0.78,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1971,0.42,0.7,0.33,1.89,1.17,1.13,1,0.3,0.48,1.09,0.5,0.42,0.41,0.84,0.81,1.22,0.04,0.66,0.53,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1972,0.61,0.4,0.24,2.44,0.69,1.54,1.1,0.28,0.36,1.3,0.53,0.37,0.34,1.04,0.78,1.32,0.31,0.82,0.77,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1973,0.63,0.8,0.45,4.45,1.14,2.28,1.53,0.44,0.91,1.8,1.13,0.59,0.73,1.85,1.74,1.68,0.22,0.78,1.11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1974,0.43,0.24,0.13,1.5,0.68,0.88,0.54,0.05,0.21,0.64,0.32,0.19,0.16,0.46,0.16,0.93,0.03,0.62,0.36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1975,0.67,0.59,0.3,3.32,1.19,1.36,1,0.35,0.45,1.17,0.63,0.47,0.58,0.78,1.18,1.69,0.36,1.02,0.58,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1976,0.72,0.57,0.28,3.51,1.42,1.57,0.86,0.25,0.42,0.99,0.53,0.34,0.25,0.7,1.05,1.49,0.14,0.66,0.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1977,1.15,1.06,0.42,5.11,1.74,2.32,1.41,0.48,0.64,1.74,1.2,0.66,0.78,1.67,1.83,2.66,0.34,1.02,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1978,0.72,0.98,0.27,4.08,1.19,1.9,1.1,0.34,0.46,1.46,0.95,0.3,0.59,1.25,1.14,2.16,0.28,0.78,0.79,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1979,0.86,1.03,0.34,3.86,1.26,1.47,1.05,0.4,0.61,1.41,0.88,0.39,0.62,1.37,1.15,2.21,0.07,1.06,0.86,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1980,1.16,1.05,0.22,4.2,1.33,1.63,1.13,0.5,0.46,1.55,0.78,0.41,0.61,1.56,1.32,2.49,0.22,1.15,0.93,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1981,1.26,0.99,0.39,4.11,1.43,1.91,1.07,0.48,0.66,1.56,1.19,0.5,0.63,1.93,1.33,3.25,0.23,1.16,0.99,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1982,0.53,0.66,0.29,2.36,0.97,0.81,0.9,0.21,0.38,0.94,0.59,0.3,0.3,0.78,0.45,1.89,0.13,0.74,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1983,0.49,0.82,0.26,3.31,1.11,1.16,1.25,0.21,0.33,1.24,0.86,0.23,0.32,0.99,0.67,2.13,0.1,0.98,0.73,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1984,0.43,0.97,0.44,2.68,1.2,1.29,1.29,0.3,0.25,1.21,0.84,0.51,0.43,1.39,1.08,2.36,0.17,0.6,0.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1985,0.91,0.89,0.49,2.62,1.48,1.39,1.24,0.32,0.49,0.69,1.14,0.57,0.49,1.46,1.14,2.25,0.22,0.92,1.27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1986,0.36,1.16,0.46,3.77,1.62,1.51,1.74,0.37,0.44,0.6,1.15,0.51,0.45,1.51,0.93,2.23,0.22,1.24,1.17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1987,0.79,1.62,0.47,3.92,1.52,0.93,1.67,0.48,0.59,0.96,1.23,0.49,0.56,1.54,1.96,2.34,0.22,1.5,1.19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1988,0.89,1.43,0.33,3.52,1.3,1.35,0.96,0.34,0.55,0.75,1.09,0.4,0.52,1.35,1.27,1.7,0.16,1.24,0.84,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1989,0.6,1.1,0.25,3.48,0.97,0.85,1.18,0.06,0.38,0.44,0.81,0.33,0.33,0.81,0.75,1.17,0.08,0.64,0.71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1990,0.44,1.56,0.33,3.92,1.6,1.34,1.3,0.25,0.59,0.54,0.99,0.4,0.53,1.13,1.62,1.93,0.2,1.1,1.13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1991,0.19,1.12,0.22,2.33,1.24,0.56,0.87,0.13,0.12,0.41,0.67,0.19,0.37,0.61,0.86,1.48,0.36,0.84,0.68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1992,0.23,1.15,0.14,1.72,1.3,0.67,0.85,0.25,0.26,0.41,0.65,0.2,0.53,0.61,1.18,0.85,0.2,0.77,0.68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
