tree,n_missing_total,n_missing_1980_on,n_outliers_total
WLL01A_raw,78,42,10
WLL01B_raw,49,42,5
WLL03A_raw,231,42,1
WLL03B_raw,231,42,1
WLL04A_raw,268,42,1
WLL04B_raw,268,42,2
WLL05A_raw,358,45,1
WLL06A_raw,221,42,8
WLL06B_raw,221,42,4
WLL07A_raw,113,42,10
WLL07B_raw,91,42,8
WLL10A_raw,232,42,1
WLL10B_raw,232,42,1
WLL21A_raw,412,45,0
WLL21B_raw,415,42,0
WLL22A_raw,189,41,1
WLL22B_raw,175,42,8
WLL23A_raw,321,42,3
WLL23B_raw,321,42,2
WLL24A_raw,214,42,2
WLL24B_raw,233,42,0
WLL25A_raw,219,42,5
WLL25B_raw,273,45,2
WLL26A_raw,278,42,1
WLL26B_raw,252,42,0
WLL27A_raw,194,42,2
WLL27B_raw,109,42,1
WLL27C_raw,138,42,7
WLL27D_raw,54,42,13
WLL27E_raw,47,45,15
WLL28A_raw,191,42,6
WLL28B_raw,195,42,5
WLL29A_raw,472,45,0
WLL30A_raw,222,42,2
WLL30B_raw,228,42,4
WLL31A_raw,145,45,8
WLL31B_raw,95,42,3
WLL32A_raw,245,42,4
WLL32B_raw,224,42,5
WLL33A_raw,411,45,1
WLL33B_raw,407,45,1
WLL34A_raw,308,42,2
WLL34B_raw,292,42,1
WLL35A_raw,132,42,9
WLL35B_raw,122,42,9
WLL36A_raw,235,42,5
WLL36B_raw,248,42,0
