tree,n_missing_total,n_missing_1980_on,n_outliers_total
MHD01A_raw,110,6,1
MHD01B_raw,69,6,2
MHD02A_raw,110,6,2
MHD02B_raw,109,6,0
MHD03A_raw,111,6,2
MHD03B_raw,132,6,1
MHD04A_raw,117,6,0
MHD04B_raw,111,6,1
MHD05A_raw,33,6,1
MHD05B_raw,111,6,2
MHD11A_raw,111,6,0
MHD11B_raw,111,6,2
MHD12A_raw,110,6,0
MHD12B_raw,8,6,4
MHD13A_raw,111,6,3
MHD13B_raw,111,6,4
MHD14A_raw,111,6,1
MHD14B_raw,111,6,3
MHD16A_raw,110,6,2
MHD16B_raw,6,6,3
MHD17A_raw,109,6,2
MHD18A_raw,111,6,3
MHD18B_raw,132,6,2
MHD19A_raw,111,6,1
MHD20A_raw,111,6,0
MHD20B_raw,111,6,0
MHD21A_raw,110,6,1
MHD21B_raw,111,6,0
MHD22A_raw,111,6,0
MHD22B_raw,119,6,1
MHD23A_raw,109,6,1
MHD23B_raw,108,6,0
MHD24A_raw,106,6,2
MHD24B_raw,107,6,2
MHD25A_raw,162,6,0
MHD25B_raw,167,6,1
