tree,n_missing_total,n_missing_1980_on,n_outliers_total
DEN01A_raw,316,32,1
DEN02A_raw,125,21,2
DEN02B_raw,226,35,1
DEN03A_raw,311,21,2
DEN04A_raw,90,21,8
DEN04B_raw,75,21,7
DEN05A_raw,314,21,1
DEN06A_raw,301,25,0
DEN07A_raw,304,21,0
DEN08A_raw,298,21,1
DEN09A_raw,329,27,0
DEN10A_raw,362,43,0
DEN11A_raw,328,24,1
DEN12A_raw,338,21,1
DEN13A_raw,315,21,1
DEN14A_raw,318,21,2
DEN15A_raw,355,21,0
DEN16A_raw,365,21,1
DEN17A_raw,378,21,0
DEN18A_raw,381,21,1
DEN19A_raw,343,30,1
DEN20A_raw,318,21,2
DEN21B_raw,329,45,1
DEN22A_raw,335,21,2
DEN23A_raw,308,21,1
DEN24A_raw,305,21,1
DEN25A_raw,362,44,2
DEN26A_raw,307,21,1
DEN27A_raw,333,21,3
DEN28A_raw,331,21,1
DEN29A_raw,366,21,0
DEN30A_raw,359,21,0
DEN31A_raw,375,21,0
DEN32A_raw,375,21,0
DEN33A_raw,332,21,2
DEN34A_raw,316,21,1
DEN35A_raw,369,21,0
DEN37A_raw,373,21,0
DEN38A_raw,366,21,1
DEN39A_raw,335,21,1
DEN41A_raw,129,21,5
DEN42A_raw,328,34,0
DEN43A_raw,213,45,2
DEN43B_raw,222,45,1
DEN44A_raw,294,21,1
DEN44B_raw,292,21,3
DEN45A_raw,307,21,0
DEN46A_raw,212,44,1
DEN46B_raw,223,44,0
DEN47A_raw,115,21,2
DEN47B_raw,110,21,3
DEN47C_raw,105,21,3
DEN48A_raw,281,21,1
DEN49A_raw,282,45,2
DEN49B_raw,287,45,1
DEN50A_raw,267,23,3
DEN61A_raw,250,45,0
DEN62A_raw,214,45,2
DEN62B_raw,211,45,0
DEN64A_raw,279,45,3
DEN64B_raw,272,45,4
DEN65A_raw,193,45,4
DEN65B_raw,218,45,3
DEN66A_raw,209,45,3
DEN66B_raw,211,45,1
DEN67A_raw,210,45,3
DEN67B_raw,242,45,3
DEN68A_raw,199,45,2
DEN68B_raw,209,45,3
DEN68C_raw,254,45,4
DEN69A_raw,226,45,4
DEN70A_raw,140,45,8
DEN70B_raw,226,45,6
DEN71B_raw,261,45,3
DEN71A_raw,268,45,3
DEN72A_raw,336,45,0
DEN73A_raw,286,45,1
DEN74A_raw,226,45,4
DEN74B_raw,236,45,4
DEN75A_raw,235,45,3
DEN76A_raw,261,45,1
DEN76B_raw,271,45,1
DEN76C_raw,258,45,3
DEN79A_raw,240,45,1
