"","State","Tree","Tag","years","Ring_width"
"7661","CO","13L","ABLA-L-13L","1998",1.593
"7662","CO","13L","ABLA-L-13L","1997",1.41
"7663","CO","13L","ABLA-L-13L","1996",0.8765
"7664","CO","13L","ABLA-L-13L","1995",1.698
"7665","CO","13L","ABLA-L-13L","1994",1.418
"7666","CO","13L","ABLA-L-13L","1993",1.6785
"7667","CO","13L","ABLA-L-13L","1992",1.1925
"7668","CO","13L","ABLA-L-13L","1991",1.0515
"7669","CO","13L","ABLA-L-13L","1990",0.883
"7670","CO","13L","ABLA-L-13L","1989",1.317
"7671","CO","13L","ABLA-L-13L","1988",1.666
"7672","CO","13L","ABLA-L-13L","1987",1.443
"7673","CO","13L","ABLA-L-13L","1986",1.798
"7674","CO","13L","ABLA-L-13L","1985",1.6255
"7675","CO","13L","ABLA-L-13L","1984",1.578
"7676","CO","13L","ABLA-L-13L","1983",1.6805
"7677","CO","13L","ABLA-L-13L","1982",1.535
"7678","CO","13L","ABLA-L-13L","1981",1.2595
"7679","CO","13L","ABLA-L-13L","1980",1.4825
"7680","CO","13L","ABLA-L-13L","1979",1.9245
"7681","CO","13L","ABLA-L-13L","1978",1.403
"7682","CO","13L","ABLA-L-13L","1977",0.834
"7683","CO","13L","ABLA-L-13L","1976",0.9725
"7684","CO","13L","ABLA-L-13L","1975",1.121
"7685","CO","13L","ABLA-L-13L","1974",0.96
"7686","CO","13L","ABLA-L-13L","1973",0.6765
"7687","CO","13L","ABLA-L-13L","1972",0.502
"7688","CO","13L","ABLA-L-13L","1971",0.5195
"7689","CO","13L","ABLA-L-13L","1970",0.7325
"7690","CO","13L","ABLA-L-13L","1969",0.871
"7691","CO","13L","ABLA-L-13L","1968",0.797
"7692","CO","13L","ABLA-L-13L","1967",0.763
"7693","CO","13L","ABLA-L-13L","1966",0.9145
"7694","CO","13L","ABLA-L-13L","1965",1.1105
"7695","CO","13L","ABLA-L-13L","1964",1.0345
"7696","CO","13L","ABLA-L-13L","1963",0.9475
"7697","CO","13L","ABLA-L-13L","1962",0.784
"7698","CO","13L","ABLA-L-13L","1961",0.55
"7699","CO","13L","ABLA-L-13L","1960",0.601
"7700","CO","13L","ABLA-L-13L","1959",0.394
"7701","CO","13L","ABLA-L-13L","1958",0.454
"7702","CO","13L","ABLA-L-13L","1957",0.38
"7703","CO","13L","ABLA-L-13L","1956",0.4325
"7704","CO","13L","ABLA-L-13L","1955",0.402
"7705","CO","13L","ABLA-L-13L","1954",0.333
"7706","CO","13L","ABLA-L-13L","1953",0.431
"7707","CO","13L","ABLA-L-13L","1952",0.4775
"7708","CO","13L","ABLA-L-13L","1951",0.5515
"7709","CO","13L","ABLA-L-13L","1950",0.6275
"7710","CO","13L","ABLA-L-13L","1949",0.672
"7711","CO","13L","ABLA-L-13L","1948",0.9275
"7712","CO","13L","ABLA-L-13L","1947",1.0715
"7713","CO","13L","ABLA-L-13L","1946",0.6905
"7714","CO","13L","ABLA-L-13L","1945",0.7305
"7715","CO","13L","ABLA-L-13L","1944",0.7775
"7716","CO","13L","ABLA-L-13L","1943",0.792
"7717","CO","13L","ABLA-L-13L","1942",1.073
"7718","CO","13L","ABLA-L-13L","1941",1.113
"7719","CO","13L","ABLA-L-13L","1940",1.1045
"7720","CO","13L","ABLA-L-13L","1939",1.12
"7721","CO","13L","ABLA-L-13L","1938",1.14
"7722","CO","13L","ABLA-L-13L","1937",1.141
"7723","CO","13L","ABLA-L-13L","1936",1.1485
"7724","CO","13L","ABLA-L-13L","1935",1.399
"7725","CO","13L","ABLA-L-13L","1934",1.116
"7726","CO","13L","ABLA-L-13L","1933",1.3465
"7727","CO","13L","ABLA-L-13L","1932",1.8
"7728","CO","13L","ABLA-L-13L","1931",1.7485
"7729","CO","13L","ABLA-L-13L","1930",1.8505
"7730","CO","13L","ABLA-L-13L","1929",1.528
"7731","CO","13L","ABLA-L-13L","1928",1.4245
"7732","CO","13L","ABLA-L-13L","1927",1.665
"7733","CO","13L","ABLA-L-13L","1926",1.784
"7734","CO","13L","ABLA-L-13L","1925",2.112
"7735","CO","13L","ABLA-L-13L","1924",1.616
"7736","CO","13L","ABLA-L-13L","1923",1.4545
"7737","CO","13L","ABLA-L-13L","1922",1.4335
"7738","CO","13L","ABLA-L-13L","1921",2.405
"7739","CO","13L","ABLA-L-13L","1920",2.2865
"7740","CO","13L","ABLA-L-13L","1919",2.3
"7741","CO","13L","ABLA-L-13L","1918",1.8025
"7742","CO","13L","ABLA-L-13L","1917",2.306
"7743","CO","13L","ABLA-L-13L","1916",2.732
"7744","CO","13L","ABLA-L-13L","1915",3.142
"7745","CO","13L","ABLA-L-13L","1914",3.11
"7746","CO","13L","ABLA-L-13L","1913",3.7415
"7747","CO","13L","ABLA-L-13L","1912",3.6205
"7748","CO","13L","ABLA-L-13L","1911",3.581
"7749","CO","13L","ABLA-L-13L","1910",2.8015
"7750","CO","13L","ABLA-L-13L","1909",2.681
"7751","CO","13L","ABLA-L-13L","1908",2.2965
"7752","CO","13L","ABLA-L-13L","1907",2.717
"7753","CO","13L","ABLA-L-13L","1906",3.695
"7754","CO","13L","ABLA-L-13L","1905",2.694
"7755","CO","13L","ABLA-L-13L","1904",2.456
"7756","CO","13L","ABLA-L-13L","1903",NA
"7757","CO","13L","ABLA-L-13L","1902",NA
"7758","CO","13L","ABLA-L-13L","1901",NA
"7759","CO","13L","ABLA-L-13L","1900",NA
"7760","CO","13L","ABLA-L-13L","1899",NA
"7761","CO","13L","ABLA-L-13L","1898",NA
"7762","CO","13L","ABLA-L-13L","1897",NA
"7763","CO","13L","ABLA-L-13L","1896",NA
"7764","CO","13L","ABLA-L-13L","1895",NA
"7765","CO","13L","ABLA-L-13L","1894",NA
"7766","CO","13L","ABLA-L-13L","1893",NA
"7767","CO","13L","ABLA-L-13L","1892",NA
"7768","CO","13L","ABLA-L-13L","1891",NA
"7769","CO","13L","ABLA-L-13L","1890",NA
"7770","CO","13L","ABLA-L-13L","1889",NA
"7771","CO","13L","ABLA-L-13L","1888",NA
"7772","CO","13L","ABLA-L-13L","1887",NA
"7773","CO","13L","ABLA-L-13L","1886",NA
"7774","CO","13L","ABLA-L-13L","1885",NA
"7775","CO","13L","ABLA-L-13L","1884",NA
"7776","CO","13L","ABLA-L-13L","1883",NA
"7777","CO","13L","ABLA-L-13L","1882",NA
"7778","CO","13L","ABLA-L-13L","1881",NA
"7779","CO","13L","ABLA-L-13L","1880",NA
"7780","CO","13L","ABLA-L-13L","1879",NA
"7781","CO","13L","ABLA-L-13L","1878",NA
"7782","CO","13L","ABLA-L-13L","1877",NA
"7783","CO","13L","ABLA-L-13L","1876",NA
"7784","CO","13L","ABLA-L-13L","1875",NA
"7785","CO","14H","ABLA-L-14H","2013",0.2305
"7786","CO","14H","ABLA-L-14H","2012",0.216
"7787","CO","14H","ABLA-L-14H","2011",0.285
"7788","CO","14H","ABLA-L-14H","2010",0.3475
"7789","CO","14H","ABLA-L-14H","2009",0.5605
"7790","CO","14H","ABLA-L-14H","2008",0.769
"7791","CO","14H","ABLA-L-14H","2007",0.658
"7792","CO","14H","ABLA-L-14H","2006",0.57
"7793","CO","14H","ABLA-L-14H","2005",0.7185
"7794","CO","14H","ABLA-L-14H","2004",0.454
"7795","CO","14H","ABLA-L-14H","2003",0.528
"7796","CO","14H","ABLA-L-14H","2002",0.296
"7797","CO","14H","ABLA-L-14H","2001",0.739
"7798","CO","14H","ABLA-L-14H","2000",0.972
"7799","CO","14H","ABLA-L-14H","1999",1.4585
"7800","CO","14H","ABLA-L-14H","1998",1.554
"7801","CO","14H","ABLA-L-14H","1997",1.29
"7802","CO","14H","ABLA-L-14H","1996",1.24
"7803","CO","14H","ABLA-L-14H","1995",1.6855
"7804","CO","14H","ABLA-L-14H","1994",1.4235
"7805","CO","14H","ABLA-L-14H","1993",1.7505
"7806","CO","14H","ABLA-L-14H","1992",1.8
"7807","CO","14H","ABLA-L-14H","1991",1.9595
"7808","CO","14H","ABLA-L-14H","1990",1.8175
"7809","CO","14H","ABLA-L-14H","1989",1.777
"7810","CO","14H","ABLA-L-14H","1988",2.45
"7811","CO","14H","ABLA-L-14H","1987",2.308
"7812","CO","14H","ABLA-L-14H","1986",2.4355
"7813","CO","14H","ABLA-L-14H","1985",1.859
"7814","CO","14H","ABLA-L-14H","1984",2.01
"7815","CO","14H","ABLA-L-14H","1983",2.5535
"7816","CO","14H","ABLA-L-14H","1982",2.5575
"7817","CO","14H","ABLA-L-14H","1981",2.482
"7818","CO","14H","ABLA-L-14H","1980",1.981
"7819","CO","14H","ABLA-L-14H","1979",2.18
"7820","CO","14H","ABLA-L-14H","1978",1.729
"7821","CO","14H","ABLA-L-14H","1977",1.1925
"7822","CO","14H","ABLA-L-14H","1976",1.5195
"7823","CO","14H","ABLA-L-14H","1975",2.13
"7824","CO","14H","ABLA-L-14H","1974",1.648
"7825","CO","14H","ABLA-L-14H","1973",1.5515
"7826","CO","14H","ABLA-L-14H","1972",1.541
"7827","CO","14H","ABLA-L-14H","1971",1.6585
"7828","CO","14H","ABLA-L-14H","1970",2.6475
"7829","CO","14H","ABLA-L-14H","1969",3.5275
"7830","CO","14H","ABLA-L-14H","1968",2.4605
"7831","CO","14H","ABLA-L-14H","1967",2.7275
"7832","CO","14H","ABLA-L-14H","1966",2.542
"7833","CO","14H","ABLA-L-14H","1965",2.819
"7834","CO","14H","ABLA-L-14H","1964",2.722
"7835","CO","14H","ABLA-L-14H","1963",2.256
"7836","CO","14H","ABLA-L-14H","1962",2.266
"7837","CO","14H","ABLA-L-14H","1961",1.945
"7838","CO","14H","ABLA-L-14H","1960",2.3265
"7839","CO","14H","ABLA-L-14H","1959",2.148
"7840","CO","14H","ABLA-L-14H","1958",2.2195
"7841","CO","14H","ABLA-L-14H","1957",2.0715
"7842","CO","14H","ABLA-L-14H","1956",2.136
"7843","CO","14H","ABLA-L-14H","1955",2.857
"7844","CO","14H","ABLA-L-14H","1954",2.612
"7845","CO","14H","ABLA-L-14H","1953",2.646
"7846","CO","14H","ABLA-L-14H","1952",2.569
"7847","CO","14H","ABLA-L-14H","1951",3.2035
"7848","CO","14H","ABLA-L-14H","1950",3.328
"7849","CO","14H","ABLA-L-14H","1949",3.311
"7850","CO","14H","ABLA-L-14H","1948",3.063
"7851","CO","14H","ABLA-L-14H","1947",3.7945
"7852","CO","14H","ABLA-L-14H","1946",2.989
"7853","CO","14H","ABLA-L-14H","1945",3.205
"7854","CO","14H","ABLA-L-14H","1944",3.1095
"7855","CO","14H","ABLA-L-14H","1943",3.311
"7856","CO","14H","ABLA-L-14H","1942",3.2205
"7857","CO","14H","ABLA-L-14H","1941",3.7125
"7858","CO","14H","ABLA-L-14H","1940",3.3565
"7859","CO","14H","ABLA-L-14H","1939",3.385
"7860","CO","14H","ABLA-L-14H","1938",3.374
"7861","CO","14H","ABLA-L-14H","1937",3.2785
"7862","CO","14H","ABLA-L-14H","1936",3.0845
"7863","CO","14H","ABLA-L-14H","1935",3.353
"7864","CO","14H","ABLA-L-14H","1934",3.48
"7865","CO","14H","ABLA-L-14H","1933",3.367
"7866","CO","14H","ABLA-L-14H","1932",3.9705
"7867","CO","14H","ABLA-L-14H","1931",2.948
"7868","CO","14H","ABLA-L-14H","1930",2.583
"7869","CO","14H","ABLA-L-14H","1929",2.9285
"7870","CO","14H","ABLA-L-14H","1928",3.3745
"7871","CO","14H","ABLA-L-14H","1927",3.9795
"7872","CO","14H","ABLA-L-14H","1926",2.888
"7873","CO","14H","ABLA-L-14H","1925",1.852
"7874","CO","14H","ABLA-L-14H","1924",2.362
"7875","CO","14H","ABLA-L-14H","1923",0.073
"7876","CO","14H","ABLA-L-14H","1922",NA
"7877","CO","14H","ABLA-L-14H","1921",NA
"7878","CO","14H","ABLA-L-14H","1920",NA
"7879","CO","14H","ABLA-L-14H","1919",NA
"7880","CO","14H","ABLA-L-14H","1918",NA
"7881","CO","14H","ABLA-L-14H","1917",NA
"7882","CO","14H","ABLA-L-14H","1916",NA
"7883","CO","14H","ABLA-L-14H","1915",NA
"7884","CO","14H","ABLA-L-14H","1914",NA
"7885","CO","14H","ABLA-L-14H","1913",NA
"7886","CO","14H","ABLA-L-14H","1912",NA
"7887","CO","14H","ABLA-L-14H","1911",NA
"7888","CO","14H","ABLA-L-14H","1910",NA
"7889","CO","14H","ABLA-L-14H","1909",NA
"7890","CO","14H","ABLA-L-14H","1908",NA
"7891","CO","14H","ABLA-L-14H","1907",NA
"7892","CO","14H","ABLA-L-14H","1906",NA
"7893","CO","14H","ABLA-L-14H","1905",NA
"7894","CO","14H","ABLA-L-14H","1904",NA
"7895","CO","14H","ABLA-L-14H","1903",NA
"7896","CO","14H","ABLA-L-14H","1902",NA
"7897","CO","14H","ABLA-L-14H","1901",NA
"7898","CO","14H","ABLA-L-14H","1900",NA
"7899","CO","14H","ABLA-L-14H","1899",NA
"7900","CO","14H","ABLA-L-14H","1898",NA
"7901","CO","14H","ABLA-L-14H","1897",NA
"7902","CO","14H","ABLA-L-14H","1896",NA
"7903","CO","14H","ABLA-L-14H","1895",NA
"7904","CO","14H","ABLA-L-14H","1894",NA
"7905","CO","14H","ABLA-L-14H","1893",NA
"7906","CO","14H","ABLA-L-14H","1892",NA
"7907","CO","14H","ABLA-L-14H","1891",NA
"7908","CO","14H","ABLA-L-14H","1890",NA
"7909","CO","14H","ABLA-L-14H","1889",NA
"7910","CO","14H","ABLA-L-14H","1888",NA
"7911","CO","14H","ABLA-L-14H","1887",NA
"7912","CO","14H","ABLA-L-14H","1886",NA
"7913","CO","14H","ABLA-L-14H","1885",NA
"7914","CO","14H","ABLA-L-14H","1884",NA
"7915","CO","14H","ABLA-L-14H","1883",NA
"7916","CO","14H","ABLA-L-14H","1882",NA
"7917","CO","14H","ABLA-L-14H","1881",NA
"7918","CO","14H","ABLA-L-14H","1880",NA
"7919","CO","14H","ABLA-L-14H","1879",NA
"7920","CO","14H","ABLA-L-14H","1878",NA
"7921","CO","14H","ABLA-L-14H","1877",NA
"7922","CO","14H","ABLA-L-14H","1876",NA
"7923","CO","14H","ABLA-L-14H","1875",NA
"7924","CO","14L","ABLA-L-14L","2013",0.5055
"7925","CO","14L","ABLA-L-14L","2012",1.366
"7926","CO","14L","ABLA-L-14L","2011",1.646
"7927","CO","14L","ABLA-L-14L","2010",1.681
"7928","CO","14L","ABLA-L-14L","2009",2.641
"7929","CO","14L","ABLA-L-14L","2008",2.3945
"7930","CO","14L","ABLA-L-14L","2007",2.182
"7931","CO","14L","ABLA-L-14L","2006",1.933
"7932","CO","14L","ABLA-L-14L","2005",2.118
"7933","CO","14L","ABLA-L-14L","2004",1.9255
"7934","CO","14L","ABLA-L-14L","2003",1.9175
"7935","CO","14L","ABLA-L-14L","2002",2.0145
"7936","CO","14L","ABLA-L-14L","2001",1.97
"7937","CO","14L","ABLA-L-14L","2000",2.8085
"7938","CO","14L","ABLA-L-14L","1999",2.415
"7939","CO","14L","ABLA-L-14L","1998",3.0195
"7940","CO","14L","ABLA-L-14L","1997",2.5405
"7941","CO","14L","ABLA-L-14L","1996",2.711
"7942","CO","14L","ABLA-L-14L","1995",2.791
"7943","CO","14L","ABLA-L-14L","1994",2.5315
"7944","CO","14L","ABLA-L-14L","1993",2.9775
"7945","CO","14L","ABLA-L-14L","1992",2.8225
"7946","CO","14L","ABLA-L-14L","1991",3.218
"7947","CO","14L","ABLA-L-14L","1990",2.814
"7948","CO","14L","ABLA-L-14L","1989",3.2105
"7949","CO","14L","ABLA-L-14L","1988",3.6075
"7950","CO","14L","ABLA-L-14L","1987",3.7935
"7951","CO","14L","ABLA-L-14L","1986",3.8795
"7952","CO","14L","ABLA-L-14L","1985",3.266
"7953","CO","14L","ABLA-L-14L","1984",3.247
"7954","CO","14L","ABLA-L-14L","1983",3.172
"7955","CO","14L","ABLA-L-14L","1982",2.903
"7956","CO","14L","ABLA-L-14L","1981",3.342
"7957","CO","14L","ABLA-L-14L","1980",2.6255
"7958","CO","14L","ABLA-L-14L","1979",3.4715
"7959","CO","14L","ABLA-L-14L","1978",3.1205
"7960","CO","14L","ABLA-L-14L","1977",2.314
"7961","CO","14L","ABLA-L-14L","1976",2.953
"7962","CO","14L","ABLA-L-14L","1975",3.263
"7963","CO","14L","ABLA-L-14L","1974",3.0805
"7964","CO","14L","ABLA-L-14L","1973",2.9045
"7965","CO","14L","ABLA-L-14L","1972",2.986
"7966","CO","14L","ABLA-L-14L","1971",3.065
"7967","CO","14L","ABLA-L-14L","1970",3.7295
"7968","CO","14L","ABLA-L-14L","1969",4.0445
"7969","CO","14L","ABLA-L-14L","1968",3.733
"7970","CO","14L","ABLA-L-14L","1967",3.6625
"7971","CO","14L","ABLA-L-14L","1966",4.1155
"7972","CO","14L","ABLA-L-14L","1965",4.1585
"7973","CO","14L","ABLA-L-14L","1964",3.6595
"7974","CO","14L","ABLA-L-14L","1963",3.5815
"7975","CO","14L","ABLA-L-14L","1962",3.015
"7976","CO","14L","ABLA-L-14L","1961",2.4455
"7977","CO","14L","ABLA-L-14L","1960",2.4685
"7978","CO","14L","ABLA-L-14L","1959",2.267
"7979","CO","14L","ABLA-L-14L","1958",2.339
"7980","CO","14L","ABLA-L-14L","1957",2.5295
"7981","CO","14L","ABLA-L-14L","1956",2.297
"7982","CO","14L","ABLA-L-14L","1955",3.007
"7983","CO","14L","ABLA-L-14L","1954",2.949
"7984","CO","14L","ABLA-L-14L","1953",2.2055
"7985","CO","14L","ABLA-L-14L","1952",1.8205
"7986","CO","14L","ABLA-L-14L","1951",2.202
"7987","CO","14L","ABLA-L-14L","1950",2.1365
"7988","CO","14L","ABLA-L-14L","1949",2.8305
"7989","CO","14L","ABLA-L-14L","1948",2.864
"7990","CO","14L","ABLA-L-14L","1947",3.517
"7991","CO","14L","ABLA-L-14L","1946",2.8355
"7992","CO","14L","ABLA-L-14L","1945",2.9865
"7993","CO","14L","ABLA-L-14L","1944",2.1085
"7994","CO","14L","ABLA-L-14L","1943",1.95
"7995","CO","14L","ABLA-L-14L","1942",2.188
"7996","CO","14L","ABLA-L-14L","1941",2.033
"7997","CO","14L","ABLA-L-14L","1940",1.826
"7998","CO","14L","ABLA-L-14L","1939",1.892
"7999","CO","14L","ABLA-L-14L","1938",2.58
"8000","CO","14L","ABLA-L-14L","1937",3.389
"8001","CO","14L","ABLA-L-14L","1936",2.227
"8002","CO","14L","ABLA-L-14L","1935",1.692
"8003","CO","14L","ABLA-L-14L","1934",1.765
"8004","CO","14L","ABLA-L-14L","1933",2.313
"8005","CO","14L","ABLA-L-14L","1932",2.8
"8006","CO","14L","ABLA-L-14L","1931",1.806
"8007","CO","14L","ABLA-L-14L","1930",2.44
"8008","CO","14L","ABLA-L-14L","1929",2.025
"8009","CO","14L","ABLA-L-14L","1928",2.327
"8010","CO","14L","ABLA-L-14L","1927",3.447
"8011","CO","14L","ABLA-L-14L","1926",NA
"8012","CO","14L","ABLA-L-14L","1925",NA
"8013","CO","14L","ABLA-L-14L","1924",NA
"8014","CO","14L","ABLA-L-14L","1923",NA
"8015","CO","14L","ABLA-L-14L","1922",NA
"8016","CO","14L","ABLA-L-14L","1921",NA
"8017","CO","14L","ABLA-L-14L","1920",NA
"8018","CO","14L","ABLA-L-14L","1919",NA
"8019","CO","14L","ABLA-L-14L","1918",NA
"8020","CO","14L","ABLA-L-14L","1917",NA
"8021","CO","14L","ABLA-L-14L","1916",NA
"8022","CO","14L","ABLA-L-14L","1915",NA
"8023","CO","14L","ABLA-L-14L","1914",NA
"8024","CO","14L","ABLA-L-14L","1913",NA
"8025","CO","14L","ABLA-L-14L","1912",NA
"8026","CO","14L","ABLA-L-14L","1911",NA
"8027","CO","14L","ABLA-L-14L","1910",NA
"8028","CO","14L","ABLA-L-14L","1909",NA
"8029","CO","14L","ABLA-L-14L","1908",NA
"8030","CO","14L","ABLA-L-14L","1907",NA
"8031","CO","14L","ABLA-L-14L","1906",NA
"8032","CO","14L","ABLA-L-14L","1905",NA
"8033","CO","14L","ABLA-L-14L","1904",NA
"8034","CO","14L","ABLA-L-14L","1903",NA
"8035","CO","14L","ABLA-L-14L","1902",NA
"8036","CO","14L","ABLA-L-14L","1901",NA
"8037","CO","14L","ABLA-L-14L","1900",NA
"8038","CO","14L","ABLA-L-14L","1899",NA
"8039","CO","14L","ABLA-L-14L","1898",NA
"8040","CO","14L","ABLA-L-14L","1897",NA
"8041","CO","14L","ABLA-L-14L","1896",NA
"8042","CO","14L","ABLA-L-14L","1895",NA
"8043","CO","14L","ABLA-L-14L","1894",NA
"8044","CO","14L","ABLA-L-14L","1893",NA
"8045","CO","14L","ABLA-L-14L","1892",NA
"8046","CO","14L","ABLA-L-14L","1891",NA
"8047","CO","14L","ABLA-L-14L","1890",NA
"8048","CO","14L","ABLA-L-14L","1889",NA
"8049","CO","14L","ABLA-L-14L","1888",NA
"8050","CO","14L","ABLA-L-14L","1887",NA
"8051","CO","14L","ABLA-L-14L","1886",NA
"8052","CO","14L","ABLA-L-14L","1885",NA
"8053","CO","14L","ABLA-L-14L","1884",NA
"8054","CO","14L","ABLA-L-14L","1883",NA
"8055","CO","14L","ABLA-L-14L","1882",NA
"8056","CO","14L","ABLA-L-14L","1881",NA
"8057","CO","14L","ABLA-L-14L","1880",NA
"8058","CO","14L","ABLA-L-14L","1879",NA
"8059","CO","14L","ABLA-L-14L","1878",NA
"8060","CO","14L","ABLA-L-14L","1877",NA
"8061","CO","14L","ABLA-L-14L","1876",NA
"8062","CO","14L","ABLA-L-14L","1875",NA
"8063","CO","15H","ABLA-L-15H","2013",0.2565
"8064","CO","15H","ABLA-L-15H","2012",0.4535
"8065","CO","15H","ABLA-L-15H","2011",0.693
"8066","CO","15H","ABLA-L-15H","2010",0.562
"8067","CO","15H","ABLA-L-15H","2009",0.9705
"8068","CO","15H","ABLA-L-15H","2008",1.0875
"8069","CO","15H","ABLA-L-15H","2007",0.95
"8070","CO","15H","ABLA-L-15H","2006",0.707
"8071","CO","15H","ABLA-L-15H","2005",1.077
"8072","CO","15H","ABLA-L-15H","2004",0.7045
"8073","CO","15H","ABLA-L-15H","2003",0.4685
"8074","CO","15H","ABLA-L-15H","2002",0.3595
"8075","CO","15H","ABLA-L-15H","2001",1.036
"8076","CO","15H","ABLA-L-15H","2000",0.93
"8077","CO","15H","ABLA-L-15H","1999",1.258
"8078","CO","15H","ABLA-L-15H","1998",1.427
"8079","CO","15H","ABLA-L-15H","1997",1.3215
"8080","CO","15H","ABLA-L-15H","1996",1.1095
"8081","CO","15H","ABLA-L-15H","1995",1.6185
"8082","CO","15H","ABLA-L-15H","1994",1.3225
"8083","CO","15H","ABLA-L-15H","1993",1.6605
"8084","CO","15H","ABLA-L-15H","1992",1.6815
"8085","CO","15H","ABLA-L-15H","1991",1.375
"8086","CO","15H","ABLA-L-15H","1990",1.121
"8087","CO","15H","ABLA-L-15H","1989",1.4175
"8088","CO","15H","ABLA-L-15H","1988",1.7135
"8089","CO","15H","ABLA-L-15H","1987",2.141
"8090","CO","15H","ABLA-L-15H","1986",2.5825
"8091","CO","15H","ABLA-L-15H","1985",1.9915
"8092","CO","15H","ABLA-L-15H","1984",2.053
"8093","CO","15H","ABLA-L-15H","1983",2.2505
"8094","CO","15H","ABLA-L-15H","1982",2.1245
"8095","CO","15H","ABLA-L-15H","1981",1.788
"8096","CO","15H","ABLA-L-15H","1980",1.8735
"8097","CO","15H","ABLA-L-15H","1979",2.1895
"8098","CO","15H","ABLA-L-15H","1978",1.911
"8099","CO","15H","ABLA-L-15H","1977",1.1685
"8100","CO","15H","ABLA-L-15H","1976",1.6365
"8101","CO","15H","ABLA-L-15H","1975",2.2465
"8102","CO","15H","ABLA-L-15H","1974",1.9065
"8103","CO","15H","ABLA-L-15H","1973",1.888
"8104","CO","15H","ABLA-L-15H","1972",1.956
"8105","CO","15H","ABLA-L-15H","1971",1.255
"8106","CO","15H","ABLA-L-15H","1970",1.913
"8107","CO","15H","ABLA-L-15H","1969",2.606
"8108","CO","15H","ABLA-L-15H","1968",1.9615
"8109","CO","15H","ABLA-L-15H","1967",1.815
"8110","CO","15H","ABLA-L-15H","1966",1.756
"8111","CO","15H","ABLA-L-15H","1965",2.117
"8112","CO","15H","ABLA-L-15H","1964",1.834
"8113","CO","15H","ABLA-L-15H","1963",1.8015
"8114","CO","15H","ABLA-L-15H","1962",1.8135
"8115","CO","15H","ABLA-L-15H","1961",1.413
"8116","CO","15H","ABLA-L-15H","1960",1.981
"8117","CO","15H","ABLA-L-15H","1959",1.6885
"8118","CO","15H","ABLA-L-15H","1958",1.7815
"8119","CO","15H","ABLA-L-15H","1957",1.882
"8120","CO","15H","ABLA-L-15H","1956",1.573
"8121","CO","15H","ABLA-L-15H","1955",2.1325
"8122","CO","15H","ABLA-L-15H","1954",2.3955
"8123","CO","15H","ABLA-L-15H","1953",1.855
"8124","CO","15H","ABLA-L-15H","1952",1.775
"8125","CO","15H","ABLA-L-15H","1951",1.5195
"8126","CO","15H","ABLA-L-15H","1950",1.678
"8127","CO","15H","ABLA-L-15H","1949",1.7195
"8128","CO","15H","ABLA-L-15H","1948",2.057
"8129","CO","15H","ABLA-L-15H","1947",1.6375
"8130","CO","15H","ABLA-L-15H","1946",2.0375
"8131","CO","15H","ABLA-L-15H","1945",1.898
"8132","CO","15H","ABLA-L-15H","1944",1.885
"8133","CO","15H","ABLA-L-15H","1943",1.617
"8134","CO","15H","ABLA-L-15H","1942",1.9455
"8135","CO","15H","ABLA-L-15H","1941",1.52
"8136","CO","15H","ABLA-L-15H","1940",1.308
"8137","CO","15H","ABLA-L-15H","1939",0.827
"8138","CO","15H","ABLA-L-15H","1938",1.5385
"8139","CO","15H","ABLA-L-15H","1937",1.1945
"8140","CO","15H","ABLA-L-15H","1936",0.999
"8141","CO","15H","ABLA-L-15H","1935",0.7705
"8142","CO","15H","ABLA-L-15H","1934",0.414
"8143","CO","15H","ABLA-L-15H","1933",1.235
"8144","CO","15H","ABLA-L-15H","1932",NA
"8145","CO","15H","ABLA-L-15H","1931",NA
"8146","CO","15H","ABLA-L-15H","1930",NA
"8147","CO","15H","ABLA-L-15H","1929",NA
"8148","CO","15H","ABLA-L-15H","1928",NA
"8149","CO","15H","ABLA-L-15H","1927",NA
"8150","CO","15H","ABLA-L-15H","1926",NA
"8151","CO","15H","ABLA-L-15H","1925",NA
"8152","CO","15H","ABLA-L-15H","1924",NA
"8153","CO","15H","ABLA-L-15H","1923",NA
"8154","CO","15H","ABLA-L-15H","1922",NA
"8155","CO","15H","ABLA-L-15H","1921",NA
"8156","CO","15H","ABLA-L-15H","1920",NA
"8157","CO","15H","ABLA-L-15H","1919",NA
"8158","CO","15H","ABLA-L-15H","1918",NA
"8159","CO","15H","ABLA-L-15H","1917",NA
"8160","CO","15H","ABLA-L-15H","1916",NA
"8161","CO","15H","ABLA-L-15H","1915",NA
"8162","CO","15H","ABLA-L-15H","1914",NA
"8163","CO","15H","ABLA-L-15H","1913",NA
"8164","CO","15H","ABLA-L-15H","1912",NA
"8165","CO","15H","ABLA-L-15H","1911",NA
"8166","CO","15H","ABLA-L-15H","1910",NA
"8167","CO","15H","ABLA-L-15H","1909",NA
"8168","CO","15H","ABLA-L-15H","1908",NA
"8169","CO","15H","ABLA-L-15H","1907",NA
"8170","CO","15H","ABLA-L-15H","1906",NA
"8171","CO","15H","ABLA-L-15H","1905",NA
"8172","CO","15H","ABLA-L-15H","1904",NA
"8173","CO","15H","ABLA-L-15H","1903",NA
"8174","CO","15H","ABLA-L-15H","1902",NA
"8175","CO","15H","ABLA-L-15H","1901",NA
"8176","CO","15H","ABLA-L-15H","1900",NA
"8177","CO","15H","ABLA-L-15H","1899",NA
"8178","CO","15H","ABLA-L-15H","1898",NA
