"","Transect","Tree","Tag","years","Ring_width","Lat","Long"
"56","MT","10C","ABLA-H-10C","1958",NA,48.62584,113.83596
"57","MT","10C","ABLA-H-10C","1957",NA,48.62584,113.83596
"58","MT","10C","ABLA-H-10C","1956",NA,48.62584,113.83596
"59","MT","10C","ABLA-H-10C","1955",NA,48.62584,113.83596
"60","MT","10C","ABLA-H-10C","1954",NA,48.62584,113.83596
"61","MT","10C","ABLA-H-10C","1953",NA,48.62584,113.83596
"62","MT","10C","ABLA-H-10C","1952",NA,48.62584,113.83596
"63","MT","10C","ABLA-H-10C","1951",NA,48.62584,113.83596
"64","MT","10C","ABLA-H-10C","1950",NA,48.62584,113.83596
"65","MT","10C","ABLA-H-10C","1949",NA,48.62584,113.83596
"66","MT","10C","ABLA-H-10C","1948",NA,48.62584,113.83596
"67","MT","10C","ABLA-H-10C","1947",NA,48.62584,113.83596
"68","MT","10C","ABLA-H-10C","1946",NA,48.62584,113.83596
"69","MT","10C","ABLA-H-10C","1945",NA,48.62584,113.83596
"70","MT","10C","ABLA-H-10C","1944",NA,48.62584,113.83596
"71","MT","10C","ABLA-H-10C","1943",NA,48.62584,113.83596
"72","MT","10C","ABLA-H-10C","1942",NA,48.62584,113.83596
"73","MT","10C","ABLA-H-10C","1941",NA,48.62584,113.83596
"74","MT","10C","ABLA-H-10C","1940",NA,48.62584,113.83596
"75","MT","10C","ABLA-H-10C","1939",NA,48.62584,113.83596
"76","MT","10C","ABLA-H-10C","1938",NA,48.62584,113.83596
"77","MT","10C","ABLA-H-10C","1937",NA,48.62584,113.83596
"78","MT","10C","ABLA-H-10C","1936",NA,48.62584,113.83596
"79","MT","10C","ABLA-H-10C","1935",NA,48.62584,113.83596
"80","MT","10C","ABLA-H-10C","1934",NA,48.62584,113.83596
"81","MT","10C","ABLA-H-10C","1933",NA,48.62584,113.83596
"82","MT","10C","ABLA-H-10C","1932",NA,48.62584,113.83596
"83","MT","10C","ABLA-H-10C","1931",NA,48.62584,113.83596
"84","MT","10C","ABLA-H-10C","1930",NA,48.62584,113.83596
"85","MT","10C","ABLA-H-10C","1929",NA,48.62584,113.83596
"86","MT","10C","ABLA-H-10C","1928",NA,48.62584,113.83596
"87","MT","10C","ABLA-H-10C","1927",NA,48.62584,113.83596
"88","MT","10C","ABLA-H-10C","1926",NA,48.62584,113.83596
"89","MT","10C","ABLA-H-10C","1925",NA,48.62584,113.83596
"90","MT","10C","ABLA-H-10C","1924",NA,48.62584,113.83596
"91","MT","10C","ABLA-H-10C","1923",NA,48.62584,113.83596
"92","MT","10C","ABLA-H-10C","1922",NA,48.62584,113.83596
"93","MT","10C","ABLA-H-10C","1921",NA,48.62584,113.83596
"94","MT","10C","ABLA-H-10C","1920",NA,48.62584,113.83596
"95","MT","10C","ABLA-H-10C","1919",NA,48.62584,113.83596
"96","MT","10C","ABLA-H-10C","1918",NA,48.62584,113.83596
"97","MT","10C","ABLA-H-10C","1917",NA,48.62584,113.83596
"98","MT","10C","ABLA-H-10C","1916",NA,48.62584,113.83596
"99","MT","10C","ABLA-H-10C","1915",NA,48.62584,113.83596
"100","MT","10C","ABLA-H-10C","1914",NA,48.62584,113.83596
"101","MT","10C","ABLA-H-10C","1913",NA,48.62584,113.83596
"102","MT","10C","ABLA-H-10C","1912",NA,48.62584,113.83596
"103","MT","10C","ABLA-H-10C","1911",NA,48.62584,113.83596
"104","MT","10C","ABLA-H-10C","1910",NA,48.62584,113.83596
"105","MT","10C","ABLA-H-10C","1909",NA,48.62584,113.83596
"106","MT","10C","ABLA-H-10C","1908",NA,48.62584,113.83596
"107","MT","10C","ABLA-H-10C","1907",NA,48.62584,113.83596
"108","MT","10C","ABLA-H-10C","1906",NA,48.62584,113.83596
"109","MT","10C","ABLA-H-10C","1905",NA,48.62584,113.83596
"110","MT","10C","ABLA-H-10C","1904",NA,48.62584,113.83596
"111","MT","10C","ABLA-H-10C","1903",NA,48.62584,113.83596
"112","MT","10C","ABLA-H-10C","1902",NA,48.62584,113.83596
"113","MT","10C","ABLA-H-10C","1901",NA,48.62584,113.83596
"114","MT","10C","ABLA-H-10C","1900",NA,48.62584,113.83596
"115","MT","10C","ABLA-H-10C","1899",NA,48.62584,113.83596
"116","MT","10C","ABLA-H-10C","1898",NA,48.62584,113.83596
"117","MT","10C","ABLA-H-10C","1897",NA,48.62584,113.83596
"118","MT","10C","ABLA-H-10C","1896",NA,48.62584,113.83596
"119","MT","10C","ABLA-H-10C","1895",NA,48.62584,113.83596
"120","MT","10C","ABLA-H-10C","1894",NA,48.62584,113.83596
"121","MT","10C","ABLA-H-10C","1893",NA,48.62584,113.83596
"122","MT","10C","ABLA-H-10C","1892",NA,48.62584,113.83596
"123","MT","10C","ABLA-H-10C","1891",NA,48.62584,113.83596
"124","MT","10C","ABLA-H-10C","1890",NA,48.62584,113.83596
"125","MT","10C","ABLA-H-10C","1889",NA,48.62584,113.83596
"126","MT","10C","ABLA-H-10C","1888",NA,48.62584,113.83596
"127","MT","10C","ABLA-H-10C","1887",NA,48.62584,113.83596
"128","MT","10C","ABLA-H-10C","1886",NA,48.62584,113.83596
"129","MT","10C","ABLA-H-10C","1885",NA,48.62584,113.83596
"130","MT","10N","ABLA-H-10N","2013",0.605,48.62587,113.83601
"131","MT","10N","ABLA-H-10N","2012",0.7795,48.62587,113.83601
"132","MT","10N","ABLA-H-10N","2011",0.76,48.62587,113.83601
"133","MT","10N","ABLA-H-10N","2010",0.7495,48.62587,113.83601
"134","MT","10N","ABLA-H-10N","2009",0.825,48.62587,113.83601
"135","MT","10N","ABLA-H-10N","2008",0.9525,48.62587,113.83601
"136","MT","10N","ABLA-H-10N","2007",1.047,48.62587,113.83601
"137","MT","10N","ABLA-H-10N","2006",0.7325,48.62587,113.83601
"138","MT","10N","ABLA-H-10N","2005",0.6245,48.62587,113.83601
"139","MT","10N","ABLA-H-10N","2004",0.4465,48.62587,113.83601
"140","MT","10N","ABLA-H-10N","2003",0.738,48.62587,113.83601
"141","MT","10N","ABLA-H-10N","2002",0.7355,48.62587,113.83601
"142","MT","10N","ABLA-H-10N","2001",0.7545,48.62587,113.83601
"143","MT","10N","ABLA-H-10N","2000",1.0075,48.62587,113.83601
"144","MT","10N","ABLA-H-10N","1999",0.938,48.62587,113.83601
"145","MT","10N","ABLA-H-10N","1998",1.253,48.62587,113.83601
"146","MT","10N","ABLA-H-10N","1997",1.313,48.62587,113.83601
"147","MT","10N","ABLA-H-10N","1996",1.313,48.62587,113.83601
"148","MT","10N","ABLA-H-10N","1995",0.792,48.62587,113.83601
"149","MT","10N","ABLA-H-10N","1994",1.18,48.62587,113.83601
"150","MT","10N","ABLA-H-10N","1993",0.8005,48.62587,113.83601
"151","MT","10N","ABLA-H-10N","1992",1.032,48.62587,113.83601
"152","MT","10N","ABLA-H-10N","1991",1.164,48.62587,113.83601
"153","MT","10N","ABLA-H-10N","1990",1.0915,48.62587,113.83601
"154","MT","10N","ABLA-H-10N","1989",0.881,48.62587,113.83601
"155","MT","10N","ABLA-H-10N","1988",0.994,48.62587,113.83601
"156","MT","10N","ABLA-H-10N","1987",0.8555,48.62587,113.83601
"157","MT","10N","ABLA-H-10N","1986",0.866,48.62587,113.83601
"158","MT","10N","ABLA-H-10N","1985",0.5725,48.62587,113.83601
"159","MT","10N","ABLA-H-10N","1984",0.8375,48.62587,113.83601
"160","MT","10N","ABLA-H-10N","1983",0.6855,48.62587,113.83601
"161","MT","10N","ABLA-H-10N","1982",0.6425,48.62587,113.83601
"162","MT","10N","ABLA-H-10N","1981",0.713,48.62587,113.83601
"163","MT","10N","ABLA-H-10N","1980",0.59,48.62587,113.83601
"164","MT","10N","ABLA-H-10N","1979",0.6575,48.62587,113.83601
"165","MT","10N","ABLA-H-10N","1978",0.5655,48.62587,113.83601
"166","MT","10N","ABLA-H-10N","1977",0.5805,48.62587,113.83601
"167","MT","10N","ABLA-H-10N","1976",0.5555,48.62587,113.83601
"168","MT","10N","ABLA-H-10N","1975",0.463,48.62587,113.83601
"169","MT","10N","ABLA-H-10N","1974",0.307,48.62587,113.83601
"170","MT","10N","ABLA-H-10N","1973",0.523,48.62587,113.83601
"171","MT","10N","ABLA-H-10N","1972",0.4815,48.62587,113.83601
"172","MT","10N","ABLA-H-10N","1971",0.581,48.62587,113.83601
"173","MT","10N","ABLA-H-10N","1970",0.9195,48.62587,113.83601
"174","MT","10N","ABLA-H-10N","1969",0.587,48.62587,113.83601
"175","MT","10N","ABLA-H-10N","1968",0.534,48.62587,113.83601
"176","MT","10N","ABLA-H-10N","1967",0.623,48.62587,113.83601
"177","MT","10N","ABLA-H-10N","1966",0.6875,48.62587,113.83601
"178","MT","10N","ABLA-H-10N","1965",0.5675,48.62587,113.83601
"179","MT","10N","ABLA-H-10N","1964",0.589,48.62587,113.83601
"180","MT","10N","ABLA-H-10N","1963",0.8275,48.62587,113.83601
"181","MT","10N","ABLA-H-10N","1962",0.5935,48.62587,113.83601
"182","MT","10N","ABLA-H-10N","1961",0.4815,48.62587,113.83601
"183","MT","10N","ABLA-H-10N","1960",0.35,48.62587,113.83601
"184","MT","10N","ABLA-H-10N","1959",0.453,48.62587,113.83601
"185","MT","10N","ABLA-H-10N","1958",0.621,48.62587,113.83601
"186","MT","10N","ABLA-H-10N","1957",0.587,48.62587,113.83601
"187","MT","10N","ABLA-H-10N","1956",0.1695,48.62587,113.83601
"188","MT","10N","ABLA-H-10N","1955",0.531,48.62587,113.83601
"189","MT","10N","ABLA-H-10N","1954",0.4055,48.62587,113.83601
"190","MT","10N","ABLA-H-10N","1953",0.4885,48.62587,113.83601
"191","MT","10N","ABLA-H-10N","1952",0.497,48.62587,113.83601
"192","MT","10N","ABLA-H-10N","1951",1.1545,48.62587,113.83601
"193","MT","10N","ABLA-H-10N","1950",0.577,48.62587,113.83601
"194","MT","10N","ABLA-H-10N","1949",NA,48.62587,113.83601
"195","MT","10N","ABLA-H-10N","1948",NA,48.62587,113.83601
"196","MT","10N","ABLA-H-10N","1947",NA,48.62587,113.83601
"197","MT","10N","ABLA-H-10N","1946",NA,48.62587,113.83601
"198","MT","10N","ABLA-H-10N","1945",NA,48.62587,113.83601
"199","MT","10N","ABLA-H-10N","1944",NA,48.62587,113.83601
"200","MT","10N","ABLA-H-10N","1943",NA,48.62587,113.83601
"201","MT","10N","ABLA-H-10N","1942",NA,48.62587,113.83601
"202","MT","10N","ABLA-H-10N","1941",NA,48.62587,113.83601
"203","MT","10N","ABLA-H-10N","1940",NA,48.62587,113.83601
"204","MT","10N","ABLA-H-10N","1939",NA,48.62587,113.83601
"205","MT","10N","ABLA-H-10N","1938",NA,48.62587,113.83601
"206","MT","10N","ABLA-H-10N","1937",NA,48.62587,113.83601
"207","MT","10N","ABLA-H-10N","1936",NA,48.62587,113.83601
"208","MT","10N","ABLA-H-10N","1935",NA,48.62587,113.83601
"209","MT","10N","ABLA-H-10N","1934",NA,48.62587,113.83601
"210","MT","10N","ABLA-H-10N","1933",NA,48.62587,113.83601
"211","MT","10N","ABLA-H-10N","1932",NA,48.62587,113.83601
"212","MT","10N","ABLA-H-10N","1931",NA,48.62587,113.83601
"213","MT","10N","ABLA-H-10N","1930",NA,48.62587,113.83601
"214","MT","10N","ABLA-H-10N","1929",NA,48.62587,113.83601
"215","MT","10N","ABLA-H-10N","1928",NA,48.62587,113.83601
"216","MT","10N","ABLA-H-10N","1927",NA,48.62587,113.83601
"217","MT","10N","ABLA-H-10N","1926",NA,48.62587,113.83601
"218","MT","10N","ABLA-H-10N","1925",NA,48.62587,113.83601
"219","MT","10N","ABLA-H-10N","1924",NA,48.62587,113.83601
"220","MT","10N","ABLA-H-10N","1923",NA,48.62587,113.83601
"221","MT","10N","ABLA-H-10N","1922",NA,48.62587,113.83601
"222","MT","10N","ABLA-H-10N","1921",NA,48.62587,113.83601
"223","MT","10N","ABLA-H-10N","1920",NA,48.62587,113.83601
"224","MT","10N","ABLA-H-10N","1919",NA,48.62587,113.83601
"225","MT","10N","ABLA-H-10N","1918",NA,48.62587,113.83601
"226","MT","10N","ABLA-H-10N","1917",NA,48.62587,113.83601
"227","MT","10N","ABLA-H-10N","1916",NA,48.62587,113.83601
"228","MT","10N","ABLA-H-10N","1915",NA,48.62587,113.83601
"229","MT","10N","ABLA-H-10N","1914",NA,48.62587,113.83601
"230","MT","10N","ABLA-H-10N","1913",NA,48.62587,113.83601
"231","MT","10N","ABLA-H-10N","1912",NA,48.62587,113.83601
"232","MT","10N","ABLA-H-10N","1911",NA,48.62587,113.83601
"233","MT","10N","ABLA-H-10N","1910",NA,48.62587,113.83601
"234","MT","10N","ABLA-H-10N","1909",NA,48.62587,113.83601
"235","MT","10N","ABLA-H-10N","1908",NA,48.62587,113.83601
"236","MT","10N","ABLA-H-10N","1907",NA,48.62587,113.83601
"237","MT","10N","ABLA-H-10N","1906",NA,48.62587,113.83601
"238","MT","10N","ABLA-H-10N","1905",NA,48.62587,113.83601
"239","MT","10N","ABLA-H-10N","1904",NA,48.62587,113.83601
"240","MT","10N","ABLA-H-10N","1903",NA,48.62587,113.83601
"241","MT","10N","ABLA-H-10N","1902",NA,48.62587,113.83601
"242","MT","10N","ABLA-H-10N","1901",NA,48.62587,113.83601
"243","MT","10N","ABLA-H-10N","1900",NA,48.62587,113.83601
"244","MT","10N","ABLA-H-10N","1899",NA,48.62587,113.83601
"245","MT","10N","ABLA-H-10N","1898",NA,48.62587,113.83601
"246","MT","10N","ABLA-H-10N","1897",NA,48.62587,113.83601
"247","MT","10N","ABLA-H-10N","1896",NA,48.62587,113.83601
"248","MT","10N","ABLA-H-10N","1895",NA,48.62587,113.83601
"249","MT","10N","ABLA-H-10N","1894",NA,48.62587,113.83601
"250","MT","10N","ABLA-H-10N","1893",NA,48.62587,113.83601
"251","MT","10N","ABLA-H-10N","1892",NA,48.62587,113.83601
"252","MT","10N","ABLA-H-10N","1891",NA,48.62587,113.83601
"253","MT","10N","ABLA-H-10N","1890",NA,48.62587,113.83601
"254","MT","10N","ABLA-H-10N","1889",NA,48.62587,113.83601
"255","MT","10N","ABLA-H-10N","1888",NA,48.62587,113.83601
"256","MT","10N","ABLA-H-10N","1887",NA,48.62587,113.83601
"257","MT","10N","ABLA-H-10N","1886",NA,48.62587,113.83601
"258","MT","10N","ABLA-H-10N","1885",NA,48.62587,113.83601
"259","MT","11C","ABLA-H-11C","2013",0.3805,48.6259,113.83643
"260","MT","11C","ABLA-H-11C","2012",0.508,48.6259,113.83643
"261","MT","11C","ABLA-H-11C","2011",0.581,48.6259,113.83643
"262","MT","11C","ABLA-H-11C","2010",0.4735,48.6259,113.83643
"263","MT","11C","ABLA-H-11C","2009",0.467,48.6259,113.83643
"264","MT","11C","ABLA-H-11C","2008",0.37,48.6259,113.83643
"265","MT","11C","ABLA-H-11C","2007",0.4125,48.6259,113.83643
"266","MT","11C","ABLA-H-11C","2006",0.4965,48.6259,113.83643
"267","MT","11C","ABLA-H-11C","2005",0.455,48.6259,113.83643
"268","MT","11C","ABLA-H-11C","2004",0.4335,48.6259,113.83643
"269","MT","11C","ABLA-H-11C","2003",0.5175,48.6259,113.83643
"270","MT","11C","ABLA-H-11C","2002",0.4435,48.6259,113.83643
"271","MT","11C","ABLA-H-11C","2001",0.5705,48.6259,113.83643
"272","MT","11C","ABLA-H-11C","2000",0.624,48.6259,113.83643
"273","MT","11C","ABLA-H-11C","1999",0.423,48.6259,113.83643
"274","MT","11C","ABLA-H-11C","1998",0.497,48.6259,113.83643
"275","MT","11C","ABLA-H-11C","1997",0.4115,48.6259,113.83643
"276","MT","11C","ABLA-H-11C","1996",0.5285,48.6259,113.83643
"277","MT","11C","ABLA-H-11C","1995",0.4415,48.6259,113.83643
"278","MT","11C","ABLA-H-11C","1994",0.9265,48.6259,113.83643
"279","MT","11C","ABLA-H-11C","1993",0.763,48.6259,113.83643
"280","MT","11C","ABLA-H-11C","1992",0.9535,48.6259,113.83643
"281","MT","11C","ABLA-H-11C","1991",0.396,48.6259,113.83643
"282","MT","11C","ABLA-H-11C","1990",0.8535,48.6259,113.83643
"283","MT","11C","ABLA-H-11C","1989",0.462,48.6259,113.83643
"284","MT","11C","ABLA-H-11C","1988",0.8495,48.6259,113.83643
"285","MT","11C","ABLA-H-11C","1987",0.6925,48.6259,113.83643
"286","MT","11C","ABLA-H-11C","1986",0.648,48.6259,113.83643
"287","MT","11C","ABLA-H-11C","1985",0.447,48.6259,113.83643
"288","MT","11C","ABLA-H-11C","1984",0.6435,48.6259,113.83643
"289","MT","11C","ABLA-H-11C","1983",0.529,48.6259,113.83643
"290","MT","11C","ABLA-H-11C","1982",0.5205,48.6259,113.83643
"291","MT","11C","ABLA-H-11C","1981",0.5935,48.6259,113.83643
"292","MT","11C","ABLA-H-11C","1980",0.4585,48.6259,113.83643
"293","MT","11C","ABLA-H-11C","1979",0.5935,48.6259,113.83643
"294","MT","11C","ABLA-H-11C","1978",0.737,48.6259,113.83643
"295","MT","11C","ABLA-H-11C","1977",0.6445,48.6259,113.83643
"296","MT","11C","ABLA-H-11C","1976",0.763,48.6259,113.83643
"297","MT","11C","ABLA-H-11C","1975",0.5425,48.6259,113.83643
"298","MT","11C","ABLA-H-11C","1974",0.522,48.6259,113.83643
"299","MT","11C","ABLA-H-11C","1973",0.4365,48.6259,113.83643
"300","MT","11C","ABLA-H-11C","1972",0.4815,48.6259,113.83643
"301","MT","11C","ABLA-H-11C","1971",0.462,48.6259,113.83643
"302","MT","11C","ABLA-H-11C","1970",0.567,48.6259,113.83643
"303","MT","11C","ABLA-H-11C","1969",0.515,48.6259,113.83643
"304","MT","11C","ABLA-H-11C","1968",0.3355,48.6259,113.83643
"305","MT","11C","ABLA-H-11C","1967",0.798,48.6259,113.83643
"306","MT","11C","ABLA-H-11C","1966",0.786,48.6259,113.83643
"307","MT","11C","ABLA-H-11C","1965",0.838,48.6259,113.83643
"308","MT","11C","ABLA-H-11C","1964",0.6295,48.6259,113.83643
"309","MT","11C","ABLA-H-11C","1963",0.829,48.6259,113.83643
"310","MT","11C","ABLA-H-11C","1962",0.693,48.6259,113.83643
"311","MT","11C","ABLA-H-11C","1961",0.6,48.6259,113.83643
"312","MT","11C","ABLA-H-11C","1960",0.6435,48.6259,113.83643
"313","MT","11C","ABLA-H-11C","1959",0.685,48.6259,113.83643
"314","MT","11C","ABLA-H-11C","1958",0.716,48.6259,113.83643
"315","MT","11C","ABLA-H-11C","1957",0.704,48.6259,113.83643
"316","MT","11C","ABLA-H-11C","1956",0.5755,48.6259,113.83643
"317","MT","11C","ABLA-H-11C","1955",1.1215,48.6259,113.83643
"318","MT","11C","ABLA-H-11C","1954",0.811,48.6259,113.83643
"319","MT","11C","ABLA-H-11C","1953",0.7,48.6259,113.83643
"320","MT","11C","ABLA-H-11C","1952",0.598,48.6259,113.83643
"321","MT","11C","ABLA-H-11C","1951",0.661,48.6259,113.83643
"322","MT","11C","ABLA-H-11C","1950",0.714,48.6259,113.83643
"323","MT","11C","ABLA-H-11C","1949",0.748,48.6259,113.83643
"324","MT","11C","ABLA-H-11C","1948",0.7905,48.6259,113.83643
"325","MT","11C","ABLA-H-11C","1947",0.7375,48.6259,113.83643
"326","MT","11C","ABLA-H-11C","1946",0.5995,48.6259,113.83643
"327","MT","11C","ABLA-H-11C","1945",0.588,48.6259,113.83643
"328","MT","11C","ABLA-H-11C","1944",0.68,48.6259,113.83643
"329","MT","11C","ABLA-H-11C","1943",0.63,48.6259,113.83643
"330","MT","11C","ABLA-H-11C","1942",0.619,48.6259,113.83643
"331","MT","11C","ABLA-H-11C","1941",0.555,48.6259,113.83643
"332","MT","11C","ABLA-H-11C","1940",0.5375,48.6259,113.83643
"333","MT","11C","ABLA-H-11C","1939",0.533,48.6259,113.83643
"334","MT","11C","ABLA-H-11C","1938",0.557,48.6259,113.83643
"335","MT","11C","ABLA-H-11C","1937",0.617,48.6259,113.83643
"336","MT","11C","ABLA-H-11C","1936",0.84,48.6259,113.83643
"337","MT","11C","ABLA-H-11C","1935",0.5835,48.6259,113.83643
"338","MT","11C","ABLA-H-11C","1934",0.79,48.6259,113.83643
"339","MT","11C","ABLA-H-11C","1933",0.532,48.6259,113.83643
"340","MT","11C","ABLA-H-11C","1932",0.5425,48.6259,113.83643
"341","MT","11C","ABLA-H-11C","1931",0.3865,48.6259,113.83643
"342","MT","11C","ABLA-H-11C","1930",0.5355,48.6259,113.83643
"343","MT","11C","ABLA-H-11C","1929",0.601,48.6259,113.83643
"344","MT","11C","ABLA-H-11C","1928",0.5965,48.6259,113.83643
"345","MT","11C","ABLA-H-11C","1927",0.324,48.6259,113.83643
"346","MT","11C","ABLA-H-11C","1926",0.4905,48.6259,113.83643
"347","MT","11C","ABLA-H-11C","1925",0.4815,48.6259,113.83643
"348","MT","11C","ABLA-H-11C","1924",0.6575,48.6259,113.83643
"349","MT","11C","ABLA-H-11C","1923",0.3955,48.6259,113.83643
"350","MT","11C","ABLA-H-11C","1922",0.5405,48.6259,113.83643
"351","MT","11C","ABLA-H-11C","1921",0.4565,48.6259,113.83643
"352","MT","11C","ABLA-H-11C","1920",0.4345,48.6259,113.83643
"353","MT","11C","ABLA-H-11C","1919",0.796,48.6259,113.83643
"354","MT","11C","ABLA-H-11C","1918",0.5295,48.6259,113.83643
"355","MT","11C","ABLA-H-11C","1917",0.4025,48.6259,113.83643
"356","MT","11C","ABLA-H-11C","1916",0.368,48.6259,113.83643
"357","MT","11C","ABLA-H-11C","1915",0.5025,48.6259,113.83643
"358","MT","11C","ABLA-H-11C","1914",0.637,48.6259,113.83643
"359","MT","11C","ABLA-H-11C","1913",0.5225,48.6259,113.83643
"360","MT","11C","ABLA-H-11C","1912",0.7525,48.6259,113.83643
"361","MT","11C","ABLA-H-11C","1911",0.481,48.6259,113.83643
"362","MT","11C","ABLA-H-11C","1910",0.3975,48.6259,113.83643
"363","MT","11C","ABLA-H-11C","1909",0.552,48.6259,113.83643
"364","MT","11C","ABLA-H-11C","1908",0.6555,48.6259,113.83643
"365","MT","11C","ABLA-H-11C","1907",0.6415,48.6259,113.83643
"366","MT","11C","ABLA-H-11C","1906",0.623,48.6259,113.83643
"367","MT","11C","ABLA-H-11C","1905",0.5,48.6259,113.83643
"368","MT","11C","ABLA-H-11C","1904",0.477,48.6259,113.83643
"369","MT","11C","ABLA-H-11C","1903",0.3755,48.6259,113.83643
"370","MT","11C","ABLA-H-11C","1902",0.381,48.6259,113.83643
"371","MT","11C","ABLA-H-11C","1901",0.5345,48.6259,113.83643
"372","MT","11C","ABLA-H-11C","1900",0.76,48.6259,113.83643
"373","MT","11C","ABLA-H-11C","1899",0.4235,48.6259,113.83643
"374","MT","11C","ABLA-H-11C","1898",0.358,48.6259,113.83643
"375","MT","11C","ABLA-H-11C","1897",0.63,48.6259,113.83643
"376","MT","11C","ABLA-H-11C","1896",0.563,48.6259,113.83643
"377","MT","11C","ABLA-H-11C","1895",0.399,48.6259,113.83643
"378","MT","11C","ABLA-H-11C","1894",0.475,48.6259,113.83643
"379","MT","11C","ABLA-H-11C","1893",NA,48.6259,113.83643
"380","MT","11C","ABLA-H-11C","1892",NA,48.6259,113.83643
"381","MT","11C","ABLA-H-11C","1891",NA,48.6259,113.83643
"382","MT","11C","ABLA-H-11C","1890",NA,48.6259,113.83643
"383","MT","11C","ABLA-H-11C","1889",NA,48.6259,113.83643
"384","MT","11C","ABLA-H-11C","1888",NA,48.6259,113.83643
"385","MT","11C","ABLA-H-11C","1887",NA,48.6259,113.83643
"386","MT","11C","ABLA-H-11C","1886",NA,48.6259,113.83643
"387","MT","11C","ABLA-H-11C","1885",NA,48.6259,113.83643
"388","MT","11N","ABLA-H-11N","2013",0.5945,48.6258,113.83646
