tree,n_missing_total,n_missing_1980_on,n_outliers_total
IC1A_raw,24,4,0
IC1B_raw,57,4,1
IC10A_raw,110,4,1
IC10B_raw,123,4,1
IC11A_raw,50,4,1
IC11B_raw,66,4,0
IC12A_raw,49,4,1
IC12B_raw,128,4,0
IC13A_raw,55,4,1
IC13B_raw,50,4,2
IC14A_raw,177,4,0
IC14B_raw,145,4,2
IC15A_raw,92,4,3
IC15B_raw,90,4,1
IC16A_raw,65,4,4
IC17A_raw,73,4,1
IC17B_raw,57,4,1
IC18A_raw,90,4,3
IC18B_raw,68,4,4
IC19A_raw,47,4,1
IC19B_raw,60,4,2
IC2A_raw,143,4,1
IC2B_raw,156,4,1
IC20A_raw,4,4,0
IC20B_raw,117,4,0
IC3A_raw,83,4,0
IC3B_raw,99,4,3
IC4A_raw,132,13,0
IC4B_raw,141,13,3
IC5A_raw,69,4,0
IC5B_raw,65,4,1
IC6B_raw,65,4,3
IC7A_raw,112,5,1
IC7B_raw,128,4,4
IC8A_raw,109,4,1
IC8B_raw,105,4,2
IC9A_raw,83,4,0
IC9B_raw,67,4,0
