tree,n_missing_total,n_missing_1980_on,n_outliers_total
ST1C1_raw,10,10,1
ST1C1A_raw,152,10,0
ST1C1B_raw,115,10,3
ST1C2A_raw,100,10,0
ST1C2B_raw,102,10,2
ST1C3_raw,42,10,2
ST1C3A_raw,181,10,0
ST1C4A_raw,200,10,0
ST1C4B_raw,185,10,0
ST1C5A_raw,218,10,0
ST1C5B_raw,218,10,0
ST1C6A_raw,162,10,3
ST1C6B_raw,150,10,1
ST1C7A_raw,167,10,1
ST1C7B_raw,188,10,0
ST1C8A_raw,193,12,1
ST1C8B_raw,183,10,0
ST1C9A_raw,145,10,3
ST1C9B_raw,147,10,0
ST1C11A_raw,83,17,2
ST1C11B_raw,79,17,3
ST1C12A_raw,131,10,4
ST1C12B_raw,115,10,1
ST1C13A_raw,166,11,1
ST1C13B_raw,153,11,1
ST1C14A_raw,189,10,0
ST1C14B_raw,179,10,2
ST1C15A_raw,200,10,1
ST1C15B_raw,197,10,0
ST1C16B_raw,162,10,1
ST1C17A_raw,194,10,2
ST1C17B_raw,185,10,2
ST1C18A_raw,162,10,0
ST1C18B_raw,151,10,2
ST1C19A_raw,200,10,1
ST1C19B_raw,184,10,0
ST1C20A_raw,227,10,1
ST1C20B_raw,191,10,1
STC21AL_raw,234,10,0
STC21BL_raw,238,14,0
ST1C22A_raw,212,10,0
ST1C22B_raw,211,10,0
STC23AL_raw,223,10,0
STC23BL_raw,234,18,0
ST1C24A_raw,117,10,0
ST1C24B_raw,125,10,2
ST1C25A_raw,125,10,2
ST1C25B_raw,147,10,0
ST1C26A_raw,185,10,0
ST1C26B_raw,143,10,3
ST1C27A_raw,159,10,0
ST1C27B_raw,147,10,1
ST1C28A_raw,205,10,1
ST1C28B_raw,188,10,0
ST1C30A_raw,177,10,0
ST1C30B_raw,160,10,0
ST1C31A_raw,164,10,2
ST1C32A_raw,212,10,0
ST1C32B_raw,213,10,1
ST1C33A_raw,233,10,0
ST1C34A_raw,167,10,1
ST1C34B_raw,162,10,1
ST1C35B_raw,112,10,3
ST1C36A_raw,132,10,2
ST1C36B_raw,116,10,0
ST1C38A_raw,184,10,0
ST1C38B_raw,170,10,0
ST1C39A_raw,182,10,0
ST1C39B_raw,174,10,0
ST1C40A_raw,227,10,0
ST1C40B_raw,195,10,0
ST1C41A_raw,240,16,0
ST1C41B_raw,231,10,0
ST1C42A_raw,159,10,0
ST1C42B_raw,128,10,0
ST1C44A_raw,149,10,1
ST1C44B_raw,158,10,1
ST1C45A_raw,172,10,2
ST1C45B_raw,163,10,3
ST1T1A_raw,184,10,2
ST1T1B_raw,195,10,3
ST1T2A_raw,234,10,0
ST1T2B_raw,229,10,0
ST1T3A_raw,235,11,0
ST1T3B_raw,209,10,0
ST1T4AL_raw,227,10,0
ST1T4BL_raw,224,10,0
ST1T5A_raw,165,10,1
ST1T5B_raw,184,10,0
ST1T6A_raw,187,10,2
ST1T6B_raw,177,10,1
ST1T7A_raw,158,10,3
ST1T7B_raw,158,10,2
ST1T8A_raw,211,10,0
ST1T8B_raw,210,10,1
ST1T9A_raw,222,10,0
ST1T9B_raw,224,10,0
ST1T10A_raw,149,10,4
ST1T10B_raw,144,10,3
ST1T11A_raw,250,26,0
ST1T11B_raw,232,10,0
ST1T12A_raw,117,10,3
ST1T12B_raw,126,10,3
ST1T13A_raw,223,10,0
ST1T13B_raw,217,10,0
ST1T14A_raw,133,10,6
ST1T14B_raw,122,10,7
ST1T15A_raw,160,10,1
ST1T15B_raw,139,10,1
ST1T16A_raw,255,31,0
ST1T16B_raw,238,14,0
STT17AL_raw,214,10,1
STT17BL_raw,214,10,1
ST1T18A_raw,210,10,0
ST1T18B_raw,202,10,2
ST1T19A_raw,221,10,0
ST1T19B_raw,220,10,1
ST1T20A_raw,230,10,0
ST1T20B_raw,212,10,0
ST1T21A_raw,175,10,0
ST1T21B_raw,181,10,0
ST1T22A_raw,169,10,0
ST1T22B_raw,170,10,1
ST1T23A_raw,191,10,0
ST1T23B_raw,183,10,1
ST1T24A_raw,225,10,2
ST1T24B_raw,192,10,3
ST1T25A_raw,233,10,0
ST1T25B_raw,227,10,0
ST1T52A_raw,174,10,3
STT53AL_raw,228,10,1
ST1T54A_raw,211,10,0
STT54BL_raw,229,10,0
ST1T55A_raw,203,10,0
ST1T55B_raw,198,10,0
ST1T56A_raw,158,10,2
ST1T56B_raw,130,10,2
ST1T57A_raw,238,14,0
ST1T57B_raw,216,10,0
ST1T58A_raw,132,10,3
ST1T58B_raw,145,10,1
ST1T59A_raw,234,10,0
ST1T59B_raw,233,10,1
ST1T60A_raw,214,10,0
ST1T60B_raw,163,10,2
ST2T46A_raw,217,10,1
ST2T46B_raw,213,10,2
ST2T47A_raw,224,10,0
ST2T47B_raw,229,10,0
ST2T48A_raw,213,10,2
ST2T48B_raw,202,10,3
ST2T49A_raw,234,10,0
ST2T49B_raw,226,10,0
ST2T50A_raw,167,10,1
ST2T50B_raw,193,10,0
STT51AL_raw,231,10,0
STT51BL_raw,232,10,0
