age_CE,SVF01A_raw,SVF01B_raw,SVF02A_raw,SVF02B_raw,SVF03A_raw,SVF03B_raw,SVF04A_raw,SVF04B_raw,SVF05A_raw,SVF05B_raw,SVF01A_raw_outlier_flag,SVF01B_raw_outlier_flag,SVF02A_raw_outlier_flag,SVF02B_raw_outlier_flag,SVF03A_raw_outlier_flag,SVF03B_raw_outlier_flag,SVF04A_raw_outlier_flag,SVF04B_raw_outlier_flag,SVF05A_raw_outlier_flag,SVF05B_raw_outlier_flag
1818,3.43,2.74,NA,1.31,3.49,3.09,2.59,2.47,5.85,5.07,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1819,2.58,1.76,NA,0.95,2.69,2.78,1.83,1.83,4.61,4.33,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1820,2.8,2.01,NA,1.29,3.47,2.4,1.88,1.94,4.04,4.23,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1821,2.14,1.82,NA,0.89,2.08,2.12,1.38,1.31,3.46,3.07,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1822,2.28,2.03,NA,1.32,2.37,2.45,1.45,1.86,5.48,5.95,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
1823,2.45,1.28,NA,0,1.57,0.88,0.76,0.85,4.08,4.46,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1824,2.71,1.87,NA,0.14,1.63,1.08,0.8,0.91,4.62,4.43,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1825,1.54,2.17,NA,0.49,2.17,1.7,1.07,1.08,4.37,4.19,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1826,1.28,2.36,NA,0.81,2.63,2.19,1.02,1.64,4.6,4.58,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1827,1.76,1.72,NA,0.84,3.01,2.07,0.87,1.26,3.66,3.68,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1828,2.65,1.94,NA,1.23,2.82,2.13,1.06,1.36,3.5,3.34,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1829,1.95,2.14,NA,1.21,1.96,1.26,0.91,1.14,3.69,4.92,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1830,1.52,1.27,NA,0.94,2.02,1.6,0.99,1.13,2.97,4.29,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1831,1.98,1.36,NA,1.02,2.57,2.32,1.26,1.4,2.98,3.52,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1832,1.74,1.89,NA,1.41,3.44,3.5,1.08,1.73,3.94,4.76,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1833,1.99,1.82,NA,1.3,2.18,2.63,1.1,1.61,2.83,4,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1834,1.83,1.55,NA,0.98,3.02,2.65,1.38,1.31,3.04,3.49,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1835,1.97,1.67,NA,1.35,2.48,1.93,1.29,1.63,2.65,3.42,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1836,2.1,1.36,NA,1.64,3.06,1.95,1.76,1.7,2.78,3.44,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1837,3.06,1.65,NA,1.7,3.17,2.48,2.19,1.79,2.87,3.25,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1838,2.96,1.75,NA,1.45,2.45,2.79,1.69,2.32,2.83,2.79,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1839,2.21,1.43,NA,1.86,3,2.06,2.07,2.59,2.59,2.93,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1840,1.76,1.25,NA,1.7,2.46,2.83,1.89,1.67,1.98,3.12,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1841,2.28,1.75,NA,2.06,2.6,2.76,1.37,1.87,2.03,3.07,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1842,1.9,1.76,NA,1.78,2.19,2.31,1.47,1.75,2.13,2.89,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1843,2.01,1.22,NA,1.52,2.08,2.45,1.77,1.62,1.96,2.04,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1844,1.79,1.17,NA,1.68,1.83,1.33,1.25,1.58,1.92,2.42,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1845,2,1.75,NA,1.78,2.04,2.27,1.92,2.19,2.3,1.99,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1846,1.74,1.6,NA,1.83,2.24,2,1.41,1.99,1.62,1.72,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1847,1.4,0.86,NA,1.34,1.16,1.61,1.16,1.26,1.24,1.49,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1848,1.89,1.19,NA,1.74,2.36,1.74,1.61,1.6,1.48,1.97,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1849,1.38,1.14,NA,1.72,2.16,2.23,1.22,1.34,1.27,1.48,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1850,1.68,1.17,NA,2.09,1.79,1.67,1.3,1.57,1.7,1.85,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1851,2.04,1.04,NA,1.52,1.74,1.3,1.43,1.46,2,1.88,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1852,1.94,0.78,NA,1.62,2.01,1.46,1.34,1.97,1.4,1.59,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1853,1.61,1.09,NA,1.42,1.87,1.33,1.72,1.84,1.6,2.2,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1854,1.77,1.12,NA,1.72,1.91,1.66,1.42,2,1.24,2.15,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1855,1.82,1.32,NA,1.24,2.23,2.23,1.93,2.64,1.38,1.79,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1856,1.67,1.18,NA,1.2,1.97,1.62,1.41,1.73,1.74,1.63,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1857,1.79,1.15,NA,1.62,1.98,1.84,1.27,1.83,1.53,1.32,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1858,1.45,1.2,NA,1.6,1.75,1.09,1.57,1.58,1.85,1.46,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1859,1.26,0.98,NA,1.51,1.21,1.18,1.63,1.2,1.25,1.18,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1860,1.99,1.1,NA,1.9,1.85,1.75,1.67,1.96,1.23,2.16,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1861,2.16,1.23,NA,2.35,1.99,2.6,2.01,2,1.91,2.07,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1862,1.4,0.96,NA,2.21,1.53,1.66,1.95,2.12,1.89,2.09,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1863,1.67,1,3.41,1.85,2.07,1.76,1.76,2.3,1.8,2.54,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1864,1.81,1.17,3.83,2.55,2.37,1.41,1.77,1.55,2.41,1.81,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1865,1.69,1.24,3.78,2.76,2.6,1.29,1.52,1.85,1.89,1.98,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1866,1.87,1.22,3.11,2.29,2.53,2,1.44,2.38,2.34,2.13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1867,1.39,0.93,2.77,1.53,2.08,1.5,1.65,1.78,2.25,1.43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1868,1.67,1.11,3.03,2.09,1.49,1.75,1.68,2.2,2.02,1.77,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1869,1.88,1.13,2.16,1.92,1.47,1.72,2,1.7,1.92,1.26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1870,0.4,0.26,0.21,0.04,0.08,0.33,0.28,0.11,0.65,1.11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1871,0.47,0.17,0,0,0.15,0.26,0,0,0.53,1.02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1872,0.55,0.31,0.17,0,0.18,0.37,0.15,0.07,0.97,1.74,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1873,0.92,0.4,0.27,0.19,0.23,0.56,0.12,0.19,1.42,1.27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1874,1.01,0.5,0.55,0.33,0.3,0.44,0.18,0.3,1.11,1.74,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1875,1.34,0.82,1.12,0.44,0.74,1.04,0.21,0.51,1.65,2.17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1876,1.23,0.76,1.19,0.31,1.45,1.94,0.24,0.66,1.77,1.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1877,1.49,0.91,2.41,0.73,2.24,1.71,0.51,0.83,1.91,2.13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1878,1.25,1.15,2.62,0.7,2.17,1.95,0.57,0.97,1.76,2.07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1879,1.5,1.34,2.68,1.32,1.87,1.57,0.79,0.92,1.9,1.53,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1880,1.27,1.59,1.66,1.54,1.62,1.28,0.64,0.87,1.32,1.74,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1881,1.71,1.79,1.76,2.06,1.97,1.69,0.88,1.39,1.76,1.44,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1882,1.29,1.45,2.25,2.01,2.33,1.92,1.07,1.46,1.46,1.24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1883,1.6,1.33,2.49,2.21,3.06,2.26,0.78,0.85,1.68,1.83,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1884,1.84,1.25,2.5,1.57,1.88,2.58,0.85,0.94,1.04,1.11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1885,1.74,1.41,3.06,1.84,2.03,2,1.32,1.21,1.53,1.23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1886,1.58,1.59,3.01,1.54,1.64,1.65,1.39,1.14,1.17,1.56,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1887,1.46,1.49,3.24,1.72,1.77,1.85,1.1,1.08,1.2,1.52,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1888,1.75,1.39,2.79,1.39,1.37,2.09,1.29,1.03,0.95,1.58,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1889,1.05,1.14,2.46,1.85,1.2,1.34,1.2,0.89,0.88,1.62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1890,1.03,0.96,2.04,0.88,1.01,0.77,0.62,0.61,0.51,1.04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1891,0.92,1.01,3.25,1.07,0.77,0.87,1.17,0.91,0.36,0.97,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1892,1.12,1.18,3.65,1.58,1.05,0.72,1.07,0.84,0.57,1.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1893,1.03,1.11,3.58,2.09,1.26,1.02,1.26,1.06,0.68,1.44,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1894,1.13,1.38,3.63,1.73,1.18,1.22,1.41,1.06,0.87,1.51,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1895,1.21,1.27,2.9,1.19,0.62,1.22,1.26,1.21,0.93,1.79,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1896,0.59,0.97,2.18,1.59,0.73,0.91,1.45,0.78,0.92,1.38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1897,1.11,1.06,2.38,1.75,0.89,1.02,1.42,0.87,0.82,1.43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1898,1.24,0.93,1.83,1.33,0.81,1.1,1.23,0.95,0.92,1.33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1899,1.03,0.79,1.64,1.37,0.92,1.26,1.22,0.85,0.79,1.26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1900,1.54,1.17,2.38,1.98,1.27,1.72,2.25,1.15,0.72,1.39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1901,1.36,1.34,1.94,2.91,2.53,1.94,2.23,1.01,0.8,1.34,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1902,1.27,1.32,1.87,2.29,2.13,1.43,1.38,1.11,0.78,1.66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1903,1.62,1.53,2.42,2.56,2.2,2.02,1.71,1.17,0.96,1.86,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1904,1.46,1.34,2.55,2.17,1.7,1.88,1.99,1.26,0.98,1.66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1905,1.13,1.33,3.02,2,1.11,1.53,1.86,1.47,1.11,1.87,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1906,1.01,1.31,2.3,1.39,0.99,1.52,1.12,1.12,0.88,1.48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1907,1.36,1.26,2.91,1.74,1.36,1.4,1.52,1.39,1.09,1.77,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1908,1.51,1.29,3.1,1.5,1.23,1.58,1.56,1.59,1.13,2.02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
