"","years","Tag","Ring_width(mm)","Long","Lat","species","speciesfull"
"37",2000,"34PienD2",0.787054642,-105.47203,40.44473,"PIEN","Picea engelmannii"
"38",2000,"34Unkn1",0.786399801,-105.47203,40.44473,"UNKN","Unkown"
"39",2000,"34Unkn4",0.996617926,-105.47203,40.44473,"UNKN","Unkown"
"40",2000,"34Unkn5",0.703336527,-105.47203,40.44473,"UNKN","Unkown"
"41",2000,"28Unkn9",0.863377643,-105.47203,40.44473,"UNKN","Unkown"
"42",2000,"28Pip3SF",0.665892768,-105.47203,40.44473,"PIPO","Pinus ponderosa"
"43",2000,"28Pip1NF",2.03389813,-105.47203,40.44473,"PIPO","Pinus ponderosa"
"44",2000,"28Pip2SF",1.083407925,-105.47203,40.44473,"PIPO","Pinus ponderosa"
"45",2000,"34Pip1",1.222276871,-105.47203,40.44473,"PIPO","Pinus ponderosa"
"46",2000,"34Pip2",1.402072654,-105.47203,40.44473,"PIPO","Pinus ponderosa"
"47",2000,"34Pip3",1.022825823,-105.47203,40.44473,"PIPO","Pinus ponderosa"
"48",2000,"34Pip4",1.524185845,-105.47203,40.44473,"PIPO","Pinus ponderosa"
"49",2000,"34Pip5",1.429983445,-105.47203,40.44473,"PIPO","Pinus ponderosa"
"50",2000,"34Pip6",1.479630589,-105.47203,40.44473,"PIPO","Pinus ponderosa"
"51",2000,"34Psm1SF",0.520227637,-105.47203,40.44473,"PSME","Pseudotsuga menziesii"
"52",2000,"34Psm2SF",0.667693277,-105.47203,40.44473,"PSME","Pseudotsuga menziesii"
"53",2000,"34Psm3SF",0.540156788,-105.47203,40.44473,"PSME","Pseudotsuga menziesii"
"54",2000,"28Pie1",1.033522932,-105.47203,40.44473,"PIEN","Picea engelmannii"
"55",2000,"28Pie2",0.807437938,-105.47203,40.44473,"PIEN","Picea engelmannii"
"56",2000,"28Pie3",0.438282854,-105.47203,40.44473,"PIEN","Picea engelmannii"
"57",2000,"34Pie1NF",0.865178694,-105.47203,40.44473,"PIEN","Picea engelmannii"
"58",2000,"34Pie1SF",0.635750672,-105.47203,40.44473,"PIEN","Picea engelmannii"
"59",2000,"34Pie2NF",0.750627008,-105.47203,40.44473,"PIEN","Picea engelmannii"
"60",2000,"34Pie2SF",0.806127295,-105.47203,40.44473,"PIEN","Picea engelmannii"
"61",2000,"34Pie3NF",0.911323369,-105.47203,40.44473,"PIEN","Picea engelmannii"
"62",2000,"34Pie3SF",0.570767715,-105.47203,40.44473,"PIEN","Picea engelmannii"
"63",2001,"28PienD6",1.135711258,-105.47203,40.44473,"PIEN","Picea engelmannii"
"64",2001,"28Unkn7",1.069704175,-105.47203,40.44473,"UNKN","Unkown"
"65",2001,"28Unkn8",0.809841592,-105.47203,40.44473,"UNKN","Unkown"
"66",2001,"28Unkn10",1.258522054,-105.47203,40.44473,"UNKN","Unkown"
"67",2001,"28Unkn11",0.877535446,-105.47203,40.44473,"UNKN","Unkown"
"68",2001,"34PienD2",0.863505905,-105.47203,40.44473,"PIEN","Picea engelmannii"
"69",2001,"34Unkn1",1.328142559,-105.47203,40.44473,"UNKN","Unkown"
"70",2001,"34Unkn4",0.994616669,-105.47203,40.44473,"UNKN","Unkown"
"71",2001,"34Unkn5",0.837313938,-105.47203,40.44473,"UNKN","Unkown"
"72",2001,"28Unkn9",1.247008626,-105.47203,40.44473,"UNKN","Unkown"
"73",2001,"28Pip3SF",0.755699992,-105.47203,40.44473,"PIPO","Pinus ponderosa"
"74",2001,"28Pip1NF",1.550808615,-105.47203,40.44473,"PIPO","Pinus ponderosa"
"75",2001,"28Pip2SF",0.922894756,-105.47203,40.44473,"PIPO","Pinus ponderosa"
"76",2001,"34Pip1",0.862909346,-105.47203,40.44473,"PIPO","Pinus ponderosa"
"77",2001,"34Pip2",0.981840452,-105.47203,40.44473,"PIPO","Pinus ponderosa"
"78",2001,"34Pip3",0.991826689,-105.47203,40.44473,"PIPO","Pinus ponderosa"
"79",2001,"34Pip4",1.309823977,-105.47203,40.44473,"PIPO","Pinus ponderosa"
"80",2001,"34Pip5",0.795093604,-105.47203,40.44473,"PIPO","Pinus ponderosa"
"81",2001,"34Pip6",2.005112432,-105.47203,40.44473,"PIPO","Pinus ponderosa"
"82",2001,"34Psm1SF",0.575525774,-105.47203,40.44473,"PSME","Pseudotsuga menziesii"
"83",2001,"34Psm2SF",0.702205952,-105.47203,40.44473,"PSME","Pseudotsuga menziesii"
"84",2001,"34Psm3SF",0.721662603,-105.47203,40.44473,"PSME","Pseudotsuga menziesii"
"85",2001,"28Pie1",1.318375125,-105.47203,40.44473,"PIEN","Picea engelmannii"
"86",2001,"28Pie2",1.000678343,-105.47203,40.44473,"PIEN","Picea engelmannii"
"87",2001,"28Pie3",0.698674586,-105.47203,40.44473,"PIEN","Picea engelmannii"
"88",2001,"34Pie1NF",0.867366204,-105.47203,40.44473,"PIEN","Picea engelmannii"
"89",2001,"34Pie1SF",0.966037048,-105.47203,40.44473,"PIEN","Picea engelmannii"
"90",2001,"34Pie2NF",0.858957684,-105.47203,40.44473,"PIEN","Picea engelmannii"
"91",2001,"34Pie2SF",1.246175494,-105.47203,40.44473,"PIEN","Picea engelmannii"
"92",2001,"34Pie3NF",1.07544433,-105.47203,40.44473,"PIEN","Picea engelmannii"
"93",2001,"34Pie3SF",0.753980136,-105.47203,40.44473,"PIEN","Picea engelmannii"
"94",2002,"28PienD6",0.724982057,-105.47203,40.44473,"PIEN","Picea engelmannii"
"95",2002,"28Unkn7",0.976050913,-105.47203,40.44473,"UNKN","Unkown"
"96",2002,"28Unkn8",0.746534702,-105.47203,40.44473,"UNKN","Unkown"
"97",2002,"28Unkn10",1.125726957,-105.47203,40.44473,"UNKN","Unkown"
"98",2002,"28Unkn11",0.981832552,-105.47203,40.44473,"UNKN","Unkown"
"99",2002,"34PienD2",0.85743076,-105.47203,40.44473,"PIEN","Picea engelmannii"
"100",2002,"34Unkn1",1.288913154,-105.47203,40.44473,"UNKN","Unkown"
"101",2002,"34Unkn4",1.009869578,-105.47203,40.44473,"UNKN","Unkown"
"102",2002,"34Unkn5",0.71635033,-105.47203,40.44473,"UNKN","Unkown"
"103",2002,"28Unkn9",0.769846829,-105.47203,40.44473,"UNKN","Unkown"
"104",2002,"28Pip3SF",0.553704523,-105.47203,40.44473,"PIPO","Pinus ponderosa"
"105",2002,"28Pip1NF",0.962613545,-105.47203,40.44473,"PIPO","Pinus ponderosa"
"106",2002,"28Pip2SF",0.571191344,-105.47203,40.44473,"PIPO","Pinus ponderosa"
"107",2002,"34Pip1",0.813258673,-105.47203,40.44473,"PIPO","Pinus ponderosa"
"108",2002,"34Pip2",0.809512405,-105.47203,40.44473,"PIPO","Pinus ponderosa"
"109",2002,"34Pip3",0.600684277,-105.47203,40.44473,"PIPO","Pinus ponderosa"
"110",2002,"34Pip4",1.068235067,-105.47203,40.44473,"PIPO","Pinus ponderosa"
"111",2002,"34Pip5",1.319356353,-105.47203,40.44473,"PIPO","Pinus ponderosa"
"112",2002,"34Pip6",0.868692799,-105.47203,40.44473,"PIPO","Pinus ponderosa"
"113",2002,"34Psm1SF",0.497925557,-105.47203,40.44473,"PSME","Pseudotsuga menziesii"
"114",2002,"34Psm2SF",0.478621834,-105.47203,40.44473,"PSME","Pseudotsuga menziesii"
"115",2002,"34Psm3SF",0.544129924,-105.47203,40.44473,"PSME","Pseudotsuga menziesii"
"116",2002,"28Pie1",1.361877977,-105.47203,40.44473,"PIEN","Picea engelmannii"
"117",2002,"28Pie2",0.668298968,-105.47203,40.44473,"PIEN","Picea engelmannii"
"118",2002,"28Pie3",0.319737269,-105.47203,40.44473,"PIEN","Picea engelmannii"
"119",2002,"34Pie1NF",0.542969884,-105.47203,40.44473,"PIEN","Picea engelmannii"
"120",2002,"34Pie1SF",0.667956216,-105.47203,40.44473,"PIEN","Picea engelmannii"
"121",2002,"34Pie2NF",0.371250393,-105.47203,40.44473,"PIEN","Picea engelmannii"
"122",2002,"34Pie2SF",0.600948266,-105.47203,40.44473,"PIEN","Picea engelmannii"
"123",2002,"34Pie3NF",0.467507441,-105.47203,40.44473,"PIEN","Picea engelmannii"
"124",2002,"34Pie3SF",0.62049263,-105.47203,40.44473,"PIEN","Picea engelmannii"
"125",2003,"28PienD6",1.120018327,-105.47203,40.44473,"PIEN","Picea engelmannii"
"126",2003,"28Unkn7",0.990779422,-105.47203,40.44473,"UNKN","Unkown"
"127",2003,"28Unkn8",1.061897987,-105.47203,40.44473,"UNKN","Unkown"
"128",2003,"28Unkn10",0.954762645,-105.47203,40.44473,"UNKN","Unkown"
"129",2003,"28Unkn11",1.101775118,-105.47203,40.44473,"UNKN","Unkown"
"130",2003,"34PienD2",1.151779553,-105.47203,40.44473,"PIEN","Picea engelmannii"
"131",2003,"34Unkn1",1.143628889,-105.47203,40.44473,"UNKN","Unkown"
"132",2003,"34Unkn4",1.065177762,-105.47203,40.44473,"UNKN","Unkown"
"133",2003,"34Unkn5",0.564107304,-105.47203,40.44473,"UNKN","Unkown"
"134",2003,"28Unkn9",1.008029362,-105.47203,40.44473,"UNKN","Unkown"
"135",2003,"28Pip3SF",0.626635785,-105.47203,40.44473,"PIPO","Pinus ponderosa"
"136",2003,"28Pip1NF",0.730584231,-105.47203,40.44473,"PIPO","Pinus ponderosa"
"137",2003,"28Pip2SF",0.614026488,-105.47203,40.44473,"PIPO","Pinus ponderosa"
"138",2003,"34Pip1",0.774073426,-105.47203,40.44473,"PIPO","Pinus ponderosa"
"139",2003,"34Pip2",0.837180508,-105.47203,40.44473,"PIPO","Pinus ponderosa"
"140",2003,"34Pip3",0.67972326,-105.47203,40.44473,"PIPO","Pinus ponderosa"
"141",2003,"34Pip4",0.628067736,-105.47203,40.44473,"PIPO","Pinus ponderosa"
"142",2003,"34Pip5",1.331253019,-105.47203,40.44473,"PIPO","Pinus ponderosa"
"143",2003,"34Pip6",1.01577765,-105.47203,40.44473,"PIPO","Pinus ponderosa"
"144",2003,"34Psm1SF",0.735261722,-105.47203,40.44473,"PSME","Pseudotsuga menziesii"
"145",2003,"34Psm2SF",0.771837932,-105.47203,40.44473,"PSME","Pseudotsuga menziesii"
"146",2003,"34Psm3SF",0.906086958,-105.47203,40.44473,"PSME","Pseudotsuga menziesii"
"147",2003,"28Pie1",1.455632935,-105.47203,40.44473,"PIEN","Picea engelmannii"
"148",2003,"28Pie2",0.60436827,-105.47203,40.44473,"PIEN","Picea engelmannii"
"149",2003,"28Pie3",0.962279958,-105.47203,40.44473,"PIEN","Picea engelmannii"
"150",2003,"34Pie1NF",0.682570924,-105.47203,40.44473,"PIEN","Picea engelmannii"
"151",2003,"34Pie1SF",0.944890386,-105.47203,40.44473,"PIEN","Picea engelmannii"
"152",2003,"34Pie2NF",0.951270402,-105.47203,40.44473,"PIEN","Picea engelmannii"
"153",2003,"34Pie2SF",0.922716363,-105.47203,40.44473,"PIEN","Picea engelmannii"
"154",2003,"34Pie3NF",0.649143838,-105.47203,40.44473,"PIEN","Picea engelmannii"
"155",2003,"34Pie3SF",1.10352372,-105.47203,40.44473,"PIEN","Picea engelmannii"
"156",2004,"28PienD6",1.049245051,-105.47203,40.44473,"PIEN","Picea engelmannii"
"157",2004,"28Unkn7",1.012495497,-105.47203,40.44473,"UNKN","Unkown"
"158",2004,"28Unkn8",1.110635783,-105.47203,40.44473,"UNKN","Unkown"
"159",2004,"28Unkn10",0.932293611,-105.47203,40.44473,"UNKN","Unkown"
"160",2004,"28Unkn11",0.952900977,-105.47203,40.44473,"UNKN","Unkown"
"161",2004,"34PienD2",1.121316783,-105.47203,40.44473,"PIEN","Picea engelmannii"
"162",2004,"34Unkn1",0.992192851,-105.47203,40.44473,"UNKN","Unkown"
"163",2004,"34Unkn4",0.997764421,-105.47203,40.44473,"UNKN","Unkown"
"164",2004,"34Unkn5",0.817464427,-105.47203,40.44473,"UNKN","Unkown"
"165",2004,"28Unkn9",0.95431442,-105.47203,40.44473,"UNKN","Unkown"
"166",2004,"28Pip3SF",1.096546687,-105.47203,40.44473,"PIPO","Pinus ponderosa"
"167",2004,"28Pip1NF",0.575090351,-105.47203,40.44473,"PIPO","Pinus ponderosa"
"168",2004,"28Pip2SF",1.110911481,-105.47203,40.44473,"PIPO","Pinus ponderosa"
"169",2004,"34Pip1",1.050961113,-105.47203,40.44473,"PIPO","Pinus ponderosa"
"170",2004,"34Pip2",0.996731283,-105.47203,40.44473,"PIPO","Pinus ponderosa"
"171",2004,"34Pip3",0.681904343,-105.47203,40.44473,"PIPO","Pinus ponderosa"
"172",2004,"34Pip4",0.955838813,-105.47203,40.44473,"PIPO","Pinus ponderosa"
"173",2004,"34Pip5",0.766861889,-105.47203,40.44473,"PIPO","Pinus ponderosa"
"174",2004,"34Pip6",0.743070531,-105.47203,40.44473,"PIPO","Pinus ponderosa"
"175",2004,"34Psm1SF",0.955585128,-105.47203,40.44473,"PSME","Pseudotsuga menziesii"
"176",2004,"34Psm2SF",0.78367074,-105.47203,40.44473,"PSME","Pseudotsuga menziesii"
"177",2004,"34Psm3SF",1.133327442,-105.47203,40.44473,"PSME","Pseudotsuga menziesii"
"178",2004,"28Pie1",1.14500811,-105.47203,40.44473,"PIEN","Picea engelmannii"
"179",2004,"28Pie2",0.644669336,-105.47203,40.44473,"PIEN","Picea engelmannii"
"180",2004,"28Pie3",0.80963732,-105.47203,40.44473,"PIEN","Picea engelmannii"
"181",2004,"34Pie1NF",0.761955536,-105.47203,40.44473,"PIEN","Picea engelmannii"
"182",2004,"34Pie1SF",0.99183582,-105.47203,40.44473,"PIEN","Picea engelmannii"
"183",2004,"34Pie2NF",0.844682765,-105.47203,40.44473,"PIEN","Picea engelmannii"
"184",2004,"34Pie2SF",0.944683161,-105.47203,40.44473,"PIEN","Picea engelmannii"
"185",2004,"34Pie3NF",0.823020716,-105.47203,40.44473,"PIEN","Picea engelmannii"
"186",2004,"34Pie3SF",1.267005911,-105.47203,40.44473,"PIEN","Picea engelmannii"
"187",2005,"28PienD6",1.071595387,-105.47203,40.44473,"PIEN","Picea engelmannii"
"188",2005,"28Unkn7",1.221644715,-105.47203,40.44473,"UNKN","Unkown"
"189",2005,"28Unkn8",1.055778976,-105.47203,40.44473,"UNKN","Unkown"
"190",2005,"28Unkn10",0.923293192,-105.47203,40.44473,"UNKN","Unkown"
"191",2005,"28Unkn11",1.202135995,-105.47203,40.44473,"UNKN","Unkown"
"192",2005,"34PienD2",1.199289107,-105.47203,40.44473,"PIEN","Picea engelmannii"
"193",2005,"34Unkn1",0.78760772,-105.47203,40.44473,"UNKN","Unkown"
"194",2005,"34Unkn4",0.983350339,-105.47203,40.44473,"UNKN","Unkown"
"195",2005,"34Unkn5",0.954646308,-105.47203,40.44473,"UNKN","Unkown"
"196",2005,"28Unkn9",1.14530967,-105.47203,40.44473,"UNKN","Unkown"
"197",2005,"28Pip3SF",0.826795286,-105.47203,40.44473,"PIPO","Pinus ponderosa"
"198",2005,"28Pip1NF",0.472475407,-105.47203,40.44473,"PIPO","Pinus ponderosa"
"199",2005,"28Pip2SF",1.097493007,-105.47203,40.44473,"PIPO","Pinus ponderosa"
"200",2005,"34Pip1",1.065416352,-105.47203,40.44473,"PIPO","Pinus ponderosa"
"201",2005,"34Pip2",0.676140607,-105.47203,40.44473,"PIPO","Pinus ponderosa"
"202",2005,"34Pip3",1.059553637,-105.47203,40.44473,"PIPO","Pinus ponderosa"
"203",2005,"34Pip4",0.676630491,-105.47203,40.44473,"PIPO","Pinus ponderosa"
"204",2005,"34Pip5",1.107299271,-105.47203,40.44473,"PIPO","Pinus ponderosa"
"205",2005,"34Pip6",0.696954823,-105.47203,40.44473,"PIPO","Pinus ponderosa"
"206",2005,"34Psm1SF",1.32975521,-105.47203,40.44473,"PSME","Pseudotsuga menziesii"
"207",2005,"34Psm2SF",1.341287046,-105.47203,40.44473,"PSME","Pseudotsuga menziesii"
"208",2005,"34Psm3SF",1.921210029,-105.47203,40.44473,"PSME","Pseudotsuga menziesii"
"209",2005,"28Pie1",0.895165172,-105.47203,40.44473,"PIEN","Picea engelmannii"
"210",2005,"28Pie2",0.9748949,-105.47203,40.44473,"PIEN","Picea engelmannii"
"211",2005,"28Pie3",1.374000354,-105.47203,40.44473,"PIEN","Picea engelmannii"
"212",2005,"34Pie1NF",1.044960238,-105.47203,40.44473,"PIEN","Picea engelmannii"
"213",2005,"34Pie1SF",1.077886002,-105.47203,40.44473,"PIEN","Picea engelmannii"
"214",2005,"34Pie2NF",1.000839906,-105.47203,40.44473,"PIEN","Picea engelmannii"
"215",2005,"34Pie2SF",0.885441795,-105.47203,40.44473,"PIEN","Picea engelmannii"
"216",2005,"34Pie3NF",0.890198299,-105.47203,40.44473,"PIEN","Picea engelmannii"
"217",2005,"34Pie3SF",1.086845825,-105.47203,40.44473,"PIEN","Picea engelmannii"
"218",2006,"28PienD6",0.940646669,-105.47203,40.44473,"PIEN","Picea engelmannii"
"219",2006,"28Unkn7",0.614617176,-105.47203,40.44473,"UNKN","Unkown"
"220",2006,"28Unkn8",1.014968939,-105.47203,40.44473,"UNKN","Unkown"
"221",2006,"28Unkn10",0.797673077,-105.47203,40.44473,"UNKN","Unkown"
"222",2006,"28Unkn11",0.9154479,-105.47203,40.44473,"UNKN","Unkown"
"223",2006,"34PienD2",0.684173342,-105.47203,40.44473,"PIEN","Picea engelmannii"
"224",2006,"34Unkn1",0.823976271,-105.47203,40.44473,"UNKN","Unkown"
"225",2006,"34Unkn4",0.898104325,-105.47203,40.44473,"UNKN","Unkown"
"226",2006,"34Unkn5",1.127893614,-105.47203,40.44473,"UNKN","Unkown"
"227",2006,"28Unkn9",0.833823469,-105.47203,40.44473,"UNKN","Unkown"
"228",2006,"28Pip3SF",0.630997354,-105.47203,40.44473,"PIPO","Pinus ponderosa"
"229",2006,"28Pip1NF",0.2875391,-105.47203,40.44473,"PIPO","Pinus ponderosa"
"230",2006,"28Pip2SF",0.961794881,-105.47203,40.44473,"PIPO","Pinus ponderosa"
"231",2006,"34Pip1",1.020005246,-105.47203,40.44473,"PIPO","Pinus ponderosa"
"232",2006,"34Pip2",0.690321907,-105.47203,40.44473,"PIPO","Pinus ponderosa"
"233",2006,"34Pip3",0.869673068,-105.47203,40.44473,"PIPO","Pinus ponderosa"
"234",2006,"34Pip4",0.705986106,-105.47203,40.44473,"PIPO","Pinus ponderosa"
"235",2006,"34Pip5",1.234202712,-105.47203,40.44473,"PIPO","Pinus ponderosa"
"236",2006,"34Pip6",0.848221796,-105.47203,40.44473,"PIPO","Pinus ponderosa"
"237",2006,"34Psm1SF",0.507475243,-105.47203,40.44473,"PSME","Pseudotsuga menziesii"
"238",2006,"34Psm2SF",0.254482316,-105.47203,40.44473,"PSME","Pseudotsuga menziesii"
"239",2006,"34Psm3SF",0.253029334,-105.47203,40.44473,"PSME","Pseudotsuga menziesii"
"240",2006,"28Pie1",0.528090158,-105.47203,40.44473,"PIEN","Picea engelmannii"
"241",2006,"28Pie2",0.936621944,-105.47203,40.44473,"PIEN","Picea engelmannii"
"242",2006,"28Pie3",0.383610366,-105.47203,40.44473,"PIEN","Picea engelmannii"
"243",2006,"34Pie1NF",0.683024482,-105.47203,40.44473,"PIEN","Picea engelmannii"
"244",2006,"34Pie1SF",0.783284009,-105.47203,40.44473,"PIEN","Picea engelmannii"
"245",2006,"34Pie2NF",0.26722551,-105.47203,40.44473,"PIEN","Picea engelmannii"
"246",2006,"34Pie2SF",0.514603817,-105.47203,40.44473,"PIEN","Picea engelmannii"
"247",2006,"34Pie3NF",0.259023155,-105.47203,40.44473,"PIEN","Picea engelmannii"
"248",2006,"34Pie3SF",0.458033962,-105.47203,40.44473,"PIEN","Picea engelmannii"
"249",2007,"28PienD6",0.974259784,-105.47203,40.44473,"PIEN","Picea engelmannii"
"250",2007,"28Unkn7",1.19618497,-105.47203,40.44473,"UNKN","Unkown"
"251",2007,"28Unkn8",0.963284506,-105.47203,40.44473,"UNKN","Unkown"
"252",2007,"28Unkn10",1.114857064,-105.47203,40.44473,"UNKN","Unkown"
"253",2007,"28Unkn11",1.083484514,-105.47203,40.44473,"UNKN","Unkown"
"254",2007,"34PienD2",1.148713622,-105.47203,40.44473,"PIEN","Picea engelmannii"
"255",2007,"34Unkn1",0.926013022,-105.47203,40.44473,"UNKN","Unkown"
"256",2007,"34Unkn4",1.01223408,-105.47203,40.44473,"UNKN","Unkown"
"257",2007,"34Unkn5",1.974876253,-105.47203,40.44473,"UNKN","Unkown"
"258",2007,"28Unkn9",1.225405313,-105.47203,40.44473,"UNKN","Unkown"
"259",2007,"28Pip3SF",1.294480701,-105.47203,40.44473,"PIPO","Pinus ponderosa"
"260",2007,"28Pip1NF",0.518208597,-105.47203,40.44473,"PIPO","Pinus ponderosa"
"261",2007,"28Pip2SF",1.654671281,-105.47203,40.44473,"PIPO","Pinus ponderosa"
"262",2007,"34Pip1",1.335775373,-105.47203,40.44473,"PIPO","Pinus ponderosa"
"263",2007,"34Pip2",1.15249147,-105.47203,40.44473,"PIPO","Pinus ponderosa"
"264",2007,"34Pip3",0.985892337,-105.47203,40.44473,"PIPO","Pinus ponderosa"
"265",2007,"34Pip4",0.552369379,-105.47203,40.44473,"PIPO","Pinus ponderosa"
"266",2007,"34Pip5",0.544181251,-105.47203,40.44473,"PIPO","Pinus ponderosa"
"267",2007,"34Pip6",1.203438349,-105.47203,40.44473,"PIPO","Pinus ponderosa"
"268",2007,"34Psm1SF",1.038051931,-105.47203,40.44473,"PSME","Pseudotsuga menziesii"
"269",2007,"34Psm2SF",1.497795852,-105.47203,40.44473,"PSME","Pseudotsuga menziesii"
"270",2007,"34Psm3SF",1.401608148,-105.47203,40.44473,"PSME","Pseudotsuga menziesii"
"271",2007,"28Pie1",0.669542982,-105.47203,40.44473,"PIEN","Picea engelmannii"
"272",2007,"28Pie2",1.131655914,-105.47203,40.44473,"PIEN","Picea engelmannii"
"273",2007,"28Pie3",1.011542938,-105.47203,40.44473,"PIEN","Picea engelmannii"
"274",2007,"34Pie1NF",1.100127023,-105.47203,40.44473,"PIEN","Picea engelmannii"
"275",2007,"34Pie1SF",1.02694443,-105.47203,40.44473,"PIEN","Picea engelmannii"
"276",2007,"34Pie2NF",0.96735096,-105.47203,40.44473,"PIEN","Picea engelmannii"
"277",2007,"34Pie2SF",1.116363649,-105.47203,40.44473,"PIEN","Picea engelmannii"
"278",2007,"34Pie3NF",1.016515094,-105.47203,40.44473,"PIEN","Picea engelmannii"
"279",2007,"34Pie3SF",0.915608243,-105.47203,40.44473,"PIEN","Picea engelmannii"
"280",2008,"28PienD6",0.898662838,-105.47203,40.44473,"PIEN","Picea engelmannii"
"281",2008,"28Unkn7",0.788931094,-105.47203,40.44473,"UNKN","Unkown"
"282",2008,"28Unkn8",1.023276384,-105.47203,40.44473,"UNKN","Unkown"
"283",2008,"28Unkn10",0.892171716,-105.47203,40.44473,"UNKN","Unkown"
"284",2008,"28Unkn11",0.897782509,-105.47203,40.44473,"UNKN","Unkown"
"285",2008,"34PienD2",0.759907742,-105.47203,40.44473,"PIEN","Picea engelmannii"
"286",2008,"34Unkn1",0.793641534,-105.47203,40.44473,"UNKN","Unkown"
"287",2008,"34Unkn4",0.883918218,-105.47203,40.44473,"UNKN","Unkown"
"288",2008,"34Unkn5",1.397164946,-105.47203,40.44473,"UNKN","Unkown"
"289",2008,"28Unkn9",0.855057626,-105.47203,40.44473,"UNKN","Unkown"
"290",2008,"28Pip3SF",1.040777993,-105.47203,40.44473,"PIPO","Pinus ponderosa"
"291",2008,"28Pip1NF",0.622551263,-105.47203,40.44473,"PIPO","Pinus ponderosa"
"292",2008,"28Pip2SF",0.826687806,-105.47203,40.44473,"PIPO","Pinus ponderosa"
"293",2008,"34Pip1",1.026707153,-105.47203,40.44473,"PIPO","Pinus ponderosa"
"294",2008,"34Pip2",1.138996804,-105.47203,40.44473,"PIPO","Pinus ponderosa"
"295",2008,"34Pip3",1.581786202,-105.47203,40.44473,"PIPO","Pinus ponderosa"
"296",2008,"34Pip4",1.213661968,-105.47203,40.44473,"PIPO","Pinus ponderosa"
"297",2008,"34Pip5",1.119392509,-105.47203,40.44473,"PIPO","Pinus ponderosa"
"298",2008,"34Pip6",0.665488183,-105.47203,40.44473,"PIPO","Pinus ponderosa"
"299",2008,"34Psm1SF",1.061065364,-105.47203,40.44473,"PSME","Pseudotsuga menziesii"
