tree,n_missing_total,n_missing_1980_on,n_outliers_total
SND018B_raw,324,13,1
SND013B_raw,290,13,0
SND026A_raw,283,13,4
SND020B_raw,327,13,2
SND019B_raw,263,13,0
SND010B_raw,194,13,0
SND030A_raw,172,13,4
SND023B_raw,262,13,4
SND025C_raw,283,13,3
SND005A_raw,170,14,8
SND007A_raw,323,14,1
SND004B_raw,252,14,2
SND006B_raw,229,14,7
SND001A_raw,146,14,2
SND011A_raw,384,14,0
SND027A_raw,361,13,0
SND034A_raw,269,13,1
SND031B_raw,201,15,5
SND032A_raw,139,13,4
SND033A_raw,33,13,10
SND033B_raw,59,13,10
SND024A_raw,375,13,3
SND008A_raw,188,14,7
SND009B_raw,103,13,13
SND009A_raw,64,13,10
SND009D_raw,72,12,10
SND033C_raw,28,12,6
SND016A_raw,169,13,1
SND029A_raw,171,24,11
SND017B_raw,222,13,2
SND035A_raw,35,24,11
SND028A_raw,235,13,5
SND009C_raw,106,12,12
SND022B_raw,304,13,3
SND035C_raw,24,24,10
SND032F_raw,71,12,8
SND035D_raw,16,12,10
SND032E_raw,160,12,2
SND001D_raw,305,11,0
