tree,n_missing_total,n_missing_1980_on,n_outliers_total
UTP1101B_raw,8,8,1
UTP1101C_raw,8,8,0
UTP1102A_raw,88,8,0
UTP1102B_raw,28,8,0
UTP1103B_raw,16,8,1
UTP1103C_raw,8,8,1
UTP1104B_raw,9,9,0
UTP1104C_raw,28,8,0
UTP1105A_raw,28,8,0
UTP1105B_raw,28,8,0
UTP1106A_raw,36,8,0
UTP1106B_raw,29,8,0
UTP1107A_raw,68,8,0
UTP1107B_raw,68,8,0
UTP1108A_raw,44,24,0
UTP1108B_raw,44,24,0
UTP1110A_raw,8,8,0
UTP1110B_raw,8,8,1
UTP1111A_raw,8,8,0
UTP1111B_raw,8,8,1
UTP1112A_raw,31,14,0
UTP1112B_raw,26,8,0
UTP1113A_raw,8,8,0
UTP1113B_raw,24,24,0
UTP1114A_raw,33,8,0
UTP1114B_raw,18,8,1
UTP1115A_raw,28,8,1
UTP1115B_raw,18,8,0
