tree,n_missing_total,n_missing_1980_on,n_outliers_total
99H200a_raw,72,30,1
99H200b_raw,28,28,4
99H201b_raw,83,26,2
99H202a_raw,65,27,4
99H201a_raw,111,26,2
99H202b_raw,59,26,2
99H203a_raw,132,25,4
99H203b_raw,87,27,3
99H204a_raw,47,25,3
99H204b_raw,48,28,4
99H205b_raw,156,27,3
99H206a_raw,89,32,2
99H206b_raw,98,26,3
99H207a_raw,108,26,5
99H207b_raw,85,28,0
99H208a_raw,201,25,3
99H208b_raw,241,27,3
99H209a_raw,164,28,0
99H209b_raw,143,28,1
99H210a_raw,107,25,0
99H210b_raw,99,25,2
99H211a_raw,53,25,4
99H211b_raw,97,25,5
99H212a_raw,168,25,0
99H214a_raw,67,25,0
99H216b_raw,189,25,1
99H217a_raw,169,25,0
99H218a_raw,109,25,0
99H219a_raw,191,25,2
99H220a_raw,92,27,2
99H220b_raw,128,27,2
