tree,n_missing_total,n_missing_1980_on,n_outliers_total
crm32c_raw,1536,45,4
crm21a_raw,1037,26,3
crm28a_raw,1159,45,2
crm57b_raw,1250,45,0
crm20a_raw,1299,26,6
crm20b_raw,1262,26,9
crm34a_raw,657,26,24
crm15_raw,1419,26,5
crm35a_raw,1377,45,12
crm34b_raw,859,45,18
crm14b_raw,1194,45,15
crm28b_raw,1271,45,0
crm13a_raw,1255,45,3
crm56b_raw,1295,45,7
crm32b_raw,1355,45,3
crm32a_raw,1367,45,5
crn6a_raw,1407,45,3
crm16a_raw,1449,45,3
crm6b_raw,1412,45,7
crm14a_raw,1559,45,2
crm26a_raw,1503,45,1
crm9_raw,1576,45,4
crm42_raw,1528,45,4
crm29b_raw,1532,45,8
crm49a_raw,1595,45,0
crm47b_raw,1598,45,5
crm55d_raw,1483,31,1
crm21c_raw,1387,45,3
crm22b_raw,1524,45,1
crm43_raw,1550,45,4
crm26b_raw,1437,45,3
crm27a_raw,1460,45,8
crm13b_raw,1257,45,9
crm41a_raw,1548,45,4
crm44_raw,1584,45,2
crm7a_raw,1544,45,0
crm57a_raw,1203,45,16
crm45_raw,1582,45,1
crm47a_raw,1629,45,6
crm2_raw,1549,45,3
crm10_raw,1555,45,9
crm12a_raw,1607,45,4
crm12b_raw,1568,45,6
crm51b_raw,1702,45,1
crm31b_raw,1738,45,0
crm11_raw,1755,45,1
crm01a_raw,1679,45,0
crm41b_raw,1710,45,1
crm54b_raw,1292,45,8
crm53b_raw,1391,45,1
crm51a_raw,1687,45,1
crm54a_raw,1421,45,12
crm54c_raw,1416,45,8
crm30a_raw,1067,45,7
crm52b_raw,1447,45,1
crm52a_raw,1727,45,0
