age_CE,MTL054A_raw,MTL054AW_raw,MTL054B_raw,MTL054BE_raw,MTL195A_raw,MTL195B_raw,MTL195C_raw,MTL195D_raw,MTL195E_raw,MTL195F_raw,MTL197A_raw,MTL197B_raw,MTL197C_raw,MTL197D_raw,MTL197E_raw,MTL197F_raw,MTL249A_raw,MTL249B_raw,MTL250C_raw,MTL250D_raw,MTL250E_raw,MTL275A_raw,MTL275B_raw,MTL253A_raw,MTL253B_raw,MTL054A_raw_outlier_flag,MTL054AW_raw_outlier_flag,MTL054B_raw_outlier_flag,MTL054BE_raw_outlier_flag,MTL195A_raw_outlier_flag,MTL195B_raw_outlier_flag,MTL195C_raw_outlier_flag,MTL195D_raw_outlier_flag,MTL195E_raw_outlier_flag,MTL195F_raw_outlier_flag,MTL197A_raw_outlier_flag,MTL197B_raw_outlier_flag,MTL197C_raw_outlier_flag,MTL197D_raw_outlier_flag,MTL197E_raw_outlier_flag,MTL197F_raw_outlier_flag,MTL249A_raw_outlier_flag,MTL249B_raw_outlier_flag,MTL250C_raw_outlier_flag,MTL250D_raw_outlier_flag,MTL250E_raw_outlier_flag,MTL275A_raw_outlier_flag,MTL275B_raw_outlier_flag,MTL253A_raw_outlier_flag,MTL253B_raw_outlier_flag
1988,0.81,0.42,0.78,1.1,2.16,2.41,1.25,0.8,0.9,1.16,1.06,1.42,0.56,1.08,1.03,1.23,0.31,0.43,0.52,0.71,0.68,1.84,0.96,1.69,1.29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1989,0.62,0.37,0.65,0.81,1.69,1.49,0.9,0.55,0.7,0.88,0.4,0.76,0.33,0.57,0.5,0.64,0.53,0.49,0.55,0.59,0.61,1.18,0.66,1.48,1.11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1990,0.87,0.44,0.85,1.11,2.6,2.22,1.38,0.94,0.83,1.3,0.79,0.9,0.48,0.89,0.86,1,1.06,0.85,0.76,0.81,0.88,1.74,1.52,2.14,1.59,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1991,0.59,0.3,0.74,0.92,2.04,1.98,1.25,0.91,0.8,1.2,0.9,0.96,0.44,1.06,0.98,1.31,1.1,1.44,0.71,0.68,0.75,1.18,0.89,1.49,0.95,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1992,1.16,0.64,1.32,1.92,2.67,3.13,1.45,1.48,1.46,1.52,1.54,1.46,0.84,1.59,1.66,1.79,0.92,1.76,1.4,1.63,1.52,1.33,1.88,2.74,2.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1993,0.52,0.29,0.48,0.66,1.25,1.44,0.78,0.61,0.54,0.78,0.8,0.82,0.42,0.81,0.87,0.85,1.08,1.77,0.76,0.89,0.9,0.91,0.95,1.21,0.95,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1994,0.6,0.29,0.52,0.8,1.15,1.38,0.82,0.67,0.68,0.76,0.68,0.75,0.43,0.61,0.89,0.63,0,0,0.68,0.74,0.86,0.76,0.93,0.94,0.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1995,0.42,0.25,0.43,0.58,1.46,1.64,0.82,0.64,0.78,0.91,0.98,0.96,0.43,0.69,1.16,0.94,1.04,1.33,0.98,0.99,0.92,0.8,1.06,1.14,0.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1996,0.23,0.11,0.16,0.28,0.99,0.91,0.62,0.44,0.41,0.56,0.32,0.24,0.13,0.21,0.43,0.18,0.26,0.35,0.74,0.64,0.48,0.5,0.67,1.31,0.86,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1997,0.4,0.21,0.41,0.49,1.21,1.06,0.71,0.38,0.62,0.75,0.69,0.5,0.33,0.56,0.64,0.61,0.82,0.96,0.67,0.58,0.51,0.83,0.82,0.98,0.83,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1998,0.5,0.3,0.58,0.94,2.79,2.5,1.26,0.85,1.27,1.24,0.7,0.7,0.36,0.62,1.05,0.77,0.86,0.86,0.88,0.6,0.72,1.18,1.29,2.35,1.64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1999,0.4,0.26,0.48,0.74,1.61,1.51,0.91,0.64,0.81,0.83,0.6,0.48,0.29,0.57,0.71,0.58,0.85,0.83,1.19,0.66,0.75,1.29,1.11,1.44,1.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2000,0.14,0.13,0.18,0.26,0.43,0.26,0.36,0.14,0.22,0.21,0.11,0.12,0.1,0.06,0.17,0.06,0.31,0.27,0.66,0.26,0.24,0.47,0.49,0.62,0.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2001,0.65,0.47,0.84,1.14,2.61,1.84,1.24,0.95,0.89,1.08,0.99,0.74,0.52,0.8,1.21,0.82,1.08,0.98,1.14,0.8,0.86,1.2,1.19,1.69,1.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2002,NA,0.16,NA,0.26,0.31,0.19,0.11,0.08,0.03,0.12,0,0.04,0.1,0.2,0.24,0.18,0.23,0.11,0.23,0.3,0.33,0.3,0.29,0.56,0.37,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2003,NA,0.33,NA,0.68,0.85,NA,0.52,0.22,0.3,0.52,0.31,0.67,0.51,0.57,0.89,0.79,1.15,1.3,0.47,0.66,0.71,0.8,0.56,1.32,0.87,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2004,NA,NA,NA,0.32,NA,NA,0.84,0.1,0.09,0.58,NA,NA,0.34,0.33,0.72,0.42,0.59,0.66,0.21,0.11,0.16,0.1,0.14,2.07,1.56,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2005,NA,NA,NA,0.18,NA,NA,0.87,0.16,0.03,0.83,NA,NA,0.17,0.52,0.64,0.46,0.41,0.37,0.35,0.4,0.4,0.21,0.17,1.74,1.9,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2006,NA,NA,NA,0.26,NA,NA,0.51,0.03,0.1,0.6,NA,NA,0.05,0.47,0.67,0.48,0.67,0.59,0.47,0.55,0.53,0.06,0.13,1.74,1.32,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2007,NA,NA,NA,0.37,NA,NA,0.85,0.16,0.1,0.94,NA,NA,0.19,0.86,1.1,0.69,1.14,1.05,0.35,0.5,0.5,0.24,NA,2.09,2,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
2008,NA,NA,NA,0.07,NA,NA,1.02,0.22,0.16,1.27,NA,NA,0.39,0.81,1.77,0.87,1.39,0.87,0.52,0.64,0.6,0.15,NA,1.77,1.6,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
2009,NA,NA,NA,0.35,NA,NA,1.16,0.49,0.25,1.37,NA,NA,0.95,1.26,2.72,1.32,2,1.33,0.84,0.75,0.69,0.21,NA,2.83,1.95,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
2010,NA,NA,NA,0.28,NA,NA,1.18,0.48,0.39,1.32,NA,NA,1.37,1.36,2.64,1.41,2.01,0.66,0.96,0.68,0.78,0.21,NA,3.9,1.96,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,FALSE
2011,NA,NA,NA,0.47,NA,NA,1.12,0.25,0.13,1.1,NA,NA,1.11,1.09,2.03,1.1,1.65,0.51,1.05,0.7,0.79,0.22,NA,3.9,2.45,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,FALSE
2012,NA,NA,NA,0.35,NA,NA,NA,NA,0.09,0.86,NA,NA,NA,NA,1.73,1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
