tree,n_missing_total,n_missing_1980_on,n_outliers_total
JCT01A_raw,347,29,2
JCT01B_raw,247,29,9
JCT02A_raw,284,29,1
JCT02B_raw,274,29,4
JCT03A_raw,117,29,8
JCT03B_raw,29,29,2
JCT03C_raw,80,29,7
JCT04A_raw,122,29,8
JCT04B_raw,135,29,8
JCT05A_raw,200,29,1
JCT05B_raw,165,29,3
JCT06A_raw,130,44,8
JCT06B_raw,229,29,5
JCT07A_raw,425,29,3
JCT07B_raw,151,29,9
JCT07C_raw,412,45,4
JCT08A_raw,187,29,4
JCT08B_raw,173,29,5
JCT09A_raw,459,29,1
JCT09B_raw,117,29,10
JCT09C_raw,253,45,4
JCT10A_raw,111,29,12
JCT10B_raw,47,29,15
JCT11A_raw,139,29,10
JCT11B_raw,376,29,1
JCT12A_raw,172,29,5
JCT12B_raw,285,29,3
