tree,n_missing_total,n_missing_1980_on,n_outliers_total
EFA001D_raw,1698,33,6
EFA002A_raw,1697,45,1
EFA002B_raw,1948,33,2
EFA002C_raw,1690,45,7
EFA003A_raw,2033,33,0
MFD001B_raw,1732,45,1
MFD002A_raw,1962,45,1
MFD002B_raw,1950,45,0
MFD003A_raw,2128,45,1
MFD003B_raw,2003,45,2
MFD005A_raw,1881,45,3
MFD005B_raw,1977,45,2
MFD006A_raw,2186,45,0
MFD006B_raw,1773,45,1
MFD007A_raw,1669,45,6
MFD008A_raw,1902,45,2
MFD009A_raw,1908,45,3
TFA001A_raw,1667,33,10
TFA001B_raw,1637,33,6
TFA002A_raw,1785,33,1
TFD001B_raw,1763,45,4
TFD006B_raw,2105,45,0
TFD008A_raw,1959,45,2
TFD008B_raw,1978,45,3
TFD009A_raw,1857,45,0
TFD011A_raw,2061,45,3
TFD012B_raw,2053,45,3
TFD014A_raw,1987,45,2
TFD014B_raw,1902,45,0
TFD015A_raw,2106,45,2
TFD015B_raw,1816,45,3
TFD015C_raw,1975,45,1
TFD016B_raw,2020,45,1
TFD020C_raw,2113,45,1
TFD028A_raw,1674,45,7
TFD028B_raw,1889,45,1
TFD029A_raw,1879,45,8
TFD030A_raw,2071,45,0
TFD031A_raw,2012,45,0
TFD031B_raw,1993,45,1
TFD033A_raw,1763,45,5
TFD033B_raw,1915,45,4
TFD034A_raw,2079,45,0
TFD035A_raw,1842,45,3
TFD037A_raw,1918,45,2
TFD038B_raw,1676,45,0
TFD039A_raw,2007,45,2
TFD040A_raw,1929,45,2
TFD040B_raw,1910,45,3
TFD043B_raw,1853,45,1
TFD044A_raw,1807,45,3
TFD044B_raw,1847,45,1
TFD045A_raw,2069,45,1
TFD045B_raw,2019,45,2
TFD046A_raw,1975,45,2
TFD047A_raw,1719,45,4
TFD051D_raw,2086,45,0
UFA001A_raw,1948,33,2
UFA003B_raw,2015,33,1
UFA003C_raw,2004,33,2
UFA004C_raw,1698,33,11
UFA005A_raw,1848,33,10
UFA005B_raw,1678,33,4
UFA006A_raw,1389,33,10
UFA006B_raw,1721,45,0
UFA007A_raw,1579,33,7
UFA008A_raw,1599,33,9
UFA008B_raw,1569,33,4
UFD004A_raw,1934,45,6
UFD004B_raw,1802,45,6
UFD007A_raw,1972,45,1
UFD009A_raw,1816,45,4
UFD009B_raw,1825,45,1
UFD015B_raw,1874,45,2
UFD021A_raw,2009,45,0
UFD021C_raw,1794,45,4
UFD021F_raw,1906,45,2
UFD022A_raw,2068,45,2
UFD022B_raw,1927,45,4
UFD024A_raw,1895,45,3
UWD106_raw,1803,45,6
UWD110_raw,1805,45,3
UWD112_raw,1614,45,1
UWD115B_raw,1701,45,7
UWD116_raw,1772,45,8
UWD117_raw,1807,45,1
UWL100A_raw,1695,45,5
UWL101A_raw,1353,32,1
UWL101B_raw,1755,45,5
UWL102A_raw,1433,32,9
UWL103A_raw,1466,32,2
UWL104A_raw,1210,32,27
UWL105A_raw,1341,32,6
UWL105B_raw,2037,32,0
UWL106A_raw,1192,32,18
UWL107A_raw,2026,32,1
UWL107B_raw,1662,32,2
UWL108B_raw,1249,32,12
UWL109A_raw,1145,32,11
UWL110A_raw,1922,32,1
UWL111A_raw,1325,32,11
UWL114B_raw,1941,32,1
UWL115A_raw,1573,32,12
UWL115B_raw,1896,32,2
UWL116A_raw,1365,32,5
UWL116B_raw,2096,45,1
UWL118A_raw,1663,32,7
UWL118B_raw,1344,32,8
UWL119B_raw,1684,32,0
UWL120A_raw,1997,32,2
UWL120B_raw,1597,32,2
UWL121A_raw,1473,32,9
UWL123A_raw,1662,32,4
UWL123B_raw,2014,32,1
