tree,n_missing_total,n_missing_1980_on,n_outliers_total
UPS09A_raw,452,32,1
UPS09B_raw,731,32,0
UPS12E_raw,535,45,1
UPS16A_raw,557,45,0
UPS24A_raw,541,45,5
UPS24C_raw,650,32,1
UPS24D1_raw,489,32,2
UPS27A_raw,128,32,9
UPS27B_raw,594,45,1
UPS27B1_raw,722,32,0
UPS29A_raw,658,45,0
UPS29A1_raw,524,45,6
UPS29A2_raw,604,45,1
UPS29B_raw,354,45,5
UPS30A_raw,412,32,7
UPS30B_raw,49,32,13
UPS31A_raw,591,45,2
UPS31B_raw,580,45,1
UPS32A_raw,333,33,13
UPS32B_raw,362,33,10
UPS32C_raw,422,32,7
UPS35A_raw,477,45,5
UPS35B_raw,617,45,1
UPS03C_raw,494,45,0
UPS03D_raw,496,45,0
UPS04B_raw,569,45,2
UPS04C_raw,502,45,1
UPS40A_raw,205,32,2
UPS40B_raw,468,32,1
UPM06_raw,554,45,1
UPSM6B_raw,508,45,1
UPSM1A_raw,398,45,3
UPSM1B_raw,241,45,6
UPSM2A_raw,300,45,2
UPSM2BB_raw,291,45,4
UPSM4A_raw,259,45,2
UPSM4A2_raw,751,45,0
UPSM4B_raw,171,45,15
UPM5A1_raw,565,45,0
UPM5B_raw,596,45,0
UPM3A_raw,403,45,9
UPM3BB_raw,404,45,7
UPM12A2_raw,648,45,1
UPM12B_raw,443,45,1
UPM14A_raw,502,45,1
UPM14B_raw,229,45,17
UPM17A_raw,425,45,5
UPM16A_raw,217,45,4
UPM16B_raw,256,45,16
UPM09A_raw,425,45,1
UPM09B_raw,307,45,2
UPM25A_raw,385,45,5
