age_CE,G9801N_raw,G9801S_raw,G9803N_raw,G9803W_raw,G9804E_raw,G9804W_raw,G9811S_raw,G9811W_raw,G9812S_raw,G9812E_raw,G9821NW_raw,G9822N_raw,G9822S_raw,G9823N_raw,G9823NW_raw,G9823SE_raw,G9825W_raw,G9825S_raw,G9826S_raw,G9826W_raw,...22,G9801N_raw_outlier_flag,G9801S_raw_outlier_flag,G9803N_raw_outlier_flag,G9803W_raw_outlier_flag,G9804E_raw_outlier_flag,G9804W_raw_outlier_flag,G9811S_raw_outlier_flag,G9811W_raw_outlier_flag,G9812S_raw_outlier_flag,G9812E_raw_outlier_flag,G9821NW_raw_outlier_flag,G9822N_raw_outlier_flag,G9822S_raw_outlier_flag,G9823N_raw_outlier_flag,G9823NW_raw_outlier_flag,G9823SE_raw_outlier_flag,G9825W_raw_outlier_flag,G9825S_raw_outlier_flag,G9826S_raw_outlier_flag,G9826W_raw_outlier_flag,...22_outlier_flag
1808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
1809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1190,NA,NA,615,587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA
1810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,826,NA,NA,436,421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA
1811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1319,NA,NA,722,684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA
1812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1027,NA,NA,697,238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA
1813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1013,NA,NA,826,391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA
1814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,886,NA,NA,829,536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA
1815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1430,NA,NA,962,436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA
1816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,979,NA,NA,750,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA
1817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1340,NA,NA,869,494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA
1818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1145,NA,NA,797,359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA
1819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1658,NA,NA,990,348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA
1820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1723,NA,NA,947,538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA
1821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1229,NA,NA,675,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA
1822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,NA,NA,900,395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA
1823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1423,2242,NA,631,302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA
1824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1133,1465,NA,479,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA
1825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1529,1930,NA,619,305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA
1826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1521,1776,NA,435,288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA
1827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1538,1959,NA,580,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA
1828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1585,2263,NA,673,331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA
1829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1734,2088,NA,609,383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA
1830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1697,1772,NA,206,280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA
1831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1840,2026,NA,269,429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA
1832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1172,986,NA,447,274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA
1833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2059,1531,NA,660,449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA
1834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2134,1926,NA,871,444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA
1835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,921,1760,1659,NA,729,407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA
1836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,543,1206,1119,NA,569,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA
1837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,652,1297,1340,NA,692,274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA
1838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,420,814,958,NA,503,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA
1839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,861,2339,2446,NA,1203,636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA
1840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,835,2358,1855,NA,1354,739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA
1841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,687,2068,1750,NA,1026,715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA
1842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,652,1954,2043,NA,573,668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA
1843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,847,2003,2244,NA,810,914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA
1844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,644,1133,1201,NA,321,469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA
1845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,796,1602,1711,NA,222,420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA
1846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,722,1465,1590,NA,210,355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA
1847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,809,1642,2293,462,184,324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
1848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,940,1581,2132,728,223,403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
1849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,667,964,1387,569,125,222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
1850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,744,1218,1796,640,170,312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
1851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,821,1355,1599,546,170,327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
1852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,881,1347,1818,497,234,340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
1853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,696,1054,1428,571,250,371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
1854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,572,877,1119,526,295,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
1855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,857,1274,1639,592,357,502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
1856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,745,970,1316,519,384,483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
1857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,720,973,1135,544,247,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
1858,NA,NA,NA,NA,NA,NA,NA,NA,NA,1008,717,982,1034,604,530,621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
1859,NA,NA,NA,NA,NA,NA,NA,NA,NA,1478,898,1505,2048,978,689,618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
1860,NA,NA,NA,NA,NA,NA,NA,NA,1338,1023,742,1152,1388,653,580,493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
1861,NA,NA,NA,NA,NA,NA,NA,NA,1345,1146,1025,1127,1666,789,745,568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
1862,NA,NA,NA,NA,NA,NA,NA,NA,1372,1227,766,1096,1622,800,860,545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
1863,NA,NA,NA,1088,NA,NA,NA,NA,1677,1361,889,1611,2360,777,986,604,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
1864,NA,NA,NA,1312,NA,NA,NA,NA,861,849,656,1030,1403,621,802,449,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
1865,NA,NA,NA,1353,NA,NA,NA,NA,1464,1328,1218,1391,1701,843,919,724,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
1866,NA,NA,NA,554,NA,NA,NA,NA,1163,1147,850,1605,2195,368,414,195,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
1867,NA,NA,NA,981,NA,NA,NA,NA,892,940,430,1250,1569,114,229,98,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
1868,NA,NA,NA,1024,NA,NA,NA,NA,1065,944,670,1382,2058,265,577,157,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
1869,NA,NA,NA,1113,NA,NA,NA,NA,1036,975,587,1171,1425,458,947,90,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
1870,NA,NA,NA,733,NA,NA,NA,NA,753,909,572,1314,1146,748,1210,114,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
1871,NA,NA,NA,696,NA,NA,NA,NA,1305,1039,769,1755,1767,993,1405,153,1231,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1872,NA,NA,804,638,NA,NA,NA,NA,1602,1232,758,1818,1624,1003,1298,220,952,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1873,NA,NA,871,953,NA,NA,NA,NA,1424,1211,869,1838,1613,954,1506,375,854,694,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
1874,NA,NA,1370,1338,NA,NA,NA,NA,1354,1219,788,1473,1472,840,1122,309,1282,797,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
1875,NA,1679,1044,1390,NA,NA,NA,NA,1087,989,934,1790,1800,548,657,384,1535,1350,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
1876,NA,1560,500,615,NA,NA,NA,NA,1039,881,510,1551,1285,725,920,357,716,838,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
1877,NA,2255,995,1300,NA,NA,NA,NA,1522,1164,802,1482,1541,775,1085,388,1041,1108,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
1878,NA,1938,1592,2196,NA,NA,NA,NA,1285,1087,1116,1888,2114,804,911,354,1073,1231,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
1879,2082,1404,1568,1525,416,537,NA,NA,649,511,891,1875,1779,1079,1198,477,644,636,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
1880,1828,1500,1125,757,421,516,NA,NA,536,388,931,1742,1718,892,683,404,624,696,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
1881,1660,1377,1556,1228,505,529,NA,NA,841,472,1062,1449,1589,615,598,319,679,753,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
1882,1931,1789,1307,1294,1159,988,NA,NA,950,597,1088,2018,2045,687,812,441,1039,1284,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
1883,1279,1812,1236,1774,1131,1329,NA,NA,631,516,897,1774,2078,802,703,406,1292,1531,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
