tree,n_missing_total,n_missing_1980_on,n_outliers_total
ppcp01e_raw,41,2,2
ppcp01n_raw,43,2,2
ppcp02e_raw,38,2,2
ppcp02n_raw,41,2,0
ppcp03e_raw,44,2,1
ppcp03n_raw,43,2,1
ppcp04e_raw,49,2,0
ppcp04n_raw,45,2,0
ppcp05e_raw,6,2,4
ppcp05n_raw,2,2,4
ppcp06e_raw,46,2,1
ppcp06n_raw,41,2,1
ppcp07e_raw,50,2,0
ppcp07n_raw,43,2,0
ppcp08e_raw,76,2,0
ppcp08n_raw,64,2,0
ppcp09e_raw,34,2,1
ppcp09n_raw,34,2,2
ppcp10e_raw,29,2,1
ppcp10n_raw,32,2,0
ppcp11e_raw,53,2,0
ppcp11n_raw,58,2,0
ppcp12e_raw,38,2,2
ppcp12n_raw,30,2,2
ppcp13e_raw,34,2,4
ppcp13n_raw,31,2,3
ppcp14e_raw,49,2,1
ppcp14n_raw,35,2,0
ppcp15e_raw,74,2,0
ppcp15n_raw,49,2,1
ppcp16e_raw,36,2,3
ppcp16n_raw,36,2,2
ppcp17e_raw,36,2,0
ppcp17n_raw,56,21,0
ppcp18e_raw,30,2,2
ppcp18n_raw,29,3,3
ppcp19e_raw,40,2,1
ppcp19n_raw,74,2,1
ppcp20e_raw,16,2,1
ppcp20n_raw,9,2,0
ppcp21e_raw,61,2,0
ppcp21n_raw,62,2,1
ppcp22e_raw,50,2,0
ppcp22n_raw,50,2,2
ppcp23e_raw,65,2,0
ppcp23n_raw,85,2,0
ppcp24e_raw,38,2,0
ppcp24n_raw,36,2,0
ppcp25e_raw,15,2,1
ppcp25n_raw,47,2,2
ppcp26e_raw,41,2,0
ppcp26n_raw,38,2,0
ppcp27e_raw,30,2,1
ppcp27n_raw,25,2,1
ppcp28e_raw,51,2,0
ppcp28n_raw,39,2,1
ppcp29e_raw,51,2,1
ppcp29n_raw,62,2,0
ppcp30e_raw,46,2,1
ppcp30n_raw,46,2,2
