tree,n_missing_total,n_missing_1980_on,n_outliers_total
ID101a_L_raw,55,8,1
ID101b_L_raw,66,9,0
ID103a_L_raw,42,8,1
ID103b_L_raw,58,8,0
ID113a_L_raw,73,8,0
ID119a_D_raw,60,9,1
ID119b_D_raw,56,9,2
ID121a_L_raw,51,8,0
ID121b_L_raw,52,8,0
ID123a_D_raw,43,10,0
ID123b_D_raw,53,9,0
ID125a_L_raw,50,9,1
ID125b_L_raw,51,8,0
ID131a_D_raw,57,9,0
ID131b_D_raw,57,9,0
ID133b_D_raw,60,10,0
ID149b_L_raw,63,8,0
ID151b_L_raw,70,8,0
ID153a_D_raw,62,9,0
ID153b_D_raw,68,10,0
ID155a_D_raw,54,10,0
ID155b_D_raw,71,10,0
ID157a_L_raw,51,8,0
ID157b_L_raw,53,8,1
ID161a_L_raw,45,8,1
ID163a_L_raw,54,8,0
ID163b_L_raw,44,8,0
ID165a_D_raw,69,10,0
ID165b_D_raw,69,10,0
ID167a_L_raw,63,8,0
ID167b_L_raw,59,8,0
ID213b_L_raw,56,8,2
ID221a_L_raw,9,8,0
ID221b_L_raw,8,8,0
ID235a_L_raw,76,8,0
ID249a_D_raw,16,8,3
ID249b_D_raw,12,8,0
ID269b_L_raw,66,8,0
ID271a_L_raw,65,8,0
ID271b_L_raw,58,11,0
ID279a_D_raw,69,11,0
ID279b_D_raw,77,10,1
ID281a_L_raw,58,8,0
ID281b_L_raw,60,8,0
ID287a_D_raw,84,9,0
ID289a_L_raw,81,8,0
ID293a_L_raw,75,8,0
ID293b_L_raw,60,8,0
ID297a_U_raw,60,8,0
ID313a_L_raw,58,8,0
ID313b_L_raw,52,8,0
ID317a_L_raw,63,8,0
ID317b_L_raw,48,8,0
ID335a_U_raw,40,10,1
ID335b_U_raw,40,10,0
ID345b_L_raw,74,8,0
ID357a_L_raw,76,9,2
ID357b_L_raw,76,9,0
ID359a_D_raw,72,9,0
ID361a_D_raw,77,10,0
ID363a_D_raw,60,10,0
ID363b_D_raw,59,10,0
ID367a_L_raw,68,9,0
ID367b_L_raw,68,9,0
ID371a_L_raw,74,8,0
ID375a_L_raw,57,8,0
ID375b_L_raw,57,8,1
ID521a_D_raw,38,9,0
ID521b_D_raw,40,7,0
ID523a_D_raw,56,9,0
ID523b_D_raw,54,7,1
ID557a_D_raw,66,8,0
ID557b_D_raw,68,9,0
ID559a_D_raw,35,9,0
ID559b_D_raw,39,10,0
ID561a_D_raw,63,9,0
ID561b_D_raw,67,10,0
ID563a_D_raw,70,9,0
ID565a_D_raw,54,10,0
ID565b_D_raw,61,10,0
ID567a_D_raw,56,10,0
ID567b_D_raw,68,11,0
ID569a_D_raw,53,10,1
ID569b_D_raw,58,10,0
ID573a_D_raw,45,9,0
ID573b_D_raw,61,9,0
ID575a_D_raw,55,9,0
ID575b_D_raw,54,9,0
ID587a_L_raw,39,7,1
ID587b_L_raw,44,7,1
ID591b_L_raw,28,7,0
ID645a_D_raw,87,9,0
ID645b_D_raw,82,9,0
ID653a_L_raw,59,7,0
ID653b_L_raw,59,7,0
ID657a_L_raw,63,7,0
ID665a_L_raw,47,7,2
ID665b_L_raw,56,8,1
ID685a_D_raw,47,9,1
ID685b_D_raw,56,9,1
ID771a_L_raw,57,7,0
ID79a_L_raw,45,9,2
ID79b_L_raw,29,9,0
ID81a_D_raw,44,9,1
ID81b_D_raw,45,9,1
ID89a_L_raw,46,8,1
ID91a_D_raw,58,8,0
ID91b_D_raw,60,9,0
ID97a_D_raw,43,10,0
ID97b_D_raw,42,9,1
ID99a_D_raw,51,10,0
