,State,Species,Band,Pair,Comp,Tag,Lat,Long,Elev,Slope,Aspect,DBH,Bark,BAF,ABLA_L,ABLA_R,ABLA_G,PSME_L,PSME_R,PSME_G,PIEN_L,PIEN_R,PIEN_G,PIMO_L,PIMO_R,PIMO_G,LAOC_L,LAOC_R,LAOC_G,TSHE_L,TSHE_R,TSHE_G,THPL_L,THPL_R,THPL_G,ABGR_L,ABGR_R,ABGR_G,PIAL_L,PIAL_R,PIAL_G,PICO_L,PICO_R,PICO_G,Pop_sp_L,Pop_sp_R,Pop_sp_G,BA_tot,BA_sameL,BA_sameLR,BA_sameRG,BA_same_all,BA_otherL,BA_otherLR,BA_otherRG,BA_other_all,BA_totL,BA_totR,BA_totG,ABLA_5,ABLA_5d,PSME_5,PSME_5d,PIEN_5,PIEN_5d,LAOC_5nw,LAOC_5dnw,PIMO_5,PIMO_5d,TSHE_5,TSHE_5d,THPL_5,THPL_5d,ABGR_5,ABGR_5d,PICO_5,PICO_5D,PIAL_5,PIAL_5d,in5_tot,in5_L,in5_same,in5_sameL,in5_other,in5_otherL,p_bot.of.canopy.,p_top.of.canopy.,p_base.ref.,dist,Height,N_Cr,p_taller,pic_N,pic_S,ABLA_r1,ABLA_r2,ABLA_r3,ABLA_r4,ABLA_rt,ABLA_rdead,PSME_r1,PSME_r2,PSME_r3,PSME_r4,PSME_rt,PSME_rdead,PIEN_r1,PIEN_r2,PIEN_r3,PIEN_r4,PIEN_rdead,PIMO_r1,PIMO_r2,PIMO_r3,PIMO_r4,PIMO_rdead,LAOC_r1,LAOC_r2,LAOC_r3,LAOC_r4,LAOC_rdead,TSHE_r1,TSHE_r2,TSHE_r3,TSHE_r4,TSHE_r5,TSHE_rdead,THPL_r1,THPL_r2,THPL_r3,THPL_r4,THPL_r5,THPL_rdead,ABGR_r1,ABGR_r2,ABGR_r3,ABGR_r4,ABGR_rdead,PIAL_r1,PIAL_r2,PIAL_r3,PIAL_r4,PIAL_rdead,PICO_r1,PICO_r2,PICO_r3,PICO_r4,PICO_r5,PICO_rdead,PairUn,ACF,BA_totLR,DBHsc,BA_totLRsc,N_Crsc,in5_totsc,ACFsc,BAI10yr,BAI10yrtot,BAI10yrmax,BAI10yrmin,BAI10yrsd,BAI10yrCV
53,MT,ABLA,M,2,C,ABLA-M-2C,48.62136,113.84151,1894,37.8,240,23.9,0.4,10,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,140,110,110,10,120,20,20,0,20,130,0,10,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,10,9,0,0,40.8,153,-5.9,11,17.479,2,0.8,781,782,14,10,12,3,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,M2,0.706104468,130,0.144497882,0.283682992,-0.141988912,-0.085234431,0.144512885,362.4538743,3624.538743,461.6400374,255.2271404,58.67944081,0.16189492
54,MT,ABLA,M,2,N,ABLA-M-2N,48.62142,113.84144,1896,46.6,225,22.1,0.5,10,5,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,100,50,50,20,70,30,30,0,30,80,0,20,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,5,5,3,2,2,25.6,118,0.6,11,12.914,0,1,779,780,17,11,4,7,0,NA,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,M2,0.787052811,80,-0.245119889,-0.730449443,-1.378127672,-0.658629697,0.655124404,395.1795407,3951.795407,486.4309215,333.545271,51.10993752,0.12933346
55,MT,ABLA,M,3,C,ABLA-M-3C,48.62177,113.84148,1899,39.5,230,22.5,0.8,10,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,180,120,120,10,130,50,50,0,50,170,0,10,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,16,14,14,12,2,2,50.7,114,-0.3,11,12.573,3,0.75,785,786,16,25,12,12,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,M3,0.553805774,170,-0.158538162,1.09498894,0.476080469,1.0615561,-0.816167283,142.294892,1422.94892,171.2802433,97.98615156,23.37516181,0.16427267
56,MT,ABLA,M,3,N,ABLA-M-3N,48.62172,113.84138,1899,39.7,245,21.2,0.5,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,90,40,40,0,40,50,50,0,50,90,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,3,3,1,1,7,84.8,-1.3,13,11.193,2,0.95,783,784,27,7,2,4,14,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,3,0,0,0,0,0,0,M3,0.903600465,90,-0.439928774,-0.527622956,-0.141988912,-1.232024963,1.390291704,454.4547498,4544.547498,603.6221944,244.5750238,120.001015,0.264054925
57,MT,ABLA,M,4,C,ABLA-M-4C,48.62111,113.84211,1868,31.6,240,30.8,1,10,13,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,130,130,0,130,20,20,0,20,150,0,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,14,14,1,1,68,160,-4.6,12,19.752,3,1,787,788,0,11,4,10,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M4,0.558930741,150,1.638032671,0.689335966,0.476080469,0.870424345,-0.783839665,709.7074233,7097.074233,874.3083865,583.5554732,102.2792218,0.144114629
58,MT,ABLA,M,4,N,ABLA-M-4N,48.62125,113.84199,1874,32.4,225,27.5,0.9,10,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,120,60,60,0,60,60,60,0,60,120,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,10,6,6,4,4,38.8,180,-1.7,10,18.17,0,1,789,790,12,13,4,3,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,M4,0.777105118,120,0.923733424,0.080856505,-1.378127672,-0.085234431,0.592375665,256.7603011,2567.603011,335.263397,187.207086,44.08938009,0.171714163
59,MT,ABLA,M,5,C,ABLA-M-5C,48.62125,113.84074,1918,30.8,225,20.6,0.5,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,200,200,0,200,0,0,0,0,200,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,19,18,0,0,24.8,121,0.2,10,12.08,4,1,791,792,12,27,13,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M5,0.796357616,200,-0.569801365,1.7034684,1.094149849,1.634951365,0.713817893,760.0643966,7600.643966,901.52319,545.6058869,130.2062412,0.171309486
60,MT,ABLA,M,5,N,ABLA-M-5N,48.62142,113.84046,1918,47.3,225,18.4,0.7,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,50,50,0,50,0,0,10,10,50,0,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,0,0,19.3,113,-1.5,10,11.45,1,1,793,794,6,24,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,M5,0.818340611,50,-1.046000863,-1.338928904,-0.760058292,-0.658629697,0.852483742,729.2946775,7292.946775,944.9133668,492.0437435,157.8025252,0.216376905
61,MT,ABLA,M,6,C,ABLA-M-6C,48.62191,113.84077,1915,32.6,220,22.1,0.8,10,14,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,240,140,140,20,160,10,10,70,80,150,0,90,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,15,18,15,0,0,31.7,191,-0.8,8,15.344,4,0.9,797,798,2,14,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M6,0.830552659,150,-0.245119889,0.689335966,1.094149849,1.44381961,0.929515736,674.2993376,6742.993376,846.3350353,476.6703033,114.1236447,0.169247748
62,MT,ABLA,M,6,N,ABLA-M-6N,48.62191,113.8406,1919,40,225,23.3,0.7,10,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,70,70,30,100,0,0,0,0,70,0,30,6,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,8,6,1,1,38.5,125,0.5,12,14.94,0,1,795,796,1,5,5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M6,0.694779116,70,0.014625292,-0.93327593,-1.378127672,-0.276366187,0.073074053,434.3221675,4343.221675,587.0079288,234.9884696,123.6682379,0.28473849
63,MT,ABLA,M,7,C,ABLA-M-7C,48.6225,113.84063,1938,37.3,235,29.3,1,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,140,130,130,0,130,0,0,10,10,130,0,10,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9,9,9,9,0,31.1,92.8,-13.1,13,13.767,4,1,799,800,1,17,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M7,0.582625118,130,1.313351195,0.283682992,1.094149849,1.44381961,-0.634378646,413.0676925,4130.676925,539.0618151,296.7866161,85.48671377,0.206955701
64,MT,ABLA,M,7,N,ABLA-M-7N,48.62261,113.84071,1939,38.2,250,26.9,1,10,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,100,50,50,0,50,20,20,30,50,70,0,30,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,10,10,2,2,53.7,163,-7.6,9,15.354,1,0.8,801,802,2,10,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,M7,0.640679953,70,0.793860834,-0.93327593,-0.760058292,0.297029079,-0.268176368,898.6585583,8986.585583,1060.912267,805.8079505,74.84558248,0.083285895
65,MT,ABLA,M,8,C,ABLA-M-8C,48.62299,113.84124,1924,51.5,260,19.8,0.8,10,11,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,170,110,110,0,110,20,20,40,60,130,0,40,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,10,10,1,0,24.6,110,-13.6,11,13.596,4,0.8,805,806,14,28,13,8,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M8,0.690938511,130,-0.742964819,0.283682992,1.094149849,0.105897324,0.04884802,370.6760485,3706.760485,431.0417857,331.1067165,31.34722351,0.084567707
66,MT,ABLA,M,8,N,ABLA-M-8N,48.62301,113.84127,1918,50.7,260,19.5,0.8,10,9,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,130,90,90,0,90,20,20,20,40,110,0,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,0,0,28.5,118,-7,11,13.75,1,0.3,803,804,3,21,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M8,0.716,110,-0.807901114,-0.121969982,-0.760058292,-1.040893207,0.206932601,321.710669,3217.10669,403.158449,252.0945617,57.02924999,0.177268756
67,MT,ABLA,M,9,C,ABLA-M-9C,48.62346,113.84084,1938,55.8,250,24.5,0.7,10,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,140,80,80,20,100,0,0,40,40,80,0,60,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,14,13,0,0,37.5,113,-6.6,12,14.352,3,1,807,808,13,38,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,M9,0.631270903,80,0.274370472,-0.730449443,0.476080469,0.679292589,-0.327527421,571.2154799,5712.154799,674.2813004,383.7197816,89.52821176,0.156732818
68,MT,ABLA,M,9,N,ABLA-M-9N,48.62334,113.84097,1936,48.2,255,22.6,0.8,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,110,70,70,0,70,0,0,40,40,70,0,40,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,9,8,8,1,1,42,147,6.5,11,15.455,2,1,809,810,3,9,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M9,0.747330961,70,-0.13689273,-0.93327593,-0.141988912,-0.276366187,0.404564189,843.5642585,8435.642585,1052.450315,600.1453059,131.9669467,0.156439708
