tree,n_missing_total,n_missing_1980_on,n_outliers_total
SPL011_raw,1122,40,8
SPL051_raw,309,40,15
SPL052_raw,770,40,5
SPL054_raw,1059,45,8
SPL055_raw,845,40,9
SPL056_raw,829,45,8
SPL061_raw,1120,40,10
SPL071_raw,706,45,17
SPL081_raw,1080,40,3
SPL091_raw,830,40,10
SPL121_raw,1112,40,4
SPL131_raw,1257,40,4
SPL141_raw,620,40,1
SPL142_raw,579,40,2
SPL151_raw,506,40,8
SPL152_raw,768,40,5
SPL153_raw,922,40,12
SPL161_raw,880,40,3
SPL171_raw,1164,45,1
SPL181_raw,382,40,5
SPL182_raw,1073,45,3
SPL191_raw,1444,45,1
SPL193_raw,1020,40,4
SPL201_raw,320,40,9
SPL202_raw,358,40,18
SPL203_raw,1425,45,5
SPL211_raw,730,40,6
SPL212_raw,620,40,6
SPL213_raw,1392,45,0
SPL222_raw,1544,45,0
SPL231_raw,918,40,12
SPL242_raw,784,40,9
SPL251_raw,1220,40,5
SPL252_raw,1220,40,6
SPL261_raw,620,40,10
SPL271_raw,619,40,6
SPL272_raw,1070,40,3
SPL281_raw,394,40,11
SPL291_raw,492,40,11
SPL292_raw,320,40,12
SPL294_raw,1575,45,1
SPL303_raw,747,40,3
SPL311_raw,1018,40,11
SPL321_raw,270,40,14
SPL322_raw,925,45,4
