tree,n_missing_total,n_missing_1980_on,n_outliers_total
gro011b_raw,399,14,8
gro008a_raw,417,14,4
gro008b_raw,323,14,1
gro007b_raw,444,14,8
gro006a_raw,752,45,5
gro006b_raw,340,14,7
gro005a_raw,280,14,5
gro004a_raw,397,14,5
gro004b_raw,296,14,10
gro003a_raw,444,45,6
gro003b_raw,349,14,9
gro002a_raw,394,14,7
gro001a_raw,198,14,9
GRO101A_raw,9,9,21
GRO101B_raw,242,9,10
GRO102A_raw,421,9,0
GRO102B_raw,775,9,1
GRO103A_raw,509,9,9
GRO103B_raw,678,9,8
GRO104B_raw,243,9,2
GRO105A_raw,679,9,0
GRO105B_raw,667,9,0
GRO108B_raw,375,9,0
GRO109A_raw,603,45,2
GRO109B_raw,101,15,9
GRO110B_raw,545,9,8
GRO111A_raw,792,9,1
GRO111B_raw,405,9,3
GRO112A_raw,325,45,7
GRO112B_raw,117,45,10
GRO100A_raw,704,9,6
GRO100B_raw,700,9,4
GRO100C_raw,509,45,3
GRO100D_raw,355,45,5
GRO103C_raw,729,45,4
GRO104A_raw,351,45,2
GRO106B_raw,354,9,8
