tree,n_missing_total,n_missing_1980_on,n_outliers_total
PLD01A_raw,101,3,1
PLD01B_raw,95,3,2
PLD02A_raw,75,3,0
PLD02B_raw,93,3,0
PLD03A_raw,141,3,3
PLD03C_raw,218,3,1
PLD04A_raw,224,3,0
PLD04B_raw,248,3,0
PLD05A_raw,93,3,2
PLD05B_raw,65,3,3
PLD06A_raw,75,3,0
PLD06B_raw,127,3,0
PLD06C_raw,80,3,1
PLD07A_raw,51,3,1
PLD07B_raw,81,3,2
PLD08A_raw,75,3,3
PLD08C_raw,91,3,0
PLD09A_raw,90,3,0
PLD09B_raw,99,3,1
PLD10A_raw,15,3,2
PLD10B_raw,24,3,3
PLD11A_raw,61,3,0
PLD11B_raw,90,3,0
PLD12A_raw,18,3,1
PLD12B_raw,59,3,2
PLD13A_raw,23,3,7
PLD13B_raw,3,3,5
PLD14A_raw,88,14,1
PLD14B_raw,54,15,0
PLD15A_raw,21,3,0
PLD15B_raw,44,3,0
PLD16A_raw,18,3,5
PLD16B_raw,18,3,2
PLD17A_raw,73,3,3
PLD17B_raw,55,3,3
PLD18A_raw,151,3,3
PLD18B_raw,149,3,5
PLD19C_raw,33,3,1
PLD19D_raw,32,3,4
PLD20A_raw,113,3,1
PLD20B_raw,143,3,2
