age_CE,DHR16A_raw,DHR16B_raw,DHR17A_raw,DHR17B_raw,DHR18A_raw,DHR18B_raw,DHR19A_raw,DHR19B_raw,DHR20A_raw,DHR20B_raw,DHR16A_raw_outlier_flag,DHR16B_raw_outlier_flag,DHR17A_raw_outlier_flag,DHR17B_raw_outlier_flag,DHR18A_raw_outlier_flag,DHR18B_raw_outlier_flag,DHR19A_raw_outlier_flag,DHR19B_raw_outlier_flag,DHR20A_raw_outlier_flag,DHR20B_raw_outlier_flag
1707,NA,NA,NA,NA,1.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA
1708,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA
1709,NA,NA,NA,NA,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA
1710,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA
1711,NA,NA,NA,NA,0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA
1712,NA,NA,NA,NA,0.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA
1713,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA
1714,NA,NA,NA,NA,0.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA
1715,NA,NA,NA,NA,0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA
1716,NA,NA,NA,NA,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA
1717,NA,NA,NA,NA,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA
1718,NA,NA,NA,NA,0.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA
1719,NA,NA,NA,NA,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA
1720,NA,0.92,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA
1721,NA,1.04,NA,NA,1.12,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA
1722,NA,1.01,NA,NA,0.85,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA
1723,NA,1.32,NA,NA,0.94,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA
1724,NA,1.47,NA,NA,0.95,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA
1725,NA,1.49,NA,NA,0.7,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA
1726,NA,1.42,NA,NA,0.85,0.95,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA
1727,NA,1.55,NA,NA,0.93,0.76,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA
1728,NA,1.76,NA,NA,0.58,0.82,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA
1729,NA,2.03,NA,NA,0.79,0.83,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA
1730,NA,2.05,NA,NA,0.6,0.76,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA
1731,NA,2.04,NA,NA,0.58,0.7,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA
1732,NA,2.17,NA,NA,0.58,0.68,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA
1733,NA,2.41,NA,NA,0.75,0.85,NA,NA,NA,NA,NA,TRUE,NA,NA,FALSE,FALSE,NA,NA,NA,NA
1734,NA,2.22,NA,NA,0.58,0.76,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA
1735,NA,1.98,NA,NA,0.84,0.73,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA
1736,NA,1.93,NA,NA,0.81,0.97,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA
1737,NA,1.57,NA,NA,0.65,0.85,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA
1738,NA,1.69,NA,NA,1.04,1.14,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA
1739,NA,1.55,NA,NA,0.8,1.02,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA
1740,0.81,0.98,NA,NA,0.82,0.76,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA
1741,1.04,0.94,NA,NA,0.73,0.8,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA
1742,0.96,1.23,NA,NA,0.82,0.72,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA
1743,1.14,1.42,NA,1.78,0.9,0.76,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA
1744,1.12,1.25,NA,1.84,0.87,0.86,NA,1.18,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,NA
1745,1.62,1.6,NA,2.25,0.89,1.03,NA,1.44,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,NA
1746,1.27,1.71,NA,2.75,1.03,1.01,NA,1.49,NA,NA,FALSE,FALSE,NA,TRUE,FALSE,FALSE,NA,FALSE,NA,NA
1747,1.71,1.43,NA,2.38,1.17,1.21,NA,1.65,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,NA
1748,1.54,1.71,NA,1.8,0.81,1.06,NA,1.78,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,NA
1749,1.86,1.57,NA,1.56,0.87,1.06,NA,2.17,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,NA
1750,2,2.06,NA,2.4,1.2,1.62,NA,2.8,NA,NA,TRUE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,NA
1751,2.31,1.97,NA,2.2,1.01,1.07,NA,2.04,NA,NA,TRUE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,NA
1752,1.44,1.74,NA,1.19,0.76,1.31,NA,0.46,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,NA
1753,0.92,1.05,NA,1.79,0.39,1.04,NA,0.25,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,NA
1754,0.9,1.11,NA,1.65,0.45,0.89,NA,0.44,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,NA
1755,1.22,1.29,NA,2.13,0.84,1.31,NA,1.21,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,NA
1756,1.17,0.77,NA,1.06,0.89,0.85,NA,1.29,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,NA
1757,0.82,0.94,NA,0.51,0.48,0.77,NA,1.51,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,NA
1758,0.85,0.95,NA,0.75,0.66,0.97,NA,1.86,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,NA
1759,0.83,1.15,NA,0.6,0.72,0.9,NA,1.97,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,NA
1760,1.13,1.48,NA,0.92,0.61,0.96,NA,2.46,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,NA
1761,1.48,1.77,NA,1.11,1.18,1.52,NA,2.69,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,NA
1762,1.31,2.32,NA,0.97,1.13,1.74,NA,2.32,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,NA
1763,1.38,2.23,NA,0.89,1.56,2.02,NA,2.26,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,NA
1764,1.65,2.13,NA,0.49,1.2,1.49,NA,2.66,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,NA
1765,1.98,2.09,NA,0.89,1.41,1.68,1.99,2.83,NA,NA,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1766,2.04,2.06,NA,1.37,1.29,1.72,1.6,2.71,NA,NA,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1767,1.72,2.18,NA,1.51,1.27,1.57,1.93,2.19,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1768,1.44,1.54,NA,1.26,1.03,1.37,1.66,1.46,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1769,1.43,1.48,NA,1.3,1.1,1.38,1.55,1.82,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1770,1.95,1.81,NA,1.99,1.69,2.03,1.75,2.7,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1771,1.74,2.11,NA,1.73,1.99,1.76,1.93,1.85,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1772,1.52,1.58,NA,1.14,1.36,1.66,1.23,1.84,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1773,1.69,2.14,NA,1.12,1.19,2.13,1.66,1.96,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1774,1.66,1.39,NA,0.9,1.07,1.48,0.96,1.61,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1775,1.27,1.4,NA,0.82,1.05,1.49,1.54,1.36,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1776,1.28,1.39,NA,0.7,1.2,1.52,1.44,1.92,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1777,1.69,1.45,NA,0.97,1.33,1.46,1.24,1.93,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1778,1.38,1.13,NA,1.16,1.28,1.57,1.39,1.41,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1779,1.46,1.23,NA,1.43,1.27,1.63,1.59,1.49,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1780,1.25,1.47,NA,1.3,1.28,1.61,1.55,1.54,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1781,1.23,1.14,NA,0.92,1.04,1.35,1.89,1.54,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1782,1.26,0.98,NA,0.52,1.36,1.6,1.37,1.56,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1783,1.23,1.17,NA,0.77,1.52,2.15,1.51,1.29,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1784,1.22,1.05,NA,0.13,1.52,1.5,1.2,1.42,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1785,1.28,1.11,NA,0.55,1.51,1.68,1.29,1.7,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1786,1.02,1.14,NA,0.67,1.66,1.88,1.31,1.76,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1787,0.88,0.88,NA,0.85,1.11,1.44,0.76,0.68,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1788,0.96,1,NA,0.96,1.65,1.82,0.9,1.33,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1789,1.12,0.93,NA,1.34,1.75,1.97,1.12,1.42,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1790,1.12,0.91,NA,1.25,1.24,1.37,1.25,1.4,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1791,1.52,1.05,NA,1.38,1.65,2.74,1.49,2.03,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
1792,1.29,0.94,NA,1.46,1.59,2.66,1.11,1.33,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
1793,1.16,1.09,NA,1.59,1.26,2.84,1.32,1.76,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
1794,1.12,1.25,NA,1.22,1.28,2.59,1.4,1.61,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1795,0.94,1.11,NA,1.21,1.03,2.49,0.85,1.36,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1796,1.08,1.16,NA,1.07,1.49,2.4,1.23,1.61,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1797,0.82,0.87,NA,1.28,1.12,1.26,0.9,0.9,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1798,0.87,0.98,NA,1.82,1.09,1.81,1.26,1.13,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1799,0.82,0.76,NA,1.24,1.26,2,1.02,1.48,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1800,0.73,0.82,NA,1.4,1.51,2.03,1.32,1.63,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1801,0.74,0.8,NA,1.37,1.41,1.48,1.26,1.61,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1802,0.91,0.88,3.23,1.42,1.37,1.87,1.52,1.67,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1803,0.72,0.83,4.73,1.86,1.2,1.95,1.6,2,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1804,0.68,0.75,4.93,2.08,1.73,1.69,1.67,1.97,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1805,0.81,0.82,4.39,1.84,1.53,1.44,1.64,1.62,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1806,0.68,0.57,4.47,2.05,1.33,1.09,1.43,1.85,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1807,0.61,0.6,3.45,1.55,0.83,1.01,1.01,1.23,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1808,0.49,0.72,4.1,1.44,0.95,1.21,1.1,1.48,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1809,0.41,0.54,3.26,1.44,1.31,1.27,1.35,2.09,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1810,0.43,0.59,3.08,1.26,1.06,1.19,1.05,1.66,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1811,0.57,0.65,3.81,1.69,1.08,1.11,0.83,1.43,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1812,0.65,0.72,4.26,1.74,1.23,1.46,1.3,2.17,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1813,0.56,0.76,3.79,1.7,1.13,1.59,1.36,2.54,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1814,0.71,0.99,4.67,1.65,1.43,1.83,1.6,3.32,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA
1815,0.62,0.76,3.44,1.35,1.17,1.76,1.28,2.04,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1816,0.78,0.78,3.02,1.6,1.12,1.7,1.21,1.89,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1817,0.66,0.76,3.15,1.18,1,1.18,1.29,1.56,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1818,0.82,1.05,3.89,1.71,1.21,1.84,1.29,2.22,NA,1.26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1819,0.88,1.12,3.34,1.42,1.48,2,1.59,2.18,NA,1.27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1820,0.68,0.72,2.39,1.22,0.72,1.36,1.08,1.44,NA,0.65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1821,0.71,0.76,3.15,1.49,0.76,1.42,1.47,1.74,NA,1.13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1822,0.69,0.64,3.7,1.06,1.08,1.35,1.77,2.3,NA,0.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1823,0.42,0.47,2.52,1.17,0.58,1.1,1.09,1.78,NA,1.03,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1824,0.65,0.62,3.41,1.39,1.04,1.91,1.84,2.69,1.32,0.92,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1825,0.69,0.78,4.4,1.73,0.99,2.2,1.81,2.19,1.3,1.09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1826,0.71,0.84,2.87,1.12,0.91,1.65,1.34,1.92,1.46,1.04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1827,0.59,0.73,2.41,0.99,0.8,1.46,1.28,1.6,1.18,1.11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1828,0.79,0.76,3.35,1.51,0.93,1.71,1.22,1.99,1.24,1.65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1829,0.88,0.95,3.05,1.56,1.24,1.88,1.6,1.98,1.79,1.64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1830,0.62,0.69,1.99,0.87,0.79,1.36,0.98,1.62,1.09,1.23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1831,0.64,0.58,1.3,0.61,0.7,1.18,0.67,1.32,0.71,0.72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1832,0.82,0.59,2.32,1.02,0.87,1.56,1.25,1.88,2.38,2.09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1833,0.62,0.74,2.5,0.85,1.12,1.48,1.13,1.88,1.44,1.77,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1834,0.52,0.61,2.07,0.73,0.9,1.15,1.11,1.37,1.31,1.92,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1835,0.55,0.36,1.25,0.35,0.77,0.67,0.54,1.29,1.56,1.34,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1836,0.51,0.36,1.88,0.54,0.84,0.73,0.5,1.14,1.51,1.43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1837,0.8,0.57,3.73,0.79,1.08,1.17,0.61,1.25,1.67,2.19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1838,0.81,0.61,4.65,1.24,1.45,1.5,0.8,1.43,1.87,2.18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1839,0.98,0.51,4.06,1.54,1.49,1.09,0.63,1.26,1.78,2.44,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1840,0.72,0.41,1.73,0.71,0.93,0.68,0.32,0.92,0.4,0.82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1841,0.88,0.65,2.47,0.94,1.11,1.07,0.46,0.87,1.44,1.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1842,0.56,0.55,2.4,1.22,1.13,1.12,0.43,0.89,1.76,2.05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1843,0.68,0.76,2.23,1.21,1.63,1.61,0.53,0.93,1.98,2.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
