tree,n_missing_total,n_missing_1980_on,n_outliers_total
35-0493A_raw,5,5,3
35-0493B_raw,28,5,5
35-0422A_raw,135,5,3
36-0651B_raw,267,5,0
35-0398A_raw,44,5,9
35-0398B_raw,36,16,2
35-0411A_raw,338,45,0
35-0428A_raw,203,5,1
35-0528A_raw,247,5,1
35-0528B_raw,261,5,2
36-0650B_raw,333,5,0
36-0650A_raw,256,5,1
36-0718B_raw,112,5,4
34-0350A_raw,301,5,0
35-0428B_raw,282,45,3
35-0391A_raw,106,5,2
35-0391B_raw,72,5,1
37-0489B_raw,342,5,0
35-0482B_raw,136,5,0
35-0481A_raw,181,5,5
35-0481B_raw,187,5,2
36-0727A_raw,104,5,5
36-0718A_raw,137,5,2
34-0398B_raw,114,5,1
36-0727B_raw,127,5,1
35-0405A_raw,31,5,16
35-0422B_raw,107,5,3
34-0398A_raw,185,5,4
35-0405B_raw,45,5,11
37-0489A_raw,305,5,0
35-0482A_raw,207,12,2
34-0350B_raw,323,5,0
35-0584A_raw,170,7,3
