tree,n_missing_total,n_missing_1980_on,n_outliers_total
FRE01B_raw,89,42,13
FRE01C_raw,63,42,13
FRE02A_raw,42,42,13
FRE03A_raw,430,42,1
FRE03B_raw,447,42,0
FRE04A_raw,429,42,6
FRE04B_raw,423,42,3
FRE06A_raw,415,42,0
FRE06B_raw,414,42,3
FRE06C_raw,430,42,5
FRE08A_raw,368,42,0
FRE08B_raw,352,42,1
FRE08C_raw,343,42,0
FRE09A_raw,415,42,0
FRE09B_raw,419,42,1
FRE09C_raw,473,42,2
FRE11B_raw,450,42,0
FRE11C_raw,462,42,2
FRE14B_raw,427,42,8
FRE15B_raw,435,42,5
FRE16A_raw,430,42,3
FRE16B_raw,325,42,3
FRE20A_raw,427,42,1
FRE20D_raw,385,42,0
FRE21A_raw,371,42,2
FRE21D_raw,353,42,3
FRE23A_raw,429,42,0
FRE23B_raw,421,42,1
FRE24A_raw,221,42,4
FRE24B_raw,264,42,2
FRE24C_raw,429,42,4
FRE26A_raw,422,42,0
FRE28A_raw,432,42,0
FRE28B_raw,431,42,1
FRE29B_raw,426,42,1
FRE30A_raw,421,42,3
FRE30B_raw,402,42,1
FRE31A_raw,398,42,2
FRE31B_raw,416,42,0
FRE32A_raw,399,42,1
FRE33A_raw,442,42,0
FRE33B_raw,400,42,0
FRE34A_raw,402,42,0
FRE34B_raw,368,42,3
FRE34C_raw,362,42,2
FRE34D_raw,423,42,2
FRE34E_raw,373,42,0
FRE35B_raw,376,42,0
FRE37A_raw,400,42,3
FRE37B_raw,416,42,1
FRE38B_raw,416,42,1
FRE38C_raw,406,42,4
FRE39D_raw,454,42,1
FRE40B_raw,423,42,2
FRE42A_raw,422,42,3
FRE43A_raw,285,42,5
FRE43B_raw,428,42,0
FRE45A_raw,427,42,5
FRE45B_raw,430,42,2
