age_CE,OR-001_raw,OR-002_raw,OR-003_raw,OR-004_raw,OR-005_raw,OR-006_raw,OR-008_raw,OR-009_raw,OR-010_raw,OR-011_raw,OR-012_raw,OR-013_raw,OR-014_raw,OR-015_raw,OR-016_raw,OR-017_raw,OR-018_raw,OR-019_raw,OR-020_raw,OR-001_raw_outlier_flag,OR-002_raw_outlier_flag,OR-003_raw_outlier_flag,OR-004_raw_outlier_flag,OR-005_raw_outlier_flag,OR-006_raw_outlier_flag,OR-008_raw_outlier_flag,OR-009_raw_outlier_flag,OR-010_raw_outlier_flag,OR-011_raw_outlier_flag,OR-012_raw_outlier_flag,OR-013_raw_outlier_flag,OR-014_raw_outlier_flag,OR-015_raw_outlier_flag,OR-016_raw_outlier_flag,OR-017_raw_outlier_flag,OR-018_raw_outlier_flag,OR-019_raw_outlier_flag,OR-020_raw_outlier_flag
1747,2.3,3.32,3.48,NA,2.18,2.68,NA,2.77,2.16,2.41,2.92,0.62,2.2,2.33,NA,1.03,NA,2.96,1.89,FALSE,FALSE,TRUE,NA,FALSE,FALSE,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,NA,TRUE,FALSE
1748,0.6,2.07,1.14,NA,1.52,1.18,NA,0.61,0.14,0.34,0.42,0.75,0.49,0.89,NA,0.15,NA,1.07,1.19,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1749,2.79,3.68,3.2,NA,1.08,2.52,NA,2.01,2.56,2.01,1.48,0.9,1.69,2.31,NA,1.48,NA,2.72,2.54,FALSE,FALSE,TRUE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,NA,TRUE,FALSE
1750,1.05,2.27,2.12,NA,0.93,1.89,NA,0.61,1,0.32,0.81,0.38,0.68,1.17,NA,0.38,NA,1.35,1.64,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1751,1.41,2.1,2.08,NA,0.93,1.41,NA,0.66,1.08,0.76,0.55,0.28,1.12,1.31,NA,0.5,NA,1.44,1.59,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1752,0.75,0.95,0.74,NA,0.3,0.58,NA,0.21,0.2,0.17,0.15,0.13,0.34,0.59,NA,0,NA,0.51,0.96,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1753,1.31,2.18,2.15,NA,0.83,1.08,NA,0.7,0.57,0.49,0.06,0.4,0.36,0.93,NA,0.11,NA,0.92,1.37,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1754,1.82,3.11,2,NA,0.74,1.18,NA,1.08,0.89,0.87,0.59,0.15,0.76,1.34,NA,0.51,NA,1.22,1.53,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1755,1.18,2.1,1.24,NA,0.49,0.79,NA,0.76,0.63,0.57,0.17,0.47,0.49,1.21,NA,0.13,NA,0.99,1.26,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1756,1.78,2.24,0.67,NA,0.68,0.9,NA,0.99,0.78,0.93,0.55,0.42,0.72,1.02,NA,0.46,NA,0.98,1.22,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1757,1.58,2.65,2.06,NA,0.92,1.29,NA,0.66,0.86,0.38,0.49,0.28,0.91,0.89,NA,0.36,NA,0.94,1.32,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1758,2.11,2.39,1.55,NA,0.85,1.86,NA,1.46,1.51,1.12,0.55,0.09,1.52,1.82,NA,0.64,NA,1.46,1.85,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1759,2.33,2.9,2.22,NA,0.89,1.68,NA,1.46,1.83,1.31,1.25,0.55,1.35,1.85,NA,0.79,NA,1.63,1.89,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1760,2.08,2.39,1.75,NA,1.29,2.02,NA,2.24,2.3,1.88,1.63,0.42,1.91,1.78,NA,1.19,NA,1.69,2,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1761,1.7,1.82,1.48,NA,1.35,1.28,NA,1.19,1.25,1.21,1.08,0.59,1.23,1.38,NA,0.6,NA,1.37,1.84,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1762,1.5,1.86,1.03,NA,1.31,1.02,NA,1.14,1.81,1.46,0.93,0.76,1.31,1.46,NA,0.64,NA,1.39,1.4,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1763,1.88,2.75,1.98,NA,1.65,1.02,NA,0.91,1.47,1.04,0.89,0.93,0.97,1.21,NA,0.46,NA,1.26,1.3,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1764,1.81,2.84,1.69,NA,1.4,1.83,NA,1.38,2.78,1.69,1.61,0.91,1.82,1.89,NA,1.01,NA,1.29,1.78,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1765,1.06,2.88,2.01,NA,0.93,1.06,NA,1.08,1.68,0.91,1.4,0.97,1.16,0.89,NA,0.55,NA,0.94,1.33,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1766,1.67,2.41,1.35,NA,1.55,1.39,NA,1.21,1.35,1.5,0.78,0.91,1.25,1.59,NA,1.03,NA,1.09,1.75,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1767,1.28,3.47,2.39,NA,1.55,1.27,NA,0.7,0.82,1.1,0.61,1.5,1.14,1.4,NA,0.57,NA,1.15,1.64,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1768,2.04,2.56,1.22,NA,1.23,1.56,NA,1.1,1.7,1.74,1,1.14,1.21,1.8,NA,1.03,NA,1.35,1.92,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1769,1.25,1.57,0.75,NA,1.57,1.07,NA,0.61,1.13,0.49,0.38,1.46,0.93,1.12,NA,0.88,NA,0.86,1.59,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1770,0.68,2.14,2,NA,0.97,0.85,NA,0.51,0.55,0.3,0.17,1.27,0.78,0.74,NA,0.55,NA,0.88,1.21,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1771,1.88,2.31,1.3,NA,2.18,1.83,NA,1.33,2.06,1.99,0.68,1.44,1.97,1.5,NA,1.55,NA,1.31,2.29,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1772,0.98,1.67,0.26,NA,1.19,0.7,NA,0,0.71,0.76,0.42,0,0.78,0.91,NA,0,NA,0.81,1.73,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1773,0.45,1.23,0.21,NA,1.12,0.81,NA,0.76,0.54,0.17,0.28,2.21,0.36,0.36,NA,0.72,NA,0.66,0.84,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1774,1.09,2.35,0.78,NA,1.44,0.72,NA,0.51,1.18,0.78,0.38,0.08,0.61,1.08,NA,0.49,NA,0.75,1.26,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1775,1.54,1.76,0.76,NA,1.46,1,NA,0.74,0.93,0.87,0.25,0.97,0.82,1.08,NA,0.68,NA,0.94,1.25,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1776,1.08,2.03,0.71,NA,0.95,0.79,NA,0.64,1.06,0.51,0.17,0.44,0.57,0.59,NA,0.49,NA,0.51,1.18,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1777,1,1.97,0.62,NA,0.97,0.72,NA,0.32,0.59,0.32,0.13,0.09,0.7,0.59,NA,0.38,NA,0.88,0.76,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1778,0.71,1.36,0.39,NA,0.75,0.54,NA,0.4,0.52,0.3,0.21,0.49,0.4,0.38,NA,0.21,NA,0.38,0.82,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1779,1.17,0.95,1.35,NA,1.04,0.98,NA,0.57,1.22,1.02,0.23,0.23,0.63,0.8,NA,0.32,NA,0.67,1.09,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1780,1.32,1.84,0.74,NA,1.1,0.96,NA,0.64,0.85,0.61,0.15,0.15,0.64,0.47,NA,0.36,NA,0.58,1.05,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1781,1.18,1.82,1.38,NA,0.99,0.57,NA,0.62,0.96,0.49,0.06,0.19,0.7,0.68,NA,0.4,NA,0.43,0.91,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1782,0.9,1.29,0.8,NA,0.7,0.59,NA,0.21,0.61,0.19,0,0.19,0.4,0.4,NA,0.21,NA,0.32,0.78,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1783,1.6,2.03,0.8,NA,1.1,0.5,NA,0.66,1.19,0.53,0.4,0.42,0.83,0.85,NA,0.55,NA,0.71,1.03,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1784,1.71,2.31,1.97,NA,1.42,1.2,NA,0.93,1.86,1.36,0.85,0.53,1.21,1.21,NA,0.91,NA,1.02,1.37,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1785,0.62,1.57,0.99,NA,0.59,0.4,NA,0.25,0.62,0.25,0.32,0.11,0.23,0.28,NA,0.17,NA,0.36,0.8,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1786,0.98,1.36,1.18,NA,0.72,0.5,NA,0.47,1.1,0.44,0.32,0.17,0.47,0.49,NA,0.32,NA,0.51,1.12,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1787,1.07,1.84,1.37,NA,1.23,1.16,NA,0.68,1.67,0.97,0.76,0.34,0.85,1.33,NA,0.59,NA,0.51,1.22,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1788,1.09,1.67,0.88,NA,0.76,0.92,NA,0.8,1.38,0.76,0.87,0.3,0.72,0.83,NA,0.55,NA,0.69,0.98,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1789,1.1,1.19,0.95,NA,1.06,0.36,NA,0.62,1.14,0.59,0.57,0.05,0.42,0.68,NA,0.23,NA,0.51,1.22,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1790,1.29,1.71,0.81,NA,0.97,0.8,NA,0.74,1.67,0.72,0.32,0.23,0.53,0.68,NA,0.26,NA,0.86,1.4,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1791,1.38,1.74,1.07,1.74,0.76,0.76,NA,0.76,1.61,1.34,0.53,0.44,0.85,1.08,NA,0.61,NA,0.88,1.46,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1792,1.3,1.78,1.58,1.68,0.64,0.5,NA,0.62,1.27,1.23,0.49,0.36,0.93,0.74,NA,0.68,NA,1.12,1.81,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1793,1.4,1.16,1.74,1.72,1.1,0.75,NA,0.91,1.33,1.12,0.66,0.66,1.06,1.12,NA,0.85,NA,1.18,1.48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1794,0.91,1.69,1.24,1.6,0.81,0.63,NA,0.36,1.31,0.85,0.68,0.28,0.57,0.57,NA,0.21,NA,0.88,1.34,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1795,1.22,1.78,1.55,2.4,1.14,0.9,NA,0.97,2.14,1.27,0.83,0.57,1.08,1.14,NA,0.7,NA,1.13,1.35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1796,0.92,1.8,0.9,2.05,1.12,0.83,NA,0.4,1.5,0.76,0.55,0.47,0.66,0.7,NA,0.44,NA,0.64,0.87,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1797,0.78,1.67,1.08,1.82,0.87,0.68,NA,0.4,1.29,0.3,0.53,0.42,0.49,0.51,NA,0.36,NA,0.81,1.14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1798,0.76,1.31,0.67,1.62,0.53,0.62,NA,0.38,1.23,0.55,0.32,0.32,0.57,0.47,NA,0.21,NA,0.78,1.05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1799,1.36,1.59,1.07,2.15,0.97,0.71,NA,0.72,1.84,1.02,0.72,0.57,0.64,0.95,NA,0.64,NA,1.17,1.56,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1800,0.43,1.12,0.4,1.45,0.47,0.42,NA,0.19,0.81,0.27,0.23,0.21,0.36,0.3,NA,0.23,NA,0.53,0.92,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1801,0.74,0.97,0.54,1.59,0.4,0.33,NA,0.4,1.38,0.72,0.34,0.15,0.36,0.53,NA,0.25,NA,0.68,1.09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1802,1.34,2.35,0.87,2.55,0.8,0.97,NA,0.81,1.95,1.12,0.66,0.59,0.76,0.97,NA,0.21,NA,0.87,1.59,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1803,0.8,2.14,1.1,2.19,0.74,0.75,NA,0.49,1.59,0.57,0.55,0.3,0.4,0.32,NA,0.19,NA,0.74,0.97,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1804,0.98,1.76,1.24,2.2,0.74,0.99,NA,0.89,1.8,0.91,0.68,0.45,0.76,0.78,NA,0.25,NA,0.68,1.15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1805,0.57,1.61,0.62,2.03,0.8,1.15,NA,0.21,1.29,0.38,0.36,0.17,0.55,0.38,NA,0.17,NA,0.68,0.77,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1806,0.55,1.82,0.3,1.57,0.66,0.88,2.21,0.22,1.18,0.36,0.34,0.17,0.32,0.25,NA,0.34,NA,0.38,0.73,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1807,0.84,1.82,0.72,2.08,0.32,1.04,2.26,0.76,2.5,0.91,0.55,0.38,0.55,0.61,NA,0.3,NA,0.55,0.77,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1808,0.37,1.42,0.81,2.24,0.23,0.76,2.55,0.55,1.4,0.93,0.61,0.25,0.7,0.34,NA,0.27,NA,0.51,0.82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1809,0.8,1.95,0.8,1.9,0.91,0.74,2.78,0.64,1.99,0.95,0.74,0.23,0.53,0.66,NA,0.17,NA,0.44,0.77,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1810,0.46,1.67,0.89,1.16,0.4,0.44,1.84,0.27,0.81,0.32,0.28,0.13,0.3,0.34,NA,0.17,NA,0.49,0.54,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1811,0.49,1.63,0.7,1.82,0.57,0.74,1.33,0.21,1.14,0.23,0.19,0.23,0.3,0.32,NA,0.11,1.15,0.36,0.62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1812,0.38,2.12,1.05,1.49,0.42,0.33,1.73,0.11,0.68,0.17,0.32,0.17,0.19,0.19,NA,0.08,0.77,0.3,0.52,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1813,0,0.53,0.63,0.21,0,0,0.26,0,0.06,0,0,0,0,0,NA,0,0.26,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1814,0.45,1.43,0.6,1.29,0.47,0.35,0.69,0.34,0.66,0.23,0.17,0.13,0.11,0.17,NA,0.27,0.7,0.34,0.68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1815,0.44,1.56,0.76,1.85,0.53,0.69,2.3,0.74,0.85,0.51,0.45,0.23,0.17,0.28,NA,0.61,1.2,0.34,0.48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1816,0.56,1.28,1.4,3.17,0.55,1.09,3.6,0.61,1.08,0,0.87,0.17,0.63,0.53,NA,0.47,1.7,0.49,0.72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1817,0.65,1.22,0.89,2.38,0.55,0.5,2.65,0.21,0.93,0,0.64,0.19,0.25,0.7,NA,0.55,1.42,0.49,0.64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1818,0.69,1.3,1,2.11,0.46,0.61,1.2,0.46,0.81,0,0.19,0,0.13,0.4,NA,0,0.82,0.17,0.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1819,0.85,1.35,1.05,2.17,0.45,1.02,2.21,0.25,1.61,0.49,0.53,0.11,0.32,0.74,NA,1.27,2.56,0.44,0.54,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1820,0.66,1.26,0.36,1.58,0.23,0.48,1.15,0,1.23,0,0.19,0,0.17,0.85,NA,0,2.27,0.51,0.52,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1821,0.96,1.28,0.8,1.97,0.44,0.91,3.5,0.8,1.8,0.55,0.85,0.38,0.47,1.48,NA,1.82,2.9,0.66,1.02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1822,0.62,1.09,0.27,1.51,0,0.58,1.84,0,0.7,0,0.25,0,0.19,0.59,NA,1.5,1.87,0.32,0.82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1823,0.38,1.37,0.32,1.71,0.53,0.7,2.74,0.21,0.74,0.17,0.21,0.4,0.47,0.74,NA,1.12,2.63,0.44,0.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1824,0.81,0.98,0.46,2.07,0.53,1.04,2.48,0.68,1.21,0,0.47,0,0.97,1.21,NA,1.74,2.58,0.85,1.38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1825,1.27,1.64,0.85,3.08,0.74,1.4,3.09,1.21,1.5,0.51,0.72,0.46,1.29,2.12,NA,2.79,2.99,0.7,1.55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1826,1.27,2.13,1.1,3.72,1.02,1.55,2.93,0.74,1.63,0.11,0.91,0.97,1.29,2.01,NA,3.73,2.1,0.85,1.72,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,FALSE,FALSE,FALSE
1827,1.25,1.24,0.9,3.31,0.53,1.38,2.8,0.89,1.59,0.13,1.42,1.14,1.93,1.93,NA,3.54,1.94,1.18,1.42,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,FALSE,FALSE,FALSE
1828,1.69,1.75,1.17,3.22,0.97,2.53,2.48,1.74,1.91,0.53,1.23,0.3,1.72,2.16,NA,3.47,2.83,1.29,1.93,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,FALSE,FALSE,FALSE
