tree,n_missing_total,n_missing_1980_on,n_outliers_total
NAD01A_raw,288,14,4
NAD01B_raw,282,14,9
NAD2A2_raw,325,14,13
NAD04C_raw,550,14,2
NAD05B_raw,225,14,9
NAD08A_raw,621,14,0
NAD08B_raw,649,14,0
NAD09A_raw,246,14,12
NAD10A_raw,256,14,3
NAD10B_raw,346,14,6
NAD11A_raw,616,14,3
NAD11B_raw,175,14,11
NAD11C_raw,232,14,6
NAD13A_raw,645,14,0
NAD13B_raw,302,14,5
NAD15A_raw,486,14,0
NAD15B_raw,572,14,2
NAD17A_raw,14,14,10
NAD18A_raw,569,14,1
NAD19B_raw,399,14,3
NAD20A_raw,410,14,1
NAD20B_raw,272,14,3
NAD21A_raw,265,14,9
NAD21B_raw,231,14,2
NAD22A_raw,300,14,5
NAD22B_raw,344,14,2
NAD24A_raw,242,14,6
NAD24B_raw,257,14,3
NAD25B_raw,310,45,4
NAD26A_raw,190,14,13
NAD26B_raw,171,35,5
NAD27A_raw,97,14,6
NAD27B_raw,120,14,7
NAD28A_raw,101,14,19
NAD28B_raw,101,14,11
NAD29A_raw,280,45,5
NAD29B_raw,338,45,1
NAD31A_raw,500,14,1
NAD31B_raw,100,14,5
NAD32A_raw,245,14,3
NAD33A_raw,108,14,9
NAD34A_raw,231,14,3
NAD34B_raw,234,14,8
NAD35A_raw,357,14,3
NAD36A_raw,441,14,0
NAD39A_raw,458,14,1
NAD40B_raw,268,45,3
NAD41A_raw,452,14,1
NAD42A_raw,437,14,0
