tree,n_missing_total,n_missing_1980_on,n_outliers_total
SLA1A_raw,78,11,0
SLA1B_raw,70,12,0
SLA2A_raw,58,12,0
SLA2B_raw,27,20,0
SLA3B_raw,63,37,0
SLA4A_raw,6,6,1
SLA4B_raw,6,6,0
SLA5A_raw,15,11,0
SLA5B_raw,44,12,0
SLA11A_raw,28,4,0
SLA11B_raw,25,4,0
SLA12A_raw,43,4,0
SLA12B_raw,55,4,0
SLA13A_raw,13,4,0
SLA13B_raw,4,4,0
SLA14A_raw,7,4,1
SLA14B_raw,9,8,0
SLA15B_raw,41,4,1
SLA15A_raw,35,4,0
SLA21A_raw,39,5,0
SLA21B_raw,26,4,0
SLA22A_raw,9,4,0
SLA22B_raw,40,4,0
SLA23A_raw,24,4,0
SLA23B_raw,26,4,0
SLA24A_raw,23,4,1
SLA24B_raw,23,4,0
SLA25A_raw,30,4,0
SLA25B_raw,48,4,0
