tree,n_missing_total,n_missing_1980_on,n_outliers_total
V9804E_raw,27,27,0
V9804W_raw,77,27,1
V9806W_raw,67,27,1
V9808N_raw,102,27,1
V9808W_raw,115,27,2
V98031E_raw,153,27,2
V9803E_raw,121,27,0
V9803S_raw,122,27,2
V9805N_raw,102,27,0
V9805E_raw,101,27,0
V9806N_raw,60,27,0
V9806E_raw,86,27,0
V9807S_raw,118,45,0
V9807SE_raw,118,44,1
V9808S_raw,117,27,1
V9810NE_raw,74,27,2
V9810SW_raw,62,30,0
V9812E_raw,136,27,2
V9812N_raw,147,27,1
V9812SE_raw,80,27,1
V9822N_raw,186,45,1
V9822S_raw,171,45,1
V9823E_raw,198,45,4
V9823N_raw,118,45,0
V9823W_raw,166,45,0
V9824NE_raw,165,27,0
V9824SE_raw,97,27,0
V9826N_raw,53,27,0
V9826W_raw,84,27,1
V9830N_raw,56,27,0
V9831N_raw,177,27,0
V9831W_raw,192,28,0
