"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",0.996717904064707,0.00597087136303757,166.930058187964,2.77079425172459e-316
"DD5_sm",0.0430938458724377,0.0108651603728144,3.96624112242856,8.99133619946649e-05
"DD5_sp",0.00775723263496969,0.0136692206070622,0.567496337791336,0.570770013723514
"RH_sp",-0.0050632059006837,0.0119958654941264,-0.422079249151537,0.673247104135452
"PAS",-0.076367809466456,0.0120471434436583,-6.33908028269194,7.74712196289243e-10
"prev_DD5_sm",-0.0192815468498585,0.0106550838023873,-1.80961006102443,0.0712828393620557
"DD5_sm:siteSPRY",0.00533704258169933,0.0154909681831249,0.344526082463539,0.730674201242188
"DD5_sm:siteSUNR",-0.00469508013107281,0.0156951819405652,-0.299141491245671,0.765023877480971
"siteSPRY:DD5_sp",-0.0400244522272261,0.019439954467961,-2.05887582160701,0.0403051573219372
"siteSUNR:DD5_sp",-0.0321762775882239,0.0193206049476823,-1.66538665198907,0.0968022125325567
"siteSPRY:RH_sp",-0.0242843331356902,0.0171354704437871,-1.4171967565965,0.157386276685639
"siteSUNR:RH_sp",-0.0207644391616106,0.0170511571204797,-1.21777302354871,0.224196351680077
"siteSPRY:PAS",0.00583662140433469,0.017162660292225,0.340076730818869,0.734019109881695
"siteSUNR:PAS",0.00476636628064557,0.0169694797881734,0.280878750565318,0.778982675502159
"siteSPRY:prev_DD5_sm",-0.00237397020550254,0.0151691256256274,-0.156500134819363,0.875736282523019
"siteSUNR:prev_DD5_sm",-0.0254847090444973,0.0152286300169909,-1.6734735177139,0.0951992373902631
