age_CE,735011_raw,735012_raw,735031_raw,735032_raw,735041_raw,735042_raw,735051_raw,735052_raw,735061_raw,735011_raw_outlier_flag,735012_raw_outlier_flag,735031_raw_outlier_flag,735032_raw_outlier_flag,735041_raw_outlier_flag,735042_raw_outlier_flag,735051_raw_outlier_flag,735052_raw_outlier_flag,735061_raw_outlier_flag
1875,NA,NA,1.71,5.38,1.74,1.92,NA,NA,2.14,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE
1876,NA,NA,1.11,5.54,1.45,1.66,NA,NA,1.83,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE
1877,NA,NA,1.79,5.26,1.77,2.13,NA,NA,2.05,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE
1878,NA,NA,1.14,4.71,1.76,2.07,NA,NA,2.02,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE
1879,NA,NA,1.09,4.56,1.13,1.37,NA,NA,1.99,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE
1880,NA,NA,1.23,4.82,1.26,1.35,NA,3.16,2.14,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
1881,NA,NA,0.95,3.43,1.04,0.96,NA,4.1,2.33,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
1882,NA,NA,1.24,2.69,2.07,1.76,NA,5.08,3.2,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
1883,NA,NA,1.51,3.87,1.85,1.62,NA,4.25,2.15,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
1884,NA,NA,1.48,3.41,1.65,1.62,NA,4.64,1.49,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
1885,NA,NA,1.46,3.68,1.65,1.42,5.79,5.42,2.41,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1886,NA,NA,1.16,3.38,1.29,1.06,4.1,4.24,1.48,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1887,NA,3.12,1.13,6.18,1.4,0,5.59,5.68,2.14,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1888,NA,2.75,1.01,1.51,1.73,0,5.02,5.48,2.48,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1889,NA,3.96,1.44,1.94,1.82,1.79,5.6,5.72,2.7,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1890,NA,3.15,1.11,1.72,1.47,1.43,4.63,4.78,1.89,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1891,NA,3.22,1.23,1.99,1.89,2.18,5.46,5.89,2.43,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1892,NA,3.29,0.92,1.35,1.27,1.83,4.34,5.35,1.75,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1893,NA,3.22,0.92,1.25,0.76,0,4.15,5.83,1.75,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1894,NA,2.52,0.65,0.94,0.78,0,3.38,4.29,1.74,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1895,NA,3.44,0.71,1,0.65,0,4.93,5.67,2.66,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1896,NA,2.51,0.77,0.9,0.82,0,2.92,4.17,1.84,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1897,NA,2.45,0.68,0.93,0.81,0,2.73,4.09,1.99,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1898,3.67,3.58,1.3,1.69,1.65,0.99,4.04,5.37,2.79,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1899,2.8,2.51,1.14,1.45,2.23,1.23,3.76,5.11,2.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1900,1.97,1.9,0.7,1.21,1.15,0.94,1.97,2.62,1.54,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1901,3.04,2.65,0.71,1.15,1.54,1.37,2.16,2.96,1.87,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1902,2.02,1.74,0.55,0.97,0.69,0.62,1.85,2.79,1.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1903,3.6,2.55,0.74,1.15,1.4,1.28,2.47,3.76,2.42,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1904,1.99,1.75,0.34,0.75,0.85,0.77,2.23,3.28,1.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1905,2.9,2.94,0.93,1.51,1.66,1.58,2.77,4.32,3.24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1906,3.13,3.36,1,1.6,1.95,1.91,2.47,3.39,2.91,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1907,3.74,3.67,1.62,2.52,2.6,2.59,2.9,4.09,3.27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1908,2.43,3.04,1.59,2.5,2.06,2.02,2.13,3.04,3.19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1909,2.28,2.92,1.31,2.29,1.93,1.91,2.79,3.38,2.44,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1910,1.57,2.51,0.91,1.59,1.33,1.05,1.74,2.38,1.63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1911,2.25,2.98,0.74,1.25,1.52,1.43,2.45,3.84,1.82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1912,2.35,3.04,0.93,1.06,1.48,1.49,2.62,3.38,2.19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1913,2.73,3.25,1.29,2.03,2.33,2.55,3.38,4.76,2.47,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1914,3.2,3.08,1.64,2.56,2.9,2.81,2.99,3.9,2.69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1915,2.26,2.29,1.3,2.16,2.12,2.18,2.15,2.88,2.01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1916,2.45,2.65,1.06,1.84,2.31,2.14,2.51,3.33,2.25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1917,2.26,3.15,1.05,1.46,1.92,1.71,2.58,3.09,2.48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1918,2.13,2.7,0.85,0.98,2.42,1.88,1.8,2.1,1.64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1919,2.75,4.03,1.13,1.16,1.75,2.47,2.25,2.85,2.36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1920,2.25,3,1,1.04,2.53,2.11,1.86,2.33,2.03,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1921,2.51,3.43,1,1.26,2.18,2.02,1.7,2.22,1.66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1922,1.91,2.73,1.2,1.17,1.75,1.55,1.62,2.05,1.46,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1923,1.85,2.46,0.89,1.02,1.58,1.55,1.41,1.25,1.07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1924,1.7,2.68,1.11,1.17,2.03,1.62,1.85,1.69,1.22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1925,1.35,1.85,0.5,0.43,1.69,0.95,1.23,1.26,0.69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1926,2.22,2.43,0.95,0.77,2,1.75,1.79,1.76,0.75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1927,2.98,2.91,0.66,0.53,2.66,2.57,2.19,1.93,0.96,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1928,1.95,2.07,0.86,0.92,2.03,1.98,1.83,1.44,0.85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1929,1.85,2.24,0.68,0.67,1.63,1.64,1.35,1.38,0.78,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1930,2.41,2.88,0.66,0.69,2.24,1.71,1.81,1.8,1.29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1931,2.38,3.12,0.79,0.81,2.51,1.92,1.75,1.81,1.15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1932,2.8,2.98,0.84,1.03,2.25,1.96,1.77,1.99,1.61,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1933,2.39,2.83,0.74,1,2.61,2.37,1.55,1.87,1.53,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1934,1.33,1.88,0.55,0.59,1.39,1.47,0.95,1.13,0.97,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1935,1.53,1.92,0.87,0.84,1.58,2.04,1.06,1.09,0.95,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1936,1.6,2.3,0.63,0.69,1.34,1.34,1.08,0.92,1.02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1937,2.48,2.77,0.92,1.3,2.13,1.86,1.84,1.5,1.56,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1938,2.34,2.5,1.02,1.15,2.26,2.12,1.57,1.44,1.24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1939,1.9,1.82,0.71,0.98,1.85,1.68,1,1.07,0.93,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1940,2.59,2.49,0.77,1,2.11,2.1,1.68,1.59,1.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1941,2.72,2.71,0.73,0.96,2.49,2.37,1.88,1.71,1.35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1942,2.36,2.28,0.98,1.51,2.56,1.63,1.84,1.72,1.49,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1943,2.58,2.46,0.7,1.13,2.25,2.31,1.94,1.67,1.26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1944,2.5,2.42,0.77,1.3,2.33,3,2.5,1.85,1.75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1945,2,2.34,0.6,1.42,1.94,2.3,1.78,1.43,1.04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1946,1.81,2.2,0.51,1.02,1.67,2.01,1.43,1.13,1.16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1947,2,2.57,0.39,0.99,2.16,2.6,1.8,1.31,1.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1948,1.79,1.61,0.57,0.94,1.59,1.59,1.14,0.81,0.86,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1949,2.82,2.72,0.51,0.75,1.89,2.13,1.89,1.41,1.21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1950,2.23,2.33,0.5,0.82,1.87,2.42,2.01,1.51,1.37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1951,1.65,1.32,0.52,0.63,1.03,1.24,0.82,0.58,0.61,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1952,1.96,2,0.43,0.74,1.11,1.6,1.54,1.2,1.05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1953,1.3,1.07,0.47,0.65,0.56,1.01,0.97,0.74,0.61,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1954,0.92,0.77,0.12,0.22,0.14,0.6,0.6,0.43,0.34,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1955,1.48,1.29,0.65,0.74,0.7,1.07,1.11,0.86,1.09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1956,1.06,0.57,0.25,0.28,0.21,0.45,0.46,0.32,0.43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1957,2.36,1.51,0.4,0.56,0.5,1.04,1.07,0.89,0.61,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1958,2.33,1.49,0.51,0.63,0.44,0.93,0.86,0.64,0.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1959,3.2,2.34,0.64,0.95,0.62,1.27,1.56,1.14,1.08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1960,3.17,2.41,0.8,1.07,0.94,1.49,1.01,0.81,1.19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1961,2.86,2.09,0.7,0.97,1.74,2.14,1.27,1.04,1.06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1962,3.77,3.51,0.71,1.21,2.14,2.5,1.88,1.72,1.41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1963,2.85,2.61,1.12,1.65,1.86,2.2,1.67,1.67,1.24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1964,2.58,1.79,0.91,1.14,1.5,1.43,0.97,0.98,1.11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1965,3.88,3.55,0.9,1.26,2.31,2.65,1.69,1.66,1.24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1966,3.9,3.32,1.42,1.67,2.41,2.73,1.52,1.57,1.25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1967,3.5,2.63,1,0.99,2.69,2.93,1.11,1.16,0.93,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1968,4.61,2.19,1.31,1.43,1.66,2.18,1.39,1.29,1.05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1969,4,2.53,1.05,0.92,1.49,1.95,1.22,1.3,0.84,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1970,3.85,2.65,1.02,0.9,1.66,2.15,1.37,1.47,0.91,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1971,2.6,1.82,0.6,0.71,1.41,1.89,0.83,0.79,0.74,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1972,2.58,1.69,0.55,0.49,1.46,2.12,0.77,0.71,0.68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1973,2.8,1.59,0.76,0.76,1.56,2,1.01,0.96,0.93,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1974,1.37,1.26,0.34,0.29,0.7,0.7,0.31,0.39,0.42,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1975,3.48,2.48,0.65,0.71,1.09,1.54,0.91,0.8,0.84,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1976,3.51,2.52,0.68,0.68,1.27,1.6,0.89,1.09,0.88,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1977,2.99,2.39,0.6,0.56,1.35,1.43,0.83,0.89,0.68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1978,3.08,2.08,0.83,0.64,1.54,1.67,0.85,0.98,0.85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1979,3.34,2.28,0.97,0.84,2.24,2.32,1.32,1.52,1.07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1980,3.43,2.41,0.75,0.83,2.21,2.39,0.99,1.15,1.04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1981,2.58,1.84,0.52,0.79,2.25,1.21,1,1.3,1.01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1982,3.61,2.87,0.93,0.99,3.26,1.44,1.02,1.45,1.98,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1983,3.27,NA,1,1.21,2.62,NA,0.91,1.32,1.88,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE
