age_CE,BC1101B_raw,BC1102B_raw,BC1103A_raw,BC1104A_raw,BC1105A_raw,BC1106B_raw,BC1107A_raw,BC1108B_raw,BC1109B_raw,BC1110B_raw,BC1111B_raw,BC1112A_raw,BC1113B_raw,BC1114B_raw,BC1115A_raw,BC1116B_raw,BC1117B_raw,BC1118B_raw,BC1119A_raw,BC1120A_raw,BC1101B_raw_outlier_flag,BC1102B_raw_outlier_flag,BC1103A_raw_outlier_flag,BC1104A_raw_outlier_flag,BC1105A_raw_outlier_flag,BC1106B_raw_outlier_flag,BC1107A_raw_outlier_flag,BC1108B_raw_outlier_flag,BC1109B_raw_outlier_flag,BC1110B_raw_outlier_flag,BC1111B_raw_outlier_flag,BC1112A_raw_outlier_flag,BC1113B_raw_outlier_flag,BC1114B_raw_outlier_flag,BC1115A_raw_outlier_flag,BC1116B_raw_outlier_flag,BC1117B_raw_outlier_flag,BC1118B_raw_outlier_flag,BC1119A_raw_outlier_flag,BC1120A_raw_outlier_flag
1767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.07,NA,1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA
1768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02,NA,2.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,TRUE,NA,NA,NA
1769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04,NA,1.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA
1770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.83,NA,1.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA
1771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.24,NA,2.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA
1772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73,NA,1.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA
1773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,1.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA
1774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.97,NA,1.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA
1775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.09,NA,1.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA
1776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65,NA,0.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA
1777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,NA,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA
1778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,NA,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA
1779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61,NA,0.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA
1780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.82,NA,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA
1781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11,NA,1.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA
1782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53,NA,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA
1783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.69,NA,1.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA
1784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11,NA,1.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA
1785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.87,NA,0.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA
1786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84,NA,1.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA
1787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.97,NA,1.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA
1788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,NA,0.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA
1789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65,NA,0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA
1790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.71,NA,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA
1791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73,NA,1.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA
1792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.69,NA,1.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA
1793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65,NA,1.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA
1794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA
1795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,NA,1.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA
1796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62,NA,1.08,NA,1.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA
1797,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.36,NA,NA,NA,NA,0.79,NA,2.3,NA,1.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA
1798,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.63,NA,NA,NA,NA,0.56,NA,1.29,NA,1.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA
1799,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.92,NA,NA,NA,NA,0.6,NA,1.28,NA,1.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA
1800,NA,NA,NA,NA,NA,NA,NA,NA,1.82,0.23,2.91,NA,NA,NA,0.62,NA,1.23,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA
1801,NA,NA,NA,NA,NA,NA,NA,NA,1.72,0.98,3.69,NA,NA,NA,0.63,NA,1.53,NA,1.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA
1802,NA,NA,NA,NA,NA,NA,NA,NA,2.14,1.24,2.95,NA,NA,NA,0.7,NA,1.14,NA,1.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA
1803,NA,NA,NA,NA,NA,NA,NA,NA,2.1,1.95,2.53,NA,NA,NA,0.64,NA,0.89,NA,1.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA
1804,NA,NA,NA,NA,NA,NA,NA,NA,3.9,2.55,4.39,NA,NA,NA,1.09,NA,2.32,NA,2.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,NA,NA,NA,FALSE,NA,FALSE,NA,TRUE,NA
1805,NA,NA,NA,NA,NA,NA,NA,NA,3.11,3.01,3.72,NA,NA,NA,0.87,NA,1.66,NA,1.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA
1806,NA,NA,NA,NA,NA,NA,NA,NA,3.31,3.96,3.03,NA,NA,NA,0.8,NA,1.21,NA,1.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA
1807,NA,NA,NA,NA,NA,NA,NA,NA,2.02,3.23,2.4,NA,NA,NA,0.75,NA,0.99,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA
1808,NA,NA,NA,NA,NA,NA,NA,NA,4.23,3.09,3.55,NA,NA,NA,1.51,NA,1.8,NA,1.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA
1809,NA,NA,NA,NA,NA,NA,NA,NA,0.99,0,1.27,NA,NA,NA,0.55,NA,0.97,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA
1810,NA,NA,NA,NA,NA,NA,NA,NA,3.92,2.22,2.96,NA,NA,NA,2,NA,1.96,NA,1.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA
1811,NA,NA,NA,NA,NA,NA,NA,NA,3.04,2.89,2.43,NA,NA,NA,1.28,NA,1.23,NA,1.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA
1812,NA,NA,NA,NA,NA,NA,NA,NA,1.37,0.92,1.23,NA,NA,NA,0.58,NA,0.93,NA,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA
1813,NA,NA,NA,NA,NA,NA,NA,NA,1.56,2.41,0.81,NA,NA,NA,0.79,NA,0.8,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA
1814,NA,NA,NA,NA,NA,NA,NA,NA,1.52,1.72,1.17,NA,NA,NA,0.88,NA,0.79,NA,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA
1815,NA,NA,NA,NA,NA,NA,NA,NA,1.91,1.09,2.13,NA,NA,NA,1.79,NA,1.91,NA,0.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA
1816,NA,NA,NA,NA,NA,NA,NA,NA,2.34,1.24,1.92,NA,NA,NA,1.43,NA,1.32,NA,0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA
1817,NA,NA,NA,NA,NA,NA,NA,NA,2.43,0.83,2.1,NA,NA,2.34,1.66,NA,1.19,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA
1818,NA,NA,NA,NA,NA,NA,NA,NA,2.36,1.02,1.93,NA,NA,2.03,1.51,NA,1.24,NA,1.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA
1819,NA,NA,NA,NA,NA,NA,NA,NA,2.12,0.94,1.97,NA,NA,1.68,1.63,NA,1.2,NA,1.54,1.39,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1820,NA,NA,NA,NA,NA,NA,NA,NA,0.79,0.86,0.91,NA,NA,0.47,0.61,NA,0.71,NA,0.66,0.68,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1821,NA,NA,NA,NA,NA,NA,NA,NA,1.45,0.65,1.09,NA,NA,1.14,1.3,NA,0.78,NA,1.28,1.25,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1822,NA,NA,NA,NA,NA,NA,NA,NA,0.68,0.63,0.69,NA,NA,0.41,0.62,NA,0.39,NA,0.58,0.61,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1823,NA,NA,NA,NA,NA,NA,NA,NA,0.95,0.32,0.96,NA,NA,0.61,1.08,NA,0.69,NA,0.99,0.75,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1824,NA,NA,NA,NA,NA,NA,NA,NA,0.77,0.21,0.52,NA,NA,0.58,0.6,NA,0.5,NA,0.53,0.69,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1825,NA,NA,NA,NA,NA,NA,NA,NA,1.27,0.07,0.96,NA,NA,0.95,0.9,NA,0.55,NA,0.9,0.97,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1826,NA,NA,NA,NA,NA,NA,NA,NA,1.26,0.13,1.29,NA,NA,1.09,0.94,NA,0.77,NA,1.08,1.02,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1827,NA,NA,NA,NA,NA,NA,NA,NA,1.44,0.22,1.41,NA,NA,1.66,1.09,NA,0.86,NA,1.28,1.19,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1828,NA,NA,NA,NA,NA,NA,NA,NA,2.53,0.52,1.55,NA,NA,3.44,1.21,NA,1.01,NA,1.69,1.63,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1829,NA,NA,NA,NA,NA,NA,NA,NA,0.75,0.26,0.62,NA,NA,0.53,0.29,NA,0.33,NA,0.54,0.71,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1830,0.46,NA,NA,NA,NA,NA,NA,NA,1.96,0.58,0.67,NA,NA,1.82,0.86,NA,1.01,NA,1.17,1.4,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1831,0.29,NA,NA,NA,NA,NA,NA,NA,1.63,0.76,1.07,NA,NA,1.27,0.8,NA,1.09,NA,1.31,1.12,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1832,0.83,NA,NA,NA,NA,NA,NA,NA,2.7,1.1,1.56,NA,NA,1.83,1.14,NA,1.24,NA,1.53,1.76,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1833,1.09,NA,NA,NA,NA,NA,NA,NA,2.29,1.85,1.94,NA,NA,3.16,1.15,NA,1.7,NA,1.78,1.68,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1834,0.81,NA,NA,NA,NA,NA,NA,NA,0,1.75,1.12,NA,NA,1.41,0.71,NA,0.94,NA,1.25,1.44,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1835,1.28,NA,NA,NA,NA,NA,NA,NA,1.97,1.69,0.77,NA,NA,0.89,0.43,NA,0.89,NA,0.97,1.36,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1836,1.84,NA,NA,NA,NA,NA,NA,NA,1.72,2.74,1.31,NA,NA,1.57,1.16,NA,1.37,NA,1.51,1.51,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1837,1.8,NA,NA,NA,NA,NA,NA,NA,0,2.82,1.28,4.01,NA,2.1,1.51,NA,1.57,NA,1.57,1.42,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1838,1.96,NA,NA,NA,NA,NA,NA,NA,0.38,2.77,1.75,3.38,NA,3.55,1.32,NA,1.87,NA,1.69,1.48,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1839,1.63,NA,NA,NA,NA,NA,NA,NA,0.9,2.38,1.69,3.44,NA,2.98,1.79,NA,2.21,NA,1.64,1.64,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1840,1.37,NA,NA,NA,0.98,NA,NA,NA,1.78,2.35,1.8,2.7,NA,2.62,1.93,NA,1.72,NA,1.74,1.6,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1841,0.64,NA,NA,NA,0.64,NA,NA,NA,0.83,0.69,0.62,0.64,NA,0.8,0.54,NA,0.65,NA,0.67,0.77,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1842,0.58,NA,NA,NA,1.01,NA,NA,NA,1.17,1.14,0.79,1.3,NA,0.95,0.8,NA,0.64,NA,0.74,1.09,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1843,0.81,NA,NA,NA,1.07,NA,NA,NA,0.84,0.74,0.71,0.73,NA,0.39,0.48,NA,0.41,NA,0.71,0.86,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1844,0.88,NA,NA,NA,1.3,NA,NA,NA,1.37,0.82,0.75,1.13,NA,0.67,0.77,NA,0.44,NA,0.67,1.03,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1845,0.21,NA,NA,NA,0.52,NA,NA,NA,0.37,0.06,0.27,0,NA,0,0,NA,0.07,NA,0.15,0.22,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1846,2.21,NA,NA,NA,1.95,NA,NA,NA,2.53,1.61,1.26,1.8,NA,1.92,1.61,NA,0.92,NA,1.31,1.62,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1847,1.14,NA,NA,NA,1.42,NA,NA,NA,1.75,1.02,1.02,0.72,NA,0.71,0.48,NA,0.62,NA,0.55,0.87,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1848,0.77,2.74,NA,NA,2.31,NA,NA,NA,1.48,1.21,1.11,0.85,NA,0.66,0.53,NA,0.67,NA,0.61,1.05,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1849,0.64,2.32,1.88,NA,1.8,NA,NA,NA,1.29,1.04,0.74,1.05,NA,0.69,0.34,NA,0.47,NA,0.32,0.85,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
