age_CE,LSP01A3_raw,LSP02A3_raw,LSP02B3_raw,LSP03A3_raw,LSP03B3_raw,LSP05A3_raw,LSP05B3_raw,LSP06A3_raw,LSP06B3_raw,LSP07A3_raw,LSP07B3_raw,LSP08A3_raw,LSP08B3_raw,LSP09A3_raw,LSP09B3_raw,LSP10A3_raw,LSP10B3_raw,LSP11A3_raw,LSP11B3_raw,LSP12A3_raw,LSP12B3_raw,LSP01A3_raw_outlier_flag,LSP02A3_raw_outlier_flag,LSP02B3_raw_outlier_flag,LSP03A3_raw_outlier_flag,LSP03B3_raw_outlier_flag,LSP05A3_raw_outlier_flag,LSP05B3_raw_outlier_flag,LSP06A3_raw_outlier_flag,LSP06B3_raw_outlier_flag,LSP07A3_raw_outlier_flag,LSP07B3_raw_outlier_flag,LSP08A3_raw_outlier_flag,LSP08B3_raw_outlier_flag,LSP09A3_raw_outlier_flag,LSP09B3_raw_outlier_flag,LSP10A3_raw_outlier_flag,LSP10B3_raw_outlier_flag,LSP11A3_raw_outlier_flag,LSP11B3_raw_outlier_flag,LSP12A3_raw_outlier_flag,LSP12B3_raw_outlier_flag
1759,1.47,1.75,1.37,NA,NA,1.6,1.01,NA,NA,1.17,0.87,NA,NA,1.21,1.43,NA,0.8,1.41,1.1,0.72,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
1760,1.27,1.5,1.66,NA,NA,2.07,1.82,NA,NA,1.14,1.05,NA,NA,1.01,1.52,NA,0.93,1.2,1.21,0.58,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
1761,2.03,2.54,3.23,NA,NA,2.4,2.58,NA,NA,2.08,1.74,NA,NA,1.84,2.31,1.03,0.86,1.11,1.18,0.99,NA,FALSE,FALSE,TRUE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1762,1.51,2.2,2.02,NA,NA,2.22,1.46,NA,NA,1.63,1.09,NA,NA,1.44,1.83,1.22,0.77,1.14,1.68,1.52,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1763,1.28,1.75,1.94,NA,NA,1.45,1.68,NA,0.83,1.37,1.21,NA,NA,0.9,1.61,1.08,0.89,1.01,1.44,0.97,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1764,1,1.53,2.03,NA,NA,1.41,1.35,NA,0.79,1.06,1,NA,NA,1.08,1.48,1.12,0.68,0.94,1.2,1.07,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1765,1.08,1.89,2.18,NA,NA,2,1.66,NA,0.75,1.51,1.14,NA,NA,1.64,1.93,1.36,0.86,0.7,1.24,0.88,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1766,1.14,2.3,2.49,NA,NA,1.4,1.39,NA,0.56,1.11,2.21,NA,NA,1.54,1.85,1.15,0.94,1.02,1.23,1.49,2.07,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1767,1.25,2,2.35,NA,NA,1.65,1.49,NA,0.69,0.86,2.6,NA,NA,1.59,2.2,0.89,0.59,0.88,0.86,1.36,1.79,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1768,0.88,1.9,1.89,NA,NA,1.26,1.32,NA,0.45,0.56,1.47,NA,NA,1.24,1.05,0.81,0.42,0.62,0.78,0.6,0.91,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1769,0.59,2.02,2.19,NA,NA,1.04,1.3,NA,0.26,0.39,1.44,NA,NA,1.46,1.64,1.16,0.83,0.56,0.78,0.71,0.64,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1770,1.14,2.28,2.87,NA,NA,1.56,1.51,NA,0.47,0.63,1.27,NA,NA,1.39,1.81,1.51,1.08,0.92,1.24,1.06,1.07,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1771,1.31,2.68,2.43,NA,NA,1.92,1.36,NA,1.2,1.15,1.45,NA,NA,1.61,1.65,1.36,0.75,1.18,1.3,1.99,2.03,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1772,1.11,2.1,2.36,NA,NA,1.38,1.18,NA,1.85,1.32,1.05,NA,NA,1.66,0.99,1,0.75,0.99,0.77,1.53,1.65,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1773,1.6,2.61,3.15,NA,NA,1.71,1.33,NA,1.53,1.91,1.2,NA,NA,1.73,1.74,1.34,0.79,0.85,1.32,1.66,1.39,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1774,1,2.39,2.14,NA,NA,1.49,1.04,NA,2.15,1.91,1.13,NA,NA,1.46,1.95,1.33,0.6,0.99,1.06,0.87,1.36,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1775,1.59,2.62,2.53,NA,NA,0.97,1.22,NA,1.62,2.59,1.2,NA,NA,1.92,1.71,1.04,0.52,1.04,1.21,0.9,1.09,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1776,1.22,1.77,2.45,NA,NA,1.29,0.47,NA,1.37,2.1,1.86,NA,NA,1.46,1.6,1.07,0.66,0.6,0.8,0.68,0.66,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1777,1.05,2.07,1.46,1.32,NA,1.06,0.67,NA,2.28,1.38,1.56,NA,NA,1.25,1.5,0.92,0.5,0.92,0.86,1.24,1.18,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1778,1.72,2.59,2,1.7,NA,1.14,1.08,NA,2.22,1.73,1.69,NA,NA,0.83,1.33,0.78,0.68,0.77,0.81,1.05,1.22,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1779,1.79,2.55,2.34,1.01,NA,1.58,0.9,NA,2.14,1.51,1.24,NA,NA,1.53,1.37,1.06,0.59,0.79,1.05,1.21,0.98,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1780,1.9,2.89,2.34,1.07,NA,1.32,1.07,NA,2.33,1.78,0.97,NA,NA,1.42,1.69,1.14,0.9,0.98,1.14,2.01,1.48,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1781,1.33,2.03,2,1.36,NA,1.08,0.7,NA,1.85,1.01,0.83,NA,NA,1.39,1.58,1.32,0.73,0.92,0.82,1.6,1.8,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1782,1.44,2.93,2.38,1.18,NA,1.41,0.87,NA,2.8,0.85,1.11,NA,NA,1.62,1.44,1.2,0.76,0.8,0.78,0.87,0.94,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1783,1.22,2.18,2.21,0.93,NA,0.68,0.41,NA,2.33,0.63,0.63,NA,NA,0.96,1.09,1.36,0.76,1.07,0.91,1.75,1.35,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1784,0.78,1.69,1.7,0.94,NA,1.3,1.06,NA,2.8,0.37,0.26,NA,NA,1.12,0.98,1.11,0.54,1.21,0.91,1.46,0.96,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1785,1.4,1.95,1.82,1.64,NA,1.22,0.98,NA,3.75,0.23,0.19,NA,NA,1.21,1.31,1.21,0.68,1.39,1.07,1.45,1.24,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1786,1.56,2.45,2.03,1.62,NA,1.19,0.79,NA,4.7,0.31,0.34,NA,NA,1.15,1.14,0.84,0.62,1.18,0.84,1.44,1.29,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,TRUE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1787,0.75,1.33,1.3,0.99,NA,1.12,0.63,NA,2.87,0.14,0.09,NA,NA,0.66,0.84,0.63,0.39,0.87,0.44,0.85,0.53,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1788,1.06,2.1,1.7,1.29,NA,1.61,1.06,NA,4.41,0.21,0.25,NA,NA,0.78,1.12,0.99,0.58,0.66,1.09,1.41,0.84,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,TRUE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1789,1.68,2.38,1.97,1.48,1.67,1.18,1.13,NA,3.59,0.22,0.18,NA,NA,1.27,1.82,1.01,0.65,1.31,0.96,1.48,1.04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1790,1.1,1.25,1.25,1.55,1.49,1.39,0.69,NA,3.67,0.25,0.19,NA,NA,0.79,1.14,0.88,0.57,1.14,0.73,1.12,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1791,1.51,2.4,2.42,1.91,1.81,1.59,1.25,NA,4.75,0.35,0.51,NA,NA,1.66,2.17,0.98,0.87,1.57,1.03,2.09,1.42,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1792,1.49,1.62,1.71,1.85,1.21,1.64,0.83,NA,3.74,0.64,0.47,NA,NA,1.01,1.6,1,0.51,1,0.96,1.95,1.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1793,1.48,1.4,1.35,2.01,1.28,1.61,0.8,NA,4.23,0.67,0.72,NA,NA,1.01,1.49,1.08,0.66,0.72,0.42,1.23,1.48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1794,1.24,1.41,1.89,1.8,1.44,1.04,0.9,NA,4.46,0.54,1.04,NA,NA,1.09,1.21,0.93,0.95,1.18,0.76,1.84,1.81,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1795,1.34,2.06,2.18,1.92,1.29,1.4,0.66,NA,3.73,0.68,1.19,NA,NA,1.16,1.65,1.45,0.95,1.2,0.79,1.66,1.51,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1796,1.05,2.02,1.75,1.92,1.38,1.62,1.05,NA,3.66,0.45,0.56,NA,NA,1.11,1.63,1.26,0.69,0.99,0.63,1.24,1.41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1797,0.79,1.47,1.59,1.24,1.08,0.89,0.86,NA,2.33,0.15,0.2,NA,NA,0.77,0.96,0.95,0.52,0.38,0.32,0.32,0.48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1798,1.05,1.45,1.79,1.48,1.34,1.21,0.96,NA,2.88,0.32,0.3,NA,NA,1.07,1.43,0.85,0.62,1.07,0.57,0.35,0.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1799,1,1.79,1.85,1.74,1.38,1.31,1.23,NA,2.8,0.29,0.72,NA,NA,1.23,1.55,1.26,0.74,1.03,0.78,0.9,0.87,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1800,1.02,1.87,2.24,1.9,1.93,0.95,0.87,NA,3.3,0.52,0.79,NA,NA,1.13,1.51,1.14,0.78,0.95,0.91,1.5,1.44,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1801,1.05,0.94,1.36,1.03,1.56,1.11,0.95,NA,2.61,0.68,0.68,NA,NA,1.07,1.27,1.24,0.9,0.77,0.84,1.41,1.18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1802,1.02,1.4,1.74,1.14,1.25,1.24,1,NA,2.09,0.62,0.73,NA,NA,1.17,1.45,0.98,0.82,0.96,0.76,1.26,0.85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1803,1.36,1.95,2.13,1.36,1.4,0.97,0.86,NA,2.98,0.44,0.92,NA,NA,1.34,1.55,1.18,1.01,0.94,0.57,0.86,1.17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1804,1.06,1.86,1.82,1.75,1.64,1,0.67,NA,2.74,0.57,0.54,NA,NA,0.93,1.07,1.2,0.93,0.74,0.79,2.08,1.71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1805,1.38,1.33,1.61,1.59,1.74,1.25,0.94,NA,2.8,0.48,0.64,NA,NA,1.22,0.88,0.84,0.67,0.81,1.01,1.83,1.32,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1806,1.29,1.75,2.03,1.59,1.28,1.1,0.84,NA,2.5,0.37,0.7,NA,NA,0.77,0.57,1.09,0.59,0.86,0.92,2.1,1.17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1807,1.13,1.68,1.51,1.13,1.22,1.04,0.89,NA,1.86,0.18,0.27,NA,NA,0.76,0.74,0.78,0.63,0.75,0.86,1.07,0.55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1808,1.14,1.58,1.81,1.55,1.6,1.3,1.1,NA,1.86,0.29,0.32,NA,NA,0.92,1.19,1.2,0.69,0.78,0.42,1.21,0.87,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1809,1.14,1.95,2.03,1.26,1.39,1.14,0.75,NA,2.28,0.17,0.44,NA,NA,0.97,1.28,1.33,0.59,0.72,0.62,1.66,1.11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1810,1.13,1.55,1.55,1.05,1.1,0.66,0.69,NA,2.01,0.22,0.35,NA,NA,0.8,1.22,0.83,0.52,0.67,0.57,0.8,0.54,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1811,1.14,1.75,2.18,1.01,1.44,0.69,0.99,NA,1.72,0.39,0.68,NA,NA,0.85,1.35,1.16,0.64,0.79,0.87,0.96,1.01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1812,1.85,2.07,2.2,1.47,2.24,1.26,1.33,NA,2.85,0.39,0.71,NA,NA,1.07,1.69,1.43,0.81,1.09,0.89,2.34,1.54,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1813,1.47,2.03,2.19,1.33,1.59,0.91,1.01,NA,2.35,0.43,0.75,NA,NA,1.05,1.14,1.45,0.6,0.98,0.72,1.4,1.08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1814,2.06,2.37,2.32,1.47,1.76,1.35,1.11,NA,3.3,0.66,0.92,NA,NA,0.87,1.48,1.91,0.81,1.52,1.04,2.21,1.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1815,1.37,2.5,1.62,1.53,1.99,1.1,0.89,NA,2.71,0.37,0.7,0.68,NA,0.73,1.04,1.82,0.53,0.91,0.98,1.5,1.25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1816,1.32,2.02,1.91,1.99,2.56,1.19,1,NA,2.16,0.36,0.73,0.9,NA,0.85,0.95,1.28,0.62,0.96,0.76,1.2,1.37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1817,0.66,2.09,1.66,1.41,2.1,0.83,0.49,3.05,2.81,0.15,0.42,0.9,NA,0.43,0.53,1.52,0.48,0.59,0.44,1.07,1.33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1818,1.23,2.3,1.78,1.95,1.54,1.1,0.67,2.7,2.62,0.33,0.45,0.82,NA,0.71,0.64,1.52,0.57,0.87,0.36,1.79,1.65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1819,1.31,3,2.05,1.88,2.6,1.06,0.86,2.78,2.75,0.51,0.71,0.91,NA,0.89,0.77,1.31,0.7,0.63,0.72,1.71,1.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1820,1.02,2.19,2.13,2.29,2.28,1.13,0.99,2.7,2.41,0.65,0.86,1.03,NA,0.85,0.64,1.51,0.74,0.61,0.7,1,1.32,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1821,0.97,1.96,2.02,1.7,1.74,1.01,0.74,2.68,2.1,0.61,0.41,0.86,NA,0.9,0.84,1.28,0.73,0.79,0.68,0.87,1.21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1822,1.1,2.36,2.17,1.39,2.32,1.05,0.43,1.97,2.21,0.55,0.71,0.73,NA,0.69,0.71,1.28,0.71,0.59,0.61,1.59,1.15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1823,0.81,1.2,1.05,1.26,1.64,0.7,0.51,3.49,1.67,0.19,0.41,0.76,NA,0.66,0.4,0.74,0.46,0.66,0.45,0.68,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1824,1.61,1.82,1.46,1.96,2.54,1.24,0.57,3.2,2.7,0.59,0.87,0.86,NA,0.77,0.53,1.28,0.73,0.73,0.59,1.45,1.58,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1825,1.1,1.3,1.31,2.02,2.61,1.18,1,3.07,2.55,1.2,1.07,1.22,NA,1,0.49,0.86,0.81,1.04,0.72,1.33,1.23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1826,1.26,1.24,1.66,1.47,2.23,1.03,0.95,2.98,2.34,0.71,0.58,0.96,NA,1.11,0.46,0.83,0.48,0.92,0.6,0.93,1.19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1827,1.16,1.5,1.33,1.79,2.56,0.68,1.05,2.84,2.87,0.44,0.49,1.15,NA,1.05,0.33,0.88,0.51,0.63,0.58,0.79,0.73,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1828,1.01,1.74,1.84,1.75,2.37,1.11,0.91,2.82,2.05,0.4,0.16,1.07,NA,0.93,0.34,1.02,0.59,0.59,0.58,0.43,0.72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1829,1.11,1.88,1.83,2.21,2.5,1.24,1.07,1.9,3.07,0.99,0.65,1.4,NA,1.1,0.65,1.01,0.69,0.81,0.74,0.98,0.71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1830,1.23,1.4,1.1,1.24,2.42,1.17,0.89,3.06,2.3,0.95,0.58,1.16,NA,0.9,0.48,0.77,0.37,0.56,0.75,0.47,0.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1831,0.87,1.44,1.47,2.2,2.57,0.99,0.88,3.15,2.68,0.64,0.56,1.42,NA,0.71,0.44,0.68,0.29,0.69,0.75,1.09,0.86,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1832,1.33,2.4,1.81,2.37,3.56,1.56,0.72,2.72,2.69,1.08,1.07,1.19,NA,0.99,0.69,0.94,0.57,0.74,0.59,0.81,1.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
