age_CE,BC3201A_raw,BC3202B_raw,BC3203A_raw,BC3204A_raw,BC3205B_raw,BC3206A_raw,BC3207B_raw,BC3208A_raw,BC3209B_raw,BC3210B_raw,BC3211B_raw,BC3212A_raw,BC3213A_raw,BC3214A_raw,BC3215A_raw,BC3201A_raw_outlier_flag,BC3202B_raw_outlier_flag,BC3203A_raw_outlier_flag,BC3204A_raw_outlier_flag,BC3205B_raw_outlier_flag,BC3206A_raw_outlier_flag,BC3207B_raw_outlier_flag,BC3208A_raw_outlier_flag,BC3209B_raw_outlier_flag,BC3210B_raw_outlier_flag,BC3211B_raw_outlier_flag,BC3212A_raw_outlier_flag,BC3213A_raw_outlier_flag,BC3214A_raw_outlier_flag,BC3215A_raw_outlier_flag
1853,2.54,NA,NA,NA,3.19,1.03,1.53,NA,NA,1.18,NA,NA,NA,2.58,1.68,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1854,1.88,NA,NA,NA,2.03,0.8,1.27,NA,NA,0.64,NA,NA,NA,1.96,1.3,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1855,2.16,NA,NA,NA,2.47,0.83,1.57,NA,NA,1.84,NA,NA,NA,2.21,0.9,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1856,1.64,NA,NA,0.87,1.78,0.83,1.42,NA,NA,1.04,NA,NA,NA,1.4,1.07,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1857,1.29,NA,NA,0.87,1.72,0.63,1.52,NA,NA,0.95,NA,NA,NA,0.95,1.69,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1858,1.3,NA,NA,0.29,1.54,0.81,1.8,NA,NA,0.5,NA,NA,NA,1.21,1.38,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1859,1.57,NA,NA,0.19,2.57,1.18,1.44,NA,NA,0.75,NA,NA,NA,1.29,1.08,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1860,1.45,NA,NA,0.32,3.07,1.02,2.33,NA,NA,0.52,NA,NA,NA,1.55,1.21,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1861,1.17,NA,NA,0.45,3.54,0.59,1.58,NA,NA,0.47,NA,NA,NA,1.1,1.01,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1862,1.75,NA,NA,0.63,4.04,0.78,1.69,NA,NA,0.71,NA,NA,NA,2.08,1.33,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1863,1.61,NA,NA,0.64,2.51,0.68,1.27,NA,NA,0.57,NA,NA,NA,1.5,1.07,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1864,1.47,NA,NA,0.49,1.98,0.63,0.89,NA,NA,0.43,NA,NA,NA,1.32,0.78,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1865,1.37,NA,NA,0.56,2.28,0.69,1.02,NA,NA,0.65,NA,NA,NA,1.34,0.96,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1866,2.34,NA,NA,0.84,1.9,1.05,1.71,NA,NA,1.24,NA,NA,NA,1.56,1.18,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1867,2.63,NA,NA,0.84,2.17,0.69,1.17,NA,NA,1.12,NA,NA,NA,1.22,0.96,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1868,3.35,NA,NA,1.08,3.26,0.83,1.41,NA,NA,1.27,NA,NA,NA,2.4,1.18,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1869,2.95,NA,NA,1.1,3.12,0.86,1.43,NA,NA,0.86,NA,NA,NA,1.32,1.32,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1870,2.65,NA,NA,1.09,2.32,0.75,1.28,NA,NA,0.77,NA,NA,NA,0.86,0.91,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1871,3.9,NA,NA,1.15,4.22,0.34,0.81,NA,NA,1.23,NA,NA,NA,1.23,0.9,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1872,3.68,NA,NA,0.87,3.3,0.35,1.08,NA,NA,0.8,NA,NA,NA,1.18,1.19,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1873,3.09,NA,NA,0.82,3.84,0.51,1.08,NA,NA,0.78,NA,NA,NA,1.1,1.17,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1874,2.35,NA,NA,0.74,1.76,0.54,1.07,NA,NA,0.56,NA,NA,NA,0.9,1.29,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1875,1.89,NA,NA,0.64,2.42,0.63,1.03,NA,NA,0.46,2.79,NA,NA,0.7,1.08,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE
1876,1.82,NA,NA,0.55,2.18,0.73,1.09,NA,NA,0.35,2.93,NA,1.56,0.83,1.25,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1877,1.5,NA,NA,0.44,1.28,1.12,0.76,NA,NA,0.39,2.41,NA,1.76,0.75,0.99,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1878,2.23,NA,NA,0.8,2.86,1.36,1.01,NA,NA,0.65,2.8,NA,1.59,1.36,1.16,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1879,1.99,NA,NA,0.61,1.72,0.94,1.05,NA,NA,0.48,2.14,NA,1.38,1.11,1.15,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1880,2,NA,NA,0.81,1.55,1.06,1.14,NA,NA,0.66,2.56,NA,1.17,0.85,1.16,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1881,2.28,NA,NA,0.94,2.32,0.91,1.27,NA,NA,0.62,2.68,NA,1.47,1.01,0.98,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1882,2.71,NA,NA,0.79,1.67,0.74,1.66,NA,NA,0.77,3.06,2.35,1.72,1.4,1.39,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1883,3.28,NA,NA,0.66,1.84,0.76,1.72,NA,NA,0.77,0.5,0.36,1.78,1.56,1,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1884,4.18,NA,NA,1.42,2.91,1.21,2.17,NA,NA,1.21,1.37,0.3,2.14,1.87,1.43,TRUE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1885,3.42,NA,NA,1.16,1.85,1.23,1.89,NA,NA,0.86,1.22,0.69,2.54,1.35,1.13,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1886,2.41,NA,NA,1.07,2.02,1.5,1.82,NA,NA,2.08,2.06,1.04,1.65,1.6,1.61,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1887,1.94,NA,NA,0.6,1.76,1.15,1.16,NA,NA,1.52,2.18,1.37,0.99,0.8,1.61,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1888,1.37,NA,NA,0.43,1.44,1.09,0.35,NA,NA,0.78,1.96,1.3,1.34,0.58,1.16,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1889,1.24,NA,NA,0.56,1.42,0.76,0.38,NA,NA,0.51,2.27,1.09,1.42,0.6,0.87,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1890,1.87,NA,NA,0.66,2.04,1.03,0.79,NA,NA,0.7,2.66,2.09,1.43,0.63,0.94,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1891,2.66,NA,NA,0.82,2.2,1.3,1.09,NA,NA,0.89,3.77,2.61,1.93,0.77,1.19,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1892,2.34,0.18,NA,0.53,2.07,1.13,1.13,NA,NA,0.87,2.96,1.82,1.66,0.46,0.77,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1893,2.35,0.23,NA,0.43,1.43,1.23,0.98,NA,NA,0.6,2.77,1.25,1.41,0.27,0.65,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1894,2.72,0.16,0.23,0.67,1.73,1.66,1.26,NA,NA,0.56,4.17,1.28,2.09,0.35,0.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1895,2.64,0.48,0.23,0.39,1.36,1.2,0.79,NA,NA,0.43,3.99,0.97,1.56,0.25,0.51,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1896,2.24,0.27,0.36,0.87,1.36,1.44,0.86,NA,NA,0.54,2.85,1.18,1.54,0.38,0.55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1897,2.04,0.52,0.28,0.61,0.85,1.52,0.86,NA,NA,0.76,1.3,1.43,1.3,0.3,0.49,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1898,2.32,0.48,0.37,0.88,0.9,1.52,0.72,NA,NA,0.79,1.61,1.6,1.63,0.39,0.64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
