age_CE,BC3201A_raw,BC3202B_raw,BC3203A_raw,BC3204A_raw,BC3205B_raw,BC3206A_raw,BC3207B_raw,BC3208A_raw,BC3209B_raw,BC3210B_raw,BC3211B_raw,BC3212A_raw,BC3213A_raw,BC3214A_raw,BC3215A_raw,BC3201A_raw_outlier_flag,BC3202B_raw_outlier_flag,BC3203A_raw_outlier_flag,BC3204A_raw_outlier_flag,BC3205B_raw_outlier_flag,BC3206A_raw_outlier_flag,BC3207B_raw_outlier_flag,BC3208A_raw_outlier_flag,BC3209B_raw_outlier_flag,BC3210B_raw_outlier_flag,BC3211B_raw_outlier_flag,BC3212A_raw_outlier_flag,BC3213A_raw_outlier_flag,BC3214A_raw_outlier_flag,BC3215A_raw_outlier_flag
1781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
1782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
1783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
1784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
1785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
1786,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.02,NA,NA,NA,1.83,1.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1787,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.92,NA,NA,NA,1.58,2.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1788,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.15,NA,NA,NA,1.29,1.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1789,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.48,NA,NA,NA,1.55,2.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1790,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.35,NA,NA,NA,2.19,1.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1791,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.26,NA,NA,NA,3.13,2.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1792,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.91,NA,NA,NA,3.33,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1793,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.54,NA,NA,NA,2.96,1.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1794,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,NA,NA,NA,2.44,1.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1795,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.88,NA,NA,NA,2.07,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1796,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.19,NA,NA,NA,2.19,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1797,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.51,NA,NA,NA,1.99,1.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1798,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14,NA,NA,NA,1.8,1.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1799,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.71,NA,NA,NA,2.19,2.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1800,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.13,NA,NA,NA,2.25,2.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1801,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.92,NA,NA,NA,2.82,2.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1802,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.09,NA,NA,NA,2.97,2.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1803,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.33,NA,NA,NA,3.5,1.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1804,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.74,NA,NA,NA,4.4,3.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,TRUE
1805,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.67,NA,NA,NA,3.11,2.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1806,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.45,NA,NA,NA,2.07,1.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1807,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.87,NA,NA,NA,1.66,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1808,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86,NA,NA,NA,1.59,0.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1809,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73,NA,NA,NA,1.65,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1810,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14,NA,NA,NA,2.61,1.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1811,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,2.89,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1812,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,NA,NA,NA,2.12,1.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1813,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.66,NA,NA,NA,2.61,1.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1814,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,NA,NA,NA,2.72,1.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1815,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79,NA,NA,NA,2.41,1.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1816,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,NA,NA,NA,3.49,3.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,TRUE
1817,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.18,NA,NA,NA,2.13,2.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1818,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.32,NA,NA,NA,2.34,2.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1819,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.49,NA,NA,NA,1.96,2.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1820,NA,NA,NA,NA,3.91,NA,NA,NA,NA,1.61,NA,NA,NA,1.86,2.31,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1821,NA,NA,NA,NA,2.18,NA,NA,NA,NA,1.26,NA,NA,NA,1.24,2.9,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1822,NA,NA,NA,NA,1.98,NA,NA,NA,NA,1.02,NA,NA,NA,1.15,1.82,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1823,NA,NA,NA,NA,2.71,NA,NA,NA,NA,0.98,NA,NA,NA,1.23,1.63,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1824,NA,NA,NA,NA,0.92,NA,NA,NA,NA,0.51,NA,NA,NA,0,0.22,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1825,NA,NA,NA,NA,1.97,NA,1.77,NA,NA,1.08,NA,NA,NA,0,0,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1826,NA,NA,NA,NA,2.1,NA,1.5,NA,NA,1.07,NA,NA,NA,0.24,0.08,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1827,NA,NA,NA,NA,2.28,NA,1.34,NA,NA,1.24,NA,NA,NA,0.34,0.31,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1828,NA,NA,NA,NA,2.92,NA,0.97,NA,NA,1.32,NA,NA,NA,0.25,0.36,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1829,NA,NA,NA,NA,2.33,NA,0.5,NA,NA,0.59,NA,NA,NA,0.02,0.46,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1830,NA,NA,NA,NA,3.75,NA,0.78,NA,NA,1.01,NA,NA,NA,0.41,0.66,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1831,NA,NA,NA,NA,3.6,NA,0.71,NA,NA,0.52,NA,NA,NA,0.5,0.77,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1832,NA,NA,NA,NA,4.54,NA,0.87,NA,NA,0.77,NA,NA,NA,0.81,1.21,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1833,NA,NA,NA,NA,3.23,NA,0.97,NA,NA,0.83,NA,NA,NA,0.87,1.39,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1834,NA,NA,NA,NA,3.5,NA,0.95,NA,NA,0.74,NA,NA,NA,0.92,1.18,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1835,NA,NA,NA,NA,4.26,NA,1.13,NA,NA,1.02,NA,NA,NA,1.63,1.37,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1836,NA,NA,NA,NA,2.89,1.2,1.54,NA,NA,1.25,NA,NA,NA,1.44,1.28,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1837,NA,NA,NA,NA,4.27,1.27,1.65,NA,NA,1.9,NA,NA,NA,2.02,1.49,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1838,NA,NA,NA,NA,3.53,0.87,1.81,NA,NA,1.42,NA,NA,NA,1.52,1.31,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1839,NA,NA,NA,NA,3.37,1.1,1.69,NA,NA,1.53,NA,NA,NA,1.21,1.43,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1840,NA,NA,NA,NA,3.19,0.95,1.67,NA,NA,1.5,NA,NA,NA,1.08,1.36,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1841,NA,NA,NA,NA,1.37,0.83,1.12,NA,NA,0.76,NA,NA,NA,0.52,0.96,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1842,NA,NA,NA,NA,2.12,0.88,1.09,NA,NA,0.9,NA,NA,NA,0.83,1.09,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1843,NA,NA,NA,NA,1.71,0.86,1.17,NA,NA,1.06,NA,NA,NA,0.79,1.03,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1844,NA,NA,NA,NA,2.66,0.92,1.18,NA,NA,1.08,NA,NA,NA,1.09,1.22,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1845,1.18,NA,NA,NA,1.98,0.85,1.12,NA,NA,0.93,NA,NA,NA,1.02,1.15,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1846,1.53,NA,NA,NA,3.38,1.15,1.27,NA,NA,1.05,NA,NA,NA,2.04,1.22,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1847,1.26,NA,NA,NA,3.52,1.2,1.2,NA,NA,0.99,NA,NA,NA,1.53,1.23,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1848,1.16,NA,NA,NA,2.54,1.16,0.71,NA,NA,0.98,NA,NA,NA,1.51,1.11,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1849,1.4,NA,NA,NA,2.36,0.94,0.6,NA,NA,1.17,NA,NA,NA,1.49,1.07,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1850,1.22,NA,NA,NA,2.21,0.83,0.6,NA,NA,1.23,NA,NA,NA,1.32,1.17,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1851,1.46,NA,NA,NA,2.94,1.13,0.77,NA,NA,1.06,NA,NA,NA,1.41,1.08,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
1852,1.78,NA,NA,NA,2.91,0.85,0.96,NA,NA,1.05,NA,NA,NA,1.31,1.32,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE
