tree,n_missing_total,n_missing_1980_on,n_outliers_total
LLR01A_raw,195,12,0
LLR01B_raw,228,13,2
LLR02A_raw,73,12,2
LLR02B_raw,142,12,7
LLR03A_raw,226,12,0
LLR03B_raw,231,12,1
LLR04A_raw,163,12,3
LLR04B_raw,183,12,5
LLR05A_raw,259,12,3
LLR05B_raw,142,12,5
LLR06A_raw,63,12,4
LLR06B_raw,59,12,3
LLR07A_raw,192,12,3
LLR07B_raw,219,12,2
LLR08A_raw,227,12,0
LLR08B_raw,210,12,1
LLR09A_raw,236,12,0
LLR09B_raw,295,12,0
LLR10A_raw,167,12,1
LLR10B_raw,211,12,0
LLR11A_raw,41,12,7
LLR11B_raw,56,12,2
LLR12A_raw,269,12,4
LLR12B_raw,107,12,3
LLR13A_raw,259,12,3
LLR13B_raw,166,12,5
LLR14A_raw,185,12,1
LLR14B_raw,205,12,0
LLR15A_raw,196,12,1
LLR15B_raw,233,12,0
LLR16A_raw,260,12,1
LLR16B_raw,230,12,1
LLR17A_raw,277,12,2
LLR17B_raw,216,12,2
LLR18A_raw,24,12,3
LLR18B_raw,12,12,9
LLR19A_raw,87,12,3
LLR19B_raw,54,12,2
LLR20A_raw,102,12,1
LLR20B_raw,252,12,1
LLR21A_raw,237,12,1
LLR21B_raw,177,12,2
LLR21C_raw,121,12,0
LLR22A_raw,275,12,0
LLR22B_raw,288,12,2
LLR23A_raw,175,12,4
LLR23B_raw,134,12,3
LLR24A_raw,317,12,0
LLR24B_raw,250,12,2
LLR25A_raw,220,12,2
LLR25B_raw,112,12,1
LLR26A_raw,134,12,0
LLR26B_raw,137,12,1
LLR27A_raw,168,12,4
LLR27B_raw,191,12,5
LLR28A_raw,360,12,1
LLR28B_raw,333,12,0
LLR28C_raw,316,12,0
LLR29A_raw,347,12,2
LLR29B_raw,97,12,1
LLR30A_raw,245,12,4
LLR30B_raw,173,12,4
LLR31A_raw,258,12,2
LLR31B_raw,258,12,3
LLR32A_raw,224,12,2
LLR32B_raw,140,12,1
LLR33A_raw,130,12,2
LLR33B_raw,96,12,3
