tree,n_missing_total,n_missing_1980_on,n_outliers_total
OLF2B_raw,382,31,8
OLF3A-1_raw,212,281,5
OLF3A-2_raw,542,0,1
OLF3B_raw,182,0,13
OLF4A_raw,612,0,3
OLF5B_raw,272,10,2
OLF6A_raw,480,0,1
OLF6B_raw,586,0,1
OLF8A_raw,255,0,3
OLF8B_raw,247,0,2
OLF9A_raw,542,0,2
OLF10A_raw,329,0,0
OLF11A_raw,462,0,3
OLF11B_raw,374,0,3
OLF12A_raw,485,0,2
OLF12B_raw,312,0,3
OLF13A_raw,362,0,2
OLF13B_raw,363,0,4
OLF14A_raw,0,71,5
OLF16A_raw,361,81,3
OLF17A_raw,472,0,1
OLF17B_raw,487,0,1
OLF18A_raw,411,80,2
OLF18B_raw,459,0,2
OLF19A_raw,336,0,3
OLF19B-1_raw,302,277,3
OLF19B-2_raw,552,0,2
OLF20A_raw,200,0,0
OLF20B_raw,402,80,1
OLF21A_raw,206,81,4
OLF22A_raw,384,0,5
OLF22B_raw,391,0,5
OLF25A_raw,212,0,1
OLF25B_raw,212,0,0
OLF26A_raw,242,0,4
OLF26B_raw,339,0,2
