tree,n_missing_total,n_missing_1980_on,n_outliers_total
DT0201B_raw,34,34,0
DT0202B_raw,34,34,1
DT0203A_raw,34,34,2
DT0204A_raw,34,34,0
DT0205A_raw,34,34,1
DT0206A_raw,34,34,1
DT0207A_raw,34,34,0
DT0208A_raw,34,34,0
DT0209B_raw,34,34,3
DT0210B_raw,34,34,0
DT0211B_raw,43,34,3
DT0212A_raw,34,34,2
DT0213B_raw,34,34,0
DT0214A_raw,34,34,1
DT0215B_raw,34,34,0
DT0216B_raw,34,34,0
DT0217B_raw,34,34,0
DT0218B_raw,34,34,0
DT0219A_raw,34,34,3
DT0220A_raw,34,34,0
DT0221A_raw,34,34,0
DT0222A_raw,34,34,2
DT0223A_raw,47,34,2
DT0224A_raw,34,34,0
DT0225A_raw,34,34,3
