age_CE,693011_raw,693012_raw,693021_raw,693022_raw,693031_raw,693032_raw,693041_raw,693042_raw,693051_raw,693052_raw,693061_raw,693062_raw,693071_raw,693072_raw,693081_raw,693082_raw,693091_raw,693092_raw,693101_raw,693102_raw,693111_raw,693112_raw,693121_raw,693122_raw,693131_raw,693011_raw_outlier_flag,693012_raw_outlier_flag,693021_raw_outlier_flag,693022_raw_outlier_flag,693031_raw_outlier_flag,693032_raw_outlier_flag,693041_raw_outlier_flag,693042_raw_outlier_flag,693051_raw_outlier_flag,693052_raw_outlier_flag,693061_raw_outlier_flag,693062_raw_outlier_flag,693071_raw_outlier_flag,693072_raw_outlier_flag,693081_raw_outlier_flag,693082_raw_outlier_flag,693091_raw_outlier_flag,693092_raw_outlier_flag,693101_raw_outlier_flag,693102_raw_outlier_flag,693111_raw_outlier_flag,693112_raw_outlier_flag,693121_raw_outlier_flag,693122_raw_outlier_flag,693131_raw_outlier_flag
1750,NA,NA,NA,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1751,NA,NA,NA,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1752,NA,NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1753,NA,NA,NA,0.26,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1754,NA,NA,NA,0.3,NA,NA,NA,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
1755,NA,NA,NA,0.31,NA,NA,NA,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
1756,NA,NA,NA,0.3,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
1757,NA,NA,NA,0.29,NA,NA,NA,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
1758,NA,NA,NA,0.28,NA,NA,NA,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
1759,NA,NA,NA,0.3,NA,NA,NA,0.29,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,0.26,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
1760,NA,NA,NA,0.3,NA,NA,NA,0.3,NA,NA,0.31,NA,NA,NA,NA,NA,0.32,NA,NA,NA,NA,NA,NA,NA,0.24,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
1761,NA,NA,NA,0.31,NA,0.35,NA,0.31,NA,NA,0.31,NA,NA,NA,NA,NA,0.31,NA,NA,NA,NA,NA,NA,NA,0.26,NA,NA,NA,FALSE,NA,TRUE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
1762,NA,NA,NA,0.29,NA,0.32,NA,0.29,NA,NA,0.33,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,0.26,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
1763,NA,NA,NA,0.28,NA,0.32,NA,0.28,NA,NA,0.3,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,0.27,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
1764,NA,NA,NA,0.26,NA,0.31,NA,0.28,NA,NA,0.3,NA,NA,NA,NA,NA,0.28,NA,NA,NA,NA,NA,NA,NA,0.27,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
1765,NA,NA,NA,0.26,NA,0.3,NA,0.26,NA,NA,0.32,NA,NA,NA,NA,NA,0.31,NA,NA,NA,NA,NA,NA,NA,0.25,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
1766,NA,NA,NA,0.27,NA,0.27,NA,0.3,NA,NA,0.29,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,0.24,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
1767,NA,NA,NA,0.28,NA,0.31,0.27,0.25,NA,NA,0.29,NA,NA,NA,NA,NA,0.29,NA,NA,NA,NA,NA,NA,NA,0.26,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
1768,NA,NA,NA,0.27,NA,0.29,0.27,0.27,NA,NA,0.3,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,0.26,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
1769,NA,NA,NA,0.29,NA,0.31,0.31,0.27,NA,NA,0.3,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,0.28,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
1770,NA,NA,NA,0.26,NA,0.26,0.27,0.27,NA,NA,0.3,NA,NA,NA,NA,NA,0.28,0.24,NA,NA,NA,NA,NA,NA,0.27,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE
1771,NA,NA,NA,0.27,NA,0.27,0.27,0.28,NA,NA,0.3,NA,NA,NA,NA,NA,0.28,0.25,NA,NA,NA,NA,NA,NA,0.28,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE
1772,NA,NA,NA,0.3,NA,0.31,0.29,0.29,NA,NA,0.32,0.29,NA,NA,NA,NA,0.29,0.27,NA,NA,NA,NA,NA,NA,0.31,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE
1773,NA,NA,NA,0.26,NA,0.28,0.26,0.28,NA,NA,0.29,0.27,NA,NA,NA,NA,0.28,0.24,NA,NA,NA,NA,NA,NA,0.29,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE
1774,NA,NA,NA,0.27,NA,0.28,0.26,0.27,NA,NA,0.32,0.28,NA,NA,NA,NA,0.3,0.25,NA,NA,NA,NA,NA,NA,0.28,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE
1775,NA,NA,NA,0.27,NA,0.27,0.26,0.27,NA,NA,0.29,0.3,NA,NA,NA,NA,0.3,0.27,NA,NA,NA,NA,NA,NA,0.28,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE
1776,NA,NA,NA,0.27,NA,0.27,0.25,0.27,NA,NA,0.3,0.3,NA,NA,NA,NA,0.28,0.26,NA,NA,NA,NA,NA,NA,0.26,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE
1777,NA,NA,NA,0.26,NA,0.25,0.27,0.27,NA,NA,0.29,0.29,NA,NA,NA,NA,0.3,0.25,NA,NA,NA,NA,NA,NA,0.29,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE
1778,0.27,NA,NA,0.25,NA,0.24,0.27,0.27,NA,NA,0.29,0.28,NA,NA,NA,NA,0.29,0.26,NA,NA,NA,NA,NA,NA,0.27,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE
1779,0.29,NA,NA,0.3,NA,0.26,0.28,0.28,NA,NA,0.31,0.29,NA,NA,NA,NA,0.32,0.31,NA,NA,NA,NA,NA,NA,0.28,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE
1780,0.27,0.29,NA,0.26,NA,0.25,0.28,0.29,NA,NA,0.3,0.28,NA,NA,NA,NA,0.29,0.28,NA,NA,NA,NA,NA,NA,0.27,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE
1781,0.26,0.3,NA,0.27,NA,0.25,0.27,0.29,NA,NA,0.3,0.29,NA,NA,NA,NA,0.29,0.26,0.33,NA,NA,NA,NA,NA,0.29,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE
1782,0.27,0.31,NA,0.27,NA,0.27,0.26,0.3,NA,NA,0.32,0.28,NA,NA,NA,NA,0.31,0.28,0.37,NA,NA,NA,NA,NA,0.28,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE
1783,0.29,0.3,NA,0.28,NA,0.28,0.3,0.3,NA,NA,0.31,0.3,NA,NA,NA,NA,0.32,0.27,0.37,NA,NA,NA,NA,NA,0.3,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE
1784,0.29,0.32,NA,0.27,NA,0.26,0.28,0.28,NA,NA,0.32,0.29,NA,NA,NA,NA,0.3,0.28,0.34,NA,NA,NA,NA,NA,0.29,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE
