"Core_CN","PLT_CN","STATECD","COUNTYCD","PLOT","SUBP","DIA","SPCD"
"7023902","2501754010690",4,7,239,2,20.80,106
"558532080126144","558532080126144",35,31,239,3,5.50,106
"295711882489998","295711882489998",35,3,239,4,6.60,106
"7024001","2501815010690",4,7,240,1,11.50,106
"7024002","2501815010690",4,7,240,2,14.80,106
"7024101","2501861010690",4,7,241,1,10.50,106
"558532563126144","558532563126144",35,35,242,1,11.20,106
"558532565126144","558532565126144",35,35,242,1,5.70,106
"558532567126144","558532567126144",35,35,242,1,10.40,106
"295711883489998","295711883489998",35,3,242,4,6.20,106
"558531524126144","558531524126144",35,3,245,2,7.40,106
"295712554489998","295712554489998",35,35,247,1,7.40,106
"558532779126144","558532779126144",35,39,247,1,7.60,106
"295712557489998","295712557489998",35,35,247,2,9.80,106
"558532576126144","558532576126144",35,35,247,3,5.70,106
"558531677126144","558531677126144",35,6,248,1,10.60,106
"295712811489998","295712811489998",35,53,248,2,5.00,106
"295711884489998","295711884489998",35,3,248,3,5.90,106
"7024902","2501979010690",4,7,249,2,17.70,106
"295711887489998","295711887489998",35,3,249,4,11.00,106
"295711892489998","295711892489998",35,3,250,4,10.80,106
"295711894489998","295711894489998",35,3,251,4,11.50,106
"558531678126144","558531678126144",35,6,252,3,7.60,106
"5025301","2468635010690",4,5,253,1,10.20,106
"558532780126144","558532780126144",35,39,254,3,12.40,106
"295712679489998","295712679489998",35,43,256,1,11.00,106
"558531859126144","558531859126144",35,27,256,4,4.30,106
"558532081126144","558532081126144",35,31,258,2,7.00,106
"5025804","2468851010690",4,5,258,4,15.60,106
"295712812489998","295712812489998",35,53,259,1,7.10,106
"5025901","2468894010690",4,5,259,1,15.20,106
"7025902","2502169010690",4,7,259,2,12.20,106
"7026003","2502182010690",4,7,260,3,28.30,106
"558532583126144","558532583126144",35,35,261,3,4.20,106
"558532082126144","558532082126144",35,31,263,1,4.20,106
"7026301","2502245010690",4,7,263,1,11.90,106
"7026302","2502245010690",4,7,263,2,14.70,106
"7026303","2502245010690",4,7,263,3,14.00,106
"7026304","2502245010690",4,7,263,4,16.00,106
"558532984126144","558532984126144",35,53,264,1,8.40,106
"558532985126144","558532985126144",35,53,264,1,3.90,106
"7026401","2502296010690",4,7,264,1,23.80,106
"7026504","2502310010690",4,7,265,4,15.80,106
"295712571489998","295712571489998",35,35,266,1,11.70,106
"295712574489998","295712574489998",35,35,267,1,6.60,106
"295712575489998","295712575489998",35,35,267,3,4.70,106
"295711895489998","295711895489998",35,3,268,1,5.80,106
"558532592126144","558532592126144",35,35,268,1,6.70,106
"558532926126144","558532926126144",35,47,268,3,3.20,106
"558532593126144","558532593126144",35,35,268,4,9.90,106
"558532594126144","558532594126144",35,35,269,1,6.00,106
"558532595126144","558532595126144",35,35,269,1,10.70,106
"558532596126144","558532596126144",35,35,269,4,9.50,106
"558532083126144","558532083126144",35,31,272,3,7.70,106
"558532084126144","558532084126144",35,31,273,3,6.80,106
"558532781126144","558532781126144",35,39,274,4,6.20,106
"295712680489998","295712680489998",35,43,275,2,10.20,106
"558531863126144","558531863126144",35,27,280,1,9.90,106
"558531864126144","558531864126144",35,27,280,1,8.50,106
"295712813489998","295712813489998",35,53,282,2,5.40,106
"558532782126144","558532782126144",35,39,282,2,10.20,106
"558531679126144","558531679126144",35,6,284,1,6.10,106
"558531876126144","558531876126144",35,27,285,4,7.60,106
"7028504","2502552010690",4,7,285,4,29.70,106
"295712586489998","295712586489998",35,35,286,1,6.70,106
"5028601","2469082010690",4,5,286,1,18.50,106
"558531879126144","558531879126144",35,27,286,1,5.20,106
"558532607126144","558532607126144",35,35,286,1,9.40,106
"558531880126144","558531880126144",35,27,286,2,10.30,106
"558531881126144","558531881126144",35,27,286,3,4.10,106
"558532608126144","558532608126144",35,35,286,3,8.10,106
"558533155126144","558533155126144",35,57,286,4,6.60,106
"5028701","2469112010690",4,5,287,1,18.40,106
"558531883126144","558531883126144",35,27,287,1,5.60,106
"558531884126144","558531884126144",35,27,287,1,14.00,106
"25028803","2551113010690",4,25,288,3,12.80,106
"7028901","2502648010690",4,7,289,1,14.60,106
"558532086126144","558532086126144",35,31,289,2,7.60,106
"1029101","2448610010690",4,1,291,1,12.70,106
"558532783126144","558532783126144",35,39,291,3,5.70,106
"1029104","2448610010690",4,1,291,4,19.00,106
"7029104","2502711010690",4,7,291,4,14.70,106
"558532087126144","558532087126144",35,31,292,2,16.60,106
"7029204","2502757010690",4,7,292,4,15.70,106
"5029302","2469406010690",4,5,293,2,17.80,106
"558532989126144","558532989126144",35,53,296,3,3.20,106
"295712817489998","295712817489998",35,53,297,1,15.90,106
"295712818489998","295712818489998",35,53,297,1,6.90,106
"558531681126144","558531681126144",35,6,297,3,6.30,106
"1029801","2448849010690",4,1,298,1,8.20,106
"1029802","2448849010690",4,1,298,2,8.10,106
"558531682126144","558531682126144",35,6,298,4,6.20,106
"558532088126144","558532088126144",35,31,299,2,10.50,106
"558532613126144","558532613126144",35,35,300,4,9.20,106
"558532089126144","558532089126144",35,31,301,4,13.70,106
"558532614126144","558532614126144",35,35,301,4,7.40,106
"558532090126144","558532090126144",35,31,303,4,9.70,106
"558532091126144","558532091126144",35,31,304,1,6.60,106
"558532618126144","558532618126144",35,35,304,1,7.50,106
"558532621126144","558532621126144",35,35,305,1,5.50,106
"558533157126144","558533157126144",35,57,305,4,8.20,106
"295712601489998","295712601489998",35,35,306,1,8.30,106
"558533158126144","558533158126144",35,57,306,1,6.80,106
"295712602489998","295712602489998",35,35,306,2,10.10,106
"558532626126144","558532626126144",35,35,306,3,8.30,106
"558533160126144","558533160126144",35,57,306,3,10.20,106
"558533161126144","558533161126144",35,57,306,4,6.00,106
"558533162126144","558533162126144",35,57,306,4,3.90,106
"558532784126144","558532784126144",35,39,307,1,10.10,106
"558532936126144","558532936126144",35,47,307,3,6.90,106
"558533164126144","558533164126144",35,57,307,4,5.50,106
"558533165126144","558533165126144",35,57,308,2,5.30,106
"558531801126144","558531801126144",35,17,308,4,5.40,106
"558533166126144","558533166126144",35,57,308,4,3.80,106
"1030902","2448926010690",4,1,309,2,9.60,106
"1030903","2448926010690",4,1,309,3,26.80,106
"1030904","2448926010690",4,1,309,4,25.10,106
"7031103","2502991010690",4,7,311,3,7.60,106
"25031401","2551414010690",4,25,314,1,14.70,106
"558531894126144","558531894126144",35,27,315,1,9.20,106
"558531895126144","558531895126144",35,27,315,1,5.70,106
"7031502","2503066010690",4,7,315,2,21.90,106
"7031503","2503066010690",4,7,315,3,19.00,106
"7031701","2503118010690",4,7,317,1,18.30,106
"7031702","2503118010690",4,7,317,2,18.00,106
"295711897489998","295711897489998",35,3,317,4,9.70,106
"295712712489998","295712712489998",35,45,318,4,5.70,106
"295711903489998","295711903489998",35,3,318,5,6.10,106
"295712280489998","295712280489998",35,23,319,1,4.80,106
"295711904489998","295711904489998",35,3,319,4,10.90,106
"5032002","2469621010690",4,5,320,2,10.20,106
"5032101","2469667010690",4,5,321,1,9.00,106
"558532630126144","558532630126144",35,35,321,4,7.40,106
"1032201","2449111010690",4,1,322,1,17.50,106
"25032201","2551508010690",4,25,322,1,29.60,106
"558531683126144","558531683126144",35,6,322,1,3.70,106
"295712604489998","295712604489998",35,35,323,1,23.50,106
"295712605489998","295712605489998",35,35,323,1,2.40,106
"558532632126144","558532632126144",35,35,323,1,9.70,106
"295712606489998","295712606489998",35,35,324,1,8.90,106
"558532635126144","558532635126144",35,35,324,4,9.10,106
"1032504","2449169010690",4,1,325,4,19.00,106
"1032701","2449229010690",4,1,327,1,14.10,106
"1032703","2449229010690",4,1,327,3,13.10,106
"1032704","2449229010690",4,1,327,4,11.20,106
"1032801","2449266010690",4,1,328,1,10.00,106
"5032801","2470020010690",4,5,328,1,10.80,106
"1032803","2449266010690",4,1,328,3,6.60,106
"1032804","2449266010690",4,1,328,4,5.90,106
"558533167126144","558533167126144",35,57,329,3,4.90,106
"558532992126144","558532992126144",35,53,331,2,9.40,106
"558531686126144","558531686126144",35,6,332,1,5.90,106
"558532785126144","558532785126144",35,39,332,4,15.20,106
"558533169126144","558533169126144",35,57,333,2,13.70,106
"558531687126144","558531687126144",35,6,333,4,4.50,106
"558533170126144","558533170126144",35,57,333,4,8.10,106
"558531688126144","558531688126144",35,6,334,1,4.40,106
"558532094126144","558532094126144",35,31,334,3,4.20,106
"295712181489998","295712181489998",35,13,335,1,9.80,106
"558531904126144","558531904126144",35,27,336,1,6.70,106
"558531905126144","558531905126144",35,27,336,2,15.60,106
"558532786126144","558532786126144",35,39,337,3,9.50,106
"7033901","2503631010690",4,7,339,1,19.90,106
"7033902","2503631010690",4,7,339,2,14.30,106
"558531907126144","558531907126144",35,27,340,1,6.30,106
"558531909126144","558531909126144",35,27,340,2,11.70,106
"558531910126144","558531910126144",35,27,340,3,3.60,106
"295712752489998","295712752489998",35,47,340,4,9.60,106
"558532639126144","558532639126144",35,35,341,1,8.30,106
"558532095126144","558532095126144",35,31,341,2,6.10,106
"558532787126144","558532787126144",35,39,341,3,4.20,106
"1034202","2449423010690",4,1,342,2,11.00,106
"1034203","2449423010690",4,1,342,3,15.40,106
"295712714489998","295712714489998",35,45,342,4,7.60,106
"558532788126144","558532788126144",35,39,342,4,8.40,106
"1034301","2449447010690",4,1,343,1,8.70,106
"558531689126144","558531689126144",35,6,343,1,5.10,106
"558532640126144","558532640126144",35,35,343,2,9.50,106
"1034401","2449533010690",4,1,344,1,17.30,106
"558531921126144","558531921126144",35,27,344,1,5.40,106
"558531922126144","558531922126144",35,27,344,2,3.20,106
"1034403","2449533010690",4,1,344,3,20.40,106
"558532641126144","558532641126144",35,35,345,2,16.20,106
"1034601","2449627010690",4,1,346,1,19.80,106
"1034603","2449627010690",4,1,346,3,10.00,106
"295712753489998","295712753489998",35,47,347,2,6.30,106
"558532996126144","558532996126144",35,53,348,4,5.90,106
"558532938126144","558532938126144",35,47,350,1,6.60,106
"295712177489998","295712177489998",35,7,351,2,7.40,106
"15035104","2521671010690",4,15,351,4,15.50,106
"558532096126144","558532096126144",35,31,351,4,6.50,106
"558531690126144","558531690126144",35,6,352,4,17.50,106
"15035301","2521706010690",4,15,353,1,10.90,106
"5035301","2470202010690",4,5,353,1,13.30,106
"15035401","2521731010690",4,15,354,1,14.80,106
"5035401","2470239010690",4,5,354,1,11.20,106
"558532789126144","558532789126144",35,39,354,1,8.20,106
"5035501","2470277010690",4,5,355,1,18.70,106
"558532997126144","558532997126144",35,53,355,1,5.10,106
"558532999126144","558532999126144",35,53,355,2,4.80,106
"295712825489998","295712825489998",35,53,355,3,10.80,106
"558531691126144","558531691126144",35,6,356,1,8.30,106
"15035603","2521754010690",4,15,356,3,9.50,106
"558533000126144","558533000126144",35,53,356,3,6.10,106
"558533001126144","558533001126144",35,53,356,4,13.50,106
"1035903","2449773010690",4,1,359,3,19.50,106
"1035904","2449773010690",4,1,359,4,14.10,106
"1036001","2449808010690",4,1,360,1,15.60,106
"558531926126144","558531926126144",35,27,361,1,7.10,106
"295712829489998","295712829489998",35,53,361,2,9.80,106
"558531927126144","558531927126144",35,27,361,2,4.20,106
"558533002126144","558533002126144",35,53,361,2,5.30,106
"558533003126144","558533003126144",35,53,361,2,10.50,106
"558531928126144","558531928126144",35,27,361,3,10.80,106
"7036103","2504143010690",4,7,361,3,12.50,106
"5036104","2470532010690",4,5,361,4,27.20,106
"558533005126144","558533005126144",35,53,361,4,4.00,106
"558531930126144","558531930126144",35,27,362,1,7.60,106
"558531931126144","558531931126144",35,27,362,1,14.30,106
"7036201","2504181010690",4,7,362,1,26.60,106
"558531935126144","558531935126144",35,27,364,2,8.70,106
"558531938126144","558531938126144",35,27,364,4,9.30,106
"295712681489998","295712681489998",35,43,365,1,8.10,106
"295712682489998","295712682489998",35,43,365,1,9.60,106
"1036503","2449901010690",4,1,365,3,9.30,106
"1036504","2449901010690",4,1,365,4,20.00,106
"9036601","2509982010690",4,9,366,1,15.50,106
"558532098126144","558532098126144",35,31,366,2,9.90,106
"9036701","2510012010690",4,9,367,1,17.50,106
"558532099126144","558532099126144",35,31,367,2,5.50,106
"295712716489998","295712716489998",35,45,367,4,6.10,106
"558531940126144","558531940126144",35,27,369,1,8.70,106
"558531941126144","558531941126144",35,27,369,1,5.00,106
"558531947126144","558531947126144",35,27,370,2,9.00,106
"558531948126144","558531948126144",35,27,370,4,8.90,106
"558531951126144","558531951126144",35,27,371,2,4.60,106
"558532790126144","558532790126144",35,39,371,3,6.30,106
"558531953126144","558531953126144",35,27,371,4,7.70,106
"558532791126144","558532791126144",35,39,372,3,11.20,106
"558531693126144","558531693126144",35,6,373,2,5.50,106
"558531694126144","558531694126144",35,6,374,3,15.50,106
"558532101126144","558532101126144",35,31,374,3,5.40,106
"15037701","2521953010690",4,15,377,1,15.30,106
"558532939126144","558532939126144",35,47,377,1,4.20,106
"295712221489998","295712221489998",35,15,378,1,6.50,106
"295712222489998","295712222489998",35,15,378,1,3.30,106
"295712223489998","295712223489998",35,15,378,3,9.00,106
"295712225489998","295712225489998",35,15,379,1,5.80,106
"295712226489998","295712226489998",35,15,379,1,9.30,106
"1037902","2450092010690",4,1,379,2,18.30,106
"1037903","2450092010690",4,1,379,3,16.30,106
"15038004","2522071010690",4,15,380,4,10.70,106
"558532940126144","558532940126144",35,47,380,4,6.50,106
"558532102126144","558532102126144",35,31,382,1,5.30,106
"558532103126144","558532103126144",35,31,382,1,18.50,106
"295712684489998","295712684489998",35,43,382,2,4.00,106
"558532105126144","558532105126144",35,31,382,2,7.60,106
"5038203","2470727010690",4,5,382,3,11.90,106
"5038204","2470727010690",4,5,382,4,13.10,106
"558532107126144","558532107126144",35,31,383,1,6.30,106
"558532109126144","558532109126144",35,31,383,2,16.30,106
"558532110126144","558532110126144",35,31,383,4,12.40,106
"558531697126144","558531697126144",35,6,387,1,6.40,106
"295712835489998","295712835489998",35,53,387,2,6.90,106
"558533007126144","558533007126144",35,53,387,4,12.90,106
"558531955126144","558531955126144",35,27,388,1,5.90,106
"558531956126144","558531956126144",35,27,388,1,10.50,106
"5038802","2470765010690",4,5,388,2,20.50,106
"558531698126144","558531698126144",35,6,388,3,11.70,106
"558531959126144","558531959126144",35,27,388,3,5.40,106
"295712839489998","295712839489998",35,53,389,1,9.80,106
"295712840489998","295712840489998",35,53,389,1,8.30,106
"558532111126144","558532111126144",35,31,389,1,6.90,106
"5039003","2470871010690",4,5,390,3,17.30,106
"295712845489998","295712845489998",35,53,391,2,10.70,106
"558533010126144","558533010126144",35,53,391,2,6.40,106
"295712717489998","295712717489998",35,45,391,3,9.00,106
"558532112126144","558532112126144",35,31,391,3,8.60,106
"558532113126144","558532113126144",35,31,393,1,8.80,106
"558532114126144","558532114126144",35,31,393,1,9.30,106
"558532115126144","558532115126144",35,31,394,1,7.70,106
"558532117126144","558532117126144",35,31,394,1,3.40,106
"1039404","2450317010690",4,1,394,4,12.60,106
"295712849489998","295712849489998",35,53,395,1,5.70,106
"5039501","2471064010690",4,5,395,1,29.40,106
"558532121126144","558532121126144",35,31,395,1,5.10,106
"558533012126144","558533012126144",35,53,395,2,8.30,106
"1039503","2450344010690",4,1,395,3,18.80,106
"558531526126144","558531526126144",35,3,395,3,7.00,106
"558532122126144","558532122126144",35,31,395,3,10.40,106
"558532123126144","558532123126144",35,31,396,1,14.90,106
"558532124126144","558532124126144",35,31,396,1,8.80,106
"558532125126144","558532125126144",35,31,396,1,11.60,106
"1039602","2450370010690",4,1,396,2,13.00,106
"15039801","2522217010690",4,15,398,1,10.30,106
"558531699126144","558531699126144",35,6,398,2,3.70,106
"1040001","2450445010690",4,1,400,1,29.40,106
"295712232489998","295712232489998",35,15,400,1,5.30,106
"1040002","2450445010690",4,1,400,2,29.40,106
"295712236489998","295712236489998",35,15,400,3,5.90,106
"1040102","2450460010690",4,1,401,2,8.00,106
"1040103","2450460010690",4,1,401,3,6.80,106
"558532126126144","558532126126144",35,31,402,1,6.80,106
"558532794126144","558532794126144",35,39,403,4,9.40,106
"558532127126144","558532127126144",35,31,408,1,7.00,106
"558532128126144","558532128126144",35,31,408,1,9.90,106
"558532131126144","558532131126144",35,31,409,2,5.30,106
"558532132126144","558532132126144",35,31,409,4,4.90,106
"1041101","2450551010690",4,1,411,1,11.90,106
"1041102","2450551010690",4,1,411,2,11.90,106
"1041104","2450551010690",4,1,411,4,7.70,106
"558532134126144","558532134126144",35,31,412,3,12.00,106
"558532135126144","558532135126144",35,31,412,4,10.30,106
"558532136126144","558532136126144",35,31,412,4,5.00,106
"558532137126144","558532137126144",35,31,413,1,10.40,106
"558532139126144","558532139126144",35,31,413,4,4.20,106
"558532140126144","558532140126144",35,31,414,1,8.10,106
"558531701126144","558531701126144",35,6,414,3,6.60,106
"1041602","2450654010690",4,1,416,2,6.80,106
"558531971126144","558531971126144",35,27,416,2,9.20,106
"1041604","2450654010690",4,1,416,4,18.60,106
"1041701","2450680010690",4,1,417,1,9.40,106
"1041702","2450680010690",4,1,417,2,6.70,106
"558531702126144","558531702126144",35,6,417,2,7.30,106
"1041703","2450680010690",4,1,417,3,7.40,106
"1041704","2450680010690",4,1,417,4,7.90,106
"1041801","2450710010690",4,1,418,1,17.50,106
"1041802","2450710010690",4,1,418,2,7.80,106
"1041803","2450710010690",4,1,418,3,17.50,106
"1041804","2450710010690",4,1,418,4,9.40,106
"558532942126144","558532942126144",35,47,418,4,5.50,106
"558531975126144","558531975126144",35,27,419,1,10.40,106
"558531976126144","558531976126144",35,27,419,1,8.30,106
"558533019126144","558533019126144",35,53,420,4,5.10,106
"295712654489998","295712654489998",35,39,422,1,8.20,106
"295712655489998","295712655489998",35,39,422,1,10.30,106
"295712656489998","295712656489998",35,39,424,1,10.10,106
"295712657489998","295712657489998",35,39,424,1,7.80,106
"558533022126144","558533022126144",35,53,425,3,11.00,106
"558533023126144","558533023126144",35,53,425,3,5.20,106
"558532795126144","558532795126144",35,39,427,3,7.50,106
"5042802","2471443010690",4,5,428,2,14.90,106
"558532149126144","558532149126144",35,31,428,4,6.40,106
"5043001","2471503010690",4,5,430,1,10.60,106
"558531703126144","558531703126144",35,6,433,3,6.50,106
"558532796126144","558532796126144",35,39,433,3,6.90,106
"1043502","2450979010690",4,1,435,2,13.20,106
"1043503","2450979010690",4,1,435,3,8.10,106
"1043601","2450990010690",4,1,436,1,20.50,106
"1043604","2450990010690",4,1,436,4,9.80,106
"15044004","2522496010690",4,15,440,4,11.50,106
"558531987126144","558531987126144",35,27,441,1,11.70,106
"295711908489998","295711908489998",35,3,442,1,13.30,106
"15044203","2522546010690",4,15,442,3,8.40,106
"295711909489998","295711909489998",35,3,443,2,4.10,106
"558531527126144","558531527126144",35,3,444,2,8.80,106
"1044603","2451172010690",4,1,446,3,7.80,106
"295712658489998","295712658489998",35,39,447,1,13.30,106
"558531704126144","558531704126144",35,6,448,2,4.60,106
"558532015126144","558532015126144",35,27,449,2,7.70,106
"558532152126144","558532152126144",35,31,449,3,7.30,106
"1045102","2451285010690",4,1,451,2,12.20,106
"558533024126144","558533024126144",35,53,453,3,12.20,106
"558532153126144","558532153126144",35,31,453,4,11.00,106
"558533025126144","558533025126144",35,53,454,3,5.40,106
"295711910489998","295711910489998",35,3,461,1,5.90,106
"295711911489998","295711911489998",35,3,461,1,5.90,106
"558532017126144","558532017126144",35,27,461,1,5.60,106
"558532160126144","558532160126144",35,31,461,1,8.00,106
"558532019126144","558532019126144",35,27,461,2,6.60,106
"1046202","2451383010690",4,1,462,2,17.50,106
"558532798126144","558532798126144",35,39,462,4,11.70,106
"558531705126144","558531705126144",35,6,463,1,7.70,106
"558532165126144","558532165126144",35,31,463,1,3.60,106
"558532026126144","558532026126144",35,27,463,2,3.50,106
"558532027126144","558532027126144",35,27,463,3,9.70,106
"558532166126144","558532166126144",35,31,464,2,6.80,106
"1046504","2451507010690",4,1,465,4,13.10,106
"1046802","2451537010690",4,1,468,2,12.70,106
"558531528126144","558531528126144",35,3,468,3,10.00,106
"558531529126144","558531529126144",35,3,469,3,6.00,106
"295711913489998","295711913489998",35,3,475,2,9.90,106
"558532167126144","558532167126144",35,31,475,4,4.10,106
"558532168126144","558532168126144",35,31,475,4,13.90,106
"15047601","2522813010690",4,15,476,1,18.90,106
"15047701","2522840010690",4,15,477,1,14.10,106
"1048301","2451764010690",4,1,483,1,19.90,106
"558531807126144","558531807126144",35,31,483,2,10.40,106
"558532171126144","558532171126144",35,31,484,1,8.00,106
"295712873489998","295712873489998",35,53,487,1,6.20,106
"1048702","2451795010690",4,1,487,2,23.50,106
"295712874489998","295712874489998",35,53,487,2,5.00,106
"295712875489998","295712875489998",35,53,487,2,3.40,106
"295712878489998","295712878489998",35,53,488,2,6.10,106
"558532173126144","558532173126144",35,31,489,1,12.50,106
"558532175126144","558532175126144",35,31,489,3,6.10,106
"558532177126144","558532177126144",35,31,490,1,6.90,106
"558532179126144","558532179126144",35,31,490,2,9.90,106
"1049003","2451814010690",4,1,490,3,12.30,106
"558532799126144","558532799126144",35,39,491,1,18.00,106
"15050101","2523027010690",4,15,501,1,15.40,106
"5050102","2472545010690",4,5,501,2,15.00,106
"558532800126144","558532800126144",35,39,502,1,5.00,106
"15050203","2523079010690",4,15,502,3,29.60,106
"558532187126144","558532187126144",35,31,502,4,9.10,106
"558532659126144","558532659126144",35,35,505,1,5.10,106
"558532661126144","558532661126144",35,35,505,2,9.30,106
"1050601","2452023010690",4,1,506,1,11.10,106
"1051101","2452055010690",4,1,511,1,9.70,106
"558532189126144","558532189126144",35,31,511,1,6.50,106
"1051301","2452074010690",4,1,513,1,17.80,106
"558532191126144","558532191126144",35,31,513,2,9.20,106
"558532193126144","558532193126144",35,31,514,2,10.20,106
"558532194126144","558532194126144",35,31,516,1,9.30,106
"1051701","2452147010690",4,1,517,1,22.20,106
"295712884489998","295712884489998",35,53,517,3,10.40,106
"558533031126144","558533031126144",35,53,518,1,7.60,106
"558532195126144","558532195126144",35,31,518,2,8.10,106
"558533032126144","558533032126144",35,53,518,2,3.40,106
"295712885489998","295712885489998",35,53,518,4,10.90,106
"295712886489998","295712886489998",35,53,518,4,7.40,106
"295712888489998","295712888489998",35,53,519,3,6.10,106
"558532196126144","558532196126144",35,31,520,1,6.60,106
"558532198126144","558532198126144",35,31,522,3,5.90,106
"1052502","2452217010690",4,1,525,2,9.30,106
"1052503","2452217010690",4,1,525,3,5.70,106
"1052504","2452217010690",4,1,525,4,10.40,106
"1052603","2452232010690",4,1,526,3,8.00,106
"558532201126144","558532201126144",35,31,529,3,7.00,106
"15052904","2523322010690",4,15,529,4,17.80,106
"558532203126144","558532203126144",35,31,530,4,11.20,106
"1053401","2452358010690",4,1,534,1,11.10,106
"1053402","2452358010690",4,1,534,2,11.10,106
"558532204126144","558532204126144",35,31,534,3,10.90,106
"1053701","2452377010690",4,1,537,1,11.00,106
"1053702","2452377010690",4,1,537,2,11.00,106
"558532205126144","558532205126144",35,31,537,3,14.40,106
"295712659489998","295712659489998",35,39,538,2,5.00,106
"1053902","2452401010690",4,1,539,2,12.10,106
"1053903","2452401010690",4,1,539,3,13.10,106
"558531530126144","558531530126144",35,3,539,3,6.70,106
"1054104","2452416010690",4,1,541,4,8.10,106
"1054203","2452442010690",4,1,542,3,25.40,106
"295712736489998","295712736489998",35,45,542,4,8.60,106
"295712889489998","295712889489998",35,53,542,4,6.30,106
"1054502","2452529010690",4,1,545,2,18.20,106
"558532208126144","558532208126144",35,31,549,1,9.30,106
"1054903","2452586010690",4,1,549,3,9.30,106
"1054904","2452586010690",4,1,549,4,32.50,106
"558531532126144","558531532126144",35,5,551,1,7.70,106
"558531533126144","558531533126144",35,5,551,1,9.60,106
"558532209126144","558532209126144",35,31,551,4,15.60,106
"295712896489998","295712896489998",35,53,553,1,6.90,106
"295712897489998","295712897489998",35,53,553,4,2.90,106
"1055401","2452640010690",4,1,554,1,11.30,106
"295712899489998","295712899489998",35,53,554,1,8.90,106
"1055403","2452640010690",4,1,554,3,14.10,106
"558532210126144","558532210126144",35,31,554,4,8.70,106
"1055601","2452684010690",4,1,556,1,26.50,106
"1055602","2452684010690",4,1,556,2,26.50,106
"1055603","2452684010690",4,1,556,3,9.10,106
"1055604","2452684010690",4,1,556,4,11.40,106
"1055703","2452712010690",4,1,557,3,11.70,106
"1055704","2452712010690",4,1,557,4,7.00,106
"1055901","2452750010690",4,1,559,1,29.50,106
"1055903","2452750010690",4,1,559,3,5.20,106
"1055904","2452750010690",4,1,559,4,29.50,106
"1056002","2452766010690",4,1,560,2,20.80,106
"1056502","2452801010690",4,1,565,2,15.70,106
"1056903","2452835010690",4,1,569,3,16.90,106
"1057101","2452862010690",4,1,571,1,21.60,106
"1057102","2452862010690",4,1,571,2,13.80,106
"1057103","2452862010690",4,1,571,3,5.70,106
"558532214126144","558532214126144",35,31,571,4,4.70,106
"1057201","2452875010690",4,1,572,1,11.50,106
"1057202","2452875010690",4,1,572,2,11.00,106
"1057203","2452875010690",4,1,572,3,11.50,106
"1057204","2452875010690",4,1,572,4,11.00,106
"558532215126144","558532215126144",35,31,574,3,4.50,106
"558532803126144","558532803126144",35,39,579,3,5.70,106
"1058001","2453005010690",4,1,580,1,18.50,106
"1058002","2453005010690",4,1,580,2,7.70,106
"1058003","2453005010690",4,1,580,3,10.90,106
"558533037126144","558533037126144",35,53,580,4,5.00,106
"558533039126144","558533039126144",35,53,580,4,12.20,106
"295712901489998","295712901489998",35,53,581,2,9.50,106
"558533043126144","558533043126144",35,53,582,3,18.80,106
"558532804126144","558532804126144",35,39,583,3,6.30,106
"558532805126144","558532805126144",35,39,584,1,6.60,106
"1058501","2453072010690",4,1,585,1,15.70,106
"295712908489998","295712908489998",35,53,585,1,8.20,106
"558533046126144","558533046126144",35,53,585,4,10.30,106
"1059302","2453180010690",4,1,593,2,16.40,106
"1059303","2453180010690",4,1,593,3,27.60,106
"1059304","2453180010690",4,1,593,4,3.80,106
"558532809126144","558532809126144",35,39,596,3,3.20,106
"1059801","2453220010690",4,1,598,1,15.40,106
"1059802","2453220010690",4,1,598,2,14.20,106
"1060001","2453251010690",4,1,600,1,16.50,106
"1060002","2453251010690",4,1,600,2,10.50,106
"1060003","2453251010690",4,1,600,3,16.50,106
"1060004","2453251010690",4,1,600,4,6.90,106
"1060101","2453266010690",4,1,601,1,12.80,106
"1060102","2453266010690",4,1,601,2,12.80,106
"1060103","2453266010690",4,1,601,3,6.70,106
"1060104","2453266010690",4,1,601,4,6.00,106
"1060201","2453292010690",4,1,602,1,11.00,106
"1060202","2453292010690",4,1,602,2,6.70,106
"1060204","2453292010690",4,1,602,4,5.90,106
"1060401","2453331010690",4,1,604,1,21.40,106
"1060402","2453331010690",4,1,604,2,19.20,106
"15060703","2523812010690",4,15,607,3,14.20,106
"295712910489998","295712910489998",35,53,609,1,10.90,106
"558533047126144","558533047126144",35,53,610,1,7.50,106
"295712911489998","295712911489998",35,53,610,2,9.60,106
"558533048126144","558533048126144",35,53,610,2,6.50,106
"558533049126144","558533049126144",35,53,610,2,6.50,106
"558533050126144","558533050126144",35,53,611,1,10.00,106
"1061501","2453419010690",4,1,615,1,16.90,106
"1061502","2453419010690",4,1,615,2,16.90,106
"1061503","2453419010690",4,1,615,3,14.60,106
"1061504","2453419010690",4,1,615,4,7.80,106
"15063301","2523956010690",4,15,633,1,19.50,106
"558533051126144","558533051126144",35,53,635,3,6.00,106
"295712916489998","295712916489998",35,53,636,4,7.80,106
"295712919489998","295712919489998",35,53,638,3,12.40,106
"558533056126144","558533056126144",35,53,662,3,9.40,106
"558533057126144","558533057126144",35,53,662,3,8.20,106
"295712921489998","295712921489998",35,53,663,1,6.50,106
"558533058126144","558533058126144",35,53,663,2,9.00,106
"558533059126144","558533059126144",35,53,664,1,9.70,106
