tree,n_missing_total,n_missing_1980_on,n_outliers_total
CC1-1_raw,184,45,4
CC1-2_raw,198,45,9
CC1-3_raw,192,45,5
CC1-4_raw,441,45,4
CC2-1_raw,429,45,0
CC2-2_raw,326,12,0
CC2-3_raw,355,43,2
CC2-4_raw,440,45,0
CC3-1_raw,337,12,7
CC3-2_raw,338,12,2
CC3-3_raw,338,12,1
CC3-4_raw,338,12,10
CC4-1_raw,154,12,5
CC4-2_raw,476,45,5
CC4-3_raw,161,12,9
CC4-4_raw,336,12,0
CC5-1_raw,546,12,4
CC5-2_raw,156,12,8
CC5-3_raw,540,12,2
CC6-1_raw,220,12,2
CC6-2_raw,216,12,0
CC7-1_raw,485,45,0
CC7-2_raw,247,45,11
CC7-3_raw,234,45,4
CC8-2_raw,405,12,0
CC8-3_raw,523,12,2
CC9-1_raw,446,12,0
CC9-2_raw,246,12,3
CC10-2_raw,223,12,7
CC11-2_raw,407,12,9
CC11-3_raw,319,12,7
CC11-4_raw,340,12,10
CC12-1_raw,294,16,9
CC15_raw,573,12,2
CC16_raw,343,45,2
CC18A_raw,610,12,0
CC18B_raw,546,12,5
CC19_raw,492,45,1
CC20_raw,283,12,6
CC21_raw,269,12,1
CC22A_raw,134,12,4
CC22B_raw,148,12,6
CC23A_raw,308,45,1
