"","Tag","years","Ring_width(mm)","Lat","Long"
"2728","I138014",2008,2.17,60.0333,-111.966698
"2729","I138014",2009,1.665,60.0333,-111.966698
"2730","I138014",2010,1.69,60.0333,-111.966698
"2731","I138024",1990,1.925,60.0333,-111.966698
"2732","I138024",1991,1.805,60.0333,-111.966698
"2733","I138024",1992,1.55,60.0333,-111.966698
"2734","I138024",1993,1.755,60.0333,-111.966698
"2735","I138024",1994,2.765,60.0333,-111.966698
"2736","I138024",1995,4.065,60.0333,-111.966698
"2737","I138024",1996,2.62,60.0333,-111.966698
"2738","I138024",1997,3.38,60.0333,-111.966698
"2739","I138024",1998,2.915,60.0333,-111.966698
"2740","I138024",1999,2.06,60.0333,-111.966698
"2741","I138024",2000,3.055,60.0333,-111.966698
"2742","I138024",2001,2.885,60.0333,-111.966698
"2743","I138024",2002,1.615,60.0333,-111.966698
"2744","I138024",2003,2.435,60.0333,-111.966698
"2745","I138024",2004,2.41,60.0333,-111.966698
"2746","I138024",2005,3,60.0333,-111.966698
"2747","I138024",2006,2.22,60.0333,-111.966698
"2748","I138024",2007,2.29,60.0333,-111.966698
"2749","I138024",2008,2.2,60.0333,-111.966698
"2750","I138024",2009,2.01,60.0333,-111.966698
"2751","I138024",2010,1.98,60.0333,-111.966698
"2752","I138033",1990,NA,60.0333,-111.966698
"2753","I138033",1991,1.33,60.0333,-111.966698
"2754","I138033",1992,1.06,60.0333,-111.966698
"2755","I138033",1993,1.315,60.0333,-111.966698
"2756","I138033",1994,2.13,60.0333,-111.966698
"2757","I138033",1995,1.73,60.0333,-111.966698
"2758","I138033",1996,2.3,60.0333,-111.966698
"2759","I138033",1997,2.495,60.0333,-111.966698
"2760","I138033",1998,1.635,60.0333,-111.966698
"2761","I138033",1999,1.385,60.0333,-111.966698
"2762","I138033",2000,2.26,60.0333,-111.966698
"2763","I138033",2001,3.245,60.0333,-111.966698
"2764","I138033",2002,2.345,60.0333,-111.966698
"2765","I138033",2003,2.535,60.0333,-111.966698
"2766","I138033",2004,2.7,60.0333,-111.966698
"2767","I138033",2005,2.805,60.0333,-111.966698
"2768","I138033",2006,2.05,60.0333,-111.966698
"2769","I138033",2007,2.015,60.0333,-111.966698
"2770","I138033",2008,1.76,60.0333,-111.966698
"2771","I138033",2009,1.91,60.0333,-111.966698
"2772","I138033",2010,2.035,60.0333,-111.966698
"2773","I138044",1990,2.215,60.0333,-111.966698
"2774","I138044",1991,2.26,60.0333,-111.966698
"2775","I138044",1992,2.68,60.0333,-111.966698
"2776","I138044",1993,2.07,60.0333,-111.966698
"2777","I138044",1994,4.025,60.0333,-111.966698
"2778","I138044",1995,3.69,60.0333,-111.966698
"2779","I138044",1996,3.405,60.0333,-111.966698
"2780","I138044",1997,3.695,60.0333,-111.966698
"2781","I138044",1998,2.38,60.0333,-111.966698
"2782","I138044",1999,2.055,60.0333,-111.966698
"2783","I138044",2000,2.42,60.0333,-111.966698
"2784","I138044",2001,2.64,60.0333,-111.966698
"2785","I138044",2002,2.205,60.0333,-111.966698
"2786","I138044",2003,2.83,60.0333,-111.966698
"2787","I138044",2004,2.505,60.0333,-111.966698
"2788","I138044",2005,3.085,60.0333,-111.966698
"2789","I138044",2006,3.145,60.0333,-111.966698
"2790","I138044",2007,3.63,60.0333,-111.966698
"2791","I138044",2008,3.01,60.0333,-111.966698
"2792","I138044",2009,2.18,60.0333,-111.966698
"2793","I138044",2010,2.135,60.0333,-111.966698
"2794","I138052",1990,2.5,60.0333,-111.966698
"2795","I138052",1991,2.24,60.0333,-111.966698
"2796","I138052",1992,1.32,60.0333,-111.966698
"2797","I138052",1993,1.79,60.0333,-111.966698
"2798","I138052",1994,2.4,60.0333,-111.966698
"2799","I138052",1995,2.78,60.0333,-111.966698
"2800","I138052",1996,2.49,60.0333,-111.966698
"2801","I138052",1997,2.98,60.0333,-111.966698
"2802","I138052",1998,2.46,60.0333,-111.966698
"2803","I138052",1999,1.55,60.0333,-111.966698
"2804","I138052",2000,2.53,60.0333,-111.966698
"2805","I138052",2001,3.83,60.0333,-111.966698
"2806","I138052",2002,2.36,60.0333,-111.966698
"2807","I138052",2003,3.9,60.0333,-111.966698
"2808","I138052",2004,3.87,60.0333,-111.966698
"2809","I138052",2005,4.08,60.0333,-111.966698
"2810","I138052",2006,3.75,60.0333,-111.966698
"2811","I138052",2007,3.2,60.0333,-111.966698
"2812","I138052",2008,2.78,60.0333,-111.966698
"2813","I138052",2009,2.43,60.0333,-111.966698
"2814","I138052",2010,2.32,60.0333,-111.966698
"2815","I138113",1990,1.875,60.6833,-135.133301
"2816","I138113",1991,1.81,60.6833,-135.133301
"2817","I138113",1992,1.485,60.6833,-135.133301
"2818","I138113",1993,1.49,60.6833,-135.133301
"2819","I138113",1994,2.13,60.6833,-135.133301
"2820","I138113",1995,2.54,60.6833,-135.133301
"2821","I138113",1996,2.775,60.6833,-135.133301
"2822","I138113",1997,2.61,60.6833,-135.133301
"2823","I138113",1998,1.875,60.6833,-135.133301
"2824","I138113",1999,1.435,60.6833,-135.133301
"2825","I138113",2000,1.715,60.6833,-135.133301
"2826","I138113",2001,2.16,60.6833,-135.133301
"2827","I138113",2002,1.35,60.6833,-135.133301
"2828","I138113",2003,2.08,60.6833,-135.133301
"2829","I138113",2004,1.875,60.6833,-135.133301
"2830","I138113",2005,2.38,60.6833,-135.133301
"2831","I138113",2006,2.31,60.6833,-135.133301
"2832","I138113",2007,1.495,60.6833,-135.133301
"2833","I138113",2008,1.405,60.6833,-135.133301
"2834","I138113",2009,1.66,60.6833,-135.133301
"2835","I138113",2010,1.6,60.6833,-135.133301
"2836","I138121",1990,2.03,60.6833,-135.133301
"2837","I138121",1991,2.23,60.6833,-135.133301
"2838","I138121",1992,2.56,60.6833,-135.133301
"2839","I138121",1993,3.19,60.6833,-135.133301
"2840","I138121",1994,3.95,60.6833,-135.133301
"2841","I138121",1995,4.44,60.6833,-135.133301
"2842","I138121",1996,4.01,60.6833,-135.133301
"2843","I138121",1997,5.18,60.6833,-135.133301
"2844","I138121",1998,2.24,60.6833,-135.133301
"2845","I138121",1999,1.91,60.6833,-135.133301
"2846","I138121",2000,4.1,60.6833,-135.133301
"2847","I138121",2001,4.53,60.6833,-135.133301
"2848","I138121",2002,1.82,60.6833,-135.133301
"2849","I138121",2003,4.55,60.6833,-135.133301
"2850","I138121",2004,3.97,60.6833,-135.133301
"2851","I138121",2005,3.84,60.6833,-135.133301
"2852","I138121",2006,2.06,60.6833,-135.133301
"2853","I138121",2007,2.14,60.6833,-135.133301
"2854","I138121",2008,1.82,60.6833,-135.133301
"2855","I138121",2009,1.94,60.6833,-135.133301
"2856","I138121",2010,1.65,60.6833,-135.133301
"2857","I138133",1990,2.025,60.6833,-135.133301
"2858","I138133",1991,1.905,60.6833,-135.133301
"2859","I138133",1992,1.39,60.6833,-135.133301
"2860","I138133",1993,1.61,60.6833,-135.133301
"2861","I138133",1994,2.025,60.6833,-135.133301
"2862","I138133",1995,2.99,60.6833,-135.133301
"2863","I138133",1996,2.055,60.6833,-135.133301
"2864","I138133",1997,3.265,60.6833,-135.133301
"2865","I138133",1998,2.62,60.6833,-135.133301
"2866","I138133",1999,2.22,60.6833,-135.133301
"2867","I138133",2000,3.06,60.6833,-135.133301
"2868","I138133",2001,2.97,60.6833,-135.133301
"2869","I138133",2002,1.995,60.6833,-135.133301
"2870","I138133",2003,3.335,60.6833,-135.133301
"2871","I138133",2004,3.405,60.6833,-135.133301
"2872","I138133",2005,3.415,60.6833,-135.133301
"2873","I138133",2006,2.52,60.6833,-135.133301
"2874","I138133",2007,2.565,60.6833,-135.133301
"2875","I138133",2008,2.195,60.6833,-135.133301
"2876","I138133",2009,2.565,60.6833,-135.133301
"2877","I138133",2010,2.505,60.6833,-135.133301
"2878","I138142",1990,2.435,60.6833,-135.133301
"2879","I138142",1991,3.005,60.6833,-135.133301
"2880","I138142",1992,2.27,60.6833,-135.133301
"2881","I138142",1993,2.605,60.6833,-135.133301
"2882","I138142",1994,3.595,60.6833,-135.133301
"2883","I138142",1995,3.37,60.6833,-135.133301
"2884","I138142",1996,3.91,60.6833,-135.133301
"2885","I138142",1997,3.275,60.6833,-135.133301
"2886","I138142",1998,2.05,60.6833,-135.133301
"2887","I138142",1999,1.57,60.6833,-135.133301
"2888","I138142",2000,2.29,60.6833,-135.133301
"2889","I138142",2001,3.465,60.6833,-135.133301
"2890","I138142",2002,1.835,60.6833,-135.133301
"2891","I138142",2003,3.395,60.6833,-135.133301
"2892","I138142",2004,3,60.6833,-135.133301
"2893","I138142",2005,3.16,60.6833,-135.133301
"2894","I138142",2006,2.185,60.6833,-135.133301
"2895","I138142",2007,1.585,60.6833,-135.133301
"2896","I138142",2008,1.745,60.6833,-135.133301
"2897","I138142",2009,1.345,60.6833,-135.133301
"2898","I138142",2010,1.345,60.6833,-135.133301
"2899","I138152",1990,1.95,60.6833,-135.133301
"2900","I138152",1991,1.95,60.6833,-135.133301
"2901","I138152",1992,1.59,60.6833,-135.133301
"2902","I138152",1993,1.54,60.6833,-135.133301
"2903","I138152",1994,2.6,60.6833,-135.133301
"2904","I138152",1995,2.57,60.6833,-135.133301
"2905","I138152",1996,2.1,60.6833,-135.133301
"2906","I138152",1997,2.44,60.6833,-135.133301
"2907","I138152",1998,1.49,60.6833,-135.133301
"2908","I138152",1999,1.05,60.6833,-135.133301
"2909","I138152",2000,1.29,60.6833,-135.133301
"2910","I138152",2001,1.61,60.6833,-135.133301
"2911","I138152",2002,1.1,60.6833,-135.133301
"2912","I138152",2003,2.23,60.6833,-135.133301
"2913","I138152",2004,1.44,60.6833,-135.133301
"2914","I138152",2005,2.08,60.6833,-135.133301
"2915","I138152",2006,1.95,60.6833,-135.133301
"2916","I138152",2007,1.95,60.6833,-135.133301
"2917","I138152",2008,1.04,60.6833,-135.133301
"2918","I138152",2009,0.75,60.6833,-135.133301
"2919","I138152",2010,0.7,60.6833,-135.133301
"2920","I138313",1990,3.7595,45.5,-77.016701
"2921","I138313",1991,4.065,45.5,-77.016701
"2922","I138313",1992,2.4535,45.5,-77.016701
"2923","I138313",1993,2.34,45.5,-77.016701
"2924","I138313",1994,2.857,45.5,-77.016701
"2925","I138313",1995,3.363,45.5,-77.016701
"2926","I138313",1996,3.9875,45.5,-77.016701
"2927","I138313",1997,3.222,45.5,-77.016701
"2928","I138313",1998,1.703,45.5,-77.016701
"2929","I138313",1999,1.14,45.5,-77.016701
"2930","I138313",2000,1.448,45.5,-77.016701
"2931","I138313",2001,1.5065,45.5,-77.016701
"2932","I138313",2002,1.7235,45.5,-77.016701
"2933","I138313",2003,3.189,45.5,-77.016701
"2934","I138313",2004,3.572,45.5,-77.016701
"2935","I138313",2005,4.043,45.5,-77.016701
"2936","I138313",2006,3.1285,45.5,-77.016701
"2937","I138313",2007,2.74,45.5,-77.016701
"2938","I138313",2008,2.2325,45.5,-77.016701
"2939","I138313",2009,1.601,45.5,-77.016701
"2940","I138313",2010,1.623,45.5,-77.016701
"2941","I138321",1990,3.0225,45.5,-77.016701
"2942","I138321",1991,3.985,45.5,-77.016701
"2943","I138321",1992,2.9115,45.5,-77.016701
"2944","I138321",1993,3.2615,45.5,-77.016701
"2945","I138321",1994,4.4125,45.5,-77.016701
"2946","I138321",1995,5.734,45.5,-77.016701
"2947","I138321",1996,4.905,45.5,-77.016701
"2948","I138321",1997,5.1995,45.5,-77.016701
"2949","I138321",1998,3.751,45.5,-77.016701
"2950","I138321",1999,2.6145,45.5,-77.016701
"2951","I138321",2000,4.2185,45.5,-77.016701
"2952","I138321",2001,4.58,45.5,-77.016701
"2953","I138321",2002,3.09,45.5,-77.016701
"2954","I138321",2003,5.0125,45.5,-77.016701
"2955","I138321",2004,3.9905,45.5,-77.016701
"2956","I138321",2005,5.5535,45.5,-77.016701
"2957","I138321",2006,3.288,45.5,-77.016701
"2958","I138321",2007,3.2605,45.5,-77.016701
"2959","I138321",2008,3.0995,45.5,-77.016701
"2960","I138321",2009,2.029,45.5,-77.016701
"2961","I138321",2010,1.4725,45.5,-77.016701
"2962","I138333",1990,4.645,45.5,-77.016701
"2963","I138333",1991,3.823,45.5,-77.016701
"2964","I138333",1992,3.688,45.5,-77.016701
"2965","I138333",1993,3.637,45.5,-77.016701
"2966","I138333",1994,4.5625,45.5,-77.016701
"2967","I138333",1995,4.749,45.5,-77.016701
"2968","I138333",1996,5.5635,45.5,-77.016701
"2969","I138333",1997,6.562,45.5,-77.016701
"2970","I138333",1998,3.6835,45.5,-77.016701
"2971","I138333",1999,1.47,45.5,-77.016701
"2972","I138333",2000,1.917,45.5,-77.016701
"2973","I138333",2001,1.4105,45.5,-77.016701
"2974","I138333",2002,1.093,45.5,-77.016701
"2975","I138333",2003,1.673,45.5,-77.016701
"2976","I138333",2004,3.038,45.5,-77.016701
"2977","I138333",2005,3.5035,45.5,-77.016701
"2978","I138333",2006,2.619,45.5,-77.016701
"2979","I138333",2007,2.477,45.5,-77.016701
"2980","I138333",2008,2.575,45.5,-77.016701
"2981","I138333",2009,1.5955,45.5,-77.016701
"2982","I138333",2010,1.2735,45.5,-77.016701
"2983","I138341",1990,4.1615,45.5,-77.016701
"2984","I138341",1991,3.5755,45.5,-77.016701
"2985","I138341",1992,2.607,45.5,-77.016701
"2986","I138341",1993,2.949,45.5,-77.016701
"2987","I138341",1994,4.6115,45.5,-77.016701
"2988","I138341",1995,4.8825,45.5,-77.016701
"2989","I138341",1996,4.77,45.5,-77.016701
"2990","I138341",1997,5.2435,45.5,-77.016701
"2991","I138341",1998,3.777,45.5,-77.016701
"2992","I138341",1999,2.582,45.5,-77.016701
"2993","I138341",2000,3.876,45.5,-77.016701
"2994","I138341",2001,5.036,45.5,-77.016701
"2995","I138341",2002,2.4845,45.5,-77.016701
"2996","I138341",2003,3.541,45.5,-77.016701
"2997","I138341",2004,3.646,45.5,-77.016701
"2998","I138341",2005,4.3745,45.5,-77.016701
"2999","I138341",2006,3.5035,45.5,-77.016701
"3000","I138341",2007,3.425,45.5,-77.016701
"3001","I138341",2008,3.5685,45.5,-77.016701
"3002","I138341",2009,2.233,45.5,-77.016701
"3003","I138341",2010,1.8145,45.5,-77.016701
"3004","I138354",1990,2.443,45.5,-77.016701
"3005","I138354",1991,2.724,45.5,-77.016701
"3006","I138354",1992,1.775,45.5,-77.016701
"3007","I138354",1993,2.7285,45.5,-77.016701
"3008","I138354",1994,3.7195,45.5,-77.016701
"3009","I138354",1995,4.3515,45.5,-77.016701
"3010","I138354",1996,3.6955,45.5,-77.016701
"3011","I138354",1997,5.015,45.5,-77.016701
"3012","I138354",1998,5.382,45.5,-77.016701
"3013","I138354",1999,2.254,45.5,-77.016701
"3014","I138354",2000,4.006,45.5,-77.016701
"3015","I138354",2001,4.2805,45.5,-77.016701
"3016","I138354",2002,4.3795,45.5,-77.016701
"3017","I138354",2003,3.4625,45.5,-77.016701
"3018","I138354",2004,3.2295,45.5,-77.016701
"3019","I138354",2005,5.7235,45.5,-77.016701
"3020","I138354",2006,6.29,45.5,-77.016701
"3021","I138354",2007,5.1835,45.5,-77.016701
"3022","I138354",2008,1.0985,45.5,-77.016701
"3023","I138354",2009,1.5575,45.5,-77.016701
"3024","I138354",2010,2.34,45.5,-77.016701
"3025","I138415",1990,3.34,45.6833,-76.800003
"3026","I138415",1991,3.4,45.6833,-76.800003
"3027","I138415",1992,2.75,45.6833,-76.800003
"3028","I138415",1993,2.86,45.6833,-76.800003
"3029","I138415",1994,3.865,45.6833,-76.800003
"3030","I138415",1995,3.91,45.6833,-76.800003
"3031","I138415",1996,4.12,45.6833,-76.800003
"3032","I138415",1997,3.83,45.6833,-76.800003
"3033","I138415",1998,2.86,45.6833,-76.800003
"3034","I138415",1999,2.505,45.6833,-76.800003
"3035","I138415",2000,4.035,45.6833,-76.800003
"3036","I138415",2001,4.68,45.6833,-76.800003
"3037","I138415",2002,4.055,45.6833,-76.800003
"3038","I138415",2003,3.29,45.6833,-76.800003
"3039","I138415",2004,5.89,45.6833,-76.800003
"3040","I138415",2005,6.305,45.6833,-76.800003
"3041","I138415",2006,4.99,45.6833,-76.800003
"3042","I138415",2007,4.07,45.6833,-76.800003
"3043","I138415",2008,4.365,45.6833,-76.800003
"3044","I138415",2009,3.245,45.6833,-76.800003
"3045","I138415",2010,3.015,45.6833,-76.800003
"3046","I138424",1990,2.475,45.6833,-76.800003
"3047","I138424",1991,2.515,45.6833,-76.800003
"3048","I138424",1992,1.53,45.6833,-76.800003
"3049","I138424",1993,2.36,45.6833,-76.800003
"3050","I138424",1994,2.67,45.6833,-76.800003
"3051","I138424",1995,2.765,45.6833,-76.800003
"3052","I138424",1996,2.49,45.6833,-76.800003
"3053","I138424",1997,2.62,45.6833,-76.800003
"3054","I138424",1998,1.335,45.6833,-76.800003
"3055","I138424",1999,1.09,45.6833,-76.800003
"3056","I138424",2000,2.395,45.6833,-76.800003
"3057","I138424",2001,1.675,45.6833,-76.800003
"3058","I138424",2002,1.08,45.6833,-76.800003
"3059","I138424",2003,2.55,45.6833,-76.800003
"3060","I138424",2004,2.05,45.6833,-76.800003
"3061","I138424",2005,2.79,45.6833,-76.800003
"3062","I138424",2006,1.735,45.6833,-76.800003
"3063","I138424",2007,1.65,45.6833,-76.800003
"3064","I138424",2008,1.5,45.6833,-76.800003
"3065","I138424",2009,1.305,45.6833,-76.800003
"3066","I138424",2010,1.205,45.6833,-76.800003
"3067","I138435",1990,4.005,45.6833,-76.800003
"3068","I138435",1991,5.165,45.6833,-76.800003
"3069","I138435",1992,3.84,45.6833,-76.800003
"3070","I138435",1993,3.9,45.6833,-76.800003
"3071","I138435",1994,4.365,45.6833,-76.800003
"3072","I138435",1995,4.565,45.6833,-76.800003
"3073","I138435",1996,3.78,45.6833,-76.800003
"3074","I138435",1997,4.7,45.6833,-76.800003
"3075","I138435",1998,3.21,45.6833,-76.800003
"3076","I138435",1999,1.855,45.6833,-76.800003
"3077","I138435",2000,3.695,45.6833,-76.800003
"3078","I138435",2001,3.525,45.6833,-76.800003
"3079","I138435",2002,2.5,45.6833,-76.800003
"3080","I138435",2003,3.85,45.6833,-76.800003
"3081","I138435",2004,4.295,45.6833,-76.800003
"3082","I138435",2005,5.415,45.6833,-76.800003
"3083","I138435",2006,4.15,45.6833,-76.800003
"3084","I138435",2007,3.21,45.6833,-76.800003
"3085","I138435",2008,3.25,45.6833,-76.800003
"3086","I138435",2009,2.275,45.6833,-76.800003
"3087","I138435",2010,2.025,45.6833,-76.800003
"3088","I138443",1990,3.89,45.6833,-76.800003
"3089","I138443",1991,3.315,45.6833,-76.800003
"3090","I138443",1992,2.875,45.6833,-76.800003
"3091","I138443",1993,3.665,45.6833,-76.800003
"3092","I138443",1994,3.785,45.6833,-76.800003
"3093","I138443",1995,4.5,45.6833,-76.800003
"3094","I138443",1996,3.95,45.6833,-76.800003
"3095","I138443",1997,3.58,45.6833,-76.800003
"3096","I138443",1998,1.775,45.6833,-76.800003
"3097","I138443",1999,1.465,45.6833,-76.800003
"3098","I138443",2000,2.785,45.6833,-76.800003
"3099","I138443",2001,3.505,45.6833,-76.800003
"3100","I138443",2002,1.75,45.6833,-76.800003
"3101","I138443",2003,3.77,45.6833,-76.800003
"3102","I138443",2004,3.395,45.6833,-76.800003
"3103","I138443",2005,4.73,45.6833,-76.800003
"3104","I138443",2006,3.37,45.6833,-76.800003
"3105","I138443",2007,3.535,45.6833,-76.800003
"3106","I138443",2008,3.73,45.6833,-76.800003
"3107","I138443",2009,2.29,45.6833,-76.800003
"3108","I138443",2010,1.915,45.6833,-76.800003
"3109","I138453",1990,2.86,45.6833,-76.800003
"3110","I138453",1991,2.97,45.6833,-76.800003
"3111","I138453",1992,2.165,45.6833,-76.800003
"3112","I138453",1993,1.875,45.6833,-76.800003
"3113","I138453",1994,4.135,45.6833,-76.800003
"3114","I138453",1995,5.015,45.6833,-76.800003
"3115","I138453",1996,4.825,45.6833,-76.800003
"3116","I138453",1997,5.655,45.6833,-76.800003
"3117","I138453",1998,3.015,45.6833,-76.800003
"3118","I138453",1999,1.39,45.6833,-76.800003
"3119","I138453",2000,2.265,45.6833,-76.800003
"3120","I138453",2001,3.6,45.6833,-76.800003
"3121","I138453",2002,3.05,45.6833,-76.800003
"3122","I138453",2003,3.425,45.6833,-76.800003
"3123","I138453",2004,4.445,45.6833,-76.800003
"3124","I138453",2005,5.54,45.6833,-76.800003
"3125","I138453",2006,4.26,45.6833,-76.800003
"3126","I138453",2007,3.4,45.6833,-76.800003
"3127","I138453",2008,2.895,45.6833,-76.800003
"3128","I138453",2009,1.56,45.6833,-76.800003
"3129","I138453",2010,1.24,45.6833,-76.800003
"3130","I138511",1990,1.0935,61.35,-139
"3131","I138511",1991,1.694,61.35,-139
"3132","I138511",1992,1.257,61.35,-139
"3133","I138511",1993,0.911,61.35,-139
"3134","I138511",1994,1.394,61.35,-139
"3135","I138511",1995,2.2225,61.35,-139
"3136","I138511",1996,2.1585,61.35,-139
"3137","I138511",1997,2.9945,61.35,-139
"3138","I138511",1998,1.4855,61.35,-139
"3139","I138511",1999,1.241,61.35,-139
"3140","I138511",2000,1.8285,61.35,-139
"3141","I138511",2001,1.894,61.35,-139
"3142","I138511",2002,1.169,61.35,-139
"3143","I138511",2003,1.939,61.35,-139
"3144","I138511",2004,1.91,61.35,-139
"3145","I138511",2005,2.246,61.35,-139
"3146","I138511",2006,1.3,61.35,-139
"3147","I138511",2007,1.465,61.35,-139
"3148","I138511",2008,1.095,61.35,-139
"3149","I138511",2009,0.929,61.35,-139
"3150","I138511",2010,0.876,61.35,-139
"3151","I138521",1990,NA,61.35,-139
"3152","I138521",1991,1.256,61.35,-139
"3153","I138521",1992,1.1535,61.35,-139
"3154","I138521",1993,0.808,61.35,-139
"3155","I138521",1994,1.37,61.35,-139
"3156","I138521",1995,1.6205,61.35,-139
"3157","I138521",1996,1.806,61.35,-139
"3158","I138521",1997,2.077,61.35,-139
"3159","I138521",1998,1.8615,61.35,-139
"3160","I138521",1999,1.7305,61.35,-139
"3161","I138521",2000,3.4565,61.35,-139
"3162","I138521",2001,1.776,61.35,-139
"3163","I138521",2002,1.004,61.35,-139
"3164","I138521",2003,1.447,61.35,-139
"3165","I138521",2004,1.4315,61.35,-139
"3166","I138521",2005,0.9985,61.35,-139
"3167","I138521",2006,1.475,61.35,-139
"3168","I138521",2007,1.102,61.35,-139
"3169","I138521",2008,0.6755,61.35,-139
"3170","I138521",2009,1.3885,61.35,-139
"3171","I138521",2010,1.3295,61.35,-139
"3172","I138534",1990,2.1175,61.35,-139
"3173","I138534",1991,2.415,61.35,-139
"3174","I138534",1992,1.551,61.35,-139
"3175","I138534",1993,1.5655,61.35,-139
"3176","I138534",1994,2.0385,61.35,-139
"3177","I138534",1995,2.12,61.35,-139
"3178","I138534",1996,1.078,61.35,-139
"3179","I138534",1997,2.0135,61.35,-139
"3180","I138534",1998,0.9445,61.35,-139
"3181","I138534",1999,0.724,61.35,-139
"3182","I138534",2000,0.934,61.35,-139
"3183","I138534",2001,1.7725,61.35,-139
"3184","I138534",2002,1.0065,61.35,-139
"3185","I138534",2003,1.886,61.35,-139
"3186","I138534",2004,1.5585,61.35,-139
"3187","I138534",2005,1.3645,61.35,-139
"3188","I138534",2006,0.946,61.35,-139
"3189","I138534",2007,1.0305,61.35,-139
"3190","I138534",2008,1.004,61.35,-139
"3191","I138534",2009,0.8535,61.35,-139
"3192","I138534",2010,0.762,61.35,-139
"3193","I138545",1990,2.152,61.35,-139
"3194","I138545",1991,2.389,61.35,-139
"3195","I138545",1992,1.986,61.35,-139
"3196","I138545",1993,1.352,61.35,-139
"3197","I138545",1994,1.5615,61.35,-139
"3198","I138545",1995,2.176,61.35,-139
"3199","I138545",1996,1.4765,61.35,-139
"3200","I138545",1997,1.55,61.35,-139
"3201","I138545",1998,1.2845,61.35,-139
"3202","I138545",1999,1.123,61.35,-139
"3203","I138545",2000,1.9335,61.35,-139
"3204","I138545",2001,1.834,61.35,-139
"3205","I138545",2002,1.067,61.35,-139
"3206","I138545",2003,2.108,61.35,-139
"3207","I138545",2004,2.078,61.35,-139
"3208","I138545",2005,2.454,61.35,-139
"3209","I138545",2006,1.9175,61.35,-139
"3210","I138545",2007,1.629,61.35,-139
"3211","I138545",2008,1.1165,61.35,-139
"3212","I138545",2009,1.125,61.35,-139
"3213","I138545",2010,1.115,61.35,-139
"3214","I138552",1990,1.8085,61.35,-139
"3215","I138552",1991,1.73,61.35,-139
"3216","I138552",1992,1.062,61.35,-139
"3217","I138552",1993,0.83,61.35,-139
"3218","I138552",1994,1.092,61.35,-139
"3219","I138552",1995,1.8595,61.35,-139
"3220","I138552",1996,0.8075,61.35,-139
"3221","I138552",1997,1.772,61.35,-139
"3222","I138552",1998,1.188,61.35,-139
"3223","I138552",1999,1.0995,61.35,-139
"3224","I138552",2000,1.538,61.35,-139
"3225","I138552",2001,1.328,61.35,-139
"3226","I138552",2002,1.063,61.35,-139
"3227","I138552",2003,2.194,61.35,-139
"3228","I138552",2004,2.133,61.35,-139
"3229","I138552",2005,2.6005,61.35,-139
"3230","I138552",2006,1.7595,61.35,-139
"3231","I138552",2007,1.56,61.35,-139
"3232","I138552",2008,0.9525,61.35,-139
"3233","I138552",2009,0.9785,61.35,-139
"3234","I138552",2010,0.756,61.35,-139
"3235","I138612",1990,2.104,64.0167,-139
"3236","I138612",1991,2.656,64.0167,-139
"3237","I138612",1992,1.562,64.0167,-139
"3238","I138612",1993,1.3485,64.0167,-139
"3239","I138612",1994,2.352,64.0167,-139
"3240","I138612",1995,3.0245,64.0167,-139
"3241","I138612",1996,2.8045,64.0167,-139
"3242","I138612",1997,4.3395,64.0167,-139
"3243","I138612",1998,3.0435,64.0167,-139
"3244","I138612",1999,2.255,64.0167,-139
"3245","I138612",2000,3.268,64.0167,-139
"3246","I138612",2001,3.816,64.0167,-139
"3247","I138612",2002,2.227,64.0167,-139
"3248","I138612",2003,4.566,64.0167,-139
"3249","I138612",2004,3.4015,64.0167,-139
"3250","I138612",2005,4.1335,64.0167,-139
"3251","I138612",2006,3.0065,64.0167,-139
"3252","I138612",2007,2.4895,64.0167,-139
"3253","I138612",2008,2.72,64.0167,-139
"3254","I138612",2009,2.27,64.0167,-139
"3255","I138612",2010,2.2845,64.0167,-139
"3256","I138625",1990,NA,64.0167,-139
"3257","I138625",1991,NA,64.0167,-139
"3258","I138625",1992,NA,64.0167,-139
"3259","I138625",1993,NA,64.0167,-139
"3260","I138625",1994,1.0725,64.0167,-139
"3261","I138625",1995,2.0905,64.0167,-139
"3262","I138625",1996,2.1195,64.0167,-139
"3263","I138625",1997,3.4855,64.0167,-139
"3264","I138625",1998,2.751,64.0167,-139
"3265","I138625",1999,2.1425,64.0167,-139
"3266","I138625",2000,3.734,64.0167,-139
"3267","I138625",2001,3.852,64.0167,-139
"3268","I138625",2002,1.661,64.0167,-139
"3269","I138625",2003,2.9465,64.0167,-139
"3270","I138625",2004,3.3775,64.0167,-139
"3271","I138625",2005,2.0555,64.0167,-139
"3272","I138625",2006,3.373,64.0167,-139
"3273","I138625",2007,1.914,64.0167,-139
"3274","I138625",2008,1.632,64.0167,-139
"3275","I138625",2009,1.3225,64.0167,-139
"3276","I138625",2010,1.518,64.0167,-139
"3277","I138631",1990,NA,64.0167,-139
"3278","I138631",1991,NA,64.0167,-139
"3279","I138631",1992,NA,64.0167,-139
"3280","I138631",1993,1.58,64.0167,-139
"3281","I138631",1994,1.031,64.0167,-139
"3282","I138631",1995,1.42,64.0167,-139
"3283","I138631",1996,1.6385,64.0167,-139
"3284","I138631",1997,2.2315,64.0167,-139
"3285","I138631",1998,2.1045,64.0167,-139
"3286","I138631",1999,2.165,64.0167,-139
