# Graumlich - Chinook Pass - TSME - ITRDB WA063
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3304
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3304.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wa063-crn-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; wa063-crn-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/chronologies/northamerica/usa/wa063.crn
#   Related_Online_Description: CRN File; Chronology - Tucson Decadal File
#
#--------------------
# Contribution_Date
#   Date: 2003-05-14
#--------------------
# File_Last_Modified_Date
#   Date: 2003-05-14
#--------------------
# Title
#   Study_Name: Graumlich - Chinook Pass - TSME - ITRDB WA063
#--------------------
# Investigators
#   Investigators: Graumlich, L.J.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Chinook Pass
#   Location: Washington
#   Northernmost_Latitude: 46.85
#   Southernmost_Latitude: 46.85
#   Easternmost_Longitude: -121.5
#   Westernmost_Longitude: -121.5
#   Elevation_m: 1660
#--------------------
# Data_Collection
#   Collection_Name: WA063
#   First_Year: 1586
#   Last_Year: 1980
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Tsuga mertensiana (Bong.) Carrière
#   Common_Name: mountain hemlock
#   Tree_Species_Code: TSME
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## trsgi	tree ring standardized growth index,,,,,tree ring,composited,standard chronology method,N,
## numsamp	number of samples,,,count,,tree ring,,,N,
#---------------------
# Data:
# Missing_Values: NA
age_CE	trsgi	numsamp
1586	1.113	1
1587	1.986	1
1588	1.833	1
1589	1.179	1
1590	0.939	1
1591	1.528	1
1592	1.877	1
1593	1.79	1
1594	1.877	1
1595	1.812	1
1596	2.03	1
1597	1.593	1
1598	0.917	1
1599	1.113	1
1600	1.179	1
1601	1.441	1
1602	1.2	1
1603	1.241	2
1604	0.837	2
1605	0.582	2
1606	0.861	2
1607	1.225	2
1608	1.092	2
1609	1.034	2
1610	1.421	2
1611	1.416	2
1612	1.085	2
1613	1.265	2
1614	1.14	2
1615	0.992	2
1616	1.175	2
1617	1.346	2
1618	1.061	2
1619	0.987	2
1620	1.319	2
1621	1.538	2
1622	1.441	2
1623	1.293	2
1624	1.56	2
1625	1.667	2
1626	1.245	2
1627	1.101	2
1628	0.917	2
1629	0.936	2
1630	1.1	2
1631	1.101	2
1632	1.269	2
1633	1.459	2
1634	1.535	2
1635	1.031	2
1636	1.613	2
1637	1.735	2
1638	2.352	2
1639	1.338	2
1640	1.265	2
1641	0.629	2
1642	1.078	2
1643	1.067	2
1644	1.249	2
1645	1.52	2
1646	1.276	2
1647	1.01	2
1648	1.086	2
1649	1.13	2
1650	0.783	2
1651	1.015	2
1652	0.891	2
1653	0.781	2
1654	0.82	2
1655	0.854	2
1656	0.658	2
1657	0.665	2
1658	0.937	2
1659	0.788	2
1660	0.915	2
1661	1.13	2
1662	0.738	2
1663	0.89	2
1664	0.839	2
1665	0.928	2
1666	0.805	2
1667	0.912	2
1668	0.486	2
1669	0.733	2
1670	0.657	3
1671	0.829	3
1672	0.986	4
1673	1.021	4
1674	0.974	4
1675	1.025	4
1676	0.824	4
1677	0.873	4
1678	1.165	5
1679	1.306	5
1680	1.195	5
1681	1.244	6
1682	1.272	6
1683	1.157	6
1684	1.189	6
1685	1.042	6
1686	1.19	6
1687	1.278	6
1688	0.963	6
1689	1.145	6
1690	0.848	6
1691	0.913	6
1692	0.932	6
1693	1.019	6
1694	0.893	6
1695	1.105	6
1696	0.85	8
1697	0.709	8
1698	0.997	8
1699	1.062	8
1700	0.943	8
1701	0.796	8
1702	0.97	8
1703	0.967	8
1704	1.291	8
1705	1.438	8
1706	1.205	8
1707	0.69	8
1708	0.799	8
1709	0.487	8
1710	0.948	8
1711	0.77	8
1712	1.21	8
1713	0.948	8
1714	1.066	8
1715	0.635	8
1716	1.051	8
1717	1.214	8
1718	1.053	8
1719	0.983	8
1720	0.819	8
1721	1.058	8
1722	0.641	8
1723	0.765	8
1724	0.778	9
1725	0.956	9
1726	1.061	9
1727	1.157	9
1728	0.913	9
1729	1.069	9
1730	0.922	9
1731	0.853	9
1732	0.968	9
1733	0.974	9
1734	1.008	9
1735	1.197	10
1736	1.097	10
1737	0.889	10
1738	0.968	10
1739	0.969	10
1740	1.212	10
1741	1.238	11
1742	1.012	11
1743	1.186	11
1744	1.068	11
1745	1.143	11
1746	1.088	11
1747	1.093	11
1748	1.024	11
1749	0.988	11
1750	0.899	12
1751	0.908	12
1752	0.591	12
1753	0.61	12
1754	0.728	12
1755	0.628	12
1756	1.137	12
1757	0.86	12
1758	0.952	12
1759	0.763	12
1760	0.747	12
1761	0.62	12
1762	0.649	12
1763	0.783	12
1764	0.825	12
1765	0.748	12
1766	0.892	12
1767	0.879	12
1768	0.83	12
1769	0.884	12
1770	1.042	13
1771	0.982	13
1772	0.802	13
