tree,n_missing_total,n_missing_1980_on,n_outliers_total
ABD01A_raw,49,3,0
ABD01B_raw,252,3,2
ABD02A_raw,228,3,4
ABD02B_raw,204,3,3
ABD03A_raw,165,3,0
ABD03B_raw,188,3,0
ABD04A_raw,255,3,0
ABD04B_raw,267,3,0
ABD05A_raw,244,3,0
ABD05B_raw,238,3,0
ABD06A_raw,108,3,2
ABD06B_raw,116,3,1
ABD07A_raw,283,3,0
ABD07B_raw,259,3,1
ABD08A_raw,281,3,2
ABD08B_raw,270,3,0
ABD09A_raw,306,3,0
ABD09B_raw,297,3,1
ABD10A_raw,278,3,0
ABD10B_raw,288,3,2
ABD11A_raw,77,3,0
ABD11B_raw,104,3,0
ABD12A_raw,243,3,1
ABD12B_raw,262,3,0
ABD13A_raw,67,3,3
ABD13B_raw,97,3,1
ABD14A_raw,129,3,3
ABD14B_raw,3,3,10
ABD15A_raw,17,3,3
ABD15B_raw,11,3,7
ABD16A_raw,39,3,8
ABD16B_raw,48,3,12
ABD17A_raw,207,3,0
ABD17B_raw,210,3,0
ABD18A_raw,241,3,4
ABD18B_raw,206,3,3
ABD19A_raw,213,3,0
ABD19B_raw,214,3,2
ABD20A_raw,230,3,1
ABD20B_raw,224,3,2
