tree,n_missing_total,n_missing_1980_on,n_outliers_total
JAR02A_raw,478,45,4
JAR03A_raw,212,40,7
JAR03B_raw,198,40,6
JAR03C_raw,217,40,8
JAR03D_raw,282,40,8
JAR03X_raw,516,45,3
JAR04A_raw,442,40,2
JAR04B_raw,325,40,11
JAR05A_raw,311,40,9
JAR05B_raw,313,40,9
JAR05C_raw,334,45,9
JAR06A_raw,405,40,1
JAR06B_raw,447,40,2
JAR09A_raw,414,40,2
JAR09B_raw,412,40,4
JAR12A_raw,434,40,1
JAR12B_raw,354,40,3
JAR12C_raw,236,40,6
JAR15A_raw,467,40,0
JAR15B_raw,467,40,1
JAR17A_raw,504,45,0
JAR19A_raw,456,40,1
JAR21A_raw,420,40,1
JAR21B_raw,420,40,4
JAR23A_raw,336,40,1
JAR23B_raw,372,40,3
JAR24A_raw,346,40,1
JAR24B_raw,351,40,6
JAR25A_raw,476,40,4
JAR28A_raw,40,40,8
JAR28B_raw,86,40,4
JAR29A_raw,362,40,2
JAR30A_raw,526,45,2
JAR30B_raw,317,40,0
JAR30C_raw,255,45,0
JAR31A_raw,295,40,2
JAR31B_raw,294,40,4
JAR31C_raw,246,40,3
JAR34A_raw,417,40,2
JAR35B_raw,448,40,3
JAR37A_raw,339,45,3
JAR37B_raw,359,45,0
