tree,n_missing_total,n_missing_1980_on,n_outliers_total
684011_raw,45,41,3
684012_raw,58,41,0
684021_raw,59,41,3
684022_raw,91,41,0
684031_raw,59,41,5
684032_raw,64,41,3
684041_raw,59,41,3
684042_raw,50,41,2
684051_raw,58,41,6
684052_raw,50,41,1
684061_raw,90,41,4
684062_raw,72,41,2
684071_raw,59,41,8
684072_raw,61,41,3
684081_raw,42,41,5
684082_raw,44,41,8
684091_raw,59,41,4
684092_raw,76,41,1
684101_raw,53,41,8
684102_raw,81,41,2
684111_raw,51,41,3
684112_raw,60,41,6
684121_raw,50,41,6
684122_raw,41,41,6
