tree,n_missing_total,n_missing_1980_on,n_outliers_total
99H200a_raw,72,30,3
99H200b_raw,28,28,12
99H201b_raw,83,26,6
99H202a_raw,65,27,12
99H201a_raw,111,26,6
99H202b_raw,59,26,6
99H203a_raw,132,25,12
99H203b_raw,87,27,9
99H204a_raw,47,25,9
99H204b_raw,48,28,12
99H205b_raw,156,27,9
99H206a_raw,89,32,6
99H206b_raw,98,26,9
99H207a_raw,108,26,15
99H207b_raw,85,28,0
99H208a_raw,201,25,9
99H208b_raw,241,27,9
99H209a_raw,164,28,0
99H209b_raw,143,28,3
99H210a_raw,107,25,0
99H210b_raw,99,25,6
99H211a_raw,53,25,12
99H211b_raw,97,25,15
99H212a_raw,168,25,0
99H214a_raw,67,25,0
99H216b_raw,189,25,3
99H217a_raw,169,25,0
99H218a_raw,109,25,0
99H219a_raw,191,25,6
99H220a_raw,92,27,6
99H220b_raw,128,27,6
CHU01AAU_raw,119,7,6
CHU01BBU_raw,143,7,9
CHU02AAU_raw,71,7,6
CHU02BBU_raw,140,7,6
CHU03AAU_raw,153,7,9
CHU03BBU_raw,130,7,9
CHU04AAU_raw,138,7,9
CHU04BBU_raw,126,7,0
CHU06AAU_raw,134,7,9
CHU06BBU_raw,123,7,9
CHU07AAU_raw,142,7,3
CHU08AAU_raw,72,7,3
CHU09BBU_raw,93,7,3
CHU10AAU_raw,24,7,9
CHU10BBU_raw,79,7,18
CHU11AAU_raw,175,7,9
CHU11BBU_raw,116,7,9
CHU12BBU_raw,199,7,3
CHU14AAU_raw,252,7,0
CHU14BBU_raw,257,7,0
CHU15AAU_raw,196,7,3
CHU15BBU_raw,216,7,0
CHU16AAU_raw,201,7,9
CHU16BBU_raw,191,7,3
CHU17BBU_raw,182,7,0
CHU18AAU_raw,91,7,9
CHU19AAU_raw,252,7,0
CHU20AAU_raw,93,7,6
CHU20BBU_raw,165,7,6
CHU21BBU_raw,168,7,15
CHU22AAU_raw,128,7,9
