age_CE,HMMA01A_raw,HMMA02B_raw,HMMA03B_raw,HMMA04B_raw,HMMA05B_raw,HMMA06A_raw,HMMA07B_raw,HMMA08A_raw,HMMA10B_raw,HMMA11A_raw,HMMA12A_raw,HMMA13B_raw,HMMA14B_raw,HMMA15B_raw,HMMA16B_raw,HMMA17A_raw,HMMA18B_raw,HMMA19B_raw,HMMA20B_raw,HMMA01A_raw_outlier_flag,HMMA02B_raw_outlier_flag,HMMA03B_raw_outlier_flag,HMMA04B_raw_outlier_flag,HMMA05B_raw_outlier_flag,HMMA06A_raw_outlier_flag,HMMA07B_raw_outlier_flag,HMMA08A_raw_outlier_flag,HMMA10B_raw_outlier_flag,HMMA11A_raw_outlier_flag,HMMA12A_raw_outlier_flag,HMMA13B_raw_outlier_flag,HMMA14B_raw_outlier_flag,HMMA15B_raw_outlier_flag,HMMA16B_raw_outlier_flag,HMMA17A_raw_outlier_flag,HMMA18B_raw_outlier_flag,HMMA19B_raw_outlier_flag,HMMA20B_raw_outlier_flag
1721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
1722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
1723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
1724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
1725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
1726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
1727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
1728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
1729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
1730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
1731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
1732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
1733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
1734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
1735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
1736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
1737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
1738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
1739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
1740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62,NA,NA,0.39,NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE
1741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.71,NA,NA,1.17,NA,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE
1742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.67,NA,1.16,0.62,NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,FALSE
1743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.24,NA,1.85,1.12,NA,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,FALSE
1744,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,NA,NA,NA,0.74,NA,1.18,0.65,NA,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,FALSE
1745,NA,NA,NA,NA,0.63,NA,NA,NA,NA,1.36,NA,NA,NA,0.73,NA,1.45,0.4,NA,0.41,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,FALSE
1746,NA,NA,NA,NA,0.51,NA,NA,NA,NA,1.67,NA,NA,NA,0.62,NA,1.27,0.41,NA,0.39,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,FALSE
1747,NA,NA,NA,NA,1.04,NA,NA,NA,NA,1.79,NA,NA,NA,1.03,NA,1.56,0.7,NA,0.86,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,FALSE
1748,NA,NA,NA,NA,0.87,NA,NA,NA,NA,1.27,NA,NA,NA,0.98,NA,2.07,0.74,NA,0.84,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,TRUE,FALSE,NA,FALSE
1749,NA,NA,NA,NA,0.89,NA,NA,NA,NA,1.31,NA,NA,NA,1.17,NA,1.68,0.8,NA,0.73,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,FALSE
1750,NA,NA,NA,NA,0.33,NA,NA,NA,NA,1.19,NA,NA,0.83,1.27,NA,1.49,1.01,NA,0.58,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE
1751,NA,NA,NA,NA,0.93,NA,NA,NA,NA,1,NA,NA,0.63,1.06,NA,1.25,0.78,NA,0.43,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE
1752,NA,NA,NA,NA,0.61,1.28,NA,NA,NA,0.59,NA,NA,0.4,0.68,NA,1.13,0.36,NA,0.24,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE
1753,NA,NA,NA,NA,0.55,1.27,NA,NA,NA,0.66,NA,NA,0.68,1.1,NA,1.01,0.56,NA,0.34,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE
1754,NA,NA,NA,NA,0.54,1.16,NA,NA,NA,0.28,NA,NA,0.6,0.7,NA,1.1,0.64,NA,0.17,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE
1755,NA,NA,NA,NA,0.78,1.66,NA,NA,NA,0.66,1.21,NA,0.93,0.87,NA,1.28,0.75,NA,0.49,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE
1756,NA,NA,NA,NA,1.22,2.22,NA,NA,NA,0.99,1.5,NA,1.46,1.06,NA,1.89,1.1,NA,1.11,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE
