age_CE,HMMA01A_raw,HMMA02B_raw,HMMA03B_raw,HMMA04B_raw,HMMA05B_raw,HMMA06A_raw,HMMA07B_raw,HMMA08A_raw,HMMA10B_raw,HMMA11A_raw,HMMA12A_raw,HMMA13B_raw,HMMA14B_raw,HMMA15B_raw,HMMA16B_raw,HMMA17A_raw,HMMA18B_raw,HMMA19B_raw,HMMA20B_raw,HMMA01A_raw_outlier_flag,HMMA02B_raw_outlier_flag,HMMA03B_raw_outlier_flag,HMMA04B_raw_outlier_flag,HMMA05B_raw_outlier_flag,HMMA06A_raw_outlier_flag,HMMA07B_raw_outlier_flag,HMMA08A_raw_outlier_flag,HMMA10B_raw_outlier_flag,HMMA11A_raw_outlier_flag,HMMA12A_raw_outlier_flag,HMMA13B_raw_outlier_flag,HMMA14B_raw_outlier_flag,HMMA15B_raw_outlier_flag,HMMA16B_raw_outlier_flag,HMMA17A_raw_outlier_flag,HMMA18B_raw_outlier_flag,HMMA19B_raw_outlier_flag,HMMA20B_raw_outlier_flag
1757,NA,NA,NA,NA,1.15,2.28,NA,NA,NA,0.96,0.82,NA,1.47,1.04,NA,2.1,0.76,NA,0.78,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,TRUE,FALSE,NA,FALSE
1758,NA,NA,NA,NA,1.25,2.38,NA,NA,NA,0.88,0.74,NA,0.81,1.38,NA,2.1,0.66,NA,0.99,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,TRUE,FALSE,NA,FALSE
1759,NA,NA,NA,NA,0.88,2.26,NA,NA,NA,0.79,0.5,NA,0.93,1.74,NA,1.19,0.87,NA,0.88,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE
1760,NA,NA,NA,NA,1.03,1.46,NA,NA,NA,0.54,0.42,NA,0.75,1.46,NA,1.15,0.69,NA,0.73,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE
1761,NA,NA,NA,NA,0.57,1.37,NA,NA,NA,0.67,0.35,NA,0.84,1.27,NA,1.83,0.77,NA,0.74,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE
1762,NA,NA,NA,NA,0.92,1.89,NA,NA,NA,0.86,0.45,NA,0.74,0.88,1.57,1.73,0.68,NA,0.95,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1763,NA,NA,NA,NA,0.94,1.83,NA,NA,NA,1.04,0.39,NA,0.59,1.06,1.81,2.02,0.54,NA,0.89,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE
1764,NA,NA,NA,NA,0.86,2.08,NA,NA,NA,1.05,0.62,NA,0.67,1.22,2.22,1.99,0.85,NA,1.18,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE
1765,NA,NA,NA,NA,1.06,1.93,NA,NA,NA,1.03,0.56,NA,0.42,1.06,1.53,1.89,0.64,NA,1.05,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1766,NA,NA,NA,NA,1.12,1.94,NA,0.97,NA,0.98,0.52,NA,0.33,1.12,1.25,1.3,0.59,NA,0.82,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1767,NA,NA,NA,NA,0.84,2.6,NA,1.13,NA,1.31,0.49,NA,0.53,1.3,0.81,1.52,0.45,NA,0.59,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1768,NA,NA,NA,NA,0.2,0.99,NA,0.73,NA,0.94,0.44,NA,0.54,0.91,1.35,0.83,0.48,NA,0.74,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1769,NA,NA,NA,NA,0.03,1.17,NA,0.63,NA,0.8,0.48,NA,0.74,0.94,1.03,0.89,0.94,NA,0.96,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1770,NA,NA,NA,NA,0.15,2.17,NA,1.24,NA,1.12,0.75,NA,1.02,1.31,0.93,1.19,1.2,NA,0.99,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1771,NA,NA,NA,NA,0.23,2.49,NA,1.95,NA,1.62,0.37,NA,0.99,1.59,0.84,1.12,0.97,NA,1.49,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1772,NA,NA,NA,NA,0.26,2.63,NA,2.59,NA,1.83,0.83,NA,0.98,1.67,0.68,1,0.89,NA,1.42,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1773,NA,NA,NA,NA,0.22,2.18,NA,1.05,NA,1.73,0.69,NA,1.09,1.24,1.49,0.96,0.46,NA,0.94,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1774,NA,NA,NA,NA,0.4,2.18,NA,2.19,NA,1.32,0.95,NA,1.13,1.48,2.06,0.82,1,NA,1.55,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1775,NA,NA,NA,NA,0.24,1.46,NA,0.92,NA,1.03,0.32,NA,0.44,0.94,0.76,0.88,0.51,NA,0.39,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1776,NA,NA,NA,NA,0.5,2.09,NA,2.68,NA,2.1,0.79,NA,1.13,2.14,1.43,1.5,1.22,1.97,1.76,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1777,NA,NA,NA,NA,0.58,1.98,NA,2.25,NA,1.99,0.56,NA,1.32,2.24,1.22,1.44,1.6,1.65,2.07,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1778,NA,NA,NA,NA,0.68,2.29,NA,1.99,NA,2.13,0.7,NA,1.45,2.28,1.2,1.28,1.41,1.47,1.55,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1779,NA,NA,NA,NA,0.61,2.51,NA,1.88,NA,2.17,0.57,NA,1.55,2.18,1.34,1.39,1.37,1.68,1.67,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1780,NA,NA,NA,0.82,0.72,2.05,NA,2.26,NA,1.81,0.71,NA,0.99,1.99,0.89,1.22,1.44,1.56,1.52,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1781,NA,NA,NA,0.59,0.72,1.61,NA,0.91,NA,1.58,0.64,NA,1.2,1.82,0.73,0.83,0.97,1.91,1.23,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1782,NA,NA,NA,0.61,0.78,1.69,NA,2.11,NA,1.89,0.92,NA,1.37,1.88,0.9,1.09,1.02,1.95,1.5,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1783,NA,NA,NA,0.72,0.81,2.15,NA,2.39,NA,1.94,1.05,NA,1.46,2.04,1.15,1.33,1.27,2.21,1.86,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1784,NA,NA,NA,0.77,0.52,1.84,NA,2.54,NA,1.66,0.82,NA,1.52,1.8,1.26,1.16,1.2,1.96,1.22,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1785,NA,NA,NA,1.03,0.82,1.84,NA,1.94,NA,1.58,0.77,NA,1.83,1.72,1.22,1.46,1.41,1.93,1.32,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1786,NA,NA,NA,1.36,0.62,2.3,NA,1.92,NA,2.09,0.66,NA,1.94,1.86,1.09,1.54,1.62,1.84,1.18,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1787,NA,NA,NA,1.14,0.39,2.9,NA,2.45,NA,1.8,0.83,NA,1.48,1.37,1.15,0.9,0.79,1.42,0.89,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1788,NA,NA,NA,1.71,0.51,4.09,NA,2.65,NA,2.03,0.95,NA,1.63,2.07,1.96,1.39,1.43,1.81,1.45,NA,NA,NA,FALSE,FALSE,TRUE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1789,NA,NA,NA,1.92,0.3,4.19,NA,1.97,NA,1.97,0.68,NA,1.34,1.68,1.94,1.14,1.44,2.2,1.33,NA,NA,NA,FALSE,FALSE,TRUE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1790,NA,NA,NA,1.42,0.53,3.03,NA,1.86,NA,1.5,0.72,NA,1.19,1.4,1.71,1.12,1,1.87,1.22,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1791,NA,NA,NA,1.41,0.62,3.67,NA,3.29,NA,1.97,0.97,NA,1.5,1.98,2.03,0.99,1.48,2.53,1.61,NA,NA,NA,FALSE,FALSE,TRUE,NA,TRUE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1792,NA,NA,NA,1.52,0.68,3.25,NA,3.2,NA,2.09,0.9,NA,1.3,1.78,2.11,1.35,1.62,1.85,1.3,NA,NA,NA,FALSE,FALSE,FALSE,NA,TRUE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1793,NA,NA,NA,1.65,0.46,3.14,NA,3.12,NA,1.66,1.03,NA,1.13,1.61,1.59,1.08,1.7,1.62,1.62,NA,NA,NA,FALSE,FALSE,FALSE,NA,TRUE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1794,NA,NA,NA,1.72,0.57,2.8,NA,3.19,NA,1.85,0.98,NA,1.19,1.93,1.29,1.11,1.61,1.95,2.12,NA,NA,NA,FALSE,FALSE,FALSE,NA,TRUE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1795,NA,NA,NA,1.72,0.6,2.19,NA,1.52,NA,1.67,0.7,NA,1.11,1.67,1.06,0.99,0.95,1.18,1.53,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1796,NA,NA,NA,1.44,0.53,2.13,NA,2.52,NA,2.01,0.91,NA,1.44,1.6,1.14,1.04,0.98,1.37,1.84,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1797,NA,NA,NA,1.02,0.06,2.08,NA,2.12,NA,1.77,0.56,NA,0.97,1.09,0.61,0.99,0.41,0.74,1.5,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1798,NA,1.76,NA,0.63,0.63,2.65,NA,3.09,NA,2.15,0.61,NA,1.34,1.94,1.49,1.58,1.08,2.28,1.85,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1799,NA,1.92,NA,1.02,0.68,2.54,2.29,2.73,NA,1.66,0.51,NA,0.95,1.94,1.25,1.1,1.13,1.42,1.37,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1800,NA,1.82,NA,0.64,0.39,2.6,2.21,1.98,NA,2.18,0.79,NA,1.17,1.52,0.93,1.04,1.8,1.83,1.18,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1801,NA,1.09,NA,1.15,0.29,2.18,2.18,1.05,NA,1.94,0.9,NA,0.95,1.25,0.89,1.14,0.89,0.79,1.03,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1802,NA,1.06,NA,1.51,0.37,2.15,2.48,1.93,NA,1.92,1.11,NA,1.08,1.6,1.13,1.14,1.04,1.44,1.38,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1803,NA,1,NA,1.51,0.42,1.89,2.27,1.82,NA,1.16,1.11,NA,0.61,1.23,1.08,1,1.35,0.96,1.35,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1804,0.44,1.15,NA,1.21,0.65,2.7,2.61,2.01,NA,1.61,1.38,NA,1.02,1.16,1.46,1.22,1.9,1.25,1.51,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1805,0.52,1.24,NA,1.17,0.72,3.07,2.33,1.8,NA,1.89,1.35,NA,1.38,1.13,1.39,1.05,1.5,1.17,1.39,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1806,0.38,0.98,NA,0.76,0.58,1.89,1.64,1.05,NA,1.22,0.75,NA,0.76,0.87,0.56,0.97,0.7,0.64,0.64,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1807,0.49,0.96,NA,0.71,0.61,1.81,1.63,1.8,NA,1.12,0.87,NA,0.74,0.95,0.82,0.86,0.61,0.79,0.83,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1808,0.24,0.72,NA,0.55,0.67,1.62,1.55,1.04,NA,1.2,0.36,NA,0.57,0.85,0.71,0.8,0.58,0.58,0.51,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1809,0.51,1.25,NA,0.82,0.93,2.3,2.14,1.79,NA,1.76,0.91,NA,1.17,0.94,1.12,1.2,0.79,0.9,0.77,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1810,0.34,0.62,NA,0.3,0.66,0.79,0.49,0.13,0.23,0.62,0.23,NA,0.57,0.4,0.33,0.63,0.17,0.19,0.05,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
