tree,n_missing_total,n_missing_1980_on,n_outliers_total
PSD01A_raw,252,0,1
PSD01B_raw,246,0,1
PSD02A_raw,244,0,5
PSD02B_raw,263,0,4
PSD03A_raw,237,0,0
PSD03B_raw,212,0,2
PSD04A_raw,272,0,2
PSD04B_raw,224,0,1
PSD05A_raw,278,0,2
PSD05B_raw,272,0,0
PSD06A_raw,291,0,0
PSD06B_raw,216,0,3
PSD07A_raw,270,0,2
PSD07B_raw,273,0,2
PSD08A_raw,241,0,3
PSD08B_raw,249,0,4
PSD09A_raw,307,0,0
PSD09B_raw,388,0,1
PSD10A_raw,275,0,1
PSD10B_raw,270,0,1
PSD11A_raw,245,0,1
PSD11B_raw,243,0,8
PSD12A_raw,258,0,2
PSD12B_raw,226,0,6
PSD13A_raw,260,0,2
PSD13B_raw,230,0,2
PSD14A_raw,254,0,0
PSD14B_raw,226,0,0
PSD15A_raw,227,0,2
PSD15B_raw,249,0,0
PSD16A_raw,249,0,4
PSD16B_raw,249,0,3
PSD17A_raw,248,0,1
PSD17B_raw,248,0,2
PSD18A_raw,250,0,1
PSD18B_raw,212,0,2
PSD19A_raw,0,0,3
PSD19B_raw,184,0,0
PSD20A_raw,167,0,3
PSD20B_raw,172,0,6
PSD21A_raw,209,0,5
PSD21B_raw,242,0,4
PSD22A_raw,275,0,1
PSD22B_raw,346,0,1
PSD23B_raw,228,0,4
PSD24A_raw,268,0,6
PSD24B_raw,270,0,1
PSD25A_raw,78,0,1
PSD25B_raw,123,0,0
PSD26A_raw,180,0,2
PSD26B_raw,221,0,2
PSD27A_raw,240,0,0
PSD27B_raw,199,0,2
PSD28A_raw,265,0,5
PSD28B_raw,275,0,3
PSD29A_raw,366,0,4
PSD29B_raw,266,0,3
PSD30A_raw,206,0,4
PSD30B_raw,249,0,4
