tree,n_missing_total,n_missing_1980_on,n_outliers_total
LI1A_raw,58,13,0
LI1B_raw,48,16,0
LI2A_raw,35,7,1
LI2B_raw,43,8,0
LI3A_raw,29,9,1
LI3B_raw,57,9,0
LI4A_raw,56,13,0
LI4B_raw,77,12,0
LI5A_raw,43,26,0
LI5B_raw,45,25,0
LI6A_raw,42,26,0
LI6B_raw,31,27,0
LI7A_raw,73,32,0
LI7B_raw,62,31,0
LI8A_raw,67,26,1
LI8B_raw,30,30,0
LI9B_raw,61,23,1
LI20A_raw,53,4,0
LI20B_raw,7,4,1
LI21A_raw,43,4,0
LI21B_raw,52,4,0
LI22A_raw,64,4,0
LI22B_raw,20,4,0
LI23A_raw,42,4,0
LI23B_raw,51,4,0
LI24A_raw,20,4,4
LI24B_raw,44,4,2
LI25A_raw,83,6,0
LI25B_raw,72,4,0
LI27A_raw,36,4,0
LI27B_raw,52,4,1
LI28A_raw,63,4,0
LI28B_raw,19,4,3
LI29A_raw,45,9,0
LI29B_raw,48,4,1
LI30A_raw,45,4,2
LI30B_raw,50,4,2
LI11A_raw,76,5,0
LI11B_raw,77,5,0
LI12A_raw,10,4,1
LI12B_raw,68,28,0
LI13A_raw,81,4,1
LI13B_raw,81,4,0
LI14A_raw,59,4,0
LI14B_raw,75,9,0
LI15A_raw,74,14,0
LI15B_raw,74,6,0
LI16A_raw,86,9,0
LI16B_raw,85,8,1
LI17A_raw,78,4,0
LI17B_raw,54,4,0
LI18A_raw,76,4,1
LI18B_raw,95,18,0
