tree,n_missing_total,n_missing_1980_on,n_outliers_total
007011_raw,140,44,5
007012_raw,70,44,8
007021_raw,199,44,8
007022_raw,299,44,12
007031_raw,44,44,10
007032_raw,86,44,2
007041_raw,252,44,3
007042_raw,198,44,10
007051_raw,228,44,6
007052_raw,213,44,5
007061_raw,104,44,3
007062_raw,133,44,1
007071_raw,162,44,3
007072_raw,154,44,7
007081_raw,224,44,8
007082_raw,116,44,5
007091_raw,84,44,5
007092_raw,145,44,1
007101_raw,98,44,4
007102_raw,310,44,0
007111_raw,197,44,6
007112_raw,235,44,4
007121_raw,146,44,3
007122_raw,162,44,3
007131_raw,141,44,7
007132_raw,148,44,5
