age_CE,159011_raw,159012_raw,159021_raw,159022_raw,159031_raw,159032_raw,159041_raw,159042_raw,159051_raw,159052_raw,159061_raw,159062_raw,159071_raw,159072_raw,159081_raw,159082_raw,159011_raw_outlier_flag,159012_raw_outlier_flag,159021_raw_outlier_flag,159022_raw_outlier_flag,159031_raw_outlier_flag,159032_raw_outlier_flag,159041_raw_outlier_flag,159042_raw_outlier_flag,159051_raw_outlier_flag,159052_raw_outlier_flag,159061_raw_outlier_flag,159062_raw_outlier_flag,159071_raw_outlier_flag,159072_raw_outlier_flag,159081_raw_outlier_flag,159082_raw_outlier_flag
1554,NA,NA,NA,NA,NA,1.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1555,NA,NA,NA,NA,NA,1.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1556,NA,NA,NA,NA,NA,1.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1557,NA,NA,NA,NA,NA,1.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1558,NA,NA,NA,NA,NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1559,NA,NA,NA,NA,NA,1.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1560,NA,NA,NA,NA,NA,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1561,NA,NA,NA,NA,NA,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1562,NA,NA,NA,NA,NA,1.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1563,NA,NA,NA,NA,NA,1.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1564,NA,NA,NA,NA,NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1565,NA,NA,NA,NA,NA,1.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1566,NA,NA,NA,NA,NA,1.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1567,NA,NA,NA,NA,NA,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1568,NA,NA,NA,NA,NA,0.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1569,NA,NA,NA,NA,NA,0.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1570,NA,NA,NA,NA,NA,0.97,1.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
1571,NA,NA,NA,NA,NA,0.66,1.93,1.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1572,NA,NA,NA,NA,NA,0.7,1.23,1.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1573,NA,NA,NA,NA,NA,0.55,1.42,1.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1574,NA,NA,NA,NA,NA,0.78,3.91,1.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1575,NA,NA,NA,NA,NA,0.67,2.62,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1576,NA,NA,NA,NA,NA,0.85,2.81,1.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1577,NA,NA,NA,NA,NA,1.36,3.43,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1578,NA,NA,NA,NA,NA,0.8,2.62,1.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1579,NA,NA,NA,NA,NA,0.05,0.77,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1580,NA,NA,NA,NA,NA,0,0.44,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1581,NA,NA,NA,NA,NA,0.66,1.51,2.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1582,NA,NA,NA,NA,NA,0.77,2.97,2.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
1583,NA,NA,NA,NA,NA,0.67,1.84,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1584,NA,NA,NA,NA,NA,0.02,1.06,0.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
