"","Tag","Species(neighbor)","ba_sum","Stand","radius","Species","2008","avg_3","avg_5"
"1","C13","Abam",4.90170920767165,"AG05",6.155,"Psme",0.6275,1.102,1.2174
"2","C13","Psme",11.1969189607328,"AG05",6.155,"Psme",0.6275,1.102,1.2174
"3","C13","Tabr",0.103868907109313,"AG05",6.155,"Psme",0.6275,1.102,1.2174
"4","C13","Thpl",3.817498459028,"AG05",6.155,"Psme",0.6275,1.102,1.2174
"5","C13","Tshe",2.24923111431925,"AG05",6.155,"Psme",0.6275,1.102,1.2174
"6","C15","Abam",7.67802102944692,"AG05",5.97,"Psme",0.6235,0.81,0.8156
"7","C15","Psme",4.38259243759247,"AG05",5.97,"Psme",0.6235,0.81,0.8156
"8","C15","Thpl",4.64137327845029,"AG05",5.97,"Psme",0.6235,0.81,0.8156
"9","C15","Tshe",1.62562497258167,"AG05",5.97,"Psme",0.6235,0.81,0.8156
"10","C18","Abam",1.15310587553687,"AG05",3.695,"Psme",0.4485,0.778,0.8394
"11","C18","Psme",11.1969189607328,"AG05",3.695,"Psme",0.4485,0.778,0.8394
"12","C18","Thpl",5.16328606599116,"AG05",3.695,"Psme",0.4485,0.778,0.8394
"13","C18","Tshe",1.30109845146585,"AG05",3.695,"Psme",0.4485,0.778,0.8394
"14","C25","Abam",6.61169379698384,"AG05",7.025,"Psme",0.443,0.521166666666667,0.5496
"15","C25","Tabr",0.833488092942274,"AG05",7.025,"Psme",0.443,0.521166666666667,0.5496
"16","C25","Thpl",6.83034079169205,"AG05",7.025,"Psme",0.443,0.521166666666667,0.5496
"17","C25","Tshe",3.633715288793,"AG05",7.025,"Psme",0.443,0.521166666666667,0.5496
"18","C27","Abam",3.5471172872968,"AG05",6.9,"Psme",0.425,0.642833333333333,0.6056
"19","C27","Tabr",2.02921752680672,"AG05",6.9,"Psme",0.425,0.642833333333333,0.6056
"20","C27","Thpl",11.5778213620173,"AG05",6.9,"Psme",0.425,0.642833333333333,0.6056
"21","C27","Tshe",0.905084989517586,"AG05",6.9,"Psme",0.425,0.642833333333333,0.6056
"22","C32","Abam",13.5902470760906,"AG05",6.62,"Psme",0.655,0.8315,0.8424
"23","C32","Tabr",0.378247755492211,"AG05",6.62,"Psme",0.655,0.8315,0.8424
"24","C32","Thpl",4.36330305869943,"AG05",6.62,"Psme",0.655,0.8315,0.8424
"25","C32","Tshe",3.36110358627775,"AG05",6.62,"Psme",0.655,0.8315,0.8424
"26","C33","Abam",12.5789291309919,"AG05",6.275,"Psme",0.5515,1.00616666666667,1.0077
"27","C33","Tabr",0.385041449605599,"AG05",6.275,"Psme",0.5515,1.00616666666667,1.0077
"28","C33","Thpl",5.07826671480339,"AG05",6.275,"Psme",0.5515,1.00616666666667,1.0077
"29","C33","Tshe",1.50046392126265,"AG05",6.275,"Psme",0.5515,1.00616666666667,1.0077
"30","C40","Abam",4.21203537242908,"AG05",7.145,"Psme",0.375,0.543833333333333,0.5989
"31","C40","Tabr",0.880855456176774,"AG05",7.145,"Psme",0.375,0.543833333333333,0.5989
"32","C40","Thpl",6.15457635792326,"AG05",7.145,"Psme",0.375,0.543833333333333,0.5989
"33","C40","Tshe",3.12597893810145,"AG05",7.145,"Psme",0.375,0.543833333333333,0.5989
"34","C6","Abam",3.02881733130755,"AG05",7.425,"Psme",0.466,0.476666666666667,0.4751
"35","C6","Thpl",5.74824276410795,"AG05",7.425,"Psme",0.466,0.476666666666667,0.4751
"36","C6","Tshe",2.91540583651296,"AG05",7.425,"Psme",0.466,0.476666666666667,0.4751
