"","Tag","Species(neighbor)","ba_sum","Stand","radius","Species","2008","avg_3","avg_5"
"1","F1","Abam",13.5928074741033,"AE10",4.125,"Abam",0.365,0.451666666666667,0.4508
"2","F1","Cano",7.76710088913946,"AE10",4.125,"Abam",0.365,0.451666666666667,0.4508
"3","F1","Tsme",1.21303960938572,"AE10",4.125,"Abam",0.365,0.451666666666667,0.4508
"4","F10","Abam",16.0071685522769,"AE10",4.1,"Abam",0.424,0.576166666666667,0.6136
"5","F10","Cano",20.6559167194814,"AE10",4.1,"Abam",0.424,0.576166666666667,0.6136
"6","F12","Abam",5.3372517591837,"AE10",3.58,"Abam",0.3805,0.41,0.4138
"7","F12","Cano",17.8013556786869,"AE10",3.58,"Abam",0.3805,0.41,0.4138
"8","F12","Tsme",10.659620223171,"AE10",3.58,"Abam",0.3805,0.41,0.4138
"9","F15","Cano",14.3773652614659,"AE10",6.09,"Abam",0.281,0.387833333333333,0.4023
"10","F15","Tsme",10.1394431655713,"AE10",6.09,"Abam",0.281,0.387833333333333,0.4023
"11","F17","Abam",12.4171763792402,"AE10",4.38,"Abam",0.362,0.385833333333333,0.363
"12","F17","Cano",24.8477909210561,"AE10",4.38,"Abam",0.362,0.385833333333333,0.363
"13","F19","Abam",5.52657198647065,"AE10",4.45,"Abam",0.737,0.902,0.9536
"14","F19","Cano",9.85363677391092,"AE10",4.45,"Abam",0.737,0.902,0.9536
"15","F19","Tsme",4.93775898337159,"AE10",4.45,"Abam",0.737,0.902,0.9536
"16","F27","Abam",15.2156285752416,"AE10",4.325,"Abam",0.1985,0.257333333333333,0.2913
"17","F27","Cano",14.2781616194472,"AE10",4.325,"Abam",0.1985,0.257333333333333,0.2913
"18","F4","Abam",12.2360242928526,"AE10",3.83,"Abam",0.536,0.5385,0.609
"19","F4","Cano",12.1310322663696,"AE10",3.83,"Abam",0.536,0.5385,0.609
"20","F4","Tsme",1.26750697201734,"AE10",3.83,"Abam",0.536,0.5385,0.609
"21","F5","Abam",12.634071936044,"AE10",4.405,"Abam",0.8225,0.811,0.8073
"22","F5","Cano",11.5024467002761,"AE10",4.405,"Abam",0.8225,0.811,0.8073
"23","F8","Abam",13.9813517995176,"AE10",3.76,"Abam",0.343,0.359833333333333,0.3769
"24","F8","Cano",18.2607429184397,"AE10",3.76,"Abam",0.343,0.359833333333333,0.3769
