"","Tag","Species(neighbor)","ba_sum","Stand","radius","Species","2008","avg_3","avg_5"
"1","B11","Psme",2.62388960020473,"TB13",3.71,"Psme",1.0015,1.55633333333333,1.6777
"2","B11","Thpl",4.50633191823573,"TB13",3.71,"Psme",1.0015,1.55633333333333,1.6777
"3","B11","Tshe",6.93619675615476,"TB13",3.71,"Psme",1.0015,1.55633333333333,1.6777
"4","B12","Psme",23.430869802434,"TB13",4.34,"Psme",0.6335,0.8205,0.8945
"5","B12","Thpl",0.865697271623204,"TB13",4.34,"Psme",0.6335,0.8205,0.8945
"6","B12","Tshe",9.33942874235298,"TB13",4.34,"Psme",0.6335,0.8205,0.8945
"7","B13","Psme",15.5354034374689,"TB13",2.87,"Psme",0.3115,0.6255,0.6075
"8","B13","Thpl",3.49316043347139,"TB13",2.87,"Psme",0.3115,0.6255,0.6075
"9","B13","Tshe",11.3793983700166,"TB13",2.87,"Psme",0.3115,0.6255,0.6075
"10","B14","Psme",10.8131577101336,"TB13",4.385,"Psme",0.5885,0.6505,0.6263
"11","B14","Thpl",10.931014558533,"TB13",4.385,"Psme",0.5885,0.6505,0.6263
"12","B14","Tshe",18.8607792612937,"TB13",4.385,"Psme",0.5885,0.6505,0.6263
"13","B15","Psme",27.5810864854221,"TB13",3.69,"Psme",0.6215,0.7055,0.7043
"14","B15","Thpl",4.25447043519744,"TB13",3.69,"Psme",0.6215,0.7055,0.7043
"15","B15","Tshe",13.0024079667142,"TB13",3.69,"Psme",0.6215,0.7055,0.7043
"16","B16","Psme",21.6192232748517,"TB13",3.38,"Psme",0.681,0.674333333333333,0.7368
"17","B16","Thpl",1.5136271944812,"TB13",3.38,"Psme",0.681,0.674333333333333,0.7368
"18","B16","Tshe",8.3180419927995,"TB13",3.38,"Psme",0.681,0.674333333333333,0.7368
"19","B17","Psme",23.6626879243424,"TB13",4.13,"Psme",0.8005,0.777333333333333,0.9104
"20","B17","Tabr",0.0950331777710912,"TB13",4.13,"Psme",0.8005,0.777333333333333,0.9104
"21","B17","Thpl",3.68726373557344,"TB13",4.13,"Psme",0.8005,0.777333333333333,0.9104
"22","B17","Tshe",9.0857451355756,"TB13",4.13,"Psme",0.8005,0.777333333333333,0.9104
"23","B18","Psme",20.626464288354,"TB13",5.665,"Psme",0.993,1.58133333333333,1.7743
"24","B18","Thpl",7.32899008563309,"TB13",5.665,"Psme",0.993,1.58133333333333,1.7743
"25","B18","Tshe",7.86055541660212,"TB13",5.665,"Psme",0.993,1.58133333333333,1.7743
"26","B19","Psme",14.3230157085588,"TB13",3.865,"Psme",0.5185,0.861666666666667,0.8159
"27","B19","Thpl",7.33029384658433,"TB13",3.865,"Psme",0.5185,0.861666666666667,0.8159
"28","B19","Tshe",14.1316298841021,"TB13",3.865,"Psme",0.5185,0.861666666666667,0.8159
"29","B20","Psme",27.4212343972258,"TB13",4.43,"Psme",1.155,1.19183333333333,1.2197
"30","B20","Thpl",1.70623038609115,"TB13",4.43,"Psme",1.155,1.19183333333333,1.2197
"31","B20","Tshe",4.52029629758094,"TB13",4.43,"Psme",1.155,1.19183333333333,1.2197
