"","Tag","Species(neighbor)","ba_sum","Stand","radius","Species","2008","avg_3","avg_5"
"1","C22","Abam",5.71269564323258,"AG05",2.61,"Tshe",0.9485,1.25116666666667,1.2861
"2","C22","Tabr",0.921955342067363,"AG05",2.61,"Tshe",0.9485,1.25116666666667,1.2861
"3","C22","Thpl",9.37113526620933,"AG05",2.61,"Tshe",0.9485,1.25116666666667,1.2861
"4","C22","Tshe",2.04417936181944,"AG05",2.61,"Tshe",0.9485,1.25116666666667,1.2861
"5","C23","Abam",2.1401078934968,"AG05",3.275,"Tshe",0.411,0.522166666666667,0.4843
"6","C23","Tabr",0.213824649984955,"AG05",3.275,"Tshe",0.411,0.522166666666667,0.4843
"7","C23","Thpl",9.05398363384781,"AG05",3.275,"Tshe",0.411,0.522166666666667,0.4843
"8","C23","Tshe",1.3671347290443,"AG05",3.275,"Tshe",0.411,0.522166666666667,0.4843
"9","C24","Abam",33.4180242641225,"AG05",4.56,"Tshe",0.2435,0.212166666666667,0.2537
"10","C24","Tabr",0.973069054541269,"AG05",4.56,"Tshe",0.2435,0.212166666666667,0.2537
"11","C24","Thpl",8.49962604817699,"AG05",4.56,"Tshe",0.2435,0.212166666666667,0.2537
"12","C24","Tshe",2.62294712240865,"AG05",4.56,"Tshe",0.2435,0.212166666666667,0.2537
"13","C28","Abam",22.0271747888836,"AG05",3.015,"Tshe",1.251,1.075,1.231
"14","C28","Tabr",0.72564507112617,"AG05",3.015,"Tshe",1.251,1.075,1.231
"15","C28","Thpl",11.2424092223568,"AG05",3.015,"Tshe",1.251,1.075,1.231
"16","C28","Tshe",0.551302386815205,"AG05",3.015,"Tshe",1.251,1.075,1.231
"17","C3","Abam",1.04236473449783,"AG05",4.02,"Tshe",0.197,0.203166666666667,0.2049
"18","C3","Thpl",11.1226595643836,"AG05",4.02,"Tshe",0.197,0.203166666666667,0.2049
"19","C3","Tshe",7.02999685880932,"AG05",4.02,"Tshe",0.197,0.203166666666667,0.2049
"20","C31","Abam",5.85871686977143,"AG05",2.69,"Tshe",0.431,0.757833333333333,0.9599
"21","C31","Psme",13.7678413087981,"AG05",2.69,"Tshe",0.431,0.757833333333333,0.9599
"22","C31","Thpl",10.2355052149364,"AG05",2.69,"Tshe",0.431,0.757833333333333,0.9599
"23","C31","Tshe",2.47932136026816,"AG05",2.69,"Tshe",0.431,0.757833333333333,0.9599
"24","C35","Abam",42.2551123411665,"AG05",3.09,"Tshe",1.1475,1.443,1.4886
"25","C35","Tabr",0.143138815279185,"AG05",3.09,"Tshe",1.1475,1.443,1.4886
"26","C35","Thpl",2.67490906489903,"AG05",3.09,"Tshe",1.1475,1.443,1.4886
"27","C37","Abam",10.2236614106324,"AG05",2.29,"Tshe",0.166,0.186,0.2176
"28","C37","Tabr",0.496143873799802,"AG05",2.29,"Tshe",0.166,0.186,0.2176
"29","C37","Thpl",4.10661137695624,"AG05",2.29,"Tshe",0.166,0.186,0.2176
"30","C37","Tshe",2.26530821472399,"AG05",2.29,"Tshe",0.166,0.186,0.2176
"31","C39","Abam",10.4292393799016,"AG05",3.01,"Tshe",1.6505,1.82516666666667,1.9343
"32","C39","Psme",19.9306486394737,"AG05",3.01,"Tshe",1.6505,1.82516666666667,1.9343
"33","C39","Tabr",0.4136377967349,"AG05",3.01,"Tshe",1.6505,1.82516666666667,1.9343
"34","C39","Thpl",4.83136894815777,"AG05",3.01,"Tshe",1.6505,1.82516666666667,1.9343
"35","C39","Tshe",0.915562201017307,"AG05",3.01,"Tshe",1.6505,1.82516666666667,1.9343
"36","C4","Abam",2.0951438486423,"AG05",4.805,"Tshe",1.054,1.77266666666667,1.6674
"37","C4","Tabr",0.311025526687023,"AG05",4.805,"Tshe",1.054,1.77266666666667,1.6674
"38","C4","Thpl",19.8639369194747,"AG05",4.805,"Tshe",1.054,1.77266666666667,1.6674
"39","C4","Tshe",4.51486134229023,"AG05",4.805,"Tshe",1.054,1.77266666666667,1.6674
