"","Tag","Species(neighbor)","ba_sum","Stand","radius","Species","2008","avg_3","avg_5"
"1","A19","Thpl",21.5711411992885,"TO04",4.515,"Psme",1.5755,2.00416666666667,2.2934
"2","A19","Tshe",6.11496087456149,"TO04",4.515,"Psme",1.5755,2.00416666666667,2.2934
"3","A29","Acci",0.0950331777710912,"TO04",8.47,"Psme",2.164,3.28083333333333,3.49
"4","A29","Thpl",5.78181853559319,"TO04",8.47,"Psme",2.164,3.28083333333333,3.49
"5","A29","Tshe",9.54442551698135,"TO04",8.47,"Psme",2.164,3.28083333333333,3.49
"6","A30","Psme",21.512252044997,"TO04",7.875,"Psme",1.5545,1.7125,1.6892
"7","A30","Tshe",16.4894737104376,"TO04",7.875,"Psme",1.5545,1.7125,1.6892
"8","A31","Abam",1.74173823705835,"TO04",11.955,"Psme",0.7645,0.87,0.8619
"9","A31","Psme",20.8672438033068,"TO04",11.955,"Psme",0.7645,0.87,0.8619
"10","A31","Thpl",5.32814114048829,"TO04",11.955,"Psme",0.7645,0.87,0.8619
"11","A31","Tshe",13.486448854816,"TO04",11.955,"Psme",0.7645,0.87,0.8619
"12","A32","Abam",1.4793445646489,"TO04",8.15,"Psme",0.6465,1.20533333333333,1.1696
"13","A32","Psme",44.9002783776177,"TO04",8.15,"Psme",0.6465,1.20533333333333,1.1696
"14","A32","Thpl",5.32814114048829,"TO04",8.15,"Psme",0.6465,1.20533333333333,1.1696
"15","A32","Tshe",9.23135795506949,"TO04",8.15,"Psme",0.6465,1.20533333333333,1.1696
"16","A33","Tshe",13.0677373859456,"TO04",6.895,"Psme",0.448,0.521,0.5618
"17","A34","Abam",0.10028749148422,"TO04",9.225,"Psme",0.7565,0.739,0.7963
"18","A34","Tshe",11.7182191377063,"TO04",9.225,"Psme",0.7565,0.739,0.7963
"19","A35","Abam",10.5683176866761,"TO04",6.56,"Psme",1.4075,2.02233333333333,2.146
"20","A35","Psme",36.8473946587628,"TO04",6.56,"Psme",1.4075,2.02233333333333,2.146
"21","A35","Thpl",16.1333113513001,"TO04",6.56,"Psme",1.4075,2.02233333333333,2.146
"22","A35","Tshe",9.71686753773689,"TO04",6.56,"Psme",1.4075,2.02233333333333,2.146
